# C:\Users\Nima\AppData\Local\Programs\Python\Python313\python.exe -u C:\Users\Nima\PointCloudStreaming\train_dqn.py --out C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_130607_full\sweep\trial_000_s43\abr_dqn.pkl --run-dir C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_130607_full\sweep\trial_000_s43 --coverage-stride 60 --epochs 8 --eval-every 100 --eval-seeds 42,43,44 --lam 1.0 --lr 0.0001 --mu 4.3 --playback-rate-min 0.9 --reward-spec {"stall_mode": "bounded", "stall_cap_s": 2.0, "event_penalty": 2.0} --seed 43 --segment-frames 5 --select-by qoe_quality --target-update 3000
==========================================================================================
🤖 DQN ABR training
   sequences: ['longdress', 'loot', 'redandblack', 'soldier'] | eval sequence: longdress
   train files: 4 | test files: 1 | frames/episode: 300
   coverage stride: 60 samples -> 237 episodes/epoch x 8 epochs = 1896 episodes (~113760 env steps)
   segment: 5 frames/request (60 decisions/episode) | playback-rate-min: 0.9 | eval seeds: [42, 43, 44]
   state_dim: 23 | actions: 6 | feature_spec: ['lstm_pred', 'buffer', 'last_rep_onehot', 'tput_last', 'tput_mean', 'tput_std', 'rep_bitrates', 'rep_densities']
   reward: q[log_density] - 4.3*min(stall,2.0) + 2.0*new_event - 1.0*|dq|  (gamma=0.99, lr=0.0001, reward_norm=True, reward_scale=1.0)
   select-by: qoe_quality | out: C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_130607_full\sweep\trial_000_s43\abr_dqn.pkl | run-dir: C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_130607_full\sweep\trial_000_s43
==========================================================================================
[eval @ ep 0] untrained: reward=182.34 qoe=10.4 qoe_q=35.1
[ep    1] longdress    static_B_2020.02.27_18.39.27.csv@5684  reward=  169.77 qoe= 100.0 qoe_q=   41.2 eps=0.999 loss=0.0000
[ep    2] loot         static_B_2019.12.16_13.40.04.csv@1346  reward=  124.54 qoe=  76.6 qoe_q=   19.6 eps=0.998 loss=0.9615
[ep    3] redandblack  static_B_2020.02.13_13.57.29.csv@2374  reward=  134.45 qoe=  32.4 qoe_q=    1.4 eps=0.998 loss=0.7078
[ep    4] soldier      static_B_2020.01.16_10.43.34.csv@3093  reward=  150.93 qoe= 100.0 qoe_q=   35.1 eps=0.997 loss=0.4272
[ep    5] longdress    static_B_2020.02.27_18.39.27.csv@4784  reward=  171.49 qoe= 100.0 qoe_q=   43.3 eps=0.996 loss=0.1769
[ep    6] loot         static_B_2020.02.27_18.39.27.csv@3524  reward=  133.13 qoe=  83.3 qoe_q=   21.6 eps=0.995 loss=0.0992
[ep    7] redandblack  static_B_2020.01.16_10.43.34.csv@1593  reward=  129.68 qoe=   1.7 qoe_q=  -27.4 eps=0.994 loss=0.0969
[ep    8] soldier      static_B_2020.02.13_13.57.29.csv@1234  reward=  148.52 qoe=  75.1 qoe_q=   29.2 eps=0.993 loss=0.0980
[ep    9] longdress    static_B_2020.02.27_18.39.27.csv@4244  reward=  144.18 qoe=  60.0 qoe_q=    9.9 eps=0.992 loss=0.1149
[ep   10] loot         static_B_2020.01.16_10.43.34.csv@1233  reward=  167.99 qoe=  84.0 qoe_q=   38.2 eps=0.992 loss=0.1081
[ep   11] redandblack  static_B_2019.12.16_13.40.04.csv@1826  reward=  121.10 qoe=  34.3 qoe_q=    4.5 eps=0.991 loss=0.1003
[ep   12] soldier      static_B_2020.02.13_13.57.29.csv@2794  reward=  173.45 qoe= 100.0 qoe_q=   42.6 eps=0.990 loss=0.1117
[ep   13] longdress    static_B_2020.01.16_10.43.34.csv@213   reward=  167.53 qoe=  68.0 qoe_q=   40.6 eps=0.989 loss=0.0910
[ep   14] loot         static_B_2020.01.16_10.43.34.csv@1173  reward=  149.92 qoe=  78.8 qoe_q=   22.8 eps=0.988 loss=0.0972
[ep   15] redandblack  static_B_2020.02.27_18.39.27.csv@1004  reward=  158.17 qoe= 100.0 qoe_q=   38.0 eps=0.987 loss=0.0994
[ep   16] soldier      static_B_2020.02.27_18.39.27.csv@824   reward=  199.98 qoe= 100.0 qoe_q=   49.4 eps=0.987 loss=0.0961
[ep   17] longdress    static_B_2020.02.13_13.57.29.csv@2254  reward=  144.57 qoe=   0.0 qoe_q=  -34.6 eps=0.986 loss=0.0993
[ep   18] loot         static_B_2020.01.16_10.43.34.csv@813   reward=  188.15 qoe=  58.0 qoe_q=   49.2 eps=0.985 loss=0.1103
[ep   19] redandblack  static_B_2020.02.27_18.39.27.csv@3884  reward=  102.11 qoe=   5.7 qoe_q=  -31.9 eps=0.984 loss=0.0882
[ep   20] soldier      static_B_2020.02.13_13.57.29.csv@94    reward=   95.90 qoe=  22.1 qoe_q=  -18.4 eps=0.983 loss=0.0967
[ep   21] longdress    static_B_2019.12.16_13.40.04.csv@1586  reward=  186.92 qoe= 100.0 qoe_q=   49.5 eps=0.982 loss=0.1066
[ep   22] loot         static_B_2020.02.27_18.39.27.csv@104   reward=  165.58 qoe=  47.5 qoe_q=   36.1 eps=0.982 loss=0.0813
[ep   23] redandblack  static_B_2020.01.16_10.43.34.csv@1473  reward=  117.56 qoe=  22.5 qoe_q=   -1.6 eps=0.981 loss=0.0995
[ep   24] soldier      static_B_2020.02.27_18.39.27.csv@1484  reward=  171.12 qoe= 100.0 qoe_q=   42.1 eps=0.980 loss=0.1043
[ep   25] longdress    static_B_2020.02.27_18.39.27.csv@1244  reward=  173.35 qoe=  68.0 qoe_q=   45.4 eps=0.979 loss=0.0962
[ep   26] loot         static_B_2020.01.16_10.43.34.csv@453   reward=  110.73 qoe=  24.8 qoe_q=    0.5 eps=0.978 loss=0.0936
[ep   27] redandblack  static_B_2020.02.13_13.57.29.csv@1534  reward=   73.09 qoe=   1.5 qoe_q=  -16.4 eps=0.977 loss=0.1055
[ep   28] soldier      static_B_2019.12.16_13.40.04.csv@386   reward=  148.73 qoe=  83.3 qoe_q=   28.4 eps=0.977 loss=0.0997
[ep   29] longdress    static_B_2020.02.27_18.39.27.csv@1664  reward=  120.51 qoe=  63.0 qoe_q=    8.6 eps=0.976 loss=0.1093
[ep   30] loot         static_B_2020.02.13_13.57.29.csv@2194  reward=   76.63 qoe=   0.0 qoe_q=  -28.8 eps=0.975 loss=0.1100
[ep   31] redandblack  static_B_2020.02.27_18.39.27.csv@5742  reward=  129.49 qoe=  70.3 qoe_q=   14.8 eps=0.974 loss=0.0963
[ep   32] soldier      static_B_2019.12.16_13.40.04.csv@806   reward=  167.56 qoe= 100.0 qoe_q=   40.1 eps=0.973 loss=0.1028
[ep   33] longdress    static_B_2020.01.16_10.43.34.csv@2673  reward=  131.91 qoe=  72.9 qoe_q=   14.5 eps=0.972 loss=0.1238
[ep   34] loot         static_B_2020.02.27_18.39.27.csv@5024  reward=  147.01 qoe=  71.4 qoe_q=   24.0 eps=0.972 loss=0.1049
[ep   35] redandblack  static_B_2019.12.16_13.40.04.csv@1286  reward=  168.21 qoe= 100.0 qoe_q=   40.2 eps=0.971 loss=0.1231
[ep   36] soldier      static_B_2020.02.13_13.57.29.csv@694   reward=   42.61 qoe=   0.0 qoe_q= -106.0 eps=0.970 loss=0.1059
[ep   37] longdress    static_B_2020.02.27_18.39.27.csv@2804  reward=  185.54 qoe=  72.0 qoe_q=   48.5 eps=0.969 loss=0.1273
[ep   38] loot         static_B_2020.01.16_10.43.34.csv@2913  reward=   75.25 qoe=   0.0 qoe_q=  -75.7 eps=0.968 loss=0.1246
[ep   39] redandblack  static_B_2020.01.16_10.43.34.csv@333   reward=  167.68 qoe=  44.0 qoe_q=   39.3 eps=0.967 loss=0.1161
[ep   40] soldier      static_B_2020.02.27_18.39.27.csv@1604  reward=   64.10 qoe=   0.0 qoe_q=  -64.0 eps=0.967 loss=0.1280
[ep   41] longdress    static_B_2020.02.27_18.39.27.csv@3764  reward=  150.83 qoe= 100.0 qoe_q=   33.7 eps=0.966 loss=0.1289
[ep   42] loot         static_B_2020.02.27_18.39.27.csv@2744  reward=  192.83 qoe=  48.0 qoe_q=   50.8 eps=0.965 loss=0.1258
[ep   43] redandblack  static_B_2020.02.27_18.39.27.csv@2924  reward=  137.78 qoe=  82.9 qoe_q=   23.4 eps=0.964 loss=0.1341
[ep   44] soldier      static_B_2020.02.27_18.39.27.csv@1064  reward=  128.20 qoe=  76.0 qoe_q=   23.8 eps=0.963 loss=0.1269
[ep   45] longdress    static_B_2020.02.27_18.39.27.csv@3104  reward=   84.63 qoe=   0.0 qoe_q=  -35.7 eps=0.962 loss=0.1159
[ep   46] loot         static_B_2020.01.16_10.43.34.csv@933   reward=  200.27 qoe= 100.0 qoe_q=   53.3 eps=0.962 loss=0.1227
[ep   47] redandblack  static_B_2020.02.13_13.57.29.csv@154   reward=  176.68 qoe=  56.0 qoe_q=   46.4 eps=0.961 loss=0.1270
[ep   48] soldier      static_B_2020.01.16_10.43.34.csv@573   reward=  109.77 qoe=  74.8 qoe_q=    9.6 eps=0.960 loss=0.1305
[ep   49] longdress    static_B_2020.02.27_18.39.27.csv@2504  reward=  172.35 qoe= 100.0 qoe_q=   43.0 eps=0.959 loss=0.1320
[ep   50] loot         static_B_2020.02.27_18.39.27.csv@5204  reward=   66.29 qoe=   0.0 qoe_q=  -30.1 eps=0.958 loss=0.1225
[ep   51] redandblack  static_B_2019.12.16_13.40.04.csv@326   reward=   81.44 qoe=   0.0 qoe_q=  -33.0 eps=0.957 loss=0.1317
[ep   52] soldier      static_B_2019.12.16_13.40.04.csv@26    reward=  168.70 qoe=  88.0 qoe_q=   40.4 eps=0.957 loss=0.3403
[ep   53] longdress    static_B_2020.02.27_18.39.27.csv@2084  reward=  172.09 qoe= 100.0 qoe_q=   41.8 eps=0.956 loss=0.1614
[ep   54] loot         static_B_2020.02.27_18.39.27.csv@3404  reward=  164.03 qoe= 100.0 qoe_q=   36.9 eps=0.955 loss=0.1664
[ep   55] redandblack  static_B_2020.01.16_10.43.34.csv@1293  reward=  137.28 qoe= 100.0 qoe_q=   30.0 eps=0.954 loss=0.1517
[ep   56] soldier      static_B_2019.12.16_13.40.04.csv@1226  reward=  129.26 qoe=  59.3 qoe_q=    1.3 eps=0.953 loss=0.1544
[ep   57] longdress    static_B_2020.02.13_13.57.29.csv@1834  reward=  169.00 qoe=  58.0 qoe_q=   40.9 eps=0.952 loss=0.1391
[ep   58] loot         static_B_2020.02.13_13.57.29.csv@1654  reward=  173.92 qoe=  55.6 qoe_q=   24.4 eps=0.952 loss=0.1507
[ep   59] redandblack  static_B_2019.12.16_13.40.04.csv@1406  reward=  156.12 qoe= 100.0 qoe_q=   34.6 eps=0.951 loss=0.1543
[ep   60] soldier      static_B_2020.02.27_18.39.27.csv@3224  reward=  176.06 qoe=  66.0 qoe_q=   44.7 eps=0.950 loss=0.1536
[ep   61] longdress    static_B_2020.02.27_18.39.27.csv@4484  reward=  164.48 qoe=  63.1 qoe_q=   31.5 eps=0.949 loss=0.1601
[ep   62] loot         static_B_2019.12.16_13.40.04.csv@866   reward=  178.28 qoe=  69.0 qoe_q=   38.8 eps=0.948 loss=0.1436
[ep   63] redandblack  static_B_2020.02.13_13.57.29.csv@994   reward=   68.68 qoe=   0.0 qoe_q= -273.2 eps=0.947 loss=0.1547
[ep   64] soldier      static_B_2020.02.13_13.57.29.csv@334   reward=   80.00 qoe=   0.0 qoe_q=  -29.2 eps=0.947 loss=0.1487
[ep   65] longdress    static_B_2020.02.13_13.57.29.csv@1474  reward=  152.94 qoe=  54.9 qoe_q=   25.6 eps=0.946 loss=0.1656
[ep   66] loot         static_B_2020.01.16_10.43.34.csv@2733  reward=  159.86 qoe= 100.0 qoe_q=   36.8 eps=0.945 loss=0.1569
[ep   67] redandblack  static_B_2020.01.16_10.43.34.csv@1113  reward=  164.48 qoe=  53.7 qoe_q=   30.4 eps=0.944 loss=0.1669
[ep   68] soldier      static_B_2020.01.16_10.43.34.csv@33    reward=   92.52 qoe=   0.0 qoe_q=  -18.3 eps=0.943 loss=0.1640
[ep   69] longdress    static_B_2020.02.27_18.39.27.csv@884   reward=  145.76 qoe=  59.7 qoe_q=   11.0 eps=0.942 loss=0.1467
[ep   70] loot         static_B_2020.02.13_13.57.29.csv@2314  reward=  128.64 qoe=  40.2 qoe_q=   13.1 eps=0.942 loss=0.1609
