# C:\Users\Nima\AppData\Local\Programs\Python\Python313\python.exe -u C:\Users\Nima\PointCloudStreaming\train_dqn.py --out C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260714_131016_full\sweep\trial_002_s52\abr_dqn.pkl --run-dir C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260714_131016_full\sweep\trial_002_s52 --coverage-stride 60 --epochs 20 --eval-every 100 --eval-seeds 42,43,44 --lam 1.0 --lr 0.0001 --mu 4.3 --no-lstm-pred --playback-rate-min 0.9 --reward-spec {"stall_mode": "bounded", "stall_cap_s": 2.0, "event_penalty": 2.0} --seed 52 --segment-frames 8 --select-by qoe_quality --target-update 3000
==========================================================================================
🤖 DQN ABR training
   sequences: ['longdress', 'loot', 'redandblack', 'soldier'] | eval sequence: longdress
   train files: 17 | test files: 4 | frames/episode: 300
   coverage stride: 60 samples -> 556 episodes/epoch x 20 epochs = 11120 episodes (~422560 env steps)
   segment: 8 frames/request (38 decisions/episode) | playback-rate-min: 0.9 | eval seeds: [42, 43, 44]
   state_dim: 22 | actions: 6 | feature_spec: ['buffer', 'last_rep_onehot', 'tput_last', 'tput_mean', 'tput_std', 'rep_bitrates', 'rep_densities']
   reward: q[log_density] - 4.3*min(stall,2.0) + 2.0*new_event - 1.0*|dq|  (gamma=0.99, lr=0.0001, reward_norm=True, reward_scale=1.0)
   select-by: qoe_quality | out: C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260714_131016_full\sweep\trial_002_s52\abr_dqn.pkl | run-dir: C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260714_131016_full\sweep\trial_002_s52
==========================================================================================
[eval @ ep 0] untrained: reward=8.70 qoe=0.0 qoe_q=-27.0
[ep    1] longdress    static_B_2019.12.16_13.40.04.csv@1649  reward=  164.29 qoe= 100.0 qoe_q=   38.7 eps=1.000 loss=0.0000
[ep    2] loot         static_B_2020.02.27_18.39.27.csv@474   reward=  154.37 qoe=  86.0 qoe_q=   36.7 eps=1.000 loss=1.1665
[ep    3] redandblack  static_B_2020.02.27_18.39.27.csv@2934  reward=  154.77 qoe=  74.8 qoe_q=   31.5 eps=1.000 loss=1.0318
[ep    4] soldier      static_B_2020.02.27_18.39.27.csv@3654  reward=  167.50 qoe=  66.0 qoe_q=   37.7 eps=0.999 loss=0.8841
[ep    5] longdress    driving_B_2020.02.14_07.29.00.csv@1725  reward=   87.12 qoe=   0.0 qoe_q=  -32.8 eps=0.999 loss=0.6564
[ep    6] loot         driving_B_2020.02.14_12.58.17.csv@143   reward=  112.15 qoe=   0.0 qoe_q=  -20.7 eps=0.999 loss=0.4788
[ep    7] redandblack  driving_B_2020.02.14_09.38.22.csv@213   reward=    7.97 qoe=   0.0 qoe_q= -136.2 eps=0.999 loss=0.3176
[ep    8] soldier      static_B_2020.02.27_18.39.27.csv@174   reward=  189.11 qoe=  28.0 qoe_q=   36.2 eps=0.999 loss=0.2468
[ep    9] longdress    static_B_2020.02.27_18.39.27.csv@4854  reward=  150.13 qoe=  16.0 qoe_q=   22.6 eps=0.999 loss=0.2179
[ep   10] loot         driving_B_2020.02.13_15.02.01.csv@2754  reward=   44.34 qoe=   0.0 qoe_q=  -50.1 eps=0.999 loss=0.2153
[ep   11] redandblack  static_B_2020.02.13_13.57.29.csv@2086  reward=  165.58 qoe=  86.7 qoe_q=   43.2 eps=0.998 loss=0.2129
