# C:\Users\Nima\AppData\Local\Programs\Python\Python313\python.exe -u C:\Users\Nima\PointCloudStreaming\scripts\train_dqn.py --out C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\confirm\trial_011_s51\abr_dqn.pkl --run-dir C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\confirm\trial_011_s51 --batch-size 64 --coverage-stride 60 --early-stop-patience 3 --epochs 8 --eps-decay-frac 0.5 --eval-every 400 --eval-offsets 3 --eval-seeds 42,43,44 --eval-sequences longdress,loot,redandblack,soldier --gamma 1.0 --hidden 256 --lam 1.0 --lr 0.0003 --mu 4.3 --protocol configs/experiment_protocol.json --reward-spec {"rebuffer_weight": 2.0, "startup_weight": 1.0, "drop_weight": null} --seed 51 --segment-frames 10 --select-by qoe_quality --target-update 6000 --torch-threads 2 --lstm C:\Users\Nima\PointCloudStreaming\models/bandwidth_lstm_s10.pkl
==========================================================================================
🤖 DQN ABR training
   sequences: ['longdress', 'loot', 'redandblack', 'soldier'] | validation sequences: ['longdress', 'loot', 'redandblack', 'soldier']
   protocol: 4071599372abeb61 | train files: 13 | validation files: 4 | registered test files: 4 (NOT evaluated) | frames/episode: 300
   coverage stride: 60 samples -> 417 episodes/epoch x 8 epochs = 3336 episodes (~100080 env steps)
   segment: 10 frames/request (30 decisions/episode) | validation offsets/trace: 3 | validation seeds: [42, 43, 44]
   state_dim: 23 | actions: 6 | feature_spec: ['lstm_pred', 'buffer', 'last_rep_onehot', 'tput_last', 'tput_mean', 'tput_std', 'rep_bitrates', 'rep_densities']
   PyTorch CPU threads/trial: 2
   LSTM: models\bandwidth_lstm_s10.pkl
   reward = QoE: (100/N)*sum(q[fixed_log_bitrate]) - 4.3*stall_duration - 2.0*rebuffer_events - 1.0*sum|delta_segment_q| - (100/N)*dropped_frames - 1.0*startup_delay  (gamma=1.0, lr=0.0003, no learner-side scaling)
   select-by: qoe_quality | out: C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\confirm\trial_011_s51\abr_dqn.pkl | run-dir: C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\confirm\trial_011_s51
==========================================================================================
[validation @ ep 0] untrained: reward=QoE=-16318.90
[ep    1] longdress    static_B_2020.02.27_18.39.27.csv@5230  reward=QoE=   -7.14 eps=0.999 loss=0.0000
[ep    2] loot         driving_B_2020.02.13_15.02.01.csv@1494  reward=QoE= -114.79 eps=0.999 loss=0.0000
[ep    3] redandblack  driving_B_2020.02.13_15.02.01.csv@534   reward=QoE=   15.04 eps=0.998 loss=2.3016
[ep    4] soldier      static_B_2020.02.27_18.39.27.csv@4990  reward=QoE=   24.09 eps=0.998 loss=1.6457
[ep    5] longdress    driving_B_2020.01.16_12.10.03.csv@244   reward=QoE=   39.18 eps=0.997 loss=1.4834
[ep    6] loot         driving_B_2020.02.14_12.58.17.csv@506   reward=QoE= -172.98 eps=0.997 loss=2.0213
[ep    7] redandblack  driving_B_2020.02.14_12.58.17.csv@326   reward=QoE= -262.68 eps=0.996 loss=2.8944
[ep    8] soldier      driving_B_2020.01.16_07.26.43.csv@656   reward=QoE= -136.21 eps=0.995 loss=3.0255
[ep    9] longdress    driving_B_2020.02.13_15.02.01.csv@1614  reward=QoE= -222.44 eps=0.995 loss=3.2930
[ep   10] loot         static_B_2020.02.27_18.39.27.csv@2950  reward=QoE=   43.11 eps=0.994 loss=3.3054
[ep   11] redandblack  driving_B_2020.02.13_13.03.24.csv@750   reward=QoE=  -99.04 eps=0.994 loss=2.8826
[ep   12] soldier      static_B_2020.02.27_18.39.27.csv@5710  reward=QoE=   33.26 eps=0.993 loss=2.8560
[ep   13] longdress    static_B_2020.02.27_18.39.27.csv@850   reward=QoE=   33.69 eps=0.993 loss=2.6088
[ep   14] loot         driving_B_2020.01.16_07.26.43.csv@56    reward=QoE=  -18.14 eps=0.992 loss=2.5048
[ep   15] redandblack  driving_B_2020.02.27_17.30.15.csv@602   reward=QoE= -198.53 eps=0.991 loss=2.4181
[ep   16] soldier      driving_B_2020.02.13_13.03.24.csv@930   reward=QoE= -196.68 eps=0.991 loss=2.6068
[ep   17] longdress    driving_B_2020.02.13_13.03.24.csv@870   reward=QoE= -179.00 eps=0.990 loss=2.6062
[ep   18] loot         static_B_2020.02.27_18.39.27.csv@3490  reward=QoE=   47.77 eps=0.990 loss=2.6864
[ep   19] redandblack  driving_B_2019.12.17_07.32.39.csv@2288  reward=QoE=   30.03 eps=0.989 loss=2.2668
[ep   20] soldier      driving_B_2020.02.14_09.38.22.csv@1478  reward=QoE=  -48.64 eps=0.989 loss=2.6799
[ep   21] longdress    static_B_2020.02.27_18.39.27.csv@1630  reward=QoE=   28.58 eps=0.988 loss=2.7398
[ep   22] loot         driving_B_2020.01.16_07.26.43.csv@1316  reward=QoE=   26.67 eps=0.987 loss=2.3847
[ep   23] redandblack  driving_B_2019.12.16_12.27.05.csv@1097  reward=QoE=   27.32 eps=0.987 loss=2.2158
[ep   24] soldier      driving_B_2020.01.16_09.56.56.csv@226   reward=QoE=   -7.96 eps=0.986 loss=2.2409
[ep   25] longdress    driving_B_2019.12.16_12.27.05.csv@497   reward=QoE= -231.56 eps=0.986 loss=2.2821
[ep   26] loot         driving_B_2020.01.16_07.26.43.csv@1496  reward=QoE=  -51.83 eps=0.985 loss=2.1866
[ep   27] redandblack  driving_B_2020.01.16_09.56.56.csv@286   reward=QoE=   42.24 eps=0.985 loss=2.4436
[ep   28] soldier      driving_B_2019.12.16_12.27.05.csv@737   reward=QoE=   37.43 eps=0.984 loss=2.0494
[ep   29] longdress    driving_B_2020.02.13_15.02.01.csv@2754  reward=QoE= -115.36 eps=0.984 loss=2.1733
[ep   30] loot         driving_B_2019.12.17_07.32.39.csv@1683  reward=QoE=  -36.35 eps=0.983 loss=2.2696
[ep   31] redandblack  driving_B_2019.12.17_07.32.39.csv@2163  reward=QoE=  -44.90 eps=0.982 loss=2.0737
[ep   32] soldier      static_B_2020.02.27_18.39.27.csv@3310  reward=QoE=   27.89 eps=0.982 loss=1.9956
[ep   33] longdress    static_B_2019.12.16_13.40.04.csv@538   reward=QoE=   16.87 eps=0.981 loss=2.0035
[ep   34] loot         static_B_2020.02.27_18.39.27.csv@1750  reward=QoE=   31.79 eps=0.981 loss=2.0196
[ep   35] redandblack  driving_B_2020.02.27_17.30.15.csv@482   reward=QoE= -216.54 eps=0.980 loss=2.0406
[ep   36] soldier      static_B_2020.02.27_18.39.27.csv@5742  reward=QoE=   12.74 eps=0.980 loss=1.9845
[ep   37] longdress    driving_B_2019.12.17_07.32.39.csv@723   reward=QoE=  -87.77 eps=0.979 loss=2.3001
[ep   38] loot         driving_B_2020.02.13_13.03.24.csv@1170  reward=QoE=  -53.67 eps=0.978 loss=2.0240
[ep   39] redandblack  driving_B_2019.12.17_07.32.39.csv@363   reward=QoE=   42.73 eps=0.978 loss=1.8843
[ep   40] soldier      driving_B_2020.02.13_15.02.01.csv@2154  reward=QoE=   28.12 eps=0.977 loss=2.1204
[ep   41] longdress    driving_B_2020.02.14_12.58.17.csv@566   reward=QoE=  -90.07 eps=0.977 loss=1.7092
[ep   42] loot         driving_B_2019.12.16_12.27.05.csv@617   reward=QoE= -188.61 eps=0.976 loss=2.1542
[ep   43] redandblack  static_B_2020.02.27_18.39.27.csv@2530  reward=QoE=   41.93 eps=0.976 loss=2.0161
[ep   44] soldier      static_B_2020.02.14_13.21.26.csv@728   reward=QoE=   28.42 eps=0.975 loss=1.7447
[ep   45] longdress    static_B_2020.02.27_18.39.27.csv@2110  reward=QoE=   42.95 eps=0.974 loss=1.6936
[ep   46] loot         driving_B_2020.02.14_12.58.17.csv@800   reward=QoE=  -89.90 eps=0.974 loss=1.8910
[ep   47] redandblack  driving_B_2020.01.16_07.26.43.csv@1376  reward=QoE= -101.58 eps=0.973 loss=1.8281
[ep   48] soldier      static_B_2020.02.27_18.39.27.csv@4690  reward=QoE=   -2.96 eps=0.973 loss=1.9558
[ep   49] longdress    driving_B_2019.12.17_07.32.39.csv@1803  reward=QoE= -236.29 eps=0.972 loss=1.7354
[ep   50] loot         static_B_2020.02.27_18.39.27.csv@4750  reward=QoE=   31.86 eps=0.972 loss=1.8837
[ep   51] redandblack  driving_B_2020.02.13_15.02.01.csv@474   reward=QoE=   42.45 eps=0.971 loss=1.8385
[ep   52] soldier      static_B_2020.02.27_18.39.27.csv@730   reward=QoE=    4.06 eps=0.970 loss=1.7996
[ep   53] longdress    driving_B_2020.02.13_13.03.24.csv@2010  reward=QoE= -380.44 eps=0.970 loss=1.8726
[ep   54] loot         static_B_2020.02.27_18.39.27.csv@5170  reward=QoE=   43.44 eps=0.969 loss=1.8987
[ep   55] redandblack  driving_B_2020.02.14_09.38.22.csv@503   reward=QoE=   20.02 eps=0.969 loss=2.0476
[ep   56] soldier      driving_B_2020.02.13_13.03.24.csv@1950  reward=QoE= -370.16 eps=0.968 loss=2.0646
[ep   57] longdress    driving_B_2020.02.13_13.03.24.csv@1350  reward=QoE= -157.16 eps=0.968 loss=1.8811
[ep   58] loot         driving_B_2020.02.13_13.03.24.csv@1050  reward=QoE=  -47.50 eps=0.967 loss=2.1107
[ep   59] redandblack  driving_B_2020.02.13_13.03.24.csv@1530  reward=QoE=  -46.67 eps=0.966 loss=1.9571
[ep   60] soldier      driving_B_2020.02.13_13.03.24.csv@270   reward=QoE=  -76.62 eps=0.966 loss=2.2962
[ep   61] longdress    driving_B_2019.12.17_07.32.39.csv@903   reward=QoE= -137.69 eps=0.965 loss=2.1231
[ep   62] loot         static_B_2020.02.27_18.39.27.csv@5110  reward=QoE=   27.23 eps=0.965 loss=2.1355
[ep   63] redandblack  driving_B_2019.12.17_07.32.39.csv@243   reward=QoE=  -19.64 eps=0.964 loss=1.9321
[ep   64] soldier      static_B_2019.12.16_13.40.04.csv@1018  reward=QoE=   25.09 eps=0.964 loss=1.9591
[ep   65] longdress    static_B_2020.02.27_18.39.27.csv@3610  reward=QoE=    6.86 eps=0.963 loss=1.8699
[ep   66] loot         driving_B_2019.12.16_12.27.05.csv@557   reward=QoE=  -41.27 eps=0.962 loss=1.7788
[ep   67] redandblack  static_B_2020.02.27_18.39.27.csv@1150  reward=QoE=   40.82 eps=0.962 loss=2.0107
[ep   68] soldier      driving_B_2019.12.16_12.27.05.csv@437   reward=QoE= -114.36 eps=0.961 loss=1.7533
[ep   69] longdress    driving_B_2020.01.16_09.56.56.csv@1246  reward=QoE=   24.02 eps=0.961 loss=2.0946
[ep   70] loot         driving_B_2020.02.13_15.02.01.csv@654   reward=QoE=   27.56 eps=0.960 loss=2.0860
[ep   71] redandblack  driving_B_2020.01.16_07.26.43.csv@1770  reward=QoE=  -85.59 eps=0.960 loss=1.8443
[ep   72] soldier      driving_B_2020.02.13_13.03.24.csv@2188  reward=QoE= -489.55 eps=0.959 loss=1.8700
[ep   73] longdress    driving_B_2020.02.14_12.58.17.csv@146   reward=QoE= -924.32 eps=0.958 loss=1.8269
[ep   74] loot         driving_B_2019.12.17_07.32.39.csv@2043  reward=QoE=  -16.98 eps=0.958 loss=2.7360
[ep   75] redandblack  static_B_2020.02.27_18.39.27.csv@1510  reward=QoE=   42.28 eps=0.957 loss=2.0902
[ep   76] soldier      static_B_2020.02.14_13.21.26.csv@68    reward=QoE=   26.30 eps=0.957 loss=2.3145
[ep   77] longdress    driving_B_2020.02.14_09.38.22.csv@1463  reward=QoE=  -37.79 eps=0.956 loss=2.2355
[ep   78] loot         driving_B_2020.01.16_09.56.56.csv@1066  reward=QoE=   -0.21 eps=0.956 loss=2.3793
[ep   79] redandblack  driving_B_2020.02.14_09.38.22.csv@863   reward=QoE=   30.04 eps=0.955 loss=2.7296
[ep   80] soldier      static_B_2020.02.27_18.39.27.csv@4330  reward=QoE=   22.08 eps=0.954 loss=2.0556
[ep   81] longdress    driving_B_2020.02.14_12.58.17.csv@86    reward=QoE= -117.45 eps=0.954 loss=2.1173
[ep   82] loot         driving_B_2020.02.13_15.02.01.csv@1914  reward=QoE=   31.58 eps=0.953 loss=2.0449
[ep   83] redandblack  driving_B_2020.02.13_15.02.01.csv@714   reward=QoE=  -43.53 eps=0.953 loss=2.1427
[ep   84] soldier      static_B_2020.02.27_18.39.27.csv@310   reward=QoE=   41.76 eps=0.952 loss=2.0362
[ep   85] longdress    static_B_2020.02.27_18.39.27.csv@3130  reward=QoE= -425.38 eps=0.952 loss=1.9334
[ep   86] loot         driving_B_2020.01.16_07.26.43.csv@236   reward=QoE=    5.30 eps=0.951 loss=2.2660
[ep   87] redandblack  driving_B_2020.02.13_15.02.01.csv@1854  reward=QoE=   12.86 eps=0.950 loss=2.1784
[ep   88] soldier      driving_B_2019.12.17_07.32.39.csv@1863  reward=QoE=  -60.55 eps=0.950 loss=2.3778
[ep   89] longdress    driving_B_2020.02.14_12.58.17.csv@746   reward=QoE= -236.85 eps=0.949 loss=1.8611
[ep   90] loot         driving_B_2020.02.13_13.03.24.csv@1230  reward=QoE=  -57.58 eps=0.949 loss=2.2902
[ep   91] redandblack  static_B_2020.02.27_18.39.27.csv@2050  reward=QoE=   22.94 eps=0.948 loss=2.1013
[ep   92] soldier      driving_B_2020.01.16_12.10.03.csv@152   reward=QoE=   36.62 eps=0.948 loss=2.2502
[ep   93] longdress    driving_B_2020.02.13_13.03.24.csv@1890  reward=QoE= -635.05 eps=0.947 loss=2.2864
[ep   94] loot         driving_B_2019.12.16_12.27.05.csv@797   reward=QoE=    7.42 eps=0.946 loss=2.1654
[ep   95] redandblack  driving_B_2020.02.14_09.38.22.csv@623   reward=QoE=   11.68 eps=0.946 loss=2.3258
[ep   96] soldier      driving_B_2020.01.16_09.56.56.csv@526   reward=QoE=   17.25 eps=0.945 loss=1.7197
[ep   97] longdress    static_B_2020.02.27_18.39.27.csv@550   reward=QoE= -288.47 eps=0.945 loss=2.5082
[ep   98] loot         static_B_2020.02.27_18.39.27.csv@3070  reward=QoE=   30.92 eps=0.944 loss=1.9573
[ep   99] redandblack  driving_B_2020.02.13_15.02.01.csv@2514  reward=QoE=  -50.35 eps=0.944 loss=2.9678
[ep  100] soldier      driving_B_2020.02.14_09.38.22.csv@923   reward=QoE=   15.36 eps=0.943 loss=2.4950
[ep  101] longdress    static_B_2020.02.27_18.39.27.csv@3790  reward=QoE=   20.23 eps=0.942 loss=1.8914
[ep  102] loot         driving_B_2020.01.16_07.26.43.csv@896   reward=QoE=  -22.32 eps=0.942 loss=2.7433
[ep  103] redandblack  static_B_2019.12.16_13.40.04.csv@898   reward=QoE=   36.31 eps=0.941 loss=2.2924
[ep  104] soldier      driving_B_2020.02.13_15.02.01.csv@1434  reward=QoE= -133.82 eps=0.941 loss=2.3356
[ep  105] longdress    driving_B_2020.02.14_09.38.22.csv@1343  reward=QoE=   37.43 eps=0.940 loss=2.3203
[ep  106] loot         static_B_2020.02.27_18.39.27.csv@2230  reward=QoE=   55.10 eps=0.940 loss=1.8182
[ep  107] redandblack  static_B_2020.02.27_18.39.27.csv@1690  reward=QoE=   39.12 eps=0.939 loss=2.4883
[ep  108] soldier      static_B_2019.12.16_13.40.04.csv@1798  reward=QoE=   36.33 eps=0.939 loss=1.6488
[ep  109] longdress    driving_B_2020.02.13_15.02.01.csv@2214  reward=QoE=   26.15 eps=0.938 loss=2.2940
[ep  110] loot         driving_B_2020.02.14_09.38.22.csv@803   reward=QoE= -141.11 eps=0.937 loss=2.1264
[ep  111] redandblack  driving_B_2019.12.16_12.27.05.csv@917   reward=QoE=   30.57 eps=0.937 loss=2.3470
[ep  112] soldier      driving_B_2019.12.16_12.27.05.csv@677   reward=QoE=  -49.43 eps=0.936 loss=2.3435
[ep  113] longdress    driving_B_2020.02.13_13.03.24.csv@30    reward=QoE= -138.30 eps=0.936 loss=2.5272
[ep  114] loot         driving_B_2019.12.16_12.27.05.csv@77    reward=QoE=  -17.38 eps=0.935 loss=2.3685
[ep  115] redandblack  static_B_2020.02.27_18.39.27.csv@130   reward=QoE=   39.56 eps=0.935 loss=2.4050
[ep  116] soldier      driving_B_2020.02.14_12.58.17.csv@686   reward=QoE= -367.14 eps=0.934 loss=2.3637
[ep  117] longdress    static_B_2020.02.27_18.39.27.csv@3670  reward=QoE=   31.90 eps=0.933 loss=2.2493
