# C:\Users\Nima\AppData\Local\Programs\Python\Python313\python.exe -u C:\Users\Nima\PointCloudStreaming\train_dqn.py --out C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260714_131016_full\sweep\trial_000_s49\abr_dqn.pkl --run-dir C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260714_131016_full\sweep\trial_000_s49 --coverage-stride 60 --epochs 20 --eval-every 100 --eval-seeds 42,43,44 --lam 1.0 --lr 0.0001 --mu 4.3 --playback-rate-min 0.9 --reward-spec {"stall_mode": "bounded", "stall_cap_s": 2.0, "event_penalty": 2.0} --seed 49 --segment-frames 8 --select-by qoe_quality --target-update 3000
==========================================================================================
🤖 DQN ABR training
   sequences: ['longdress', 'loot', 'redandblack', 'soldier'] | eval sequence: longdress
   train files: 17 | test files: 4 | frames/episode: 300
   coverage stride: 60 samples -> 556 episodes/epoch x 20 epochs = 11120 episodes (~422560 env steps)
   segment: 8 frames/request (38 decisions/episode) | playback-rate-min: 0.9 | eval seeds: [42, 43, 44]
   state_dim: 23 | actions: 6 | feature_spec: ['lstm_pred', 'buffer', 'last_rep_onehot', 'tput_last', 'tput_mean', 'tput_std', 'rep_bitrates', 'rep_densities']
   reward: q[log_density] - 4.3*min(stall,2.0) + 2.0*new_event - 1.0*|dq|  (gamma=0.99, lr=0.0001, reward_norm=True, reward_scale=1.0)
   select-by: qoe_quality | out: C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260714_131016_full\sweep\trial_000_s49\abr_dqn.pkl | run-dir: C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260714_131016_full\sweep\trial_000_s49
==========================================================================================
[eval @ ep 0] untrained: reward=199.93 qoe=21.5 qoe_q=29.2
[ep    1] longdress    driving_B_2019.12.17_07.32.39.csv@1943  reward=   86.70 qoe=   0.0 qoe_q=  -29.3 eps=1.000 loss=0.0000
[ep    2] loot         driving_B_2020.01.16_07.26.43.csv@340   reward=   41.52 qoe=   0.0 qoe_q= -140.5 eps=1.000 loss=0.5436
[ep    3] redandblack  static_B_2020.02.27_18.39.27.csv@2075  reward=  145.72 qoe=  56.0 qoe_q=   27.5 eps=1.000 loss=0.5623
[ep    4] soldier      static_B_2019.12.16_13.40.04.csv@1520  reward=  159.80 qoe= 100.0 qoe_q=   41.4 eps=0.999 loss=0.6047
[ep    5] longdress    driving_B_2020.02.14_09.38.22.csv@621   reward=  117.88 qoe=  27.4 qoe_q=    5.4 eps=0.999 loss=0.4903
[ep    6] loot         driving_B_2019.12.17_07.32.39.csv@743   reward=  116.62 qoe=  58.3 qoe_q=   16.6 eps=0.999 loss=0.3424
[ep    7] redandblack  driving_B_2020.01.16_12.10.03.csv@244   reward=  164.01 qoe=  26.0 qoe_q=   32.7 eps=0.999 loss=0.2735
[ep    8] soldier      driving_B_2020.01.16_12.10.03.csv@15    reward=  143.00 qoe=  80.2 qoe_q=   27.6 eps=0.999 loss=0.2484
[ep    9] longdress    driving_B_2020.02.14_09.38.22.csv@681   reward=  128.30 qoe=  71.3 qoe_q=   18.4 eps=0.999 loss=0.2094
[ep   10] loot         driving_B_2019.12.16_14.23.32.csv@677   reward=  197.73 qoe=   0.0 qoe_q=   36.2 eps=0.999 loss=0.1952
[ep   11] redandblack  static_B_2020.02.27_18.39.27.csv@2495  reward=  151.70 qoe=   0.0 qoe_q=   16.3 eps=0.998 loss=0.1636
[ep   12] soldier      static_B_2020.02.27_18.39.27.csv@3815  reward=  126.95 qoe=  56.1 qoe_q=   16.1 eps=0.998 loss=0.1741
[ep   13] longdress    driving_B_2020.02.13_15.02.01.csv@2010  reward=  143.05 qoe=  81.3 qoe_q=   30.1 eps=0.998 loss=0.1940
[ep   14] loot         driving_B_2019.12.16_14.23.32.csv@1217  reward=  179.46 qoe= 100.0 qoe_q=   47.1 eps=0.998 loss=0.1657
[ep   15] redandblack  driving_B_2020.01.16_07.26.43.csv@1770  reward=   21.32 qoe=   0.0 qoe_q=  -70.5 eps=0.998 loss=0.1666
[ep   16] soldier      driving_B_2019.12.17_07.32.39.csv@1763  reward=    2.43 qoe=   0.0 qoe_q= -106.3 eps=0.998 loss=0.1953
[ep   17] longdress    driving_B_2019.12.16_14.23.32.csv@1517  reward=   92.46 qoe=   0.0 qoe_q=  -23.9 eps=0.998 loss=0.2129
[ep   18] loot         static_B_2020.02.27_18.39.27.csv@1535  reward=  193.36 qoe= 100.0 qoe_q=   55.6 eps=0.997 loss=0.2054
[ep   19] redandblack  driving_B_2019.12.16_14.23.32.csv@557   reward=  137.49 qoe=  31.9 qoe_q=    8.2 eps=0.997 loss=0.2094
[ep   20] soldier      static_B_2020.02.14_13.21.26.csv@283   reward=  191.03 qoe=  20.0 qoe_q=   39.5 eps=0.997 loss=0.1794
[ep   21] longdress    driving_B_2020.02.13_15.02.01.csv@2430  reward=    8.35 qoe=   0.0 qoe_q= -422.5 eps=0.997 loss=0.2231
[ep   22] loot         driving_B_2020.02.13_15.02.01.csv@270   reward=  116.30 qoe=  71.4 qoe_q=   23.5 eps=0.997 loss=0.2036
[ep   23] redandblack  driving_B_2020.02.14_12.58.17.csv@605   reward=  102.76 qoe=  49.1 qoe_q=    9.9 eps=0.997 loss=0.2111
[ep   24] soldier      driving_B_2020.01.16_09.56.56.csv@1077  reward=   60.96 qoe=   0.0 qoe_q=  -80.7 eps=0.997 loss=0.2139
[ep   25] longdress    driving_B_2020.02.13_13.03.24.csv@524   reward=   12.58 qoe=   0.0 qoe_q=  -97.4 eps=0.996 loss=0.2241
[ep   26] loot         static_B_2020.02.27_18.39.27.csv@935   reward=  131.87 qoe=   6.0 qoe_q=   17.3 eps=0.996 loss=0.2224
[ep   27] redandblack  static_B_2020.02.27_18.39.27.csv@695   reward=  177.70 qoe=  36.0 qoe_q=   33.3 eps=0.996 loss=0.2241
[ep   28] soldier      static_B_2019.12.16_13.40.04.csv@1640  reward=  176.09 qoe= 100.0 qoe_q=   42.1 eps=0.996 loss=0.2049
[ep   29] longdress    static_B_2020.02.27_18.39.27.csv@2015  reward=  140.72 qoe=  45.4 qoe_q=   26.1 eps=0.996 loss=0.1983
[ep   30] loot         static_B_2020.02.13_13.57.29.csv@1274  reward=  163.77 qoe=  80.1 qoe_q=   37.0 eps=0.996 loss=0.2155
[ep   31] redandblack  static_B_2020.02.27_18.39.27.csv@4355  reward=  148.59 qoe=  82.9 qoe_q=   32.7 eps=0.996 loss=0.1978
[ep   32] soldier      static_B_2020.02.27_18.39.27.csv@1895  reward=  168.51 qoe=  40.0 qoe_q=   34.4 eps=0.995 loss=0.1943
[ep   33] longdress    driving_B_2019.12.16_11.49.59.csv@151   reward=  -13.76 qoe=   0.0 qoe_q= -127.7 eps=0.995 loss=0.2053
[ep   34] loot         static_B_2020.02.27_18.39.27.csv@4415  reward=  170.22 qoe=  48.0 qoe_q=   36.4 eps=0.995 loss=0.1998
[ep   35] redandblack  driving_B_2020.02.13_15.02.01.csv@1890  reward=  120.91 qoe=  39.7 qoe_q=   11.3 eps=0.995 loss=0.1982
[ep   36] soldier      static_B_2020.02.13_13.57.29.csv@914   reward=  115.21 qoe=  10.4 qoe_q=    1.0 eps=0.995 loss=0.1933
[ep   37] longdress    driving_B_2019.12.17_07.32.39.csv@1343  reward=  153.67 qoe=  62.4 qoe_q=   28.7 eps=0.995 loss=0.1962
[ep   38] loot         static_B_2020.02.27_18.39.27.csv@215   reward=  181.59 qoe=   8.0 qoe_q=   33.3 eps=0.995 loss=0.1935
[ep   39] redandblack  driving_B_2019.12.17_07.32.39.csv@863   reward=  106.08 qoe=   4.9 qoe_q=    4.5 eps=0.994 loss=0.1877
[ep   40] soldier      driving_B_2020.02.27_17.30.15.csv@274   reward=   -2.21 qoe=   0.0 qoe_q= -297.6 eps=0.994 loss=0.2007
[ep   41] longdress    static_B_2019.12.16_13.40.04.csv@1400  reward=  160.97 qoe=  62.8 qoe_q=    6.8 eps=0.994 loss=0.2077
[ep   42] loot         static_B_2020.02.14_13.21.26.csv@223   reward=  162.63 qoe=   0.0 qoe_q=   24.2 eps=0.994 loss=0.1959
[ep   43] redandblack  driving_B_2020.02.14_09.38.22.csv@261   reward=   16.07 qoe=   0.0 qoe_q= -197.4 eps=0.994 loss=0.2124
[ep   44] soldier      driving_B_2020.02.13_13.03.24.csv@404   reward=   30.69 qoe=   0.0 qoe_q=  -73.3 eps=0.994 loss=0.2275
[ep   45] longdress    static_B_2020.02.27_18.39.27.csv@3155  reward=  108.44 qoe=   0.0 qoe_q= -347.4 eps=0.994 loss=0.2085
