episode,sequence,file,offset,reward,qoe,qoe_quality,epsilon,mean_loss
1,longdress,static_B_2020.02.27_18.39.27.csv,362,156.5789,100.00,34.26,0.9990,0.000000
2,loot,static_B_2019.12.16_13.40.04.csv,1496,190.4631,48.00,49.01,0.9980,1.131103
3,redandblack,static_B_2020.02.13_13.57.29.csv,2524,157.8675,54.00,37.44,0.9970,0.975127
4,soldier,static_B_2020.02.27_18.39.27.csv,3962,181.0150,66.00,47.74,0.9960,0.552704
5,longdress,static_B_2019.12.16_13.40.04.csv,1904,159.3013,6.92,-23.20,0.9950,0.092054
6,loot,static_B_2020.02.27_18.39.27.csv,2762,162.3509,54.00,39.75,0.9940,0.043964
7,redandblack,static_B_2020.02.27_18.39.27.csv,302,140.5519,52.85,21.59,0.9931,0.064291
8,soldier,static_B_2019.12.16_13.40.04.csv,716,186.8858,100.00,48.38,0.9921,0.055870
9,longdress,static_B_2020.02.13_13.57.29.csv,1204,146.8239,56.96,27.66,0.9911,0.060472
10,loot,static_B_2019.12.16_13.40.04.csv,1616,167.3066,87.65,39.83,0.9901,0.071489
11,redandblack,static_B_2020.02.27_18.39.27.csv,3842,128.3642,75.02,22.06,0.9891,0.074078
12,soldier,static_B_2020.02.14_13.21.26.csv,685,121.9495,72.03,15.71,0.9881,0.076817
13,longdress,static_B_2020.02.27_18.39.27.csv,1202,144.5014,64.00,33.70,0.9871,0.077407
14,loot,static_B_2020.02.13_13.57.29.csv,2044,162.9639,44.00,39.02,0.9861,0.076325
15,redandblack,static_B_2020.02.27_18.39.27.csv,5742,155.9860,68.92,27.76,0.9851,0.058189
16,soldier,static_B_2020.02.13_13.57.29.csv,1624,177.0205,82.55,42.35,0.9841,0.074573
17,longdress,static_B_2020.02.13_13.57.29.csv,1804,110.6172,0.00,-49.47,0.9831,0.067053
18,loot,static_B_2019.12.16_13.40.04.csv,776,146.4870,50.00,33.15,0.9821,0.075545
19,redandblack,static_B_2020.02.27_18.39.27.csv,5342,133.7278,75.58,23.58,0.9811,0.070582
20,soldier,static_B_2020.02.27_18.39.27.csv,1922,171.9501,100.00,43.20,0.9801,0.070225
21,longdress,static_B_2020.02.13_13.57.29.csv,124,97.6190,0.00,-31.20,0.9791,0.088721
22,loot,static_B_2020.02.14_13.21.26.csv,625,163.0054,44.00,38.60,0.9781,0.076599
23,redandblack,static_B_2020.02.13_13.57.29.csv,2224,187.5460,72.09,40.89,0.9771,0.070605
24,soldier,static_B_2020.02.27_18.39.27.csv,5102,180.6918,72.00,44.50,0.9761,0.090677
25,longdress,static_B_2020.02.27_18.39.27.csv,1802,102.0970,0.00,-36.89,0.9752,0.083196
26,loot,static_B_2020.02.13_13.57.29.csv,1264,119.2315,28.67,2.89,0.9742,0.061042
27,redandblack,static_B_2020.02.27_18.39.27.csv,2402,191.9940,64.00,49.15,0.9732,0.090696
28,soldier,static_B_2020.02.27_18.39.27.csv,2102,144.8734,60.83,27.09,0.9722,0.080687
29,longdress,static_B_2020.02.27_18.39.27.csv,1742,133.7682,64.27,23.07,0.9712,0.099594
30,loot,static_B_2019.12.16_13.40.04.csv,1256,137.9847,22.95,1.09,0.9702,0.095051
31,redandblack,static_B_2020.02.27_18.39.27.csv,5702,175.8018,100.00,42.09,0.9692,0.100650
32,soldier,static_B_2020.02.27_18.39.27.csv,5642,154.3824,65.56,21.00,0.9682,0.091325
33,longdress,static_B_2020.02.27_18.39.27.csv,2462,160.1019,66.00,38.90,0.9672,0.086586
34,loot,static_B_2019.12.16_13.40.04.csv,896,151.9359,28.14,-13.19,0.9662,0.089213
35,redandblack,static_B_2020.02.27_18.39.27.csv,4022,128.6319,65.59,19.99,0.9652,0.092396
36,soldier,static_B_2020.02.27_18.39.27.csv,3182,150.4633,80.24,33.41,0.9642,0.093007
37,longdress,static_B_2020.02.13_13.57.29.csv,2704,178.0557,100.00,42.95,0.9632,0.094448
38,loot,static_B_2020.02.27_18.39.27.csv,1322,150.2179,56.00,31.75,0.9622,0.092818
39,redandblack,static_B_2020.02.27_18.39.27.csv,1442,140.5636,79.25,24.49,0.9612,0.096758
40,soldier,static_B_2020.02.27_18.39.27.csv,662,142.3146,37.33,6.66,0.9602,0.094868
41,longdress,static_B_2020.02.13_13.57.29.csv,1144,52.3453,0.00,-31.24,0.9592,0.086872
42,loot,static_B_2020.02.27_18.39.27.csv,4622,141.6519,63.87,23.30,0.9582,0.095018
43,redandblack,static_B_2019.12.16_13.40.04.csv,116,175.9604,52.00,43.50,0.9573,0.107254
44,soldier,static_B_2020.02.14_13.21.26.csv,145,153.8848,52.60,10.77,0.9563,0.107843
45,longdress,static_B_2020.02.27_18.39.27.csv,482,155.5539,82.70,32.82,0.9553,0.084709
46,loot,static_B_2020.02.13_13.57.29.csv,1684,136.0796,38.86,20.79,0.9543,0.103024
47,redandblack,static_B_2020.02.13_13.57.29.csv,424,177.3169,100.00,43.59,0.9533,0.108927
48,soldier,static_B_2020.02.27_18.39.27.csv,602,184.1312,76.00,48.97,0.9523,0.106391
49,longdress,static_B_2020.02.27_18.39.27.csv,3122,10.1919,0.00,-493.35,0.9513,0.097760
50,loot,static_B_2020.02.13_13.57.29.csv,1984,154.6684,46.00,36.50,0.9503,0.109183
51,redandblack,static_B_2020.02.27_18.39.27.csv,5162,165.2374,48.00,38.55,0.9493,0.110961
52,soldier,static_B_2020.02.27_18.39.27.csv,3482,171.0199,77.05,35.61,0.9483,0.402772
53,longdress,static_B_2020.02.27_18.39.27.csv,2582,157.4145,41.11,14.17,0.9473,0.122458
54,loot,static_B_2019.12.16_13.40.04.csv,1136,120.9169,0.00,-143.96,0.9463,0.126326
55,redandblack,static_B_2019.12.16_13.40.04.csv,1316,155.4493,76.07,25.29,0.9453,0.157163
56,soldier,static_B_2020.02.27_18.39.27.csv,422,197.7007,100.00,50.72,0.9443,0.132254
57,longdress,static_B_2020.02.13_13.57.29.csv,664,103.5735,3.65,-23.42,0.9433,0.131194
58,loot,static_B_2019.12.16_13.40.04.csv,236,160.4598,56.73,15.26,0.9423,0.117756
59,redandblack,static_B_2020.02.27_18.39.27.csv,4802,166.4119,48.00,39.30,0.9413,0.149103
60,soldier,static_B_2019.12.16_13.40.04.csv,1904,179.2586,50.00,45.80,0.9403,0.133451
61,longdress,static_B_2020.02.13_13.57.29.csv,1504,65.7186,0.00,-36.95,0.9393,0.123333
62,loot,static_B_2020.02.27_18.39.27.csv,1622,115.5489,0.00,-42.96,0.9384,0.145453
63,redandblack,static_B_2020.02.27_18.39.27.csv,5522,170.2299,42.00,44.14,0.9374,0.125263
64,soldier,static_B_2020.02.27_18.39.27.csv,1562,123.4191,42.53,14.68,0.9364,0.133963
65,longdress,static_B_2020.02.13_13.57.29.csv,2404,103.0762,19.57,-6.69,0.9354,0.153479
66,loot,static_B_2020.02.27_18.39.27.csv,3902,190.3126,46.00,50.50,0.9344,0.168428
67,redandblack,static_B_2020.02.13_13.57.29.csv,484,112.2644,0.00,-23.63,0.9334,0.136599
68,soldier,static_B_2020.02.27_18.39.27.csv,3722,156.9446,100.00,34.91,0.9324,0.155944
69,longdress,static_B_2020.02.27_18.39.27.csv,782,128.6243,63.51,11.42,0.9314,0.152700
70,loot,static_B_2020.02.14_13.21.26.csv,205,169.4548,56.00,39.99,0.9304,0.132909
71,redandblack,static_B_2020.02.13_13.57.29.csv,184,119.8024,37.63,8.82,0.9294,0.147802
72,soldier,static_B_2020.02.27_18.39.27.csv,4442,140.8279,32.58,11.31,0.9284,0.158014
73,longdress,static_B_2020.02.27_18.39.27.csv,2642,97.9863,0.00,-45.77,0.9274,0.153661
74,loot,static_B_2020.02.27_18.39.27.csv,4862,121.7926,45.43,8.41,0.9264,0.158087
75,redandblack,static_B_2020.02.27_18.39.27.csv,4922,162.6320,64.19,24.72,0.9254,0.140246
76,soldier,static_B_2019.12.16_13.40.04.csv,1904,154.3157,52.00,33.65,0.9244,0.145692
77,longdress,static_B_2020.02.27_18.39.27.csv,1502,131.3896,35.15,-14.33,0.9234,0.138580
78,loot,static_B_2020.02.27_18.39.27.csv,4982,157.0461,100.00,33.66,0.9224,0.150159
79,redandblack,static_B_2020.02.13_13.57.29.csv,2884,87.3387,0.00,-60.03,0.9214,0.156859
80,soldier,static_B_2020.02.13_13.57.29.csv,1864,155.7855,0.00,-39.26,0.9205,0.142110
