# C:\Users\Nima\AppData\Local\Programs\Python\Python313\python.exe -u C:\Users\Nima\PointCloudStreaming\train_dqn.py --out C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260714_131016_full\sweep\trial_002_s47\abr_dqn.pkl --run-dir C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260714_131016_full\sweep\trial_002_s47 --coverage-stride 60 --epochs 20 --eval-every 100 --eval-seeds 42,43,44 --lam 1.0 --lr 0.0001 --mu 4.3 --no-lstm-pred --playback-rate-min 0.9 --reward-spec {"stall_mode": "bounded", "stall_cap_s": 2.0, "event_penalty": 2.0} --seed 47 --segment-frames 8 --select-by qoe_quality --target-update 3000
==========================================================================================
🤖 DQN ABR training
   sequences: ['longdress', 'loot', 'redandblack', 'soldier'] | eval sequence: longdress
   train files: 17 | test files: 4 | frames/episode: 300
   coverage stride: 60 samples -> 556 episodes/epoch x 20 epochs = 11120 episodes (~422560 env steps)
   segment: 8 frames/request (38 decisions/episode) | playback-rate-min: 0.9 | eval seeds: [42, 43, 44]
   state_dim: 22 | actions: 6 | feature_spec: ['buffer', 'last_rep_onehot', 'tput_last', 'tput_mean', 'tput_std', 'rep_bitrates', 'rep_densities']
   reward: q[log_density] - 4.3*min(stall,2.0) + 2.0*new_event - 1.0*|dq|  (gamma=0.99, lr=0.0001, reward_norm=True, reward_scale=1.0)
   select-by: qoe_quality | out: C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260714_131016_full\sweep\trial_002_s47\abr_dqn.pkl | run-dir: C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260714_131016_full\sweep\trial_002_s47
==========================================================================================
[eval @ ep 0] untrained: reward=60.14 qoe=27.8 qoe_q=-3.9
[ep    1] longdress    static_B_2019.12.16_13.40.04.csv@430   reward=  110.00 qoe=  45.2 qoe_q=    6.5 eps=1.000 loss=0.0000
[ep    2] loot         static_B_2019.12.16_13.40.04.csv@1150  reward=   76.76 qoe=   0.0 qoe_q= -203.0 eps=1.000 loss=0.6022
[ep    3] redandblack  driving_B_2020.02.13_15.02.01.csv@2672  reward=   38.43 qoe=   0.0 qoe_q= -112.1 eps=1.000 loss=0.6039
[ep    4] soldier      driving_B_2020.02.14_09.38.22.csv@1185  reward=   -4.63 qoe=   0.0 qoe_q= -179.5 eps=0.999 loss=0.4714
[ep    5] longdress    driving_B_2019.12.16_14.23.32.csv@68    reward=  184.05 qoe= 100.0 qoe_q=   46.0 eps=0.999 loss=0.4693
[ep    6] loot         static_B_2020.02.27_18.39.27.csv@415   reward=  203.83 qoe= 100.0 qoe_q=   56.3 eps=0.999 loss=0.4652
[ep    7] redandblack  driving_B_2020.02.14_12.58.17.csv@168   reward=  -42.28 qoe=   0.0 qoe_q= -872.4 eps=0.999 loss=0.4045
[ep    8] soldier      static_B_2020.02.27_18.39.27.csv@835   reward=  144.62 qoe=  62.0 qoe_q=   26.3 eps=0.999 loss=0.3715
[ep    9] longdress    static_B_2020.02.27_18.39.27.csv@1975  reward=  204.07 qoe=   6.0 qoe_q=   39.4 eps=0.999 loss=0.3312
[ep   10] loot         driving_B_2020.01.16_07.26.43.csv@1365  reward=   37.38 qoe=   0.0 qoe_q= -106.3 eps=0.999 loss=0.3206
[ep   11] redandblack  static_B_2019.12.16_13.40.04.csv@130   reward=  198.52 qoe=  16.0 qoe_q=   39.8 eps=0.998 loss=0.3101
[ep   12] soldier      static_B_2020.02.14_13.21.26.csv@231   reward=  140.97 qoe= 100.0 qoe_q=   31.3 eps=0.998 loss=0.2627
[ep   13] longdress    driving_B_2020.02.13_13.03.24.csv@110   reward=    2.49 qoe=   0.0 qoe_q= -137.9 eps=0.998 loss=0.2852
[ep   14] loot         driving_B_2019.12.17_07.32.39.csv@2135  reward=   42.72 qoe=   0.0 qoe_q=  -66.3 eps=0.998 loss=0.2944
[ep   15] redandblack  driving_B_2020.02.13_15.02.01.csv@1952  reward=  165.18 qoe= 100.0 qoe_q=   43.2 eps=0.998 loss=0.2733
[ep   16] soldier      driving_B_2020.01.16_09.56.56.csv@1474  reward=  173.28 qoe= 100.0 qoe_q=   40.5 eps=0.998 loss=0.2616
[ep   17] longdress    static_B_2020.02.27_18.39.27.csv@3895  reward=  171.75 qoe=  76.0 qoe_q=   37.8 eps=0.998 loss=0.2687
[ep   18] loot         driving_B_2020.01.16_09.56.56.csv@814   reward=  173.18 qoe= 100.0 qoe_q=   47.9 eps=0.997 loss=0.2384
[ep   19] redandblack  driving_B_2020.02.14_09.38.22.csv@1125  reward=   32.13 qoe=   0.0 qoe_q=  -78.4 eps=0.997 loss=0.2491
[ep   20] soldier      driving_B_2020.01.16_12.10.03.csv@244   reward=  171.62 qoe= 100.0 qoe_q=   42.3 eps=0.997 loss=0.2325
[ep   21] longdress    static_B_2020.02.14_13.21.26.csv@111   reward=  148.25 qoe=  24.5 qoe_q=   24.1 eps=0.997 loss=0.2255
[ep   22] loot         driving_B_2020.01.16_09.56.56.csv@34    reward=  117.67 qoe=  41.4 qoe_q=    7.6 eps=0.997 loss=0.2154
[ep   23] redandblack  driving_B_2020.01.16_07.26.43.csv@525   reward=   79.97 qoe=   0.0 qoe_q=  -30.9 eps=0.997 loss=0.2262
[ep   24] soldier      driving_B_2020.02.13_13.03.24.csv@590   reward=   45.94 qoe=   0.0 qoe_q= -101.9 eps=0.997 loss=0.2441
[ep   25] longdress    static_B_2019.12.16_13.40.04.csv@1870  reward=  130.38 qoe=   0.0 qoe_q= -244.9 eps=0.996 loss=0.2234
[ep   26] loot         static_B_2020.02.13_13.57.29.csv@1569  reward=  173.08 qoe= 100.0 qoe_q=   45.0 eps=0.996 loss=0.2318
[ep   27] redandblack  static_B_2020.02.14_13.21.26.csv@411   reward=  187.90 qoe= 100.0 qoe_q=   51.7 eps=0.996 loss=0.2272
[ep   28] soldier      driving_B_2019.12.17_07.32.39.csv@1595  reward=  124.64 qoe=  59.7 qoe_q=   16.1 eps=0.996 loss=0.2238
[ep   29] longdress    driving_B_2020.01.16_09.56.56.csv@1570  reward=   99.35 qoe=   0.0 qoe_q=    1.7 eps=0.996 loss=0.2279
[ep   30] loot         static_B_2020.02.27_18.39.27.csv@5695  reward=  213.39 qoe= 100.0 qoe_q=   60.3 eps=0.996 loss=0.2253
[ep   31] redandblack  driving_B_2019.12.16_12.27.05.csv@140   reward=   81.12 qoe=  13.1 qoe_q=   -0.6 eps=0.996 loss=0.2163
[ep   32] soldier      driving_B_2020.02.13_15.02.01.csv@1532  reward=   -8.04 qoe=   0.0 qoe_q= -190.4 eps=0.995 loss=0.2134
[ep   33] longdress    static_B_2020.02.27_18.39.27.csv@295   reward=   75.17 qoe=   0.0 qoe_q=  -12.7 eps=0.995 loss=0.2217
[ep   34] loot         static_B_2020.02.13_13.57.29.csv@789   reward=  103.74 qoe=  25.9 qoe_q=    5.8 eps=0.995 loss=0.2246
[ep   35] redandblack  static_B_2020.02.13_13.57.29.csv@2709  reward=  157.92 qoe=  90.0 qoe_q=   38.5 eps=0.995 loss=0.2150
[ep   36] soldier      static_B_2019.12.16_13.40.04.csv@730   reward=  140.83 qoe=  88.5 qoe_q=   32.6 eps=0.995 loss=0.2156
[ep   37] longdress    static_B_2020.02.27_18.39.27.csv@235   reward=  169.01 qoe=  86.2 qoe_q=   44.5 eps=0.995 loss=0.2109
[ep   38] loot         driving_B_2019.12.17_07.32.39.csv@755   reward=   88.02 qoe=  12.7 qoe_q=    3.5 eps=0.995 loss=0.2137
[ep   39] redandblack  static_B_2020.02.27_18.39.27.csv@2035  reward=  169.15 qoe=   2.0 qoe_q=   26.9 eps=0.994 loss=0.2026
[ep   40] soldier      driving_B_2020.02.27_17.30.15.csv@627   reward=  -40.38 qoe=   0.0 qoe_q= -420.8 eps=0.994 loss=0.2143
[ep   41] longdress    static_B_2020.02.27_18.39.27.csv@5035  reward=  148.22 qoe=  79.8 qoe_q=   30.3 eps=0.994 loss=0.2333
[ep   42] loot         driving_B_2020.01.16_09.56.56.csv@154   reward=  168.97 qoe=  87.8 qoe_q=   31.9 eps=0.994 loss=0.2112
[ep   43] redandblack  driving_B_2020.02.14_09.38.22.csv@165   reward=   16.29 qoe=   0.0 qoe_q= -214.4 eps=0.994 loss=0.2111
[ep   44] soldier      static_B_2019.12.16_13.40.04.csv@370   reward=  154.12 qoe= 100.0 qoe_q=   36.1 eps=0.994 loss=0.2229
[ep   45] longdress    driving_B_2019.12.17_07.32.39.csv@1175  reward=   74.15 qoe=   0.0 qoe_q=  -90.6 eps=0.994 loss=0.2147
[ep   46] loot         static_B_2020.02.27_18.39.27.csv@3355  reward=  225.76 qoe=  84.0 qoe_q=   65.0 eps=0.993 loss=0.2429
[ep   47] redandblack  driving_B_2020.02.13_13.03.24.csv@1790  reward=  -16.48 qoe=   0.0 qoe_q=-1032.8 eps=0.993 loss=0.2091
[ep   48] soldier      driving_B_2020.02.13_15.02.01.csv@1712  reward=  145.80 qoe=  58.0 qoe_q=   27.1 eps=0.993 loss=0.2106
[ep   49] longdress    static_B_2020.02.14_13.21.26.csv@471   reward=  167.58 qoe=   6.0 qoe_q=   25.1 eps=0.993 loss=0.2104
[ep   50] loot         driving_B_2019.12.16_14.23.32.csv@608   reward=  182.49 qoe=  82.5 qoe_q=   43.8 eps=0.993 loss=0.1971
[ep   51] redandblack  static_B_2020.02.27_18.39.27.csv@4195  reward=  105.82 qoe=  41.4 qoe_q=   15.7 eps=0.993 loss=0.2157
