# C:\Users\Nima\AppData\Local\Programs\Python\Python313\python.exe -u C:\Users\Nima\PointCloudStreaming\scripts\train_dqn.py --out C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\confirm\trial_005_s46\abr_dqn.pkl --run-dir C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\confirm\trial_005_s46 --batch-size 64 --coverage-stride 60 --early-stop-patience 3 --epochs 8 --eps-decay-frac 0.6 --eval-every 400 --eval-offsets 3 --eval-seeds 42,43,44 --eval-sequences longdress,loot,redandblack,soldier --gamma 1.0 --hidden 128 --lam 1.0 --lr 0.0001 --mu 4.3 --protocol configs/experiment_protocol.json --reward-spec {"rebuffer_weight": 2.0, "startup_weight": 1.0, "drop_weight": null} --seed 46 --segment-frames 8 --select-by qoe_quality --target-update 3000 --torch-threads 2 --lstm C:\Users\Nima\PointCloudStreaming\models/bandwidth_lstm_s8.pkl
==========================================================================================
🤖 DQN ABR training
   sequences: ['longdress', 'loot', 'redandblack', 'soldier'] | validation sequences: ['longdress', 'loot', 'redandblack', 'soldier']
   protocol: 4071599372abeb61 | train files: 13 | validation files: 4 | registered test files: 4 (NOT evaluated) | frames/episode: 300
   coverage stride: 60 samples -> 417 episodes/epoch x 8 epochs = 3336 episodes (~126768 env steps)
   segment: 8 frames/request (38 decisions/episode) | validation offsets/trace: 3 | validation seeds: [42, 43, 44]
   state_dim: 23 | actions: 6 | feature_spec: ['lstm_pred', 'buffer', 'last_rep_onehot', 'tput_last', 'tput_mean', 'tput_std', 'rep_bitrates', 'rep_densities']
   PyTorch CPU threads/trial: 2
   LSTM: models\bandwidth_lstm_s8.pkl
   reward = QoE: (100/N)*sum(q[fixed_log_bitrate]) - 4.3*stall_duration - 2.0*rebuffer_events - 1.0*sum|delta_segment_q| - (100/N)*dropped_frames - 1.0*startup_delay  (gamma=1.0, lr=0.0001, no learner-side scaling)
   select-by: qoe_quality | out: C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\confirm\trial_005_s46\abr_dqn.pkl | run-dir: C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\confirm\trial_005_s46
==========================================================================================
[validation @ ep 0] untrained: reward=QoE=-4539.76
[ep    1] longdress    driving_B_2019.12.17_07.32.39.csv@904   reward=QoE= -129.77 eps=1.000 loss=0.0000
[ep    2] loot         driving_B_2020.02.13_15.02.01.csv@2481  reward=QoE= -230.15 eps=0.999 loss=4.8566
[ep    3] redandblack  static_B_2020.02.27_18.39.27.csv@2642  reward=QoE=   42.40 eps=0.999 loss=3.7687
[ep    4] soldier      static_B_2020.02.27_18.39.27.csv@3422  reward=QoE=   32.28 eps=0.998 loss=2.6603
[ep    5] longdress    static_B_2020.02.27_18.39.27.csv@3722  reward=QoE=   18.72 eps=0.998 loss=2.6332
[ep    6] loot         static_B_2019.12.16_13.40.04.csv@1904  reward=QoE=   -1.91 eps=0.997 loss=2.4295
[ep    7] redandblack  driving_B_2019.12.17_07.32.39.csv@1504  reward=QoE=  -93.97 eps=0.997 loss=2.1275
[ep    8] soldier      driving_B_2019.12.16_12.27.05.csv@202   reward=QoE=  -58.34 eps=0.996 loss=2.0252
[ep    9] longdress    driving_B_2020.02.14_09.38.22.csv@976   reward=QoE= -141.55 eps=0.996 loss=2.3612
[ep   10] loot         static_B_2019.12.16_13.40.04.csv@145   reward=QoE=   30.33 eps=0.995 loss=2.0953
[ep   11] redandblack  driving_B_2020.02.14_12.58.17.csv@272   reward=QoE= -542.16 eps=0.995 loss=2.9369
[ep   12] soldier      static_B_2020.02.14_13.21.26.csv@159   reward=QoE=   37.46 eps=0.994 loss=3.0632
[ep   13] longdress    driving_B_2020.01.16_07.26.43.csv@1770  reward=QoE= -178.93 eps=0.994 loss=3.3346
[ep   14] loot         static_B_2020.02.27_18.39.27.csv@3782  reward=QoE=    5.32 eps=0.993 loss=2.7337
[ep   15] redandblack  driving_B_2019.12.17_07.32.39.csv@544   reward=QoE=  -63.24 eps=0.993 loss=2.5066
[ep   16] soldier      driving_B_2020.01.16_07.26.43.csv@327   reward=QoE= -207.93 eps=0.992 loss=2.8429
[ep   17] longdress    static_B_2020.02.27_18.39.27.csv@4442  reward=QoE=   10.94 eps=0.992 loss=2.9630
