episode,sequence,file,offset,reward,qoe,qoe_quality,epsilon,mean_loss
1,longdress,driving_B_2019.12.17_07.32.39.csv,904,-129.7660,-129.77,-129.77,0.9995,0.000000
2,loot,driving_B_2020.02.13_15.02.01.csv,2481,-230.1465,-230.15,-230.15,0.9991,4.856558
3,redandblack,static_B_2020.02.27_18.39.27.csv,2642,42.3955,42.40,42.40,0.9986,3.768664
4,soldier,static_B_2020.02.27_18.39.27.csv,3422,32.2798,32.28,32.28,0.9981,2.660303
5,longdress,static_B_2020.02.27_18.39.27.csv,3722,18.7200,18.72,18.72,0.9976,2.633238
6,loot,static_B_2019.12.16_13.40.04.csv,1904,-1.9104,-1.91,-1.91,0.9972,2.429466
7,redandblack,driving_B_2019.12.17_07.32.39.csv,1504,-93.9657,-93.97,-93.97,0.9967,2.127518
8,soldier,driving_B_2019.12.16_12.27.05.csv,202,-58.3422,-58.34,-58.34,0.9962,2.025221
9,longdress,driving_B_2020.02.14_09.38.22.csv,976,-141.5470,-141.55,-141.55,0.9957,2.361179
10,loot,static_B_2019.12.16_13.40.04.csv,145,30.3320,30.33,30.33,0.9953,2.095300
11,redandblack,driving_B_2020.02.14_12.58.17.csv,272,-542.1586,-542.16,-542.16,0.9948,2.936867
12,soldier,static_B_2020.02.14_13.21.26.csv,159,37.4558,37.46,37.46,0.9943,3.063179
13,longdress,driving_B_2020.01.16_07.26.43.csv,1770,-178.9257,-178.93,-178.93,0.9938,3.334641
14,loot,static_B_2020.02.27_18.39.27.csv,3782,5.3187,5.32,5.32,0.9934,2.733683
15,redandblack,driving_B_2019.12.17_07.32.39.csv,544,-63.2440,-63.24,-63.24,0.9929,2.506628
16,soldier,driving_B_2020.01.16_07.26.43.csv,327,-207.9334,-207.93,-207.93,0.9924,2.842911
17,longdress,static_B_2020.02.27_18.39.27.csv,4442,10.9363,10.94,10.94,0.9919,2.962994
18,loot,driving_B_2020.02.13_15.02.01.csv,261,13.3792,13.38,13.38,0.9915,2.643456
19,redandblack,driving_B_2020.01.16_07.26.43.csv,1167,-23.0266,-23.03,-23.03,0.9910,2.447368
20,soldier,driving_B_2019.12.17_07.32.39.csv,184,-57.2612,-57.26,-57.26,0.9905,2.176919
21,longdress,static_B_2020.02.27_18.39.27.csv,5042,-11.1600,-11.16,-11.16,0.9900,2.192270
22,loot,driving_B_2020.01.16_12.10.03.csv,244,37.4757,37.48,37.48,0.9896,2.346917
23,redandblack,driving_B_2019.12.17_07.32.39.csv,1384,20.5311,20.53,20.53,0.9891,2.178766
24,soldier,static_B_2020.02.27_18.39.27.csv,5742,17.9266,17.93,17.93,0.9886,2.152914
25,longdress,driving_B_2020.02.14_09.38.22.csv,376,-232.3939,-232.39,-232.39,0.9881,2.132189
26,loot,static_B_2020.02.27_18.39.27.csv,542,-315.4853,-315.49,-315.49,0.9877,2.125245
27,redandblack,driving_B_2020.01.16_09.56.56.csv,275,46.7728,46.77,46.77,0.9872,2.429558
28,soldier,driving_B_2020.01.16_07.26.43.csv,1347,-208.9043,-208.90,-208.90,0.9867,2.485238
29,longdress,driving_B_2019.12.17_07.32.39.csv,2164,-119.6653,-119.67,-119.67,0.9862,2.263245
30,loot,driving_B_2020.02.14_09.38.22.csv,136,-146.2802,-146.28,-146.28,0.9858,2.591390
31,redandblack,static_B_2020.02.14_13.21.26.csv,339,45.2504,45.25,45.25,0.9853,2.084936
32,soldier,driving_B_2020.02.13_13.03.24.csv,2136,-531.6020,-531.60,-531.60,0.9848,2.585253
33,longdress,driving_B_2019.12.16_12.27.05.csv,1152,-18.7547,-18.75,-18.75,0.9843,2.771648
34,loot,static_B_2020.02.27_18.39.27.csv,3362,22.7717,22.77,22.77,0.9839,2.421754
35,redandblack,static_B_2020.02.27_18.39.27.csv,2042,39.0002,39.00,39.00,0.9834,2.656318
36,soldier,driving_B_2020.02.13_13.03.24.csv,1776,-1235.4415,-1235.44,-1235.44,0.9829,2.803546
37,longdress,driving_B_2020.01.16_07.26.43.csv,27,-95.0437,-95.04,-95.04,0.9825,3.218842
38,loot,static_B_2020.02.27_18.39.27.csv,2402,6.8586,6.86,6.86,0.9820,3.050504
39,redandblack,driving_B_2020.02.13_13.03.24.csv,336,-63.4185,-63.42,-63.42,0.9815,3.172706
40,soldier,driving_B_2020.02.13_13.03.24.csv,1116,-210.8024,-210.80,-210.80,0.9810,3.011664
41,longdress,driving_B_2019.12.17_07.32.39.csv,1984,36.2288,36.23,36.23,0.9806,3.497876
42,loot,driving_B_2019.12.16_12.27.05.csv,82,-25.2087,-25.21,-25.21,0.9801,3.378726
43,redandblack,static_B_2020.02.27_18.39.27.csv,1922,36.1301,36.13,36.13,0.9796,3.061104
44,soldier,static_B_2020.02.27_18.39.27.csv,4742,28.9973,29.00,29.00,0.9791,2.540022
45,longdress,static_B_2020.02.27_18.39.27.csv,3602,38.2076,38.21,38.21,0.9787,3.641994
46,loot,driving_B_2020.02.14_09.38.22.csv,916,34.8590,34.86,34.86,0.9782,2.393667
47,redandblack,driving_B_2020.02.14_09.38.22.csv,676,11.4957,11.50,11.50,0.9777,2.236630
48,soldier,static_B_2020.02.14_13.21.26.csv,99,38.5430,38.54,38.54,0.9772,2.743905
49,longdress,driving_B_2020.02.27_17.30.15.csv,264,-348.6443,-348.64,-348.64,0.9768,2.356019
