# C:\Users\Nima\AppData\Local\Programs\Python\Python313\python.exe -u C:\Users\Nima\PointCloudStreaming\scripts\train_dqn.py --out C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\confirm\trial_017_s52\abr_dqn.pkl --run-dir C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\confirm\trial_017_s52 --batch-size 64 --coverage-stride 60 --early-stop-patience 3 --epochs 8 --eps-decay-frac 0.7 --eval-every 400 --eval-offsets 3 --eval-seeds 42,43,44 --eval-sequences longdress,loot,redandblack,soldier --gamma 1.0 --hidden 128 --lam 1.0 --lr 0.0003 --mu 4.3 --protocol configs/experiment_protocol.json --reward-spec {"rebuffer_weight": 2.0, "startup_weight": 1.0, "drop_weight": null} --seed 52 --segment-frames 15 --select-by qoe_quality --target-update 1500 --torch-threads 2 --lstm C:\Users\Nima\PointCloudStreaming\models/bandwidth_lstm_s15.pkl
==========================================================================================
🤖 DQN ABR training
   sequences: ['longdress', 'loot', 'redandblack', 'soldier'] | validation sequences: ['longdress', 'loot', 'redandblack', 'soldier']
   protocol: 4071599372abeb61 | train files: 13 | validation files: 4 | registered test files: 4 (NOT evaluated) | frames/episode: 300
   coverage stride: 60 samples -> 417 episodes/epoch x 8 epochs = 3336 episodes (~66720 env steps)
   segment: 15 frames/request (20 decisions/episode) | validation offsets/trace: 3 | validation seeds: [42, 43, 44]
   state_dim: 23 | actions: 6 | feature_spec: ['lstm_pred', 'buffer', 'last_rep_onehot', 'tput_last', 'tput_mean', 'tput_std', 'rep_bitrates', 'rep_densities']
   PyTorch CPU threads/trial: 2
   LSTM: models\bandwidth_lstm_s15.pkl
   reward = QoE: (100/N)*sum(q[fixed_log_bitrate]) - 4.3*stall_duration - 2.0*rebuffer_events - 1.0*sum|delta_segment_q| - (100/N)*dropped_frames - 1.0*startup_delay  (gamma=1.0, lr=0.0003, no learner-side scaling)
   select-by: qoe_quality | out: C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\confirm\trial_017_s52\abr_dqn.pkl | run-dir: C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\confirm\trial_017_s52
==========================================================================================
[validation @ ep 0] untrained: reward=QoE=-25603.57
[ep    1] longdress    driving_B_2020.02.13_15.02.01.csv@1965  reward=QoE=   51.59 eps=1.000 loss=0.0000
[ep    2] loot         static_B_2020.02.27_18.39.27.csv@1366  reward=QoE=   28.51 eps=0.999 loss=0.0000
[ep    3] redandblack  driving_B_2020.02.13_13.03.24.csv@212   reward=QoE=   -4.19 eps=0.999 loss=0.0000
[ep    4] soldier      static_B_2020.02.27_18.39.27.csv@4966  reward=QoE=   33.37 eps=0.998 loss=1.9775
[ep    5] longdress    driving_B_2019.12.17_07.32.39.csv@1074  reward=QoE=   12.01 eps=0.998 loss=1.7678
[ep    6] loot         static_B_2020.02.27_18.39.27.csv@2086  reward=QoE=   37.95 eps=0.998 loss=1.5124
[ep    7] redandblack  driving_B_2020.02.13_13.03.24.csv@1892  reward=QoE= -306.48 eps=0.997 loss=2.9113
[ep    8] soldier      driving_B_2020.02.14_09.38.22.csv@1230  reward=QoE=  -37.90 eps=0.997 loss=3.5890
[ep    9] longdress    driving_B_2019.12.16_12.27.05.csv@159   reward=QoE=  -67.77 eps=0.996 loss=3.6400
[ep   10] loot         static_B_2020.02.14_13.21.26.csv@263   reward=QoE=   44.34 eps=0.996 loss=3.1399
[ep   11] redandblack  driving_B_2019.12.17_07.32.39.csv@2288  reward=QoE=   36.21 eps=0.996 loss=2.8814
[ep   12] soldier      driving_B_2020.01.16_07.26.43.csv@1376  reward=QoE= -114.89 eps=0.995 loss=3.2796
[ep   13] longdress    driving_B_2019.12.17_07.32.39.csv@1914  reward=QoE=   10.58 eps=0.995 loss=3.1481
[ep   14] loot         driving_B_2020.02.14_12.58.17.csv@119   reward=QoE=  -11.45 eps=0.994 loss=3.0558
[ep   15] redandblack  driving_B_2020.02.13_15.02.01.csv@1125  reward=QoE=  -29.65 eps=0.994 loss=3.0498
[ep   16] soldier      driving_B_2020.01.16_07.26.43.csv@536   reward=QoE=  -92.15 eps=0.994 loss=2.8513
[ep   17] longdress    static_B_2020.02.27_18.39.27.csv@2506  reward=QoE=   40.83 eps=0.993 loss=3.0780
[ep   18] loot         static_B_2020.02.27_18.39.27.csv@2926  reward=QoE=   53.60 eps=0.993 loss=2.6124
[ep   19] redandblack  static_B_2020.02.27_18.39.27.csv@4066  reward=QoE=   45.94 eps=0.992 loss=2.8337
[ep   20] soldier      driving_B_2020.02.14_09.38.22.csv@390   reward=QoE= -147.48 eps=0.992 loss=2.8414
[ep   21] longdress    static_B_2020.02.14_13.21.26.csv@83    reward=QoE=   52.21 eps=0.991 loss=3.1239
[ep   22] loot         driving_B_2019.12.17_07.32.39.csv@294   reward=QoE=    6.93 eps=0.991 loss=2.8122
[ep   23] redandblack  driving_B_2020.02.14_09.38.22.csv@570   reward=QoE=   -1.21 eps=0.991 loss=2.6427
[ep   24] soldier      driving_B_2019.12.17_07.32.39.csv@2034  reward=QoE=  -65.97 eps=0.990 loss=2.5861
[ep   25] longdress    driving_B_2020.01.16_07.26.43.csv@356   reward=QoE= -213.18 eps=0.990 loss=3.2295
[ep   26] loot         driving_B_2020.01.16_09.56.56.csv@433   reward=QoE=  -15.66 eps=0.989 loss=2.9553
[ep   27] redandblack  driving_B_2020.01.16_09.56.56.csv@853   reward=QoE=    0.98 eps=0.989 loss=3.3297
[ep   28] soldier      static_B_2020.02.27_18.39.27.csv@946   reward=QoE=   24.01 eps=0.989 loss=3.1404
[ep   29] longdress    static_B_2020.02.27_18.39.27.csv@3946  reward=QoE=   26.29 eps=0.988 loss=2.9455
[ep   30] loot         driving_B_2020.01.16_09.56.56.csv@373   reward=QoE=  -12.80 eps=0.988 loss=2.6675
[ep   31] redandblack  static_B_2019.12.16_13.40.04.csv@1293  reward=QoE=   48.88 eps=0.987 loss=2.5931
[ep   32] soldier      driving_B_2020.02.13_15.02.01.csv@105   reward=QoE=   37.27 eps=0.987 loss=2.6946
[ep   33] longdress    static_B_2020.02.14_13.21.26.csv@850   reward=QoE=   28.88 eps=0.987 loss=2.3421
[ep   34] loot         static_B_2020.02.27_18.39.27.csv@2206  reward=QoE=   35.89 eps=0.986 loss=2.9572
[ep   35] redandblack  driving_B_2020.02.13_13.03.24.csv@872   reward=QoE= -150.54 eps=0.986 loss=3.0496
[ep   36] soldier      driving_B_2020.02.13_15.02.01.csv@1005  reward=QoE=    2.83 eps=0.985 loss=2.6661
[ep   37] longdress    driving_B_2020.02.13_13.03.24.csv@812   reward=QoE=  -53.21 eps=0.985 loss=2.3673
[ep   38] loot         driving_B_2020.02.27_17.30.15.csv@720   reward=QoE= -243.68 eps=0.985 loss=2.6183
[ep   39] redandblack  driving_B_2019.12.17_07.32.39.csv@1014  reward=QoE=   27.85 eps=0.984 loss=2.4880
[ep   40] soldier      driving_B_2020.02.13_13.03.24.csv@1112  reward=QoE= -222.01 eps=0.984 loss=2.9565
[ep   41] longdress    static_B_2020.02.27_18.39.27.csv@1786  reward=QoE= -346.89 eps=0.983 loss=3.2637
[ep   42] loot         driving_B_2020.02.27_17.30.15.csv@525   reward=QoE= -107.12 eps=0.983 loss=3.7826
[ep   43] redandblack  driving_B_2020.02.14_12.58.17.csv@479   reward=QoE= -185.59 eps=0.983 loss=3.3648
[ep   44] soldier      driving_B_2019.12.17_07.32.39.csv@954   reward=QoE= -137.97 eps=0.982 loss=3.8233
[ep   45] longdress    static_B_2020.02.14_13.21.26.csv@383   reward=QoE=   31.87 eps=0.982 loss=3.6892
[ep   46] loot         driving_B_2020.01.16_09.56.56.csv@1273  reward=QoE=   36.08 eps=0.981 loss=3.8801
[ep   47] redandblack  static_B_2020.02.27_18.39.27.csv@2866  reward=QoE=   29.36 eps=0.981 loss=3.8573
[ep   48] soldier      driving_B_2019.12.17_07.32.39.csv@534   reward=QoE= -108.48 eps=0.980 loss=3.2213
[ep   49] longdress    driving_B_2020.02.14_09.38.22.csv@630   reward=QoE=   18.99 eps=0.980 loss=3.1050
[ep   50] loot         static_B_2019.12.16_13.40.04.csv@1713  reward=QoE=   17.08 eps=0.980 loss=3.1764
[ep   51] redandblack  static_B_2020.02.27_18.39.27.csv@226   reward=QoE=   34.72 eps=0.979 loss=3.4610
[ep   52] soldier      driving_B_2019.12.16_12.27.05.csv@519   reward=QoE= -245.50 eps=0.979 loss=3.2895
