# C:\Users\Nima\AppData\Local\Programs\Python\Python313\python.exe -u C:\Users\Nima\PointCloudStreaming\scripts\train_dqn.py --out C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\screen\trial_006_s42\abr_dqn.pkl --run-dir C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\screen\trial_006_s42 --batch-size 64 --coverage-stride 60 --early-stop-patience 0 --epochs 3 --eps-decay-frac 0.5 --eval-every 400 --eval-offsets 3 --eval-seeds 42,43,44 --eval-sequences longdress,loot,redandblack,soldier --gamma 1.0 --hidden 256 --lam 1.0 --lr 0.0003 --mu 4.3 --protocol configs/experiment_protocol.json --reward-spec {"rebuffer_weight": 2.0, "startup_weight": 1.0, "drop_weight": null} --seed 42 --segment-frames 8 --select-by qoe_quality --target-update 6000 --torch-threads 2 --lstm C:\Users\Nima\PointCloudStreaming\models/bandwidth_lstm_s8.pkl
==========================================================================================
🤖 DQN ABR training
   sequences: ['longdress', 'loot', 'redandblack', 'soldier'] | validation sequences: ['longdress', 'loot', 'redandblack', 'soldier']
   protocol: 4071599372abeb61 | train files: 13 | validation files: 4 | registered test files: 4 (NOT evaluated) | frames/episode: 300
   coverage stride: 60 samples -> 417 episodes/epoch x 3 epochs = 1251 episodes (~47538 env steps)
   segment: 8 frames/request (38 decisions/episode) | validation offsets/trace: 3 | validation seeds: [42, 43, 44]
   state_dim: 23 | actions: 6 | feature_spec: ['lstm_pred', 'buffer', 'last_rep_onehot', 'tput_last', 'tput_mean', 'tput_std', 'rep_bitrates', 'rep_densities']
   PyTorch CPU threads/trial: 2
   LSTM: models\bandwidth_lstm_s8.pkl
   reward = QoE: (100/N)*sum(q[fixed_log_bitrate]) - 4.3*stall_duration - 2.0*rebuffer_events - 1.0*sum|delta_segment_q| - (100/N)*dropped_frames - 1.0*startup_delay  (gamma=1.0, lr=0.0003, no learner-side scaling)
   select-by: qoe_quality | out: C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\screen\trial_006_s42\abr_dqn.pkl | run-dir: C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\screen\trial_006_s42
==========================================================================================
[validation @ ep 0] untrained: reward=QoE=-10773.78
[ep    1] longdress    driving_B_2020.02.13_15.02.01.csv@803   reward=QoE=   29.96 eps=0.999 loss=0.0000
[ep    2] loot         driving_B_2020.02.14_09.38.22.csv@1478  reward=QoE=  -42.17 eps=0.997 loss=0.9445
[ep    3] redandblack  driving_B_2020.01.16_09.56.56.csv@348   reward=QoE=  -66.06 eps=0.995 loss=1.2179
[ep    4] soldier      driving_B_2020.01.16_09.56.56.csv@708   reward=QoE=   43.63 eps=0.994 loss=1.1842
[ep    5] longdress    driving_B_2020.02.13_15.02.01.csv@1763  reward=QoE=   36.78 eps=0.992 loss=0.9401
[ep    6] loot         static_B_2020.02.27_18.39.27.csv@4478  reward=QoE=   15.31 eps=0.991 loss=0.7900
[ep    7] redandblack  driving_B_2020.01.16_07.26.43.csv@1724  reward=QoE=  -25.00 eps=0.989 loss=0.7740
[ep    8] soldier      static_B_2019.12.16_13.40.04.csv@126   reward=QoE=   27.00 eps=0.988 loss=0.7676
[ep    9] longdress    driving_B_2020.01.16_09.56.56.csv@108   reward=QoE= -181.81 eps=0.986 loss=0.9451
[ep   10] loot         static_B_2020.02.27_18.39.27.csv@3278  reward=QoE=   24.29 eps=0.985 loss=0.9701
[ep   11] redandblack  driving_B_2020.02.14_09.38.22.csv@222   reward=QoE= -244.46 eps=0.983 loss=1.1748
[ep   12] soldier      driving_B_2020.02.13_13.03.24.csv@2188  reward=QoE= -289.59 eps=0.982 loss=1.6486
[ep   13] longdress    static_B_2020.02.14_13.21.26.csv@809   reward=QoE=   31.37 eps=0.980 loss=1.7447
[ep   14] loot         driving_B_2020.01.16_07.26.43.csv@1770  reward=QoE= -150.64 eps=0.979 loss=1.8444
[ep   15] redandblack  driving_B_2020.02.13_15.02.01.csv@623   reward=QoE=  -81.34 eps=0.977 loss=1.7702
[ep   16] soldier      driving_B_2019.12.17_07.32.39.csv@558   reward=QoE=  -92.17 eps=0.976 loss=1.6379
[ep   17] longdress    driving_B_2019.12.17_07.32.39.csv@198   reward=QoE=  -80.96 eps=0.974 loss=1.7121
[ep   18] loot         driving_B_2020.01.16_12.10.03.csv@244   reward=QoE=   25.86 eps=0.973 loss=1.6165
[ep   19] redandblack  driving_B_2020.02.13_15.02.01.csv@2754  reward=QoE=  -76.00 eps=0.971 loss=1.5780
[ep   20] soldier      driving_B_2019.12.17_07.32.39.csv@438   reward=QoE=   30.07 eps=0.970 loss=1.4969
[ep   21] longdress    driving_B_2020.01.16_07.26.43.csv@704   reward=QoE=  -53.34 eps=0.968 loss=1.5142
[ep   22] loot         driving_B_2019.12.17_07.32.39.csv@978   reward=QoE= -164.83 eps=0.967 loss=1.3397
[ep   23] redandblack  driving_B_2020.02.27_17.30.15.csv@590   reward=QoE= -123.46 eps=0.965 loss=1.5634
[ep   24] soldier      static_B_2020.02.27_18.39.27.csv@1598  reward=QoE=   15.57 eps=0.964 loss=1.5033
[ep   25] longdress    static_B_2020.02.27_18.39.27.csv@3218  reward=QoE=   -5.03 eps=0.962 loss=1.4276
[ep   26] loot         static_B_2020.02.27_18.39.27.csv@2438  reward=QoE=   30.21 eps=0.961 loss=1.4247
[ep   27] redandblack  static_B_2019.12.16_13.40.04.csv@426   reward=QoE=    9.50 eps=0.959 loss=1.2438
[ep   28] soldier      static_B_2019.12.16_13.40.04.csv@1386  reward=QoE=   -8.51 eps=0.958 loss=1.3792
[ep   29] longdress    driving_B_2020.02.14_12.58.17.csv@284   reward=QoE= -843.62 eps=0.956 loss=1.6954
[ep   30] loot         driving_B_2020.02.14_12.58.17.csv@224   reward=QoE= -756.39 eps=0.954 loss=2.3783
[ep   31] redandblack  driving_B_2020.01.16_09.56.56.csv@468   reward=QoE=  -39.07 eps=0.953 loss=2.1939
[ep   32] soldier      driving_B_2019.12.16_12.27.05.csv@1152  reward=QoE=  -18.67 eps=0.951 loss=2.6001
[ep   33] longdress    driving_B_2020.02.13_13.03.24.csv@89    reward=QoE=  -83.48 eps=0.950 loss=2.3210
[ep   34] loot         driving_B_2020.01.16_09.56.56.csv@288   reward=QoE=   31.49 eps=0.948 loss=2.6062
[ep   35] redandblack  driving_B_2020.01.16_12.10.03.csv@244   reward=QoE=   48.25 eps=0.947 loss=2.4090
[ep   36] soldier      static_B_2020.02.27_18.39.27.csv@5378  reward=QoE=   54.29 eps=0.945 loss=2.1957
[ep   37] longdress    driving_B_2020.02.13_15.02.01.csv@83    reward=QoE=   16.51 eps=0.944 loss=2.3691
[ep   38] loot         driving_B_2020.02.13_13.03.24.csv@1349  reward=QoE=  -53.27 eps=0.942 loss=2.0789
[ep   39] redandblack  static_B_2020.02.27_18.39.27.csv@1418  reward=QoE=   43.92 eps=0.941 loss=2.2041
[ep   40] soldier      static_B_2020.02.14_13.21.26.csv@569   reward=QoE=   49.93 eps=0.939 loss=1.9281
[ep   41] longdress    driving_B_2019.12.16_12.27.05.csv@242   reward=QoE=  -26.90 eps=0.938 loss=1.8595
[ep   42] loot         static_B_2020.02.27_18.39.27.csv@5138  reward=QoE=   17.48 eps=0.936 loss=1.9861
[ep   43] redandblack  driving_B_2020.02.13_15.02.01.csv@1043  reward=QoE=   23.78 eps=0.935 loss=2.0425
[ep   44] soldier      static_B_2020.02.27_18.39.27.csv@3338  reward=QoE=   41.45 eps=0.933 loss=1.6698
[ep   45] longdress    driving_B_2020.02.13_15.02.01.csv@2423  reward=QoE= -423.60 eps=0.932 loss=1.7312
[ep   46] loot         driving_B_2020.02.14_12.58.17.csv@644   reward=QoE=  -11.94 eps=0.930 loss=2.0194
