episode,sequence,file,offset,reward,qoe,qoe_quality,epsilon,mean_loss
1,longdress,driving_B_2020.01.16_07.26.43.csv,1594,-223.4537,-223.45,-223.45,0.9994,0.000000
2,loot,static_B_2020.02.14_13.21.26.csv,494,28.5517,28.55,28.55,0.9989,0.000000
3,redandblack,static_B_2019.12.16_13.40.04.csv,301,-7.2863,-7.29,-7.29,0.9983,3.309192
4,soldier,driving_B_2020.02.14_09.38.22.csv,324,-183.4036,-183.40,-183.40,0.9977,3.080113
5,longdress,driving_B_2020.02.13_13.03.24.csv,1747,-1.0376,-1.04,-1.04,0.9972,3.389738
6,loot,driving_B_2020.01.16_09.56.56.csv,104,-105.4032,-105.40,-105.40,0.9966,3.282787
7,redandblack,static_B_2020.02.14_13.21.26.csv,314,50.4530,50.45,50.45,0.9960,3.490652
8,soldier,static_B_2020.02.14_13.21.26.csv,194,42.8347,42.83,42.83,0.9955,2.697908
9,longdress,driving_B_2020.01.16_12.10.03.csv,244,57.5297,57.53,57.53,0.9949,2.210414
10,loot,static_B_2020.02.27_18.39.27.csv,5707,38.0135,38.01,38.01,0.9943,1.990696
11,redandblack,static_B_2020.02.27_18.39.27.csv,3367,49.0131,49.01,49.01,0.9938,1.821122
12,soldier,driving_B_2020.02.13_13.03.24.csv,2188,-463.7273,-463.73,-463.73,0.9932,1.987281
13,longdress,driving_B_2019.12.16_12.27.05.csv,686,-57.8342,-57.83,-57.83,0.9926,2.812653
14,loot,driving_B_2019.12.16_12.27.05.csv,1106,-26.2862,-26.29,-26.29,0.9920,2.890007
15,redandblack,driving_B_2020.01.16_07.26.43.csv,1770,-36.9473,-36.95,-36.95,0.9915,3.100248
16,soldier,driving_B_2020.02.13_15.02.01.csv,1571,-526.7501,-526.75,-526.75,0.9909,3.012695
17,longdress,driving_B_2019.12.17_07.32.39.csv,153,-91.0282,-91.03,-91.03,0.9903,3.652580
18,loot,driving_B_2020.02.13_13.03.24.csv,247,-56.6735,-56.67,-56.67,0.9898,3.290188
19,redandblack,static_B_2020.02.27_18.39.27.csv,1627,24.6237,24.62,24.62,0.9892,3.171150
