# C:\Users\Nima\AppData\Local\Programs\Python\Python313\python.exe -u C:\Users\Nima\PointCloudStreaming\train_dqn.py --out C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_130607_full\sweep\trial_001_s42\abr_dqn.pkl --run-dir C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_130607_full\sweep\trial_001_s42 --coverage-stride 60 --epochs 8 --eval-every 100 --eval-seeds 42,43,44 --lam 1.0 --lr 0.0001 --mu 4.3 --playback-rate-min 0.9 --reward-spec {"stall_mode": "bounded", "stall_cap_s": 2.0, "event_penalty": 2.0} --seed 42 --segment-frames 8 --select-by qoe_quality --target-update 3000
==========================================================================================
🤖 DQN ABR training
   sequences: ['longdress', 'loot', 'redandblack', 'soldier'] | eval sequence: longdress
   train files: 4 | test files: 1 | frames/episode: 300
   coverage stride: 60 samples -> 199 episodes/epoch x 8 epochs = 1592 episodes (~60496 env steps)
   segment: 8 frames/request (38 decisions/episode) | playback-rate-min: 0.9 | eval seeds: [42, 43, 44]
   state_dim: 23 | actions: 6 | feature_spec: ['lstm_pred', 'buffer', 'last_rep_onehot', 'tput_last', 'tput_mean', 'tput_std', 'rep_bitrates', 'rep_densities']
   reward: q[log_density] - 4.3*min(stall,2.0) + 2.0*new_event - 1.0*|dq|  (gamma=0.99, lr=0.0001, reward_norm=True, reward_scale=1.0)
   select-by: qoe_quality | out: C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_130607_full\sweep\trial_001_s42\abr_dqn.pkl | run-dir: C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_130607_full\sweep\trial_001_s42
==========================================================================================
[eval @ ep 0] untrained: reward=236.23 qoe=38.0 qoe_q=78.2
[ep    1] longdress    static_B_2020.02.13_13.57.29.csv@78    reward=  162.48 qoe= 100.0 qoe_q=   42.5 eps=0.999 loss=0.0000
[ep    2] loot         static_B_2020.02.27_18.39.27.csv@2448  reward=  156.17 qoe=  88.0 qoe_q=   39.8 eps=0.998 loss=1.0626
[ep    3] redandblack  static_B_2020.02.13_13.57.29.csv@378   reward=  201.67 qoe= 100.0 qoe_q=   59.4 eps=0.997 loss=1.0831
[ep    4] soldier      static_B_2019.12.16_13.40.04.csv@1262  reward=   92.47 qoe=   0.0 qoe_q=  -36.7 eps=0.996 loss=0.9103
[ep    5] longdress    static_B_2020.02.27_18.39.27.csv@3768  reward=  201.11 qoe= 100.0 qoe_q=   58.8 eps=0.995 loss=0.7499
[ep    6] loot         static_B_2020.02.27_18.39.27.csv@3888  reward=  136.89 qoe=  11.6 qoe_q=   -9.4 eps=0.994 loss=0.5475
[ep    7] redandblack  static_B_2020.02.27_18.39.27.csv@2028  reward=  184.40 qoe= 100.0 qoe_q=   51.9 eps=0.993 loss=0.3154
[ep    8] soldier      static_B_2020.02.27_18.39.27.csv@828   reward=  180.01 qoe= 100.0 qoe_q=   52.0 eps=0.992 loss=0.1538
[ep    9] longdress    static_B_2020.02.13_13.57.29.csv@2945  reward=  142.12 qoe=  63.9 qoe_q=   20.9 eps=0.991 loss=0.1041
