episode,sequence,file,offset,reward,qoe,qoe_quality,epsilon,mean_loss
1,longdress,static_B_2020.02.13_13.57.29.csv,2657,171.2328,64.00,45.52,0.9988,0.000000
2,loot,static_B_2020.01.16_10.43.34.csv,2214,182.1496,84.16,49.93,0.9975,1.240109
3,redandblack,static_B_2020.01.16_10.43.34.csv,234,155.2967,64.50,39.33,0.9962,1.104389
4,soldier,static_B_2020.02.13_13.57.29.csv,917,126.6635,9.88,-2.55,0.9949,1.004247
5,longdress,static_B_2019.12.16_13.40.04.csv,511,210.9539,100.00,63.14,0.9936,0.775578
6,loot,static_B_2020.01.16_10.43.34.csv,2034,165.6362,49.22,18.30,0.9924,0.573972
7,redandblack,static_B_2019.12.16_13.40.04.csv,871,176.4564,77.92,43.47,0.9911,0.326923
8,soldier,static_B_2020.02.13_13.57.29.csv,317,139.8883,28.61,27.98,0.9898,0.140123
9,longdress,static_B_2020.01.16_10.43.34.csv,2574,152.8486,8.00,41.90,0.9885,0.128084
10,loot,static_B_2019.12.16_13.40.04.csv,1111,77.1980,0.00,-480.12,0.9873,0.150386
11,redandblack,static_B_2020.02.13_13.57.29.csv,2177,165.7779,90.00,44.91,0.9860,0.139480
12,soldier,static_B_2020.02.14_13.21.26.csv,383,149.0632,100.00,37.03,0.9847,0.136374
13,longdress,static_B_2020.02.13_13.57.29.csv,137,131.8071,63.62,31.44,0.9834,0.127582
14,loot,static_B_2020.01.16_10.43.34.csv,654,193.3943,100.00,53.32,0.9822,0.123120
15,redandblack,static_B_2020.02.14_13.21.26.csv,850,120.6862,42.86,8.28,0.9809,0.125694
16,soldier,static_B_2020.02.13_13.57.29.csv,2057,160.9566,46.00,41.15,0.9796,0.133514
17,longdress,static_B_2020.02.13_13.57.29.csv,377,141.3128,66.73,31.93,0.9783,0.121820
18,loot,static_B_2020.02.13_13.57.29.csv,617,117.5724,12.71,-11.21,0.9770,0.133127
19,redandblack,static_B_2020.01.16_10.43.34.csv,774,138.6133,9.54,22.41,0.9758,0.126832
20,soldier,static_B_2020.02.13_13.57.29.csv,1037,132.7499,18.15,10.69,0.9745,0.152910
21,longdress,static_B_2019.12.16_13.40.04.csv,571,139.5312,64.62,20.35,0.9732,0.140766
22,loot,static_B_2020.02.13_13.57.29.csv,857,142.2613,55.62,35.74,0.9719,0.125203
23,redandblack,static_B_2019.12.16_13.40.04.csv,1471,186.4016,83.06,51.40,0.9707,0.139705
24,soldier,static_B_2020.01.16_10.43.34.csv,2334,138.9221,13.41,-9.76,0.9694,0.135916
25,longdress,static_B_2020.02.13_13.57.29.csv,1817,151.1575,40.47,4.57,0.9681,0.150065
26,loot,static_B_2020.01.16_10.43.34.csv,114,147.9400,32.35,29.37,0.9668,0.145550
27,redandblack,static_B_2020.02.14_13.21.26.csv,683,179.3223,0.00,50.43,0.9656,0.153597
28,soldier,static_B_2019.12.16_13.40.04.csv,151,121.9518,4.09,-15.05,0.9643,0.151137
