# C:\Users\Nima\AppData\Local\Programs\Python\Python313\python.exe -u C:\Users\Nima\PointCloudStreaming\train_dqn.py --out C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_073843_full\sweep\trial_008_s42\abr_dqn.pkl --run-dir C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_073843_full\sweep\trial_008_s42 --coverage-stride 60 --epochs 8 --eval-every 100 --eval-seeds 42,43,44 --lam 1.0 --lr 0.0001 --mu 2.0 --no-lstm-pred --playback-rate-min 0.9 --reward-spec {"stall_mode": "bounded", "stall_cap_s": 2.0, "event_penalty": 2.0} --seed 42 --segment-frames 8 --select-by qoe_quality --target-update 3000
==========================================================================================
🤖 DQN ABR training
   sequences: ['longdress', 'loot', 'redandblack', 'soldier'] | eval sequence: longdress
   train files: 4 | test files: 1 | frames/episode: 300
   coverage stride: 60 samples -> 199 episodes/epoch x 8 epochs = 1592 episodes (~60496 env steps)
   segment: 8 frames/request (38 decisions/episode) | playback-rate-min: 0.9 | eval seeds: [42, 43, 44]
   state_dim: 22 | actions: 6 | feature_spec: ['buffer', 'last_rep_onehot', 'tput_last', 'tput_mean', 'tput_std', 'rep_bitrates', 'rep_densities']
   reward: q[log_density] - 2.0*min(stall,2.0) + 2.0*new_event - 1.0*|dq|  (gamma=0.99, lr=0.0001, reward_norm=True, reward_scale=1.0)
   select-by: qoe_quality | out: C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_073843_full\sweep\trial_008_s42\abr_dqn.pkl | run-dir: C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_073843_full\sweep\trial_008_s42
==========================================================================================
[eval @ ep 0] untrained: reward=255.92 qoe=0.0 qoe_q=84.9
[ep    1] longdress    static_B_2020.02.13_13.57.29.csv@78    reward=  162.48 qoe= 100.0 qoe_q=   42.5 eps=0.999 loss=0.0000
[ep    2] loot         static_B_2020.02.27_18.39.27.csv@2448  reward=  156.17 qoe=  88.0 qoe_q=   39.8 eps=0.998 loss=1.0956
[ep    3] redandblack  static_B_2020.02.13_13.57.29.csv@378   reward=  201.67 qoe= 100.0 qoe_q=   59.4 eps=0.997 loss=1.1308
[ep    4] soldier      static_B_2019.12.16_13.40.04.csv@1262  reward=  137.19 qoe=   0.0 qoe_q=  -36.7 eps=0.996 loss=1.0515
[ep    5] longdress    static_B_2020.02.27_18.39.27.csv@3768  reward=  164.33 qoe= 100.0 qoe_q=   43.9 eps=0.995 loss=0.8787
[ep    6] loot         static_B_2020.02.27_18.39.27.csv@3888  reward=  167.34 qoe=  13.9 qoe_q=   -4.2 eps=0.994 loss=0.6904
[ep    7] redandblack  static_B_2020.02.27_18.39.27.csv@2028  reward=  181.44 qoe= 100.0 qoe_q=   50.7 eps=0.993 loss=0.4176
[ep    8] soldier      static_B_2020.02.27_18.39.27.csv@828   reward=  167.67 qoe=  83.9 qoe_q=   42.8 eps=0.992 loss=0.1697
[ep    9] longdress    static_B_2020.02.13_13.57.29.csv@2945  reward=  155.58 qoe=  71.3 qoe_q=   28.7 eps=0.991 loss=0.0746
[ep   10] loot         static_B_2020.02.27_18.39.27.csv@1488  reward=  160.57 qoe= 100.0 qoe_q=   41.4 eps=0.990 loss=0.0592
[ep   11] redandblack  static_B_2019.12.16_13.40.04.csv@1022  reward=  165.67 qoe=  78.5 qoe_q=   38.4 eps=0.989 loss=0.0525
[ep   12] soldier      static_B_2020.02.27_18.39.27.csv@3708  reward=  139.63 qoe=  98.0 qoe_q=   34.6 eps=0.988 loss=0.0577
[ep   13] longdress    static_B_2020.02.27_18.39.27.csv@5742  reward=  184.30 qoe=  46.2 qoe_q=   32.0 eps=0.987 loss=0.0483
[ep   14] loot         static_B_2020.02.27_18.39.27.csv@2628  reward=  173.15 qoe=   0.8 qoe_q=   21.0 eps=0.986 loss=0.0479
[ep   15] redandblack  static_B_2020.02.27_18.39.27.csv@5742  reward=  164.73 qoe=  41.1 qoe_q=   28.7 eps=0.985 loss=0.0566
[ep   16] soldier      static_B_2020.02.27_18.39.27.csv@1248  reward=  151.52 qoe=  26.0 qoe_q=   43.0 eps=0.984 loss=0.0509
[ep   17] longdress    static_B_2020.02.27_18.39.27.csv@2328  reward=  121.70 qoe=   0.0 qoe_q= -405.8 eps=0.983 loss=0.0525
[ep   18] loot         static_B_2020.02.27_18.39.27.csv@288   reward=  202.79 qoe= 100.0 qoe_q=   59.5 eps=0.982 loss=0.0603
[ep   19] redandblack  static_B_2019.12.16_13.40.04.csv@302   reward=  107.55 qoe=   0.0 qoe_q=  -19.8 eps=0.981 loss=0.0627
[ep   20] soldier      static_B_2020.02.27_18.39.27.csv@4548  reward=  173.66 qoe=  66.7 qoe_q=   39.7 eps=0.980 loss=0.0734
[ep   21] longdress    static_B_2020.02.27_18.39.27.csv@4608  reward=  150.81 qoe=  23.6 qoe_q=   16.2 eps=0.979 loss=0.0668
[ep   22] loot         static_B_2020.02.13_13.57.29.csv@1278  reward=  172.82 qoe=  57.2 qoe_q=   34.4 eps=0.978 loss=0.0648
[ep   23] redandblack  static_B_2020.02.27_18.39.27.csv@1788  reward=  150.09 qoe=   0.0 qoe_q= -353.7 eps=0.977 loss=0.0719
[ep   24] soldier      static_B_2020.02.13_13.57.29.csv@1518  reward=  153.16 qoe=   0.0 qoe_q=  -35.1 eps=0.976 loss=0.0676
[ep   25] longdress    static_B_2020.02.27_18.39.27.csv@468   reward=  189.43 qoe=  82.3 qoe_q=   48.6 eps=0.975 loss=0.0865
[ep   26] loot         static_B_2020.02.27_18.39.27.csv@768   reward=  145.87 qoe= 100.0 qoe_q=   38.6 eps=0.974 loss=0.0744
[ep   27] redandblack  static_B_2020.02.27_18.39.27.csv@108   reward=  146.99 qoe=  82.4 qoe_q=   36.4 eps=0.973 loss=0.0715
[ep   28] soldier      static_B_2019.12.16_13.40.04.csv@1802  reward=  170.04 qoe= 100.0 qoe_q=   42.8 eps=0.972 loss=0.0781
[ep   29] longdress    static_B_2020.02.13_13.57.29.csv@2718  reward=  180.99 qoe=  71.5 qoe_q=   37.5 eps=0.971 loss=0.0703
[ep   30] loot         static_B_2020.02.27_18.39.27.csv@1188  reward=  154.12 qoe=   0.0 qoe_q= -199.8 eps=0.970 loss=0.0781
[ep   31] redandblack  static_B_2020.02.13_13.57.29.csv@2298  reward=  182.78 qoe= 100.0 qoe_q=   50.8 eps=0.969 loss=0.0775
[ep   32] soldier      static_B_2020.02.27_18.39.27.csv@48    reward=  115.91 qoe=  78.0 qoe_q=   27.2 eps=0.968 loss=0.0718
[ep   33] longdress    static_B_2020.02.14_13.21.26.csv@764   reward=  172.38 qoe=   4.0 qoe_q=   48.9 eps=0.967 loss=0.0704
[ep   34] loot         static_B_2019.12.16_13.40.04.csv@542   reward=  180.21 qoe=  70.0 qoe_q=   49.9 eps=0.966 loss=0.0697
[ep   35] redandblack  static_B_2019.12.16_13.40.04.csv@1502  reward=  171.51 qoe=   0.0 qoe_q=   46.8 eps=0.965 loss=0.0722
[ep   36] soldier      static_B_2019.12.16_13.40.04.csv@1682  reward=  179.59 qoe=  49.9 qoe_q=   34.9 eps=0.964 loss=0.0698
[ep   37] longdress    static_B_2019.12.16_13.40.04.csv@482   reward=  175.60 qoe=  82.0 qoe_q=   49.3 eps=0.963 loss=0.0679
[ep   38] loot         static_B_2020.02.27_18.39.27.csv@348   reward=  182.07 qoe=  74.0 qoe_q=   50.8 eps=0.962 loss=0.0660
[ep   39] redandblack  static_B_2020.02.14_13.21.26.csv@824   reward=  167.61 qoe=   0.0 qoe_q=   44.6 eps=0.961 loss=0.0664
[ep   40] soldier      static_B_2020.02.13_13.57.29.csv@1638  reward=  149.84 qoe=   0.0 qoe_q=  -57.1 eps=0.960 loss=0.0656
[ep   41] longdress    static_B_2020.02.13_13.57.29.csv@198   reward=  180.21 qoe=  48.6 qoe_q=   31.2 eps=0.959 loss=0.0653
[ep   42] loot         static_B_2019.12.16_13.40.04.csv@422   reward=  150.84 qoe=   5.8 qoe_q=   -6.8 eps=0.958 loss=0.0713
[ep   43] redandblack  static_B_2020.02.14_13.21.26.csv@164   reward=  202.67 qoe=   4.0 qoe_q=   59.9 eps=0.957 loss=0.0681
[ep   44] soldier      static_B_2020.02.13_13.57.29.csv@2238  reward=  183.35 qoe=  40.0 qoe_q=   24.7 eps=0.956 loss=0.0666
[ep   45] longdress    static_B_2020.02.13_13.57.29.csv@2658  reward=  209.58 qoe= 100.0 qoe_q=   63.5 eps=0.955 loss=0.0665
[ep   46] loot         static_B_2020.02.27_18.39.27.csv@5148  reward=  182.99 qoe=   0.0 qoe_q=   51.9 eps=0.954 loss=0.0665
[ep   47] redandblack  static_B_2020.02.13_13.57.29.csv@18    reward=  185.75 qoe=  10.0 qoe_q=   50.9 eps=0.953 loss=0.0613
[ep   48] soldier      static_B_2020.02.13_13.57.29.csv@858   reward=   92.75 qoe=   0.0 qoe_q=  -69.4 eps=0.952 loss=0.0734
[ep   49] longdress    static_B_2019.12.16_13.40.04.csv@62    reward=  189.75 qoe=  55.7 qoe_q=   52.7 eps=0.951 loss=0.0739
[ep   50] loot         static_B_2020.02.13_13.57.29.csv@1878  reward=  139.03 qoe=   0.0 qoe_q=  -32.9 eps=0.950 loss=0.0706
[ep   51] redandblack  static_B_2020.02.27_18.39.27.csv@1428  reward=  182.90 qoe=  84.0 qoe_q=   53.2 eps=0.949 loss=0.0673
[ep   52] soldier      static_B_2020.02.27_18.39.27.csv@4908  reward=  151.85 qoe=  47.1 qoe_q=    7.5 eps=0.948 loss=0.0683
[ep   53] longdress    static_B_2020.02.13_13.57.29.csv@1818  reward=  194.54 qoe=  36.9 qoe_q=   13.6 eps=0.947 loss=0.0694
[ep   54] loot         static_B_2019.12.16_13.40.04.csv@182   reward=  183.09 qoe=  72.3 qoe_q=   43.0 eps=0.946 loss=0.0676
[ep   55] redandblack  static_B_2020.02.13_13.57.29.csv@1698  reward=  145.63 qoe=  35.6 qoe_q=   14.4 eps=0.945 loss=0.0707
[ep   56] soldier      static_B_2020.02.13_13.57.29.csv@1398  reward=  180.15 qoe=  82.6 qoe_q=   47.8 eps=0.944 loss=0.0728
[ep   57] longdress    static_B_2020.02.13_13.57.29.csv@2418  reward=  142.48 qoe=   0.0 qoe_q=  -60.8 eps=0.943 loss=0.0795
[ep   58] loot         static_B_2020.02.13_13.57.29.csv@1938  reward=  188.49 qoe=  43.0 qoe_q=   17.7 eps=0.942 loss=0.0702
[ep   59] redandblack  static_B_2020.02.27_18.39.27.csv@4788  reward=  196.32 qoe=  16.0 qoe_q=   56.2 eps=0.941 loss=0.0677
[ep   60] soldier      static_B_2020.02.14_13.21.26.csv@104   reward=  189.61 qoe=  32.0 qoe_q=   54.3 eps=0.940 loss=0.0689
