# C:\Users\Nima\AppData\Local\Programs\Python\Python313\python.exe -u C:\Users\Nima\PointCloudStreaming\scripts\train_dqn.py --out C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\confirm\trial_001_s43\abr_dqn.pkl --run-dir C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\confirm\trial_001_s43 --batch-size 64 --coverage-stride 60 --early-stop-patience 3 --epochs 8 --eps-decay-frac 0.5 --eval-every 400 --eval-offsets 3 --eval-seeds 42,43,44 --eval-sequences longdress,loot,redandblack,soldier --gamma 1.0 --hidden 256 --lam 1.0 --lr 0.0003 --mu 4.3 --protocol configs/experiment_protocol.json --reward-spec {"rebuffer_weight": 2.0, "startup_weight": 1.0, "drop_weight": null} --seed 43 --segment-frames 5 --select-by qoe_quality --target-update 6000 --torch-threads 2 --lstm C:\Users\Nima\PointCloudStreaming\models/bandwidth_lstm_s5.pkl
==========================================================================================
🤖 DQN ABR training
   sequences: ['longdress', 'loot', 'redandblack', 'soldier'] | validation sequences: ['longdress', 'loot', 'redandblack', 'soldier']
   protocol: 4071599372abeb61 | train files: 13 | validation files: 4 | registered test files: 4 (NOT evaluated) | frames/episode: 300
   coverage stride: 60 samples -> 417 episodes/epoch x 8 epochs = 3336 episodes (~200160 env steps)
   segment: 5 frames/request (60 decisions/episode) | validation offsets/trace: 3 | validation seeds: [42, 43, 44]
   state_dim: 23 | actions: 6 | feature_spec: ['lstm_pred', 'buffer', 'last_rep_onehot', 'tput_last', 'tput_mean', 'tput_std', 'rep_bitrates', 'rep_densities']
   PyTorch CPU threads/trial: 2
   LSTM: models\bandwidth_lstm_s5.pkl
   reward = QoE: (100/N)*sum(q[fixed_log_bitrate]) - 4.3*stall_duration - 2.0*rebuffer_events - 1.0*sum|delta_segment_q| - (100/N)*dropped_frames - 1.0*startup_delay  (gamma=1.0, lr=0.0003, no learner-side scaling)
   select-by: qoe_quality | out: C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\confirm\trial_001_s43\abr_dqn.pkl | run-dir: C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\confirm\trial_001_s43
==========================================================================================
[validation @ ep 0] untrained: reward=QoE=-4582.82
[ep    1] longdress    driving_B_2020.01.16_07.26.43.csv@1594  reward=QoE= -163.88 eps=0.999 loss=0.0000
[ep    2] loot         static_B_2020.02.14_13.21.26.csv@494   reward=QoE=   28.79 eps=0.999 loss=1.5976
[ep    3] redandblack  static_B_2019.12.16_13.40.04.csv@301   reward=QoE=  -14.41 eps=0.998 loss=0.9946
[ep    4] soldier      driving_B_2020.02.14_09.38.22.csv@324   reward=QoE= -279.03 eps=0.998 loss=1.1524
[ep    5] longdress    driving_B_2020.02.13_13.03.24.csv@1747  reward=QoE=  -13.10 eps=0.997 loss=1.2254
[ep    6] loot         driving_B_2020.01.16_09.56.56.csv@104   reward=QoE= -106.42 eps=0.997 loss=1.3616
[ep    7] redandblack  static_B_2020.02.14_13.21.26.csv@314   reward=QoE=   31.37 eps=0.996 loss=1.1458
[ep    8] soldier      static_B_2020.02.14_13.21.26.csv@194   reward=QoE=   31.99 eps=0.995 loss=1.0458
[ep    9] longdress    driving_B_2020.01.16_12.10.03.csv@244   reward=QoE=   34.47 eps=0.995 loss=0.9350
[ep   10] loot         static_B_2020.02.27_18.39.27.csv@5707  reward=QoE=   40.08 eps=0.994 loss=0.7951
[ep   11] redandblack  static_B_2020.02.27_18.39.27.csv@3367  reward=QoE=   42.83 eps=0.994 loss=0.6869
[ep   12] soldier      driving_B_2020.02.13_13.03.24.csv@2188  reward=QoE= -522.04 eps=0.993 loss=0.8719
[ep   13] longdress    driving_B_2019.12.16_12.27.05.csv@686   reward=QoE=  -49.43 eps=0.993 loss=1.2423
[ep   14] loot         driving_B_2019.12.16_12.27.05.csv@1106  reward=QoE=  -42.19 eps=0.992 loss=1.0869
[ep   15] redandblack  driving_B_2020.01.16_07.26.43.csv@1770  reward=QoE= -117.28 eps=0.991 loss=1.0701
[ep   16] soldier      driving_B_2020.02.13_15.02.01.csv@1571  reward=QoE= -536.57 eps=0.991 loss=1.3310
[ep   17] longdress    driving_B_2019.12.17_07.32.39.csv@153   reward=QoE=  -80.23 eps=0.990 loss=1.5048
[ep   18] loot         driving_B_2020.02.13_13.03.24.csv@247   reward=QoE=  -43.18 eps=0.990 loss=1.3391
[ep   19] redandblack  static_B_2020.02.27_18.39.27.csv@1627  reward=QoE=   19.01 eps=0.989 loss=1.2811
[ep   20] soldier      driving_B_2019.12.16_12.27.05.csv@746   reward=QoE=    5.83 eps=0.989 loss=1.2291
[ep   21] longdress    driving_B_2019.12.16_12.27.05.csv@986   reward=QoE=   33.12 eps=0.988 loss=1.0850
[ep   22] loot         driving_B_2020.02.13_15.02.01.csv@851   reward=QoE=  -32.13 eps=0.987 loss=1.3017
[ep   23] redandblack  static_B_2020.02.27_18.39.27.csv@5742  reward=QoE=   26.98 eps=0.987 loss=1.0195
[ep   24] soldier      driving_B_2020.02.14_09.38.22.csv@24    reward=QoE= -158.81 eps=0.986 loss=0.9682
[ep   25] longdress    driving_B_2020.02.13_15.02.01.csv@1751  reward=QoE=    9.91 eps=0.986 loss=0.9956
[ep   26] loot         driving_B_2020.02.14_09.38.22.csv@84    reward=QoE=  -80.12 eps=0.985 loss=1.2260
[ep   27] redandblack  driving_B_2019.12.17_07.32.39.csv@2288  reward=QoE=   28.49 eps=0.985 loss=1.0662
[ep   28] soldier      static_B_2020.02.27_18.39.27.csv@5227  reward=QoE=  -30.44 eps=0.984 loss=0.8636
[ep   29] longdress    driving_B_2020.01.16_09.56.56.csv@704   reward=QoE=   27.91 eps=0.983 loss=1.0687
[ep   30] loot         driving_B_2020.02.13_15.02.01.csv@2171  reward=QoE=   20.24 eps=0.983 loss=0.8750
[ep   31] redandblack  driving_B_2020.01.16_09.56.56.csv@1064  reward=QoE=  -14.37 eps=0.982 loss=0.9530
[ep   32] soldier      static_B_2020.02.27_18.39.27.csv@1267  reward=QoE=   29.92 eps=0.982 loss=0.8781
[ep   33] longdress    driving_B_2020.02.13_13.03.24.csv@367   reward=QoE= -114.90 eps=0.981 loss=0.9023
[ep   34] loot         static_B_2020.02.27_18.39.27.csv@3907  reward=QoE=   36.59 eps=0.981 loss=0.8437
[ep   35] redandblack  static_B_2020.02.27_18.39.27.csv@4027  reward=QoE=   12.12 eps=0.980 loss=0.8043
[ep   36] soldier      driving_B_2020.02.13_13.03.24.csv@487   reward=QoE= -149.13 eps=0.980 loss=0.8870
[ep   37] longdress    driving_B_2019.12.17_07.32.39.csv@813   reward=QoE= -140.83 eps=0.979 loss=0.7908
