# C:\Users\Nima\AppData\Local\Programs\Python\Python313\python.exe -u C:\Users\Nima\PointCloudStreaming\train_dqn.py --out C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_130607_full\sweep\trial_000_s44\abr_dqn.pkl --run-dir C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_130607_full\sweep\trial_000_s44 --coverage-stride 60 --epochs 8 --eval-every 100 --eval-seeds 42,43,44 --lam 1.0 --lr 0.0001 --mu 4.3 --playback-rate-min 0.9 --reward-spec {"stall_mode": "bounded", "stall_cap_s": 2.0, "event_penalty": 2.0} --seed 44 --segment-frames 5 --select-by qoe_quality --target-update 3000
==========================================================================================
🤖 DQN ABR training
   sequences: ['longdress', 'loot', 'redandblack', 'soldier'] | eval sequence: longdress
   train files: 4 | test files: 1 | frames/episode: 300
   coverage stride: 60 samples -> 219 episodes/epoch x 8 epochs = 1752 episodes (~105120 env steps)
   segment: 5 frames/request (60 decisions/episode) | playback-rate-min: 0.9 | eval seeds: [42, 43, 44]
   state_dim: 23 | actions: 6 | feature_spec: ['lstm_pred', 'buffer', 'last_rep_onehot', 'tput_last', 'tput_mean', 'tput_std', 'rep_bitrates', 'rep_densities']
   reward: q[log_density] - 4.3*min(stall,2.0) + 2.0*new_event - 1.0*|dq|  (gamma=0.99, lr=0.0001, reward_norm=True, reward_scale=1.0)
   select-by: qoe_quality | out: C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_130607_full\sweep\trial_000_s44\abr_dqn.pkl | run-dir: C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_130607_full\sweep\trial_000_s44
==========================================================================================
[eval @ ep 0] untrained: reward=255.88 qoe=100.0 qoe_q=82.7
[ep    1] longdress    static_B_2020.01.16_10.43.34.csv@2417  reward=  140.37 qoe=  39.9 qoe_q=   -5.0 eps=0.999 loss=0.0000
[ep    2] loot         static_B_2020.01.16_10.43.34.csv@1277  reward=  174.41 qoe= 100.0 qoe_q=   42.9 eps=0.998 loss=0.7993
[ep    3] redandblack  static_B_2020.02.14_13.21.26.csv@850   reward=  132.65 qoe=  38.3 qoe_q=    1.2 eps=0.997 loss=0.6340
[ep    4] soldier      static_B_2020.02.27_18.39.27.csv@5236  reward=  149.73 qoe=  76.7 qoe_q=   27.5 eps=0.996 loss=0.3419
[ep    5] longdress    static_B_2020.01.16_10.43.34.csv@377   reward=  120.52 qoe=  16.9 qoe_q=  -18.8 eps=0.995 loss=0.1514
[ep    6] loot         static_B_2020.02.14_13.21.26.csv@850   reward=  136.28 qoe=  45.6 qoe_q=    6.4 eps=0.995 loss=0.1159
[ep    7] redandblack  static_B_2020.01.16_10.43.34.csv@2837  reward=  139.14 qoe=  31.8 qoe_q=   -1.9 eps=0.994 loss=0.1172
[ep    8] soldier      static_B_2020.01.16_10.43.34.csv@1937  reward=  136.75 qoe=  65.8 qoe_q=   19.6 eps=0.993 loss=0.1241
[ep    9] longdress    static_B_2020.02.27_18.39.27.csv@2776  reward=  148.11 qoe= 100.0 qoe_q=   31.0 eps=0.992 loss=0.1120
[ep   10] loot         static_B_2020.02.27_18.39.27.csv@1036  reward=  150.05 qoe=  45.7 qoe_q=    4.2 eps=0.991 loss=0.0969
[ep   11] redandblack  static_B_2020.02.13_13.57.29.csv@2006  reward=  148.84 qoe=  62.0 qoe_q=   34.4 eps=0.990 loss=0.1061
[ep   12] soldier      static_B_2020.01.16_10.43.34.csv@77    reward=   72.59 qoe=   0.0 qoe_q=  -55.8 eps=0.989 loss=0.1133
[ep   13] longdress    static_B_2020.02.13_13.57.29.csv@2186  reward=  107.79 qoe=  45.5 qoe_q=    8.0 eps=0.988 loss=0.1236
[ep   14] loot         static_B_2020.02.14_13.21.26.csv@151   reward=  164.05 qoe= 100.0 qoe_q=   41.4 eps=0.987 loss=0.1416
[ep   15] redandblack  static_B_2020.02.27_18.39.27.csv@2656  reward=  133.63 qoe=   3.6 qoe_q=  -28.5 eps=0.986 loss=0.1364
[ep   16] soldier      static_B_2020.02.14_13.21.26.csv@391   reward=  183.58 qoe=  58.0 qoe_q=   47.6 eps=0.986 loss=0.1304
[ep   17] longdress    static_B_2020.02.27_18.39.27.csv@676   reward=  182.77 qoe=  78.0 qoe_q=   45.9 eps=0.985 loss=0.1173
[ep   18] loot         static_B_2020.01.16_10.43.34.csv@2717  reward=  133.42 qoe=  78.6 qoe_q=   22.7 eps=0.984 loss=0.1090
[ep   19] redandblack  static_B_2020.02.27_18.39.27.csv@4516  reward=  124.63 qoe=   9.3 qoe_q=   -2.8 eps=0.983 loss=0.1103
[ep   20] soldier      static_B_2020.01.16_10.43.34.csv@797   reward=  145.02 qoe=  24.1 qoe_q=   -3.7 eps=0.982 loss=0.1329
[ep   21] longdress    static_B_2020.02.27_18.39.27.csv@3076  reward=   42.99 qoe=   0.0 qoe_q=  -55.2 eps=0.981 loss=0.1218
[ep   22] loot         static_B_2020.02.14_13.21.26.csv@511   reward=  171.13 qoe=  90.0 qoe_q=   42.3 eps=0.980 loss=0.1415
[ep   23] redandblack  static_B_2020.02.13_13.57.29.csv@2366  reward=  106.52 qoe=  14.3 qoe_q=  -12.9 eps=0.979 loss=0.1309
[ep   24] soldier      static_B_2020.02.27_18.39.27.csv@1936  reward=  116.51 qoe=  20.3 qoe_q=    8.8 eps=0.978 loss=0.1360
[ep   25] longdress    static_B_2020.02.27_18.39.27.csv@2836  reward=  155.66 qoe=  77.6 qoe_q=   33.1 eps=0.977 loss=0.1411
[ep   26] loot         static_B_2020.02.27_18.39.27.csv@4876  reward=  100.69 qoe=   0.7 qoe_q=   -9.9 eps=0.977 loss=0.1467
[ep   27] redandblack  static_B_2020.02.27_18.39.27.csv@496   reward=  154.47 qoe= 100.0 qoe_q=   35.3 eps=0.976 loss=0.1584
[ep   28] soldier      static_B_2020.02.27_18.39.27.csv@16    reward=  103.04 qoe=  38.5 qoe_q=    5.9 eps=0.975 loss=0.1426
[ep   29] longdress    static_B_2020.02.27_18.39.27.csv@3256  reward=  167.35 qoe=  66.0 qoe_q=   29.4 eps=0.974 loss=0.1454
[ep   30] loot         static_B_2020.02.27_18.39.27.csv@3556  reward=  110.18 qoe=  17.6 qoe_q=   -0.6 eps=0.973 loss=0.1552
[ep   31] redandblack  static_B_2020.02.27_18.39.27.csv@556   reward=  165.66 qoe=  62.0 qoe_q=   38.3 eps=0.972 loss=0.1372
[ep   32] soldier      static_B_2020.02.27_18.39.27.csv@4576  reward=  137.38 qoe=  54.4 qoe_q=   15.8 eps=0.971 loss=0.1422
[ep   33] longdress    static_B_2020.02.27_18.39.27.csv@1396  reward=  151.10 qoe=  73.7 qoe_q=   30.0 eps=0.970 loss=0.1407
[ep   34] loot         static_B_2020.02.27_18.39.27.csv@5716  reward=  127.93 qoe=  18.0 qoe_q=  -15.6 eps=0.969 loss=0.1505
[ep   35] redandblack  static_B_2020.02.27_18.39.27.csv@1456  reward=  154.91 qoe=  84.3 qoe_q=   35.4 eps=0.968 loss=0.1416
[ep   36] soldier      static_B_2020.01.16_10.43.34.csv@2297  reward=    8.01 qoe=   0.0 qoe_q= -296.4 eps=0.967 loss=0.1399
[ep   37] longdress    static_B_2020.02.14_13.21.26.csv@331   reward=  181.63 qoe= 100.0 qoe_q=   44.4 eps=0.967 loss=0.1447
[ep   38] loot         static_B_2020.02.27_18.39.27.csv@4756  reward=  171.15 qoe=  50.0 qoe_q=   40.5 eps=0.966 loss=0.1523
[ep   39] redandblack  static_B_2020.02.27_18.39.27.csv@3196  reward=  198.52 qoe=  58.0 qoe_q=   52.9 eps=0.965 loss=0.1425
[ep   40] soldier      static_B_2020.02.27_18.39.27.csv@3136  reward=   -1.60 qoe=   0.0 qoe_q= -425.4 eps=0.964 loss=0.1558
[ep   41] longdress    static_B_2020.02.27_18.39.27.csv@76    reward=  189.00 qoe=  84.0 qoe_q=   48.9 eps=0.963 loss=0.1644
[ep   42] loot         static_B_2020.02.13_13.57.29.csv@86    reward=  111.75 qoe=   0.0 qoe_q=  -44.6 eps=0.962 loss=0.1491
[ep   43] redandblack  static_B_2020.01.16_10.43.34.csv@2237  reward=  162.56 qoe= 100.0 qoe_q=   36.8 eps=0.961 loss=0.1711
[ep   44] soldier      static_B_2020.02.27_18.39.27.csv@3616  reward=  109.48 qoe=  19.2 qoe_q=    0.5 eps=0.960 loss=0.1589
[ep   45] longdress    static_B_2020.02.27_18.39.27.csv@3916  reward=  173.93 qoe=  51.2 qoe_q=   14.8 eps=0.959 loss=0.1596
[ep   46] loot         static_B_2020.02.27_18.39.27.csv@4276  reward=  161.68 qoe=  92.0 qoe_q=   37.8 eps=0.958 loss=0.1566
[ep   47] redandblack  static_B_2020.02.14_13.21.26.csv@571   reward=  138.00 qoe= 100.0 qoe_q=   26.7 eps=0.958 loss=0.1540
[ep   48] soldier      static_B_2020.02.14_13.21.26.csv@811   reward=  186.70 qoe=  84.0 qoe_q=   48.0 eps=0.957 loss=0.1504
[ep   49] longdress    static_B_2020.02.27_18.39.27.csv@5596  reward=  167.22 qoe=  72.0 qoe_q=   40.0 eps=0.956 loss=0.1503
[ep   50] loot         static_B_2020.02.13_13.57.29.csv@1226  reward=  171.66 qoe=  74.0 qoe_q=   42.7 eps=0.955 loss=0.1464
[ep   51] redandblack  static_B_2020.02.13_13.57.29.csv@386   reward=  136.58 qoe=  42.6 qoe_q=   22.0 eps=0.954 loss=0.1438
[ep   52] soldier      static_B_2020.01.16_10.43.34.csv@1397  reward=   -0.53 qoe=   0.0 qoe_q= -310.0 eps=0.953 loss=0.3922
[ep   53] longdress    static_B_2020.02.13_13.57.29.csv@986   reward=   36.42 qoe=   0.0 qoe_q= -336.9 eps=0.952 loss=0.1768
[ep   54] loot         static_B_2020.02.27_18.39.27.csv@3016  reward=  126.04 qoe=  59.6 qoe_q=   13.3 eps=0.951 loss=0.1912
[ep   55] redandblack  static_B_2020.02.27_18.39.27.csv@3436  reward=  125.46 qoe=  68.0 qoe_q=   24.5 eps=0.950 loss=0.1785
[ep   56] soldier      static_B_2020.02.27_18.39.27.csv@5356  reward=  135.62 qoe=  65.5 qoe_q=   13.7 eps=0.949 loss=0.1843
[ep   57] longdress    static_B_2020.02.14_13.21.26.csv@751   reward=  176.49 qoe=  68.0 qoe_q=   45.2 eps=0.949 loss=0.1741
[ep   58] loot         static_B_2020.02.27_18.39.27.csv@3796  reward=  113.44 qoe=   0.0 qoe_q=  -38.8 eps=0.948 loss=0.1775
[ep   59] redandblack  static_B_2020.02.27_18.39.27.csv@4456  reward=  104.29 qoe=   3.6 qoe_q=   -2.8 eps=0.947 loss=0.1825
[ep   60] soldier      static_B_2020.02.13_13.57.29.csv@506   reward=  118.95 qoe=  58.9 qoe_q=   15.5 eps=0.946 loss=0.1723
