# C:\Users\Nima\AppData\Local\Programs\Python\Python313\python.exe -u C:\Users\Nima\PointCloudStreaming\scripts\train_dqn.py --out C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\screen\trial_009_s43\abr_dqn.pkl --run-dir C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\screen\trial_009_s43 --batch-size 128 --coverage-stride 60 --early-stop-patience 0 --epochs 3 --eps-decay-frac 0.5 --eval-every 400 --eval-offsets 3 --eval-seeds 42,43,44 --eval-sequences longdress,loot,redandblack,soldier --gamma 1.0 --hidden 128 --lam 1.0 --lr 0.0003 --mu 4.3 --protocol configs/experiment_protocol.json --reward-spec {"rebuffer_weight": 2.0, "startup_weight": 1.0, "drop_weight": null} --seed 43 --segment-frames 8 --select-by qoe_quality --target-update 3000 --torch-threads 2 --lstm C:\Users\Nima\PointCloudStreaming\models/bandwidth_lstm_s8.pkl
==========================================================================================
🤖 DQN ABR training
   sequences: ['longdress', 'loot', 'redandblack', 'soldier'] | validation sequences: ['longdress', 'loot', 'redandblack', 'soldier']
   protocol: 4071599372abeb61 | train files: 13 | validation files: 4 | registered test files: 4 (NOT evaluated) | frames/episode: 300
   coverage stride: 60 samples -> 417 episodes/epoch x 3 epochs = 1251 episodes (~47538 env steps)
   segment: 8 frames/request (38 decisions/episode) | validation offsets/trace: 3 | validation seeds: [42, 43, 44]
   state_dim: 23 | actions: 6 | feature_spec: ['lstm_pred', 'buffer', 'last_rep_onehot', 'tput_last', 'tput_mean', 'tput_std', 'rep_bitrates', 'rep_densities']
   PyTorch CPU threads/trial: 2
   LSTM: models\bandwidth_lstm_s8.pkl
   reward = QoE: (100/N)*sum(q[fixed_log_bitrate]) - 4.3*stall_duration - 2.0*rebuffer_events - 1.0*sum|delta_segment_q| - (100/N)*dropped_frames - 1.0*startup_delay  (gamma=1.0, lr=0.0003, no learner-side scaling)
   select-by: qoe_quality | out: C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\screen\trial_009_s43\abr_dqn.pkl | run-dir: C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\screen\trial_009_s43
==========================================================================================
[validation @ ep 0] untrained: reward=QoE=-11103.09
[ep    1] longdress    driving_B_2020.01.16_07.26.43.csv@1594  reward=QoE= -149.65 eps=0.999 loss=0.0000
[ep    2] loot         static_B_2020.02.14_13.21.26.csv@494   reward=QoE=   22.68 eps=0.997 loss=0.0000
[ep    3] redandblack  static_B_2019.12.16_13.40.04.csv@301   reward=QoE=  -10.59 eps=0.995 loss=0.0000
[ep    4] soldier      driving_B_2020.02.14_09.38.22.csv@324   reward=QoE= -316.30 eps=0.994 loss=3.0408
[ep    5] longdress    driving_B_2020.02.13_13.03.24.csv@1747  reward=QoE=    6.91 eps=0.992 loss=3.0708
[ep    6] loot         driving_B_2020.01.16_09.56.56.csv@104   reward=QoE= -101.41 eps=0.991 loss=2.6626
[ep    7] redandblack  static_B_2020.02.14_13.21.26.csv@314   reward=QoE=   34.83 eps=0.989 loss=2.5937
[ep    8] soldier      static_B_2020.02.14_13.21.26.csv@194   reward=QoE=   35.22 eps=0.988 loss=2.3856
[ep    9] longdress    driving_B_2020.01.16_12.10.03.csv@244   reward=QoE=   50.77 eps=0.986 loss=1.9429
[ep   10] loot         static_B_2020.02.27_18.39.27.csv@5707  reward=QoE=   42.87 eps=0.985 loss=1.7511
[ep   11] redandblack  static_B_2020.02.27_18.39.27.csv@3367  reward=QoE=   28.32 eps=0.983 loss=1.5678
[ep   12] soldier      driving_B_2020.02.13_13.03.24.csv@2188  reward=QoE= -439.14 eps=0.982 loss=1.9384
[ep   13] longdress    driving_B_2019.12.16_12.27.05.csv@686   reward=QoE=  -63.82 eps=0.980 loss=2.1298
[ep   14] loot         driving_B_2019.12.16_12.27.05.csv@1106  reward=QoE=  -29.65 eps=0.979 loss=2.0935
[ep   15] redandblack  driving_B_2020.01.16_07.26.43.csv@1770  reward=QoE= -106.59 eps=0.977 loss=1.9878
[ep   16] soldier      driving_B_2020.02.13_15.02.01.csv@1571  reward=QoE= -566.14 eps=0.976 loss=2.7065
[ep   17] longdress    driving_B_2019.12.17_07.32.39.csv@153   reward=QoE=  -50.96 eps=0.974 loss=2.7113
[ep   18] loot         driving_B_2020.02.13_13.03.24.csv@247   reward=QoE=  -46.38 eps=0.973 loss=2.4684
[ep   19] redandblack  static_B_2020.02.27_18.39.27.csv@1627  reward=QoE=   34.33 eps=0.971 loss=2.3408
[ep   20] soldier      driving_B_2019.12.16_12.27.05.csv@746   reward=QoE=   12.24 eps=0.970 loss=2.2550
[ep   21] longdress    driving_B_2019.12.16_12.27.05.csv@986   reward=QoE=   38.94 eps=0.968 loss=2.0194
[ep   22] loot         driving_B_2020.02.13_15.02.01.csv@851   reward=QoE=  -33.83 eps=0.967 loss=2.2634
[ep   23] redandblack  static_B_2020.02.27_18.39.27.csv@5742  reward=QoE=   42.40 eps=0.965 loss=1.8261
[ep   24] soldier      driving_B_2020.02.14_09.38.22.csv@24    reward=QoE=  -91.34 eps=0.964 loss=1.9603
[ep   25] longdress    driving_B_2020.02.13_15.02.01.csv@1751  reward=QoE=   13.17 eps=0.962 loss=1.8767
[ep   26] loot         driving_B_2020.02.14_09.38.22.csv@84    reward=QoE=  -70.39 eps=0.961 loss=1.9528
[ep   27] redandblack  driving_B_2019.12.17_07.32.39.csv@2288  reward=QoE=   36.12 eps=0.959 loss=1.4723
[ep   28] soldier      static_B_2020.02.27_18.39.27.csv@5227  reward=QoE=   -4.53 eps=0.958 loss=1.7354
[ep   29] longdress    driving_B_2020.01.16_09.56.56.csv@704   reward=QoE=   22.25 eps=0.956 loss=1.5758
[ep   30] loot         driving_B_2020.02.13_15.02.01.csv@2171  reward=QoE=   40.58 eps=0.954 loss=1.6829
[ep   31] redandblack  driving_B_2020.01.16_09.56.56.csv@1064  reward=QoE=  -52.59 eps=0.953 loss=1.5091
[ep   32] soldier      static_B_2020.02.27_18.39.27.csv@1267  reward=QoE=   52.16 eps=0.951 loss=1.5836
[ep   33] longdress    driving_B_2020.02.13_13.03.24.csv@367   reward=QoE= -119.23 eps=0.950 loss=1.5912
[ep   34] loot         static_B_2020.02.27_18.39.27.csv@3907  reward=QoE=   28.03 eps=0.948 loss=1.4570
[ep   35] redandblack  static_B_2020.02.27_18.39.27.csv@4027  reward=QoE=   16.16 eps=0.947 loss=1.4765
