# C:\Users\Nima\AppData\Local\Programs\Python\Python313\python.exe -u C:\Users\Nima\PointCloudStreaming\train_dqn.py --out C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260714_131016_full\sweep\trial_000_s46\abr_dqn.pkl --run-dir C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260714_131016_full\sweep\trial_000_s46 --coverage-stride 60 --epochs 20 --eval-every 100 --eval-seeds 42,43,44 --lam 1.0 --lr 0.0001 --mu 4.3 --playback-rate-min 0.9 --reward-spec {"stall_mode": "bounded", "stall_cap_s": 2.0, "event_penalty": 2.0} --seed 46 --segment-frames 8 --select-by qoe_quality --target-update 3000
==========================================================================================
🤖 DQN ABR training
   sequences: ['longdress', 'loot', 'redandblack', 'soldier'] | eval sequence: longdress
   train files: 17 | test files: 4 | frames/episode: 300
   coverage stride: 60 samples -> 556 episodes/epoch x 20 epochs = 11120 episodes (~422560 env steps)
   segment: 8 frames/request (38 decisions/episode) | playback-rate-min: 0.9 | eval seeds: [42, 43, 44]
   state_dim: 23 | actions: 6 | feature_spec: ['lstm_pred', 'buffer', 'last_rep_onehot', 'tput_last', 'tput_mean', 'tput_std', 'rep_bitrates', 'rep_densities']
   reward: q[log_density] - 4.3*min(stall,2.0) + 2.0*new_event - 1.0*|dq|  (gamma=0.99, lr=0.0001, reward_norm=True, reward_scale=1.0)
   select-by: qoe_quality | out: C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260714_131016_full\sweep\trial_000_s46\abr_dqn.pkl | run-dir: C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260714_131016_full\sweep\trial_000_s46
==========================================================================================
[eval @ ep 0] untrained: reward=186.02 qoe=54.8 qoe_q=40.9
[ep    1] longdress    driving_B_2020.01.16_07.26.43.csv@1469  reward=   26.09 qoe=   0.0 qoe_q= -172.5 eps=1.000 loss=0.0000
[ep    2] loot         driving_B_2020.02.14_07.29.00.csv@984   reward=   74.29 qoe=   0.0 qoe_q=  -62.9 eps=1.000 loss=0.4561
[ep    3] redandblack  driving_B_2020.01.16_07.26.43.csv@329   reward=   14.35 qoe=   0.0 qoe_q= -158.7 eps=1.000 loss=0.4756
[ep    4] soldier      driving_B_2019.12.16_14.23.32.csv@2616  reward=   92.64 qoe=   0.0 qoe_q=   -6.8 eps=0.999 loss=0.4323
[ep    5] longdress    driving_B_2020.02.14_09.38.22.csv@985   reward=   28.37 qoe=   0.0 qoe_q= -122.3 eps=0.999 loss=0.3910
[ep    6] loot         driving_B_2020.02.14_09.38.22.csv@1405  reward=   91.69 qoe=   0.0 qoe_q=  -40.2 eps=0.999 loss=0.3480
[ep    7] redandblack  driving_B_2020.02.14_07.29.00.csv@1970  reward=    1.05 qoe=   0.0 qoe_q= -181.0 eps=0.999 loss=0.3332
