# C:\Users\Nima\AppData\Local\Programs\Python\Python313\python.exe -u C:\Users\Nima\PointCloudStreaming\train_dqn.py --out C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_073843_full\sweep\trial_014_s43\abr_dqn.pkl --run-dir C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_073843_full\sweep\trial_014_s43 --coverage-stride 60 --epochs 8 --eval-every 100 --eval-seeds 42,43,44 --lam 1.0 --lr 0.0001 --mu 4.3 --playback-rate-min 0.9 --reward-spec {"stall_mode": "bounded", "stall_cap_s": 2.0, "event_penalty": 2.0} --seed 43 --segment-frames 8 --select-by qoe_quality --target-update 3000
==========================================================================================
🤖 DQN ABR training
   sequences: ['longdress', 'loot', 'redandblack', 'soldier'] | eval sequence: longdress
   train files: 4 | test files: 1 | frames/episode: 300
   coverage stride: 60 samples -> 237 episodes/epoch x 8 epochs = 1896 episodes (~72048 env steps)
   segment: 8 frames/request (38 decisions/episode) | playback-rate-min: 0.9 | eval seeds: [42, 43, 44]
   state_dim: 23 | actions: 6 | feature_spec: ['lstm_pred', 'buffer', 'last_rep_onehot', 'tput_last', 'tput_mean', 'tput_std', 'rep_bitrates', 'rep_densities']
   reward: q[log_density] - 4.3*min(stall,2.0) + 2.0*new_event - 1.0*|dq|  (gamma=0.99, lr=0.0001, reward_norm=True, reward_scale=1.0)
   select-by: qoe_quality | out: C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_073843_full\sweep\trial_014_s43\abr_dqn.pkl | run-dir: C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_073843_full\sweep\trial_014_s43
==========================================================================================
[eval @ ep 0] untrained: reward=49.99 qoe=25.6 qoe_q=-22.3
[ep    1] longdress    static_B_2020.02.27_18.39.27.csv@5684  reward=  188.92 qoe= 100.0 qoe_q=   54.5 eps=0.999 loss=0.0000
[ep    2] loot         static_B_2019.12.16_13.40.04.csv@1346  reward=  207.66 qoe=  85.1 qoe_q=   54.7 eps=0.998 loss=1.6121
[ep    3] redandblack  static_B_2020.02.13_13.57.29.csv@2374  reward=  111.99 qoe=  14.2 qoe_q=    7.2 eps=0.998 loss=1.3615
[ep    4] soldier      static_B_2020.01.16_10.43.34.csv@3093  reward=  175.81 qoe=  90.0 qoe_q=   48.4 eps=0.997 loss=1.0787
[ep    5] longdress    static_B_2020.02.27_18.39.27.csv@4784  reward=  161.86 qoe=  62.8 qoe_q=   44.0 eps=0.996 loss=0.9649
[ep    6] loot         static_B_2020.02.27_18.39.27.csv@3524  reward=  170.42 qoe=  83.4 qoe_q=   46.0 eps=0.995 loss=0.7459
[ep    7] redandblack  static_B_2020.01.16_10.43.34.csv@1593  reward=  125.09 qoe=  15.4 qoe_q=  -10.5 eps=0.994 loss=0.3937
