# C:\Users\Nima\AppData\Local\Programs\Python\Python313\python.exe -u C:\Users\Nima\PointCloudStreaming\train_dqn.py --out C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_073843_full\sweep\trial_005_s43\abr_dqn.pkl --run-dir C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_073843_full\sweep\trial_005_s43 --coverage-stride 60 --epochs 8 --eval-every 100 --eval-seeds 42,43,44 --lam 1.0 --lr 0.0001 --mu 2.0 --playback-rate-min 0.9 --reward-spec {"stall_mode": "bounded", "stall_cap_s": 2.0, "event_penalty": 2.0} --seed 43 --segment-frames 30 --select-by qoe_quality --target-update 3000
==========================================================================================
🤖 DQN ABR training
   sequences: ['longdress', 'loot', 'redandblack', 'soldier'] | eval sequence: longdress
   train files: 4 | test files: 1 | frames/episode: 300
   coverage stride: 60 samples -> 237 episodes/epoch x 8 epochs = 1896 episodes (~18960 env steps)
   segment: 30 frames/request (10 decisions/episode) | playback-rate-min: 0.9 | eval seeds: [42, 43, 44]
   state_dim: 23 | actions: 6 | feature_spec: ['lstm_pred', 'buffer', 'last_rep_onehot', 'tput_last', 'tput_mean', 'tput_std', 'rep_bitrates', 'rep_densities']
   reward: q[log_density] - 2.0*min(stall,2.0) + 2.0*new_event - 1.0*|dq|  (gamma=0.99, lr=0.0001, reward_norm=True, reward_scale=1.0)
   select-by: qoe_quality | out: C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_073843_full\sweep\trial_005_s43\abr_dqn.pkl | run-dir: C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_073843_full\sweep\trial_005_s43
==========================================================================================
[eval @ ep 0] untrained: reward=112.26 qoe=32.1 qoe_q=15.1
[ep    1] longdress    static_B_2020.02.27_18.39.27.csv@5684  reward=  149.18 qoe= 100.0 qoe_q=   46.9 eps=0.999 loss=0.0000
[ep    2] loot         static_B_2019.12.16_13.40.04.csv@1346  reward=  163.00 qoe=  80.0 qoe_q=   51.4 eps=0.998 loss=0.0000
[ep    3] redandblack  static_B_2020.02.13_13.57.29.csv@2374  reward=  164.23 qoe=  33.3 qoe_q=   17.4 eps=0.998 loss=0.0000
[ep    4] soldier      static_B_2020.01.16_10.43.34.csv@3093  reward=  123.67 qoe=   0.0 qoe_q=   38.0 eps=0.997 loss=0.0000
[ep    5] longdress    static_B_2020.02.27_18.39.27.csv@4784  reward=  117.09 qoe=  68.0 qoe_q=   36.5 eps=0.996 loss=0.0000
[ep    6] loot         static_B_2020.02.27_18.39.27.csv@3524  reward=  127.82 qoe=   0.0 qoe_q=   39.4 eps=0.995 loss=0.0000
[ep    7] redandblack  static_B_2020.01.16_10.43.34.csv@1593  reward=  183.99 qoe=   0.0 qoe_q=   57.8 eps=0.994 loss=1.0275
[ep    8] soldier      static_B_2020.02.13_13.57.29.csv@1234  reward=  186.28 qoe=   0.0 qoe_q=   59.8 eps=0.993 loss=0.9947
[ep    9] longdress    static_B_2020.02.27_18.39.27.csv@4244  reward=  233.00 qoe=   0.0 qoe_q=   51.1 eps=0.993 loss=1.1028
[ep   10] loot         static_B_2020.01.16_10.43.34.csv@1233  reward=  162.03 qoe=   0.0 qoe_q=   51.0 eps=0.992 loss=1.1031
[ep   11] redandblack  static_B_2019.12.16_13.40.04.csv@1826  reward=  181.23 qoe=  40.3 qoe_q=   28.6 eps=0.991 loss=1.0799
[ep   12] soldier      static_B_2020.02.13_13.57.29.csv@2794  reward=  160.47 qoe=  86.0 qoe_q=   51.4 eps=0.990 loss=1.0032
[ep   13] longdress    static_B_2020.01.16_10.43.34.csv@213   reward=  168.55 qoe=   0.0 qoe_q=   53.5 eps=0.989 loss=1.0251
[ep   14] loot         static_B_2020.01.16_10.43.34.csv@1173  reward=  194.60 qoe=  81.2 qoe_q=   57.3 eps=0.988 loss=1.0486
[ep   15] redandblack  static_B_2020.02.27_18.39.27.csv@1004  reward=  253.88 qoe= 100.0 qoe_q=   83.2 eps=0.988 loss=1.0404
[ep   16] soldier      static_B_2020.02.27_18.39.27.csv@824   reward=  176.32 qoe= 100.0 qoe_q=   55.8 eps=0.987 loss=0.9595
[ep   17] longdress    static_B_2020.02.13_13.57.29.csv@2254  reward=  158.33 qoe=   0.0 qoe_q=  -36.5 eps=0.986 loss=0.9967
[ep   18] loot         static_B_2020.01.16_10.43.34.csv@813   reward=  155.48 qoe=  22.0 qoe_q=   49.8 eps=0.985 loss=0.8545
[ep   19] redandblack  static_B_2020.02.27_18.39.27.csv@3884  reward=  163.11 qoe=  18.6 qoe_q=   -6.6 eps=0.984 loss=0.8414
[ep   20] soldier      static_B_2020.02.13_13.57.29.csv@94    reward=  152.00 qoe=  47.6 qoe_q=   24.9 eps=0.983 loss=0.7493
[ep   21] longdress    static_B_2019.12.16_13.40.04.csv@1586  reward=  235.34 qoe=  68.0 qoe_q=   76.5 eps=0.983 loss=0.7027
[ep   22] loot         static_B_2020.02.27_18.39.27.csv@104   reward=  167.95 qoe=   0.0 qoe_q=   52.8 eps=0.982 loss=0.6566
[ep   23] redandblack  static_B_2020.01.16_10.43.34.csv@1473  reward=  171.08 qoe=  48.0 qoe_q=   54.9 eps=0.981 loss=0.5447
[ep   24] soldier      static_B_2020.02.27_18.39.27.csv@1484  reward=  148.01 qoe=  22.0 qoe_q=   47.7 eps=0.980 loss=0.4703
[ep   25] longdress    static_B_2020.02.27_18.39.27.csv@1244  reward=  180.59 qoe=   8.0 qoe_q=   57.0 eps=0.979 loss=0.3447
