# C:\Users\Nima\AppData\Local\Programs\Python\Python313\python.exe -u C:\Users\Nima\PointCloudStreaming\scripts\train_dqn.py --out C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\screen\trial_001_s42\abr_dqn.pkl --run-dir C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\screen\trial_001_s42 --batch-size 64 --coverage-stride 60 --early-stop-patience 0 --epochs 3 --eps-decay-frac 0.5 --eval-every 400 --eval-offsets 3 --eval-seeds 42,43,44 --eval-sequences longdress,loot,redandblack,soldier --gamma 1.0 --hidden 256 --lam 1.0 --lr 0.0003 --mu 4.3 --protocol configs/experiment_protocol.json --reward-spec {"rebuffer_weight": 2.0, "startup_weight": 1.0, "drop_weight": null} --seed 42 --segment-frames 5 --select-by qoe_quality --target-update 6000 --torch-threads 2 --lstm C:\Users\Nima\PointCloudStreaming\models/bandwidth_lstm_s5.pkl
==========================================================================================
🤖 DQN ABR training
   sequences: ['longdress', 'loot', 'redandblack', 'soldier'] | validation sequences: ['longdress', 'loot', 'redandblack', 'soldier']
   protocol: 4071599372abeb61 | train files: 13 | validation files: 4 | registered test files: 4 (NOT evaluated) | frames/episode: 300
   coverage stride: 60 samples -> 417 episodes/epoch x 3 epochs = 1251 episodes (~75060 env steps)
   segment: 5 frames/request (60 decisions/episode) | validation offsets/trace: 3 | validation seeds: [42, 43, 44]
   state_dim: 23 | actions: 6 | feature_spec: ['lstm_pred', 'buffer', 'last_rep_onehot', 'tput_last', 'tput_mean', 'tput_std', 'rep_bitrates', 'rep_densities']
   PyTorch CPU threads/trial: 2
   LSTM: models\bandwidth_lstm_s5.pkl
   reward = QoE: (100/N)*sum(q[fixed_log_bitrate]) - 4.3*stall_duration - 2.0*rebuffer_events - 1.0*sum|delta_segment_q| - (100/N)*dropped_frames - 1.0*startup_delay  (gamma=1.0, lr=0.0003, no learner-side scaling)
   select-by: qoe_quality | out: C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\screen\trial_001_s42\abr_dqn.pkl | run-dir: C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\screen\trial_001_s42
==========================================================================================
[validation @ ep 0] untrained: reward=QoE=-10685.92
[ep    1] longdress    driving_B_2020.02.13_15.02.01.csv@803   reward=QoE=   19.21 eps=0.999 loss=0.0000
[ep    2] loot         driving_B_2020.02.14_09.38.22.csv@1478  reward=QoE=  -39.73 eps=0.997 loss=0.3359
[ep    3] redandblack  driving_B_2020.01.16_09.56.56.csv@348   reward=QoE= -104.11 eps=0.995 loss=0.6194
[ep    4] soldier      driving_B_2020.01.16_09.56.56.csv@708   reward=QoE=   28.50 eps=0.994 loss=0.6898
[ep    5] longdress    driving_B_2020.02.13_15.02.01.csv@1763  reward=QoE=   28.87 eps=0.992 loss=0.5387
[ep    6] loot         static_B_2020.02.27_18.39.27.csv@4478  reward=QoE=   28.41 eps=0.991 loss=0.4694
[ep    7] redandblack  driving_B_2020.01.16_07.26.43.csv@1724  reward=QoE=  -49.11 eps=0.989 loss=0.4643
[ep    8] soldier      static_B_2019.12.16_13.40.04.csv@126   reward=QoE=   28.59 eps=0.988 loss=0.4632
[ep    9] longdress    driving_B_2020.01.16_09.56.56.csv@108   reward=QoE= -184.42 eps=0.986 loss=0.5560
[ep   10] loot         static_B_2020.02.27_18.39.27.csv@3278  reward=QoE=   24.61 eps=0.985 loss=0.6642
[ep   11] redandblack  driving_B_2020.02.14_09.38.22.csv@222   reward=QoE= -185.00 eps=0.983 loss=0.6413
[ep   12] soldier      driving_B_2020.02.13_13.03.24.csv@2188  reward=QoE= -296.43 eps=0.982 loss=0.8105
[ep   13] longdress    static_B_2020.02.14_13.21.26.csv@809   reward=QoE=   45.42 eps=0.980 loss=0.9250
[ep   14] loot         driving_B_2020.01.16_07.26.43.csv@1770  reward=QoE=  -95.97 eps=0.979 loss=0.8278
[ep   15] redandblack  driving_B_2020.02.13_15.02.01.csv@623   reward=QoE=  -70.39 eps=0.977 loss=0.8902
[ep   16] soldier      driving_B_2019.12.17_07.32.39.csv@558   reward=QoE=  -82.99 eps=0.976 loss=0.8297
[ep   17] longdress    driving_B_2019.12.17_07.32.39.csv@198   reward=QoE=  -74.71 eps=0.974 loss=0.8208
[ep   18] loot         driving_B_2020.01.16_12.10.03.csv@244   reward=QoE=   20.93 eps=0.973 loss=0.7316
[ep   19] redandblack  driving_B_2020.02.13_15.02.01.csv@2754  reward=QoE= -110.78 eps=0.971 loss=0.7119
[ep   20] soldier      driving_B_2019.12.17_07.32.39.csv@438   reward=QoE=   34.50 eps=0.970 loss=0.7206
[ep   21] longdress    driving_B_2020.01.16_07.26.43.csv@704   reward=QoE=  -22.32 eps=0.968 loss=0.6637
[ep   22] loot         driving_B_2019.12.17_07.32.39.csv@978   reward=QoE= -149.06 eps=0.967 loss=0.7144
[ep   23] redandblack  driving_B_2020.02.27_17.30.15.csv@590   reward=QoE= -183.60 eps=0.965 loss=0.7427
[ep   24] soldier      static_B_2020.02.27_18.39.27.csv@1598  reward=QoE=    0.14 eps=0.964 loss=0.7217
[ep   25] longdress    static_B_2020.02.27_18.39.27.csv@3218  reward=QoE=    6.13 eps=0.962 loss=0.7175
[ep   26] loot         static_B_2020.02.27_18.39.27.csv@2438  reward=QoE=   37.25 eps=0.961 loss=0.6443
[ep   27] redandblack  static_B_2019.12.16_13.40.04.csv@426   reward=QoE=   -4.18 eps=0.959 loss=0.6376
[ep   28] soldier      static_B_2019.12.16_13.40.04.csv@1386  reward=QoE=  -10.20 eps=0.957 loss=0.6790
[ep   29] longdress    driving_B_2020.02.14_12.58.17.csv@284   reward=QoE= -806.30 eps=0.956 loss=0.9429
[ep   30] loot         driving_B_2020.02.14_12.58.17.csv@224   reward=QoE= -701.20 eps=0.954 loss=1.1825
[ep   31] redandblack  driving_B_2020.01.16_09.56.56.csv@468   reward=QoE=    3.90 eps=0.953 loss=1.4183
[ep   32] soldier      driving_B_2019.12.16_12.27.05.csv@1152  reward=QoE=  -34.53 eps=0.951 loss=1.2933
[ep   33] longdress    driving_B_2020.02.13_13.03.24.csv@89    reward=QoE=  -77.84 eps=0.950 loss=1.0852
[ep   34] loot         driving_B_2020.01.16_09.56.56.csv@288   reward=QoE=   23.75 eps=0.948 loss=1.3129
[ep   35] redandblack  driving_B_2020.01.16_12.10.03.csv@244   reward=QoE=   33.86 eps=0.947 loss=1.0577
[ep   36] soldier      static_B_2020.02.27_18.39.27.csv@5378  reward=QoE=   43.19 eps=0.945 loss=1.3336
[ep   37] longdress    driving_B_2020.02.13_15.02.01.csv@83    reward=QoE=   33.09 eps=0.944 loss=0.9710
[ep   38] loot         driving_B_2020.02.13_13.03.24.csv@1349  reward=QoE=  -81.76 eps=0.942 loss=1.0798
[ep   39] redandblack  static_B_2020.02.27_18.39.27.csv@1418  reward=QoE=   26.19 eps=0.941 loss=1.0647
[ep   40] soldier      static_B_2020.02.14_13.21.26.csv@569   reward=QoE=   26.48 eps=0.939 loss=0.9919
[ep   41] longdress    driving_B_2019.12.16_12.27.05.csv@242   reward=QoE=    3.84 eps=0.938 loss=0.9762
[ep   42] loot         static_B_2020.02.27_18.39.27.csv@5138  reward=QoE=   32.35 eps=0.936 loss=1.0284
[ep   43] redandblack  driving_B_2020.02.13_15.02.01.csv@1043  reward=QoE=   41.81 eps=0.935 loss=0.9113
[ep   44] soldier      static_B_2020.02.27_18.39.27.csv@3338  reward=QoE=   27.25 eps=0.933 loss=0.9807
[ep   45] longdress    driving_B_2020.02.13_15.02.01.csv@2423  reward=QoE= -444.66 eps=0.932 loss=1.0073
[ep   46] loot         driving_B_2020.02.14_12.58.17.csv@644   reward=QoE=  -17.67 eps=0.930 loss=1.0105
[ep   47] redandblack  driving_B_2020.02.13_13.03.24.csv@1649  reward=QoE= -105.25 eps=0.929 loss=1.0069
[ep   48] soldier      driving_B_2020.01.16_09.56.56.csv@648   reward=QoE=  -17.78 eps=0.927 loss=1.0436
[ep   49] longdress    driving_B_2020.02.13_15.02.01.csv@503   reward=QoE=  -51.55 eps=0.926 loss=1.0627
[ep   50] loot         driving_B_2020.02.14_12.58.17.csv@464   reward=QoE= -262.04 eps=0.924 loss=1.1643
[ep   51] redandblack  driving_B_2020.02.13_13.03.24.csv@989   reward=QoE=  -97.66 eps=0.923 loss=1.0968
[ep   52] soldier      static_B_2019.12.16_13.40.04.csv@1146  reward=QoE= -190.65 eps=0.921 loss=0.9987
[ep   53] longdress    driving_B_2020.01.16_09.56.56.csv@528   reward=QoE=    2.84 eps=0.920 loss=1.0944
[ep   54] loot         driving_B_2019.12.16_12.27.05.csv@842   reward=QoE=   18.76 eps=0.918 loss=0.9816
[ep   55] redandblack  driving_B_2020.01.16_07.26.43.csv@584   reward=QoE=  -62.70 eps=0.916 loss=1.0329
[ep   56] soldier      static_B_2020.02.14_13.21.26.csv@269   reward=QoE=   30.78 eps=0.915 loss=1.0450
[ep   57] longdress    driving_B_2019.12.17_07.32.39.csv@1158  reward=QoE=  -91.14 eps=0.913 loss=1.1015
[ep   58] loot         driving_B_2020.01.16_07.26.43.csv@824   reward=QoE=    5.99 eps=0.912 loss=1.0858
[ep   59] redandblack  driving_B_2020.02.14_12.58.17.csv@704   reward=QoE= -239.69 eps=0.910 loss=1.0565
[ep   60] soldier      driving_B_2020.02.13_13.03.24.csv@1949  reward=QoE= -353.65 eps=0.909 loss=1.0515
[ep   61] longdress    static_B_2019.12.16_13.40.04.csv@846   reward=QoE=   39.85 eps=0.907 loss=1.0020
[ep   62] loot         driving_B_2019.12.16_12.27.05.csv@422   reward=QoE= -130.21 eps=0.906 loss=1.1122
[ep   63] redandblack  driving_B_2020.02.13_13.03.24.csv@1409  reward=QoE=  -66.66 eps=0.904 loss=0.9713
[ep   64] soldier      driving_B_2020.02.13_13.03.24.csv@2129  reward=QoE= -544.56 eps=0.903 loss=1.0066
[ep   65] longdress    static_B_2020.02.27_18.39.27.csv@3638  reward=QoE=   22.23 eps=0.901 loss=1.0545
[ep   66] loot         driving_B_2020.02.13_13.03.24.csv@869   reward=QoE= -154.93 eps=0.900 loss=0.9833
[ep   67] redandblack  driving_B_2020.02.14_09.38.22.csv@402   reward=QoE= -113.12 eps=0.898 loss=1.1151
[ep   68] soldier      driving_B_2020.02.13_15.02.01.csv@983   reward=QoE=  -91.39 eps=0.897 loss=1.0108
[ep   69] longdress    static_B_2020.02.27_18.39.27.csv@2258  reward=QoE=   33.31 eps=0.895 loss=1.2734
[ep   70] loot         static_B_2020.02.27_18.39.27.csv@5618  reward=QoE=   27.60 eps=0.894 loss=1.2590
[ep   71] redandblack  driving_B_2019.12.16_12.27.05.csv@302   reward=QoE= -112.12 eps=0.892 loss=1.1107
[ep   72] soldier      static_B_2020.02.27_18.39.27.csv@998   reward=QoE=   33.96 eps=0.891 loss=0.9953
[ep   73] longdress    driving_B_2020.02.13_13.03.24.csv@569   reward=QoE= -104.58 eps=0.889 loss=1.2318
[ep   74] loot         driving_B_2019.12.16_12.27.05.csv@602   reward=QoE= -314.25 eps=0.888 loss=0.9302
[ep   75] redandblack  driving_B_2019.12.16_12.27.05.csv@2     reward=QoE=    3.30 eps=0.886 loss=1.1144
[ep   76] soldier      static_B_2020.02.27_18.39.27.csv@1778  reward=QoE= -426.17 eps=0.885 loss=1.1426
[ep   77] longdress    driving_B_2020.02.13_15.02.01.csv@323   reward=QoE=   24.60 eps=0.883 loss=1.1562
[ep   78] loot         driving_B_2020.02.13_15.02.01.csv@1703  reward=QoE=   41.68 eps=0.882 loss=1.0541
[ep   79] redandblack  driving_B_2020.02.13_15.02.01.csv@1163  reward=QoE=   19.02 eps=0.880 loss=1.0709
[ep   80] soldier      static_B_2020.02.27_18.39.27.csv@5678  reward=QoE=   43.01 eps=0.879 loss=1.1183
[ep   81] longdress    driving_B_2020.02.14_09.38.22.csv@342   reward=QoE= -211.89 eps=0.877 loss=1.1647
[ep   82] loot         driving_B_2020.02.14_09.38.22.csv@1362  reward=QoE=   34.29 eps=0.875 loss=1.2203
[ep   83] redandblack  driving_B_2020.02.14_09.38.22.csv@462   reward=QoE=  -31.18 eps=0.874 loss=1.1877
[ep   84] soldier      static_B_2019.12.16_13.40.04.csv@1206  reward=QoE=  -22.13 eps=0.872 loss=1.0049
[ep   85] longdress    driving_B_2020.02.14_09.38.22.csv@882   reward=QoE=   45.59 eps=0.871 loss=1.0937
[ep   86] loot         static_B_2020.02.27_18.39.27.csv@2558  reward=QoE=   17.09 eps=0.869 loss=1.0368
[ep   87] redandblack  static_B_2020.02.27_18.39.27.csv@5738  reward=QoE=   34.47 eps=0.868 loss=0.9041
[ep   88] soldier      driving_B_2020.02.13_13.03.24.csv@929   reward=QoE= -149.95 eps=0.866 loss=1.0855
[ep   89] longdress    driving_B_2020.02.14_09.38.22.csv@1478  reward=QoE=  -82.25 eps=0.865 loss=1.0474
[ep   90] loot         driving_B_2020.02.14_09.38.22.csv@642   reward=QoE=   42.86 eps=0.863 loss=0.9797
[ep   91] redandblack  static_B_2020.02.27_18.39.27.csv@98    reward=QoE=   41.15 eps=0.862 loss=1.1052
[ep   92] soldier      static_B_2020.02.27_18.39.27.csv@1478  reward=QoE=    1.76 eps=0.860 loss=1.2222
[ep   93] longdress    driving_B_2020.02.13_13.03.24.csv@1889  reward=QoE= -656.30 eps=0.859 loss=1.0252
