episode,sequence,file,offset,reward,qoe,qoe_quality,epsilon,mean_loss
1,longdress,static_B_2020.02.27_18.39.27.csv,3655,20.3043,20.30,20.30,0.9994,0.000000
2,loot,driving_B_2020.02.13_13.03.24.csv,1695,47.4048,47.40,47.40,0.9989,0.000000
3,redandblack,driving_B_2020.02.13_15.02.01.csv,2092,-29.3902,-29.39,-29.39,0.9983,1.784179
4,soldier,driving_B_2020.02.13_15.02.01.csv,472,47.4058,47.41,47.41,0.9977,0.934847
5,longdress,static_B_2019.12.16_13.40.04.csv,1576,30.0748,30.07,30.07,0.9972,0.645081
6,loot,driving_B_2020.02.14_09.38.22.csv,494,-34.4188,-34.42,-34.42,0.9966,0.887875
7,redandblack,driving_B_2020.01.16_07.26.43.csv,332,-138.9198,-138.92,-138.92,0.9960,1.104958
8,soldier,driving_B_2019.12.17_07.32.39.csv,953,-197.2434,-197.24,-197.24,0.9955,1.707570
9,longdress,static_B_2019.12.16_13.40.04.csv,1396,5.6520,5.65,5.65,0.9949,2.164846
10,loot,static_B_2020.02.27_18.39.27.csv,5395,61.2681,61.27,61.27,0.9943,1.779191
11,redandblack,driving_B_2020.01.16_09.56.56.csv,35,2.2666,2.27,2.27,0.9938,1.567457
12,soldier,driving_B_2020.02.13_13.03.24.csv,1215,-158.3768,-158.38,-158.38,0.9932,1.684973
13,longdress,static_B_2020.02.14_13.21.26.csv,850,25.9506,25.95,25.95,0.9926,1.752619
14,loot,static_B_2019.12.16_13.40.04.csv,136,39.6232,39.62,39.62,0.9920,1.786075
15,redandblack,static_B_2020.02.27_18.39.27.csv,115,39.6946,39.69,39.69,0.9915,1.566114
16,soldier,driving_B_2019.12.17_07.32.39.csv,713,-37.7487,-37.75,-37.75,0.9909,1.656681
17,longdress,driving_B_2020.01.16_09.56.56.csv,1415,26.8907,26.89,26.89,0.9903,1.658512
18,loot,driving_B_2020.02.13_13.03.24.csv,1995,-152.0915,-152.09,-152.09,0.9898,1.668407
19,redandblack,driving_B_2019.12.17_07.32.39.csv,2153,-71.4775,-71.48,-71.48,0.9892,1.759453
20,soldier,static_B_2020.02.27_18.39.27.csv,1375,28.0189,28.02,28.02,0.9886,1.758789
21,longdress,static_B_2020.02.27_18.39.27.csv,4315,34.1422,34.14,34.14,0.9881,1.615426
22,loot,static_B_2020.02.27_18.39.27.csv,715,35.7900,35.79,35.79,0.9875,1.524248
23,redandblack,driving_B_2020.01.16_07.26.43.csv,452,-122.9613,-122.96,-122.96,0.9869,1.684094
24,soldier,driving_B_2019.12.17_07.32.39.csv,893,-129.9378,-129.94,-129.94,0.9863,1.533730
25,longdress,driving_B_2020.02.13_15.02.01.csv,2572,33.3384,33.34,33.34,0.9858,1.947341
26,loot,driving_B_2020.02.13_13.03.24.csv,1335,-41.7770,-41.78,-41.78,0.9852,1.714885
27,redandblack,static_B_2020.02.27_18.39.27.csv,1435,21.4720,21.47,21.47,0.9846,1.664238
28,soldier,driving_B_2020.01.16_09.56.56.csv,95,-121.5949,-121.59,-121.59,0.9841,1.873491
29,longdress,static_B_2020.02.27_18.39.27.csv,2335,-387.6250,-387.63,-387.63,0.9835,1.807393
30,loot,driving_B_2020.01.16_07.26.43.csv,572,-8.3379,-8.34,-8.34,0.9829,1.897691
31,redandblack,static_B_2020.02.27_18.39.27.csv,3535,48.2197,48.22,48.22,0.9824,2.166100
32,soldier,static_B_2020.02.27_18.39.27.csv,5695,46.4521,46.45,46.45,0.9818,1.832901
33,longdress,driving_B_2019.12.17_07.32.39.csv,773,-56.3149,-56.31,-56.31,0.9812,1.754017
34,loot,driving_B_2019.12.17_07.32.39.csv,353,25.2591,25.26,25.26,0.9807,1.793718
35,redandblack,static_B_2020.02.27_18.39.27.csv,2755,27.5054,27.51,27.51,0.9801,1.561119
36,soldier,driving_B_2020.01.16_07.26.43.csv,512,-99.7431,-99.74,-99.74,0.9795,1.750331
37,longdress,driving_B_2020.02.27_17.30.15.csv,155,-727.8582,-727.86,-727.86,0.9789,2.439037
38,loot,driving_B_2019.12.16_12.27.05.csv,555,-78.8568,-78.86,-78.86,0.9784,2.043354
39,redandblack,driving_B_2020.01.16_07.26.43.csv,1770,-41.6213,-41.62,-41.62,0.9778,2.636456
40,soldier,driving_B_2020.02.13_13.03.24.csv,555,-111.2224,-111.22,-111.22,0.9772,2.356845
41,longdress,driving_B_2020.02.27_17.30.15.csv,215,-670.0190,-670.02,-670.02,0.9767,2.435637
42,loot,driving_B_2020.02.13_15.02.01.csv,2272,-73.5778,-73.58,-73.58,0.9761,2.418922
43,redandblack,static_B_2020.02.27_18.39.27.csv,5742,28.1123,28.11,28.11,0.9755,2.697091
44,soldier,driving_B_2020.02.13_13.03.24.csv,195,-120.5572,-120.56,-120.56,0.9750,2.977596
45,longdress,static_B_2020.02.27_18.39.27.csv,4375,45.0328,45.03,45.03,0.9744,2.833092
46,loot,driving_B_2020.02.13_13.03.24.csv,1755,45.8501,45.85,45.85,0.9738,2.300108
47,redandblack,driving_B_2020.02.13_15.02.01.csv,2632,33.2708,33.27,33.27,0.9733,3.043649
48,soldier,driving_B_2020.02.13_15.02.01.csv,1792,34.8587,34.86,34.86,0.9727,2.438827
49,longdress,driving_B_2020.02.14_12.58.17.csv,800,-366.1484,-366.15,-366.15,0.9721,2.300813
50,loot,static_B_2020.02.27_18.39.27.csv,4675,-197.6917,-197.69,-197.69,0.9715,2.618111
51,redandblack,static_B_2020.02.27_18.39.27.csv,5215,-18.8329,-18.83,-18.83,0.9710,2.615941
52,soldier,driving_B_2020.02.14_12.58.17.csv,353,-683.7930,-683.79,-683.79,0.9704,2.850722
53,longdress,driving_B_2020.02.13_15.02.01.csv,1552,-554.2554,-554.26,-554.26,0.9698,3.750149
54,loot,static_B_2020.02.27_18.39.27.csv,1315,36.7045,36.70,36.70,0.9693,3.275131
55,redandblack,driving_B_2019.12.16_12.27.05.csv,1095,19.1243,19.12,19.12,0.9687,2.702172
56,soldier,static_B_2020.02.27_18.39.27.csv,1795,-70.7213,-70.72,-70.72,0.9681,3.457329
57,longdress,driving_B_2020.02.14_09.38.22.csv,1478,-100.9294,-100.93,-100.93,0.9676,3.260952
58,loot,driving_B_2019.12.17_07.32.39.csv,1553,1.1006,1.10,1.10,0.9670,2.673463
59,redandblack,driving_B_2020.01.16_09.56.56.csv,1570,31.0822,31.08,31.08,0.9664,2.946516
60,soldier,static_B_2020.02.27_18.39.27.csv,4435,37.4541,37.45,37.45,0.9658,2.645221
61,longdress,static_B_2019.12.16_13.40.04.csv,1756,49.6864,49.69,49.69,0.9653,2.718433
62,loot,static_B_2020.02.27_18.39.27.csv,2935,34.6251,34.63,34.63,0.9647,2.863743
63,redandblack,driving_B_2020.02.14_09.38.22.csv,1394,-96.7197,-96.72,-96.72,0.9641,2.871020
64,soldier,driving_B_2019.12.17_07.32.39.csv,1793,-135.4758,-135.48,-135.48,0.9636,2.556438
65,longdress,driving_B_2020.01.16_09.56.56.csv,455,-82.5577,-82.56,-82.56,0.9630,2.845539
66,loot,driving_B_2020.01.16_09.56.56.csv,515,37.1714,37.17,37.17,0.9624,2.868853
67,redandblack,static_B_2019.12.16_13.40.04.csv,1216,37.2739,37.27,37.27,0.9619,2.405736
68,soldier,driving_B_2020.02.13_15.02.01.csv,1612,-204.2772,-204.28,-204.28,0.9613,2.837594
69,longdress,driving_B_2019.12.17_07.32.39.csv,1493,-145.7589,-145.76,-145.76,0.9607,2.585878
70,loot,driving_B_2020.01.16_09.56.56.csv,395,-15.3819,-15.38,-15.38,0.9602,2.375293
71,redandblack,driving_B_2020.01.16_07.26.43.csv,812,36.0253,36.03,36.03,0.9596,2.465254
72,soldier,driving_B_2020.02.14_12.58.17.csv,713,-346.1372,-346.14,-346.14,0.9590,2.470960
73,longdress,static_B_2020.02.27_18.39.27.csv,1075,-32.1911,-32.19,-32.19,0.9584,2.143834
74,loot,static_B_2019.12.16_13.40.04.csv,1904,-13.5263,-13.53,-13.53,0.9579,3.193078
75,redandblack,driving_B_2020.02.14_09.38.22.csv,14,-97.9802,-97.98,-97.98,0.9573,2.903227
76,soldier,static_B_2020.02.27_18.39.27.csv,3595,32.6300,32.63,32.63,0.9567,2.577716
77,longdress,driving_B_2019.12.16_12.27.05.csv,735,30.5642,30.56,30.56,0.9562,2.478315
78,loot,static_B_2020.02.27_18.39.27.csv,3835,37.6412,37.64,37.64,0.9556,2.635766
79,redandblack,driving_B_2020.01.16_07.26.43.csv,1112,13.2694,13.27,13.27,0.9550,2.130093
80,soldier,driving_B_2019.12.16_12.27.05.csv,435,-299.9954,-300.00,-300.00,0.9545,2.667011
81,longdress,driving_B_2020.02.13_15.02.01.csv,1372,-105.4227,-105.42,-105.42,0.9539,3.207075
82,loot,static_B_2020.02.27_18.39.27.csv,5455,38.8363,38.84,38.84,0.9533,2.298403
83,redandblack,driving_B_2020.02.13_13.03.24.csv,1935,-245.1788,-245.18,-245.18,0.9527,2.902124
84,soldier,driving_B_2020.02.14_12.58.17.csv,653,-49.4989,-49.50,-49.50,0.9522,2.535500
