episode,sequence,file,offset,reward,qoe,qoe_quality,epsilon,mean_loss
1,longdress,static_B_2020.02.27_18.39.27.csv,5178,31.9981,32.00,32.00,0.9985,0.000000
2,loot,driving_B_2019.12.17_07.32.39.csv,1166,-0.9024,-0.90,-0.90,0.9970,0.000000
3,redandblack,driving_B_2019.12.17_07.32.39.csv,2246,34.5692,34.57,34.57,0.9955,1.106519
4,soldier,static_B_2020.02.27_18.39.27.csv,4518,5.1982,5.20,5.20,0.9940,0.863002
5,longdress,driving_B_2020.01.16_07.26.43.csv,211,-80.0352,-80.04,-80.04,0.9925,1.047374
6,loot,driving_B_2020.02.14_09.38.22.csv,421,-30.6889,-30.69,-30.69,0.9909,1.289024
7,redandblack,driving_B_2020.01.16_09.56.56.csv,1570,4.9301,4.93,4.93,0.9894,1.430462
8,soldier,driving_B_2020.02.13_15.02.01.csv,81,26.7776,26.78,26.78,0.9879,1.083232
9,longdress,static_B_2019.12.16_13.40.04.csv,240,32.8522,32.85,32.85,0.9864,0.965262
10,loot,driving_B_2020.01.16_07.26.43.csv,31,-1.9631,-1.96,-1.96,0.9849,0.966883
11,redandblack,static_B_2020.02.27_18.39.27.csv,1818,-46.8613,-46.86,-46.86,0.9833,1.360112
12,soldier,driving_B_2019.12.17_07.32.39.csv,2066,20.1469,20.15,20.15,0.9818,1.122109
13,longdress,static_B_2020.02.27_18.39.27.csv,318,52.1884,52.19,52.19,0.9803,0.924310
14,loot,static_B_2020.02.27_18.39.27.csv,3558,5.3560,5.36,5.36,0.9788,0.898167
15,redandblack,driving_B_2020.02.13_13.03.24.csv,1879,-558.0445,-558.04,-558.04,0.9773,2.101050
16,soldier,static_B_2020.02.27_18.39.27.csv,378,48.1685,48.17,48.17,0.9758,2.129345
17,longdress,driving_B_2020.02.13_15.02.01.csv,741,-14.4542,-14.45,-14.45,0.9742,1.976924
18,loot,static_B_2020.02.27_18.39.27.csv,2538,22.3469,22.35,22.35,0.9727,1.983961
19,redandblack,static_B_2020.02.14_13.21.26.csv,367,46.6975,46.70,46.70,0.9712,1.913468
20,soldier,driving_B_2020.02.27_17.30.15.csv,150,-746.9499,-746.95,-746.95,0.9697,2.073522
21,longdress,driving_B_2019.12.17_07.32.39.csv,2288,21.7049,21.70,21.70,0.9682,2.304498
22,loot,driving_B_2020.02.13_13.03.24.csv,1519,-59.8011,-59.80,-59.80,0.9666,2.488116
23,redandblack,static_B_2020.02.27_18.39.27.csv,2838,50.8829,50.88,50.88,0.9651,2.991068
24,soldier,driving_B_2020.02.13_15.02.01.csv,261,23.9606,23.96,23.96,0.9636,1.979087
25,longdress,driving_B_2020.01.16_07.26.43.csv,1171,-23.4916,-23.49,-23.49,0.9621,2.480605
26,loot,driving_B_2020.02.27_17.30.15.csv,720,-141.2002,-141.20,-141.20,0.9606,1.951147
27,redandblack,driving_B_2020.02.13_13.03.24.csv,1099,-101.3913,-101.39,-101.39,0.9590,2.528228
28,soldier,driving_B_2020.01.16_09.56.56.csv,76,-152.0571,-152.06,-152.06,0.9575,2.262120
29,longdress,static_B_2020.02.14_13.21.26.csv,667,32.1119,32.11,32.11,0.9560,2.852753
30,loot,driving_B_2020.01.16_07.26.43.csv,871,-65.9914,-65.99,-65.99,0.9545,2.734418
31,redandblack,driving_B_2019.12.16_12.27.05.csv,377,-301.8832,-301.88,-301.88,0.9530,2.411350
32,soldier,static_B_2019.12.16_13.40.04.csv,480,-26.6295,-26.63,-26.63,0.9514,2.439075
33,longdress,driving_B_2020.01.16_09.56.56.csv,136,-58.7065,-58.71,-58.71,0.9499,2.407079
34,loot,static_B_2020.02.27_18.39.27.csv,4038,33.2748,33.27,33.27,0.9484,2.746676
35,redandblack,static_B_2020.02.27_18.39.27.csv,2238,49.9106,49.91,49.91,0.9469,3.062582
36,soldier,static_B_2020.02.27_18.39.27.csv,3918,34.3621,34.36,34.36,0.9454,2.108571
37,longdress,driving_B_2019.12.16_12.27.05.csv,437,-271.1001,-271.10,-271.10,0.9439,2.664988
38,loot,driving_B_2020.01.16_07.26.43.csv,571,-41.7971,-41.80,-41.80,0.9423,2.513635
39,redandblack,static_B_2020.02.27_18.39.27.csv,5058,13.4795,13.48,13.48,0.9408,2.395073
40,soldier,static_B_2019.12.16_13.40.04.csv,60,45.1754,45.18,45.18,0.9393,1.999331
41,longdress,driving_B_2020.02.13_13.03.24.csv,1579,-249.8048,-249.80,-249.80,0.9378,2.055985
42,loot,static_B_2020.02.14_13.21.26.csv,307,18.1913,18.19,18.19,0.9363,2.250326
43,redandblack,static_B_2019.12.16_13.40.04.csv,1904,5.0176,5.02,5.02,0.9347,2.317031
44,soldier,static_B_2020.02.27_18.39.27.csv,4938,34.5976,34.60,34.60,0.9332,2.642092
45,longdress,static_B_2020.02.27_18.39.27.csv,3018,-27.7160,-27.72,-27.72,0.9317,2.503430
46,loot,driving_B_2019.12.17_07.32.39.csv,1226,39.4356,39.44,39.44,0.9302,2.189183
47,redandblack,driving_B_2020.02.13_15.02.01.csv,1341,-176.2248,-176.22,-176.22,0.9287,2.020051
48,soldier,static_B_2019.12.16_13.40.04.csv,1440,43.9317,43.93,43.93,0.9271,2.229205
49,longdress,driving_B_2020.02.14_09.38.22.csv,961,36.7620,36.76,36.76,0.9256,2.318643
50,loot,static_B_2019.12.16_13.40.04.csv,1320,29.2881,29.29,29.29,0.9241,2.038883
51,redandblack,driving_B_2019.12.17_07.32.39.csv,1826,-135.3451,-135.35,-135.35,0.9226,2.264729
52,soldier,driving_B_2020.02.13_15.02.01.csv,2481,-213.5534,-213.55,-213.55,0.9211,2.228523
53,longdress,driving_B_2020.02.13_15.02.01.csv,2301,-575.2684,-575.27,-575.27,0.9196,2.712161
54,loot,static_B_2020.02.27_18.39.27.csv,2058,52.0266,52.03,52.03,0.9180,2.263536
55,redandblack,static_B_2019.12.16_13.40.04.csv,780,43.3132,43.31,43.31,0.9165,2.495000
56,soldier,driving_B_2019.12.17_07.32.39.csv,446,39.8454,39.85,39.85,0.9150,2.556387
57,longdress,driving_B_2020.01.16_09.56.56.csv,1096,-62.4741,-62.47,-62.47,0.9135,2.305035
58,loot,driving_B_2020.02.13_15.02.01.csv,981,-76.9145,-76.91,-76.91,0.9120,2.752798
59,redandblack,driving_B_2020.02.13_13.03.24.csv,1759,46.6173,46.62,46.62,0.9104,2.490855
60,soldier,static_B_2020.02.27_18.39.27.csv,5238,24.6869,24.69,24.69,0.9089,2.128545
