episode,sequence,file,offset,reward,qoe,qoe_quality,epsilon,mean_loss
1,longdress,static_B_2020.02.13_13.57.29.csv,1647,115.2561,0.00,-34.35,0.9992,0.000000
2,loot,static_B_2020.01.16_10.43.34.csv,364,171.7571,26.00,47.11,0.9984,0.946684
3,redandblack,static_B_2020.02.13_13.57.29.csv,1047,127.0155,21.03,18.47,0.9975,0.857628
4,soldier,static_B_2020.01.16_10.43.34.csv,184,151.1713,54.00,38.42,0.9967,0.686832
5,longdress,static_B_2020.01.16_10.43.34.csv,484,152.5891,76.31,32.14,0.9958,0.608757
6,loot,static_B_2020.01.16_10.43.34.csv,2404,182.5439,8.00,50.92,0.9950,0.378228
7,redandblack,static_B_2020.01.16_10.43.34.csv,2824,141.9953,100.00,38.28,0.9942,0.171380
8,soldier,static_B_2020.02.27_18.39.27.csv,1355,142.4577,71.91,28.87,0.9933,0.118786
9,longdress,static_B_2020.02.27_18.39.27.csv,5255,152.7356,88.00,40.96,0.9925,0.101473
10,loot,static_B_2020.02.27_18.39.27.csv,2555,209.0735,54.48,36.08,0.9917,0.087122
11,redandblack,static_B_2020.02.27_18.39.27.csv,1895,164.7826,0.00,45.32,0.9908,0.094778
12,soldier,static_B_2020.02.27_18.39.27.csv,5742,199.2854,72.00,57.03,0.9900,0.092170
13,longdress,static_B_2020.02.27_18.39.27.csv,2135,117.9810,49.64,24.59,0.9892,0.077112
14,loot,static_B_2020.02.27_18.39.27.csv,695,181.3962,52.00,51.86,0.9883,0.102530
15,redandblack,static_B_2020.02.27_18.39.27.csv,1175,113.6472,0.00,-231.28,0.9875,0.091873
16,soldier,static_B_2020.02.13_13.57.29.csv,387,89.2652,0.00,-69.09,0.9867,0.119000
17,longdress,static_B_2020.02.27_18.39.27.csv,1955,153.0486,8.88,9.75,0.9858,0.127612
18,loot,static_B_2020.01.16_10.43.34.csv,3004,169.1019,0.00,32.81,0.9850,0.141910
19,redandblack,static_B_2020.01.16_10.43.34.csv,2224,160.6606,100.00,42.70,0.9842,0.125227
20,soldier,static_B_2020.02.27_18.39.27.csv,755,168.7395,64.29,45.75,0.9833,0.131771
21,longdress,static_B_2020.02.27_18.39.27.csv,1415,174.2247,100.00,48.14,0.9825,0.114535
22,loot,static_B_2020.02.27_18.39.27.csv,4895,95.9082,0.00,-31.57,0.9816,0.116684
23,redandblack,static_B_2019.12.16_13.40.04.csv,1222,168.3973,75.07,38.62,0.9808,0.149338
