# C:\Users\Nima\AppData\Local\Programs\Python\Python313\python.exe -u C:\Users\Nima\PointCloudStreaming\scripts\train_dqn.py --out C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\screen\trial_010_s42\abr_dqn.pkl --run-dir C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\screen\trial_010_s42 --batch-size 64 --coverage-stride 60 --early-stop-patience 0 --epochs 3 --eps-decay-frac 0.6 --eval-every 400 --eval-offsets 3 --eval-seeds 42,43,44 --eval-sequences longdress,loot,redandblack,soldier --gamma 1.0 --hidden 128 --lam 1.0 --lr 0.0001 --mu 4.3 --protocol configs/experiment_protocol.json --reward-spec {"rebuffer_weight": 2.0, "startup_weight": 1.0, "drop_weight": null} --seed 42 --segment-frames 10 --select-by qoe_quality --target-update 3000 --torch-threads 2 --lstm C:\Users\Nima\PointCloudStreaming\models/bandwidth_lstm_s10.pkl
==========================================================================================
🤖 DQN ABR training
   sequences: ['longdress', 'loot', 'redandblack', 'soldier'] | validation sequences: ['longdress', 'loot', 'redandblack', 'soldier']
   protocol: 4071599372abeb61 | train files: 13 | validation files: 4 | registered test files: 4 (NOT evaluated) | frames/episode: 300
   coverage stride: 60 samples -> 417 episodes/epoch x 3 epochs = 1251 episodes (~37530 env steps)
   segment: 10 frames/request (30 decisions/episode) | validation offsets/trace: 3 | validation seeds: [42, 43, 44]
   state_dim: 23 | actions: 6 | feature_spec: ['lstm_pred', 'buffer', 'last_rep_onehot', 'tput_last', 'tput_mean', 'tput_std', 'rep_bitrates', 'rep_densities']
   PyTorch CPU threads/trial: 2
   LSTM: models\bandwidth_lstm_s10.pkl
   reward = QoE: (100/N)*sum(q[fixed_log_bitrate]) - 4.3*stall_duration - 2.0*rebuffer_events - 1.0*sum|delta_segment_q| - (100/N)*dropped_frames - 1.0*startup_delay  (gamma=1.0, lr=0.0001, no learner-side scaling)
   select-by: qoe_quality | out: C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\screen\trial_010_s42\abr_dqn.pkl | run-dir: C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\screen\trial_010_s42
==========================================================================================
[validation @ ep 0] untrained: reward=QoE=-2774.01
[ep    1] longdress    driving_B_2020.02.13_15.02.01.csv@803   reward=QoE=    7.60 eps=0.999 loss=0.0000
[ep    2] loot         driving_B_2020.02.14_09.38.22.csv@1478  reward=QoE=   -7.10 eps=0.998 loss=0.0000
[ep    3] redandblack  driving_B_2020.01.16_09.56.56.csv@348   reward=QoE=  -78.13 eps=0.996 loss=1.5664
[ep    4] soldier      driving_B_2020.01.16_09.56.56.csv@708   reward=QoE=   44.74 eps=0.995 loss=1.5780
[ep    5] longdress    driving_B_2020.02.13_15.02.01.csv@1763  reward=QoE=   33.70 eps=0.994 loss=1.5611
[ep    6] loot         static_B_2020.02.27_18.39.27.csv@4478  reward=QoE=   30.14 eps=0.992 loss=1.3784
[ep    7] redandblack  driving_B_2020.01.16_07.26.43.csv@1724  reward=QoE=    2.52 eps=0.991 loss=1.2617
[ep    8] soldier      static_B_2019.12.16_13.40.04.csv@126   reward=QoE=   24.25 eps=0.990 loss=1.2093
[ep    9] longdress    driving_B_2020.01.16_09.56.56.csv@108   reward=QoE= -172.11 eps=0.989 loss=1.3504
[ep   10] loot         static_B_2020.02.27_18.39.27.csv@3278  reward=QoE=   15.75 eps=0.987 loss=1.4440
[ep   11] redandblack  driving_B_2020.02.14_09.38.22.csv@222   reward=QoE=  -58.40 eps=0.986 loss=1.4185
[ep   12] soldier      driving_B_2020.02.13_13.03.24.csv@2188  reward=QoE= -252.96 eps=0.985 loss=1.9623
[ep   13] longdress    static_B_2020.02.14_13.21.26.csv@809   reward=QoE=   43.16 eps=0.984 loss=2.0508
[ep   14] loot         driving_B_2020.01.16_07.26.43.csv@1770  reward=QoE=  -69.54 eps=0.982 loss=1.9023
[ep   15] redandblack  driving_B_2020.02.13_15.02.01.csv@623   reward=QoE=  -41.16 eps=0.981 loss=2.0923
[ep   16] soldier      driving_B_2019.12.17_07.32.39.csv@558   reward=QoE= -115.62 eps=0.980 loss=2.1111
[ep   17] longdress    driving_B_2019.12.17_07.32.39.csv@198   reward=QoE=  -68.07 eps=0.979 loss=2.0371
[ep   18] loot         driving_B_2020.01.16_12.10.03.csv@244   reward=QoE=   29.57 eps=0.977 loss=2.1286
[ep   19] redandblack  driving_B_2020.02.13_15.02.01.csv@2754  reward=QoE=  -73.08 eps=0.976 loss=2.1189
[ep   20] soldier      driving_B_2019.12.17_07.32.39.csv@438   reward=QoE=   48.89 eps=0.975 loss=1.9289
[ep   21] longdress    driving_B_2020.01.16_07.26.43.csv@704   reward=QoE=  -21.52 eps=0.973 loss=2.0440
[ep   22] loot         driving_B_2019.12.17_07.32.39.csv@978   reward=QoE= -139.47 eps=0.972 loss=1.9526
[ep   23] redandblack  driving_B_2020.02.27_17.30.15.csv@590   reward=QoE= -121.82 eps=0.971 loss=1.8995
[ep   24] soldier      static_B_2020.02.27_18.39.27.csv@1598  reward=QoE=   16.53 eps=0.970 loss=2.0322
[ep   25] longdress    static_B_2020.02.27_18.39.27.csv@3218  reward=QoE=   10.40 eps=0.968 loss=2.1946
[ep   26] loot         static_B_2020.02.27_18.39.27.csv@2438  reward=QoE=   24.90 eps=0.967 loss=1.8774
[ep   27] redandblack  static_B_2019.12.16_13.40.04.csv@426   reward=QoE=   18.02 eps=0.966 loss=2.0589
[ep   28] soldier      static_B_2019.12.16_13.40.04.csv@1386  reward=QoE=   -8.64 eps=0.965 loss=1.9467
[ep   29] longdress    driving_B_2020.02.14_12.58.17.csv@284   reward=QoE= -568.89 eps=0.963 loss=2.3643
[ep   30] loot         driving_B_2020.02.14_12.58.17.csv@224   reward=QoE= -672.66 eps=0.962 loss=2.8637
[ep   31] redandblack  driving_B_2020.01.16_09.56.56.csv@468   reward=QoE=   10.73 eps=0.961 loss=2.7844
[ep   32] soldier      driving_B_2019.12.16_12.27.05.csv@1152  reward=QoE=  -23.60 eps=0.960 loss=3.1196
[ep   33] longdress    driving_B_2020.02.13_13.03.24.csv@89    reward=QoE= -222.41 eps=0.958 loss=2.9971
[ep   34] loot         driving_B_2020.01.16_09.56.56.csv@288   reward=QoE=   34.04 eps=0.957 loss=2.9018
[ep   35] redandblack  driving_B_2020.01.16_12.10.03.csv@244   reward=QoE=   43.04 eps=0.956 loss=3.0424
[ep   36] soldier      static_B_2020.02.27_18.39.27.csv@5378  reward=QoE=   46.21 eps=0.954 loss=2.7251
[ep   37] longdress    driving_B_2020.02.13_15.02.01.csv@83    reward=QoE=   26.40 eps=0.953 loss=2.9029
[ep   38] loot         driving_B_2020.02.13_13.03.24.csv@1349  reward=QoE=  -33.52 eps=0.952 loss=2.6375
[ep   39] redandblack  static_B_2020.02.27_18.39.27.csv@1418  reward=QoE=   30.29 eps=0.951 loss=2.9450
[ep   40] soldier      static_B_2020.02.14_13.21.26.csv@569   reward=QoE=   62.54 eps=0.949 loss=2.3824
[ep   41] longdress    driving_B_2019.12.16_12.27.05.csv@242   reward=QoE=   21.47 eps=0.948 loss=2.5214
[ep   42] loot         static_B_2020.02.27_18.39.27.csv@5138  reward=QoE=   19.59 eps=0.947 loss=2.6343
[ep   43] redandblack  driving_B_2020.02.13_15.02.01.csv@1043  reward=QoE=   13.78 eps=0.946 loss=2.5631
[ep   44] soldier      static_B_2020.02.27_18.39.27.csv@3338  reward=QoE=   37.02 eps=0.944 loss=2.8749
[ep   45] longdress    driving_B_2020.02.13_15.02.01.csv@2423  reward=QoE= -393.54 eps=0.943 loss=2.4437
[ep   46] loot         driving_B_2020.02.14_12.58.17.csv@644   reward=QoE=  -36.92 eps=0.942 loss=2.9401
[ep   47] redandblack  driving_B_2020.02.13_13.03.24.csv@1649  reward=QoE=  -37.37 eps=0.941 loss=2.4864
[ep   48] soldier      driving_B_2020.01.16_09.56.56.csv@648   reward=QoE=   -8.84 eps=0.939 loss=2.7205
[ep   49] longdress    driving_B_2020.02.13_15.02.01.csv@503   reward=QoE=  -35.86 eps=0.938 loss=2.5112
[ep   50] loot         driving_B_2020.02.14_12.58.17.csv@464   reward=QoE= -312.75 eps=0.937 loss=2.8149
[ep   51] redandblack  driving_B_2020.02.13_13.03.24.csv@989   reward=QoE= -105.18 eps=0.935 loss=2.3836
[ep   52] soldier      static_B_2019.12.16_13.40.04.csv@1146  reward=QoE=  -81.71 eps=0.934 loss=3.0964
[ep   53] longdress    driving_B_2020.01.16_09.56.56.csv@528   reward=QoE=   30.66 eps=0.933 loss=2.9140
[ep   54] loot         driving_B_2019.12.16_12.27.05.csv@842   reward=QoE=   40.61 eps=0.932 loss=2.6614
[ep   55] redandblack  driving_B_2020.01.16_07.26.43.csv@584   reward=QoE=  -61.96 eps=0.930 loss=2.6930
[ep   56] soldier      static_B_2020.02.14_13.21.26.csv@269   reward=QoE=   32.65 eps=0.929 loss=2.7551
[ep   57] longdress    driving_B_2019.12.17_07.32.39.csv@1158  reward=QoE=  -96.90 eps=0.928 loss=2.4114
[ep   58] loot         driving_B_2020.01.16_07.26.43.csv@824   reward=QoE=   44.00 eps=0.927 loss=2.4778
[ep   59] redandblack  driving_B_2020.02.14_12.58.17.csv@704   reward=QoE= -215.24 eps=0.925 loss=2.8681
[ep   60] soldier      driving_B_2020.02.13_13.03.24.csv@1949  reward=QoE= -366.86 eps=0.924 loss=2.7212
[ep   61] longdress    static_B_2019.12.16_13.40.04.csv@846   reward=QoE=   46.99 eps=0.923 loss=2.3904
[ep   62] loot         driving_B_2019.12.16_12.27.05.csv@422   reward=QoE=  -99.71 eps=0.922 loss=2.6745
[ep   63] redandblack  driving_B_2020.02.13_13.03.24.csv@1409  reward=QoE=  -50.77 eps=0.920 loss=2.4072
[ep   64] soldier      driving_B_2020.02.13_13.03.24.csv@2129  reward=QoE= -575.26 eps=0.919 loss=2.5480
[ep   65] longdress    static_B_2020.02.27_18.39.27.csv@3638  reward=QoE=   38.96 eps=0.918 loss=2.7062
[ep   66] loot         driving_B_2020.02.13_13.03.24.csv@869   reward=QoE=  -97.36 eps=0.917 loss=2.9298
[ep   67] redandblack  driving_B_2020.02.14_09.38.22.csv@402   reward=QoE= -119.85 eps=0.915 loss=2.7983
[ep   68] soldier      driving_B_2020.02.13_15.02.01.csv@983   reward=QoE=  -95.11 eps=0.914 loss=2.9843
[ep   69] longdress    static_B_2020.02.27_18.39.27.csv@2258  reward=QoE=   60.47 eps=0.913 loss=2.5045
[ep   70] loot         static_B_2020.02.27_18.39.27.csv@5618  reward=QoE=   22.80 eps=0.911 loss=2.6893
[ep   71] redandblack  driving_B_2019.12.16_12.27.05.csv@302   reward=QoE=  -89.18 eps=0.910 loss=2.6488
[ep   72] soldier      static_B_2020.02.27_18.39.27.csv@998   reward=QoE=   50.79 eps=0.909 loss=2.6900
[ep   73] longdress    driving_B_2020.02.13_13.03.24.csv@569   reward=QoE=  -71.13 eps=0.908 loss=2.6853
[ep   74] loot         driving_B_2019.12.16_12.27.05.csv@602   reward=QoE= -346.20 eps=0.906 loss=3.2595
[ep   75] redandblack  driving_B_2019.12.16_12.27.05.csv@2     reward=QoE=   16.92 eps=0.905 loss=3.1197
[ep   76] soldier      static_B_2020.02.27_18.39.27.csv@1778  reward=QoE= -402.41 eps=0.904 loss=3.1033
[ep   77] longdress    driving_B_2020.02.13_15.02.01.csv@323   reward=QoE=   55.19 eps=0.903 loss=3.0154
[ep   78] loot         driving_B_2020.02.13_15.02.01.csv@1703  reward=QoE=   41.43 eps=0.901 loss=3.1566
[ep   79] redandblack  driving_B_2020.02.13_15.02.01.csv@1163  reward=QoE=   37.46 eps=0.900 loss=3.1099
[ep   80] soldier      static_B_2020.02.27_18.39.27.csv@5678  reward=QoE=   60.53 eps=0.899 loss=2.6430
[ep   81] longdress    driving_B_2020.02.14_09.38.22.csv@342   reward=QoE= -251.55 eps=0.898 loss=3.0821
[ep   82] loot         driving_B_2020.02.14_09.38.22.csv@1362  reward=QoE=   24.12 eps=0.896 loss=2.7573
[ep   83] redandblack  driving_B_2020.02.14_09.38.22.csv@462   reward=QoE=    1.54 eps=0.895 loss=3.0959
[ep   84] soldier      static_B_2019.12.16_13.40.04.csv@1206  reward=QoE=    7.65 eps=0.894 loss=3.4996
[ep   85] longdress    driving_B_2020.02.14_09.38.22.csv@882   reward=QoE=   48.15 eps=0.892 loss=2.3742
[ep   86] loot         static_B_2020.02.27_18.39.27.csv@2558  reward=QoE=   33.69 eps=0.891 loss=2.7064
