episode,sequence,file,offset,reward,qoe,qoe_quality,epsilon,mean_loss
1,longdress,driving_B_2020.02.13_15.02.01.csv,803,19.2107,19.21,19.21,0.9994,0.000000
2,loot,driving_B_2020.02.14_09.38.22.csv,1478,-39.7291,-39.73,-39.73,0.9989,0.335912
3,redandblack,driving_B_2020.01.16_09.56.56.csv,348,-104.1135,-104.11,-104.11,0.9983,0.619446
4,soldier,driving_B_2020.01.16_09.56.56.csv,708,28.5006,28.50,28.50,0.9977,0.689806
5,longdress,driving_B_2020.02.13_15.02.01.csv,1763,28.8710,28.87,28.87,0.9972,0.538684
6,loot,static_B_2020.02.27_18.39.27.csv,4478,26.3959,26.40,26.40,0.9966,0.469420
7,redandblack,driving_B_2020.01.16_07.26.43.csv,1724,-43.9907,-43.99,-43.99,0.9960,0.464665
8,soldier,static_B_2019.12.16_13.40.04.csv,126,35.4898,35.49,35.49,0.9955,0.456632
9,longdress,driving_B_2020.01.16_09.56.56.csv,108,-183.1102,-183.11,-183.11,0.9949,0.572646
10,loot,static_B_2020.02.27_18.39.27.csv,3278,24.7850,24.79,24.79,0.9943,0.641321
11,redandblack,driving_B_2020.02.14_09.38.22.csv,222,-149.1876,-149.19,-149.19,0.9937,0.634918
12,soldier,driving_B_2020.02.13_13.03.24.csv,2188,-257.6973,-257.70,-257.70,0.9932,0.791393
13,longdress,static_B_2020.02.14_13.21.26.csv,809,30.7888,30.79,30.79,0.9926,0.895591
14,loot,driving_B_2020.01.16_07.26.43.csv,1770,-118.6957,-118.70,-118.70,0.9920,0.814022
15,redandblack,driving_B_2020.02.13_15.02.01.csv,623,-95.8976,-95.90,-95.90,0.9915,0.782883
16,soldier,driving_B_2019.12.17_07.32.39.csv,558,-59.6606,-59.66,-59.66,0.9909,0.785995
17,longdress,driving_B_2019.12.17_07.32.39.csv,198,-53.2622,-53.26,-53.26,0.9903,0.790632
18,loot,driving_B_2020.01.16_12.10.03.csv,244,32.1883,32.19,32.19,0.9898,0.733951
