# C:\Users\Nima\AppData\Local\Programs\Python\Python313\python.exe -u C:\Users\Nima\PointCloudStreaming\train_dqn.py --out C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260714_131016_full\sweep\trial_002_s43\abr_dqn.pkl --run-dir C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260714_131016_full\sweep\trial_002_s43 --coverage-stride 60 --epochs 20 --eval-every 100 --eval-seeds 42,43,44 --lam 1.0 --lr 0.0001 --mu 4.3 --no-lstm-pred --playback-rate-min 0.9 --reward-spec {"stall_mode": "bounded", "stall_cap_s": 2.0, "event_penalty": 2.0} --seed 43 --segment-frames 8 --select-by qoe_quality --target-update 3000
==========================================================================================
🤖 DQN ABR training
   sequences: ['longdress', 'loot', 'redandblack', 'soldier'] | eval sequence: longdress
   train files: 17 | test files: 4 | frames/episode: 300
   coverage stride: 60 samples -> 556 episodes/epoch x 20 epochs = 11120 episodes (~422560 env steps)
   segment: 8 frames/request (38 decisions/episode) | playback-rate-min: 0.9 | eval seeds: [42, 43, 44]
   state_dim: 22 | actions: 6 | feature_spec: ['buffer', 'last_rep_onehot', 'tput_last', 'tput_mean', 'tput_std', 'rep_bitrates', 'rep_densities']
   reward: q[log_density] - 4.3*min(stall,2.0) + 2.0*new_event - 1.0*|dq|  (gamma=0.99, lr=0.0001, reward_norm=True, reward_scale=1.0)
   select-by: qoe_quality | out: C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260714_131016_full\sweep\trial_002_s43\abr_dqn.pkl | run-dir: C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260714_131016_full\sweep\trial_002_s43
==========================================================================================
[eval @ ep 0] untrained: reward=156.17 qoe=47.5 qoe_q=21.3
[ep    1] longdress    driving_B_2019.12.16_14.23.32.csv@1054  reward=   70.93 qoe=   0.0 qoe_q= -212.5 eps=1.000 loss=0.0000
[ep    2] loot         driving_B_2019.12.16_14.23.32.csv@1474  reward=  183.47 qoe=  73.3 qoe_q=   46.1 eps=1.000 loss=0.7390
[ep    3] redandblack  driving_B_2020.02.13_13.03.24.csv@744   reward=   47.74 qoe=   0.0 qoe_q=  -67.1 eps=1.000 loss=0.6589
[ep    4] soldier      driving_B_2020.02.14_12.58.17.csv@74    reward=   12.29 qoe=   0.0 qoe_q= -190.4 eps=0.999 loss=0.5040
[ep    5] longdress    driving_B_2019.12.17_07.32.39.csv@1964  reward=  118.20 qoe=  38.1 qoe_q=   18.3 eps=0.999 loss=0.4216
[ep    6] loot         static_B_2020.02.13_13.57.29.csv@600   reward=  136.98 qoe= 100.0 qoe_q=   30.3 eps=0.999 loss=0.3973
[ep    7] redandblack  driving_B_2020.02.14_09.38.22.csv@721   reward=  189.27 qoe=  90.0 qoe_q=   48.6 eps=0.999 loss=0.3465
[ep    8] soldier      static_B_2020.02.14_13.21.26.csv@666   reward=  207.18 qoe=  16.0 qoe_q=   44.5 eps=0.999 loss=0.2820
[ep    9] longdress    driving_B_2020.01.16_07.26.43.csv@1075  reward=  162.21 qoe=  49.4 qoe_q=   22.7 eps=0.999 loss=0.2591
[ep   10] loot         static_B_2020.02.27_18.39.27.csv@1630  reward=  178.45 qoe= 100.0 qoe_q=   43.8 eps=0.999 loss=0.2373
[ep   11] redandblack  driving_B_2020.02.14_12.58.17.csv@674   reward=   11.53 qoe=   0.0 qoe_q= -144.3 eps=0.998 loss=0.2347
[ep   12] soldier      driving_B_2019.12.16_14.23.32.csv@514   reward=  131.13 qoe=  27.0 qoe_q=    6.3 eps=0.998 loss=0.2462
[ep   13] longdress    static_B_2020.02.13_13.57.29.csv@1860  reward=  149.61 qoe=  36.4 qoe_q=   10.0 eps=0.998 loss=0.2372
[ep   14] loot         static_B_2020.02.14_13.21.26.csv@66    reward=  176.12 qoe=   0.0 qoe_q=   28.4 eps=0.998 loss=0.2389
[ep   15] redandblack  static_B_2020.02.27_18.39.27.csv@4990  reward=  164.92 qoe=  42.0 qoe_q=   30.9 eps=0.998 loss=0.2257
[ep   16] soldier      driving_B_2020.02.13_15.02.01.csv@1274  reward=   34.01 qoe=   0.0 qoe_q= -212.8 eps=0.998 loss=0.2375
[ep   17] longdress    driving_B_2020.02.13_15.02.01.csv@1934  reward=  108.63 qoe=  16.6 qoe_q=    5.1 eps=0.998 loss=0.2367
[ep   18] loot         driving_B_2020.02.13_15.02.01.csv@854   reward=  137.92 qoe=  13.3 qoe_q=    0.4 eps=0.997 loss=0.2315
[ep   19] redandblack  static_B_2020.02.27_18.39.27.csv@2650  reward=  198.27 qoe= 100.0 qoe_q=   55.1 eps=0.997 loss=0.2383
[ep   20] soldier      driving_B_2020.01.16_09.56.56.csv@847   reward=   47.87 qoe=   0.0 qoe_q=  -87.8 eps=0.997 loss=0.2370
[ep   21] longdress    driving_B_2019.12.17_07.32.39.csv@1844  reward=   23.00 qoe=   0.0 qoe_q=  -94.6 eps=0.997 loss=0.2434
[ep   22] loot         driving_B_2020.02.13_13.03.24.csv@2184  reward=  -26.71 qoe=   0.0 qoe_q= -311.7 eps=0.997 loss=0.2534
[ep   23] redandblack  driving_B_2020.02.13_15.02.01.csv@2714  reward=   45.41 qoe=   0.0 qoe_q=  -61.7 eps=0.997 loss=0.2417
[ep   24] soldier      static_B_2020.02.27_18.39.27.csv@1390  reward=  151.08 qoe=  78.0 qoe_q=   32.4 eps=0.997 loss=0.2773
[ep   25] longdress    static_B_2020.02.13_13.57.29.csv@2220  reward=  160.32 qoe= 100.0 qoe_q=   33.6 eps=0.996 loss=0.2702
[ep   26] loot         static_B_2020.02.27_18.39.27.csv@610   reward=  182.96 qoe=   0.0 qoe_q=   20.9 eps=0.996 loss=0.2559
[ep   27] redandblack  static_B_2019.12.16_13.40.04.csv@456   reward=  169.12 qoe=  83.4 qoe_q=   37.2 eps=0.996 loss=0.2455
[ep   28] soldier      static_B_2020.02.27_18.39.27.csv@4510  reward=  163.15 qoe= 100.0 qoe_q=   41.0 eps=0.996 loss=0.2509
[ep   29] longdress    static_B_2020.02.13_13.57.29.csv@840   reward=  171.85 qoe= 100.0 qoe_q=   41.5 eps=0.996 loss=0.2306
[ep   30] loot         driving_B_2019.12.16_12.27.05.csv@453   reward=   44.88 qoe=   0.0 qoe_q=  -67.1 eps=0.996 loss=0.2318
[ep   31] redandblack  driving_B_2019.12.17_07.32.39.csv@1124  reward=  162.78 qoe=  60.0 qoe_q=   29.3 eps=0.996 loss=0.2415
[ep   32] soldier      static_B_2020.02.27_18.39.27.csv@4450  reward=  149.62 qoe=  56.9 qoe_q=   31.4 eps=0.995 loss=0.2390
[ep   33] longdress    driving_B_2020.02.13_13.03.24.csv@1944  reward=   10.95 qoe=   0.0 qoe_q= -290.8 eps=0.995 loss=0.2391
[ep   34] loot         driving_B_2020.02.27_17.30.15.csv@427   reward=  -42.37 qoe=   0.0 qoe_q= -485.3 eps=0.995 loss=0.2432
[ep   35] redandblack  static_B_2020.02.27_18.39.27.csv@3730  reward=  156.58 qoe=   0.0 qoe_q=   21.6 eps=0.995 loss=0.2531
[ep   36] soldier      static_B_2019.12.16_13.40.04.csv@1356  reward=   81.87 qoe=   0.0 qoe_q= -234.1 eps=0.995 loss=0.2373
[ep   37] longdress    driving_B_2020.02.13_13.03.24.csv@1044  reward=    5.25 qoe=   0.0 qoe_q= -116.3 eps=0.995 loss=0.2459
[ep   38] loot         driving_B_2020.02.14_07.29.00.csv@1578  reward=  110.89 qoe=   8.9 qoe_q=  -34.4 eps=0.995 loss=0.2506
[ep   39] redandblack  driving_B_2019.12.16_14.23.32.csv@2194  reward=  162.31 qoe=  30.0 qoe_q=   27.0 eps=0.994 loss=0.2520
[ep   40] soldier      driving_B_2019.12.17_07.32.39.csv@1784  reward=    0.28 qoe=   0.0 qoe_q= -141.6 eps=0.994 loss=0.2580
[ep   41] longdress    driving_B_2019.12.17_07.32.39.csv@1244  reward=   74.24 qoe=   0.0 qoe_q=  -53.7 eps=0.994 loss=0.2415
[ep   42] loot         driving_B_2019.12.16_14.23.32.csv@874   reward=  133.67 qoe=   0.0 qoe_q=  -13.6 eps=0.994 loss=0.2415
[ep   43] redandblack  driving_B_2020.02.13_13.03.24.csv@2124  reward=    2.75 qoe=   0.0 qoe_q= -451.9 eps=0.994 loss=0.2777
[ep   44] soldier      driving_B_2019.12.16_12.27.05.csv@933   reward=   98.22 qoe=   5.1 qoe_q=    1.5 eps=0.994 loss=0.2480
[ep   45] longdress    driving_B_2019.12.16_14.23.32.csv@1654  reward=  159.75 qoe= 100.0 qoe_q=   36.1 eps=0.994 loss=0.2528
[ep   46] loot         static_B_2019.12.16_13.40.04.csv@96    reward=  153.34 qoe=  69.2 qoe_q=   33.1 eps=0.993 loss=0.2501
[ep   47] redandblack  static_B_2020.02.14_13.21.26.csv@306   reward=  163.94 qoe=  33.0 qoe_q=   34.2 eps=0.993 loss=0.2451
[ep   48] soldier      static_B_2020.02.13_13.57.29.csv@2945  reward=  196.62 qoe=  83.5 qoe_q=   52.9 eps=0.993 loss=0.2325
[ep   49] longdress    driving_B_2020.02.14_09.38.22.csv@1     reward=   16.11 qoe=   0.0 qoe_q= -171.0 eps=0.993 loss=0.2347
[ep   50] loot         driving_B_2020.02.14_07.29.00.csv@1518  reward=  125.58 qoe=  45.3 qoe_q=   20.1 eps=0.993 loss=0.2482
[ep   51] redandblack  static_B_2020.02.27_18.39.27.csv@3970  reward=  158.30 qoe=   0.0 qoe_q=   19.4 eps=0.993 loss=0.2349
[ep   52] soldier      static_B_2019.12.16_13.40.04.csv@396   reward=  165.41 qoe= 100.0 qoe_q=   38.7 eps=0.993 loss=0.2278
[ep   53] longdress    driving_B_2019.12.16_14.23.32.csv@1114  reward=  140.39 qoe=  59.6 qoe_q=   26.0 eps=0.992 loss=0.2377
[ep   54] loot         driving_B_2020.02.13_15.02.01.csv@2754  reward=   52.52 qoe=   0.0 qoe_q=  -72.6 eps=0.992 loss=0.2264
[ep   55] redandblack  driving_B_2020.02.13_13.03.24.csv@84    reward=   67.93 qoe=   0.0 qoe_q=  -59.4 eps=0.992 loss=0.2401
[ep   56] soldier      static_B_2020.02.27_18.39.27.csv@4870  reward=   29.69 qoe=   0.0 qoe_q=  -98.9 eps=0.992 loss=0.2500
[ep   57] longdress    driving_B_2020.01.16_07.26.43.csv@415   reward=   -3.84 qoe=   0.0 qoe_q= -187.1 eps=0.992 loss=0.2369
[ep   58] loot         driving_B_2020.02.14_12.58.17.csv@434   reward=  -52.97 qoe=   0.0 qoe_q= -436.0 eps=0.992 loss=0.2313
[ep   59] redandblack  driving_B_2020.02.27_17.30.15.csv@720   reward=  -38.61 qoe=   0.0 qoe_q= -260.1 eps=0.992 loss=0.2414
[ep   60] soldier      driving_B_2019.12.17_07.32.39.csv@1304  reward=  140.90 qoe=  42.2 qoe_q=   14.4 eps=0.991 loss=0.2518
[ep   61] longdress    static_B_2019.12.16_13.40.04.csv@276   reward=  143.95 qoe=  59.9 qoe_q=   26.4 eps=0.991 loss=0.2427
