episode,sequence,file,offset,reward,qoe,qoe_quality,epsilon,mean_loss
1,longdress,driving_B_2020.01.16_07.26.43.csv,1594,-149.6508,-149.65,-149.65,0.9988,0.000000
2,loot,static_B_2020.02.14_13.21.26.csv,494,22.6819,22.68,22.68,0.9975,2.368337
3,redandblack,static_B_2019.12.16_13.40.04.csv,301,-10.5946,-10.59,-10.59,0.9962,2.131240
4,soldier,driving_B_2020.02.14_09.38.22.csv,324,-316.3011,-316.30,-316.30,0.9950,2.435036
5,longdress,driving_B_2020.02.13_13.03.24.csv,1747,6.9056,6.91,6.91,0.9937,3.236451
6,loot,driving_B_2020.01.16_09.56.56.csv,104,-101.4110,-101.41,-101.41,0.9924,2.801406
7,redandblack,static_B_2020.02.14_13.21.26.csv,314,34.8311,34.83,34.83,0.9912,2.562675
8,soldier,static_B_2020.02.14_13.21.26.csv,194,29.8871,29.89,29.89,0.9899,2.432262
9,longdress,driving_B_2020.01.16_12.10.03.csv,244,48.0208,48.02,48.02,0.9886,2.149309
10,loot,static_B_2020.02.27_18.39.27.csv,5707,40.4448,40.44,40.44,0.9874,2.079422
11,redandblack,static_B_2020.02.27_18.39.27.csv,3367,35.8723,35.87,35.87,0.9861,1.938025
12,soldier,driving_B_2020.02.13_13.03.24.csv,2188,-332.1556,-332.16,-332.16,0.9848,2.123560
13,longdress,driving_B_2019.12.16_12.27.05.csv,686,-23.4710,-23.47,-23.47,0.9836,2.250842
14,loot,driving_B_2019.12.16_12.27.05.csv,1106,-33.8131,-33.81,-33.81,0.9823,2.163602
15,redandblack,driving_B_2020.01.16_07.26.43.csv,1770,-80.7688,-80.77,-80.77,0.9810,2.186248
16,soldier,driving_B_2020.02.13_15.02.01.csv,1571,-534.5736,-534.57,-534.57,0.9798,2.450078
17,longdress,driving_B_2019.12.17_07.32.39.csv,153,-108.5923,-108.59,-108.59,0.9785,3.068348
18,loot,driving_B_2020.02.13_13.03.24.csv,247,-63.2181,-63.22,-63.22,0.9773,3.109365
19,redandblack,static_B_2020.02.27_18.39.27.csv,1627,23.2316,23.23,23.23,0.9760,2.869025
20,soldier,driving_B_2019.12.16_12.27.05.csv,746,17.6906,17.69,17.69,0.9747,2.782868
21,longdress,driving_B_2019.12.16_12.27.05.csv,986,44.1772,44.18,44.18,0.9735,2.549814
22,loot,driving_B_2020.02.13_15.02.01.csv,851,-16.6718,-16.67,-16.67,0.9722,2.328727
23,redandblack,static_B_2020.02.27_18.39.27.csv,5742,39.6579,39.66,39.66,0.9709,2.039224
24,soldier,driving_B_2020.02.14_09.38.22.csv,24,-115.6152,-115.62,-115.62,0.9697,2.169568
25,longdress,driving_B_2020.02.13_15.02.01.csv,1751,12.0473,12.05,12.05,0.9684,1.914909
26,loot,driving_B_2020.02.14_09.38.22.csv,84,-75.1298,-75.13,-75.13,0.9671,2.379624
27,redandblack,driving_B_2019.12.17_07.32.39.csv,2288,35.6765,35.68,35.68,0.9659,2.031903
28,soldier,static_B_2020.02.27_18.39.27.csv,5227,-16.9968,-17.00,-17.00,0.9646,2.013985
29,longdress,driving_B_2020.01.16_09.56.56.csv,704,33.9044,33.90,33.90,0.9633,2.138280
30,loot,driving_B_2020.02.13_15.02.01.csv,2171,32.4501,32.45,32.45,0.9621,1.849440
31,redandblack,driving_B_2020.01.16_09.56.56.csv,1064,-21.6341,-21.63,-21.63,0.9608,2.107910
32,soldier,static_B_2020.02.27_18.39.27.csv,1267,40.8430,40.84,40.84,0.9595,1.826598
33,longdress,driving_B_2020.02.13_13.03.24.csv,367,-71.8263,-71.83,-71.83,0.9583,1.799664
34,loot,static_B_2020.02.27_18.39.27.csv,3907,43.2030,43.20,43.20,0.9570,1.692762
35,redandblack,static_B_2020.02.27_18.39.27.csv,4027,26.5457,26.55,26.55,0.9557,1.871069
36,soldier,driving_B_2020.02.13_13.03.24.csv,487,-173.1524,-173.15,-173.15,0.9545,1.857165
37,longdress,driving_B_2019.12.17_07.32.39.csv,813,-128.8797,-128.88,-128.88,0.9532,1.577851
38,loot,driving_B_2020.02.13_15.02.01.csv,971,-23.7790,-23.78,-23.78,0.9519,2.250367
39,redandblack,driving_B_2020.02.14_09.38.22.csv,1478,-43.1955,-43.20,-43.20,0.9507,1.766690
40,soldier,driving_B_2020.02.13_15.02.01.csv,371,38.1976,38.20,38.20,0.9494,1.717738
41,longdress,driving_B_2020.01.16_09.56.56.csv,884,-73.3824,-73.38,-73.38,0.9481,1.540371
42,loot,driving_B_2020.02.13_15.02.01.csv,2711,-77.0794,-77.08,-77.08,0.9469,1.724076
43,redandblack,driving_B_2020.02.13_13.03.24.csv,187,-107.9554,-107.96,-107.96,0.9456,1.756148
44,soldier,driving_B_2020.01.16_07.26.43.csv,274,-44.3483,-44.35,-44.35,0.9443,1.877109
45,longdress,static_B_2020.02.14_13.21.26.csv,254,29.1933,29.19,29.19,0.9431,1.812805
46,loot,driving_B_2019.12.17_07.32.39.csv,1593,5.2471,5.25,5.25,0.9418,1.689508
47,redandblack,driving_B_2019.12.17_07.32.39.csv,393,26.2374,26.24,26.24,0.9405,1.763565
48,soldier,static_B_2019.12.16_13.40.04.csv,1381,-7.9721,-7.97,-7.97,0.9393,1.484768
49,longdress,driving_B_2019.12.17_07.32.39.csv,933,-166.5433,-166.54,-166.54,0.9380,1.582371
50,loot,driving_B_2019.12.17_07.32.39.csv,2288,35.8007,35.80,35.80,0.9367,1.724190
51,redandblack,static_B_2019.12.16_13.40.04.csv,361,5.7362,5.74,5.74,0.9355,1.508912
52,soldier,driving_B_2020.01.16_07.26.43.csv,814,12.1269,12.13,12.13,0.9342,1.630158
53,longdress,driving_B_2020.01.16_07.26.43.csv,1714,-56.4740,-56.47,-56.47,0.9330,1.616492
54,loot,static_B_2020.02.27_18.39.27.csv,2527,33.7793,33.78,33.78,0.9317,1.341654
55,redandblack,driving_B_2019.12.17_07.32.39.csv,1773,-72.5270,-72.53,-72.53,0.9304,1.380995
56,soldier,driving_B_2020.02.27_17.30.15.csv,618,-411.6089,-411.61,-411.61,0.9292,1.497711
57,longdress,static_B_2020.02.27_18.39.27.csv,1087,-14.2681,-14.27,-14.27,0.9279,1.803853
58,loot,driving_B_2020.02.14_12.58.17.csv,314,-338.1729,-338.17,-338.17,0.9266,1.504333
59,redandblack,static_B_2020.02.27_18.39.27.csv,4327,40.3392,40.34,40.34,0.9254,1.861933
60,soldier,driving_B_2019.12.17_07.32.39.csv,1533,-49.2567,-49.26,-49.26,0.9241,1.851492
61,longdress,driving_B_2019.12.17_07.32.39.csv,1953,-21.9443,-21.94,-21.94,0.9228,1.883042
62,loot,driving_B_2020.01.16_09.56.56.csv,584,34.1984,34.20,34.20,0.9216,1.530637
63,redandblack,static_B_2020.02.27_18.39.27.csv,3187,-29.2521,-29.25,-29.25,0.9203,1.721793
64,soldier,driving_B_2020.02.13_13.03.24.csv,1807,-805.9010,-805.90,-805.90,0.9190,1.979686
65,longdress,driving_B_2019.12.16_12.27.05.csv,326,-94.0109,-94.01,-94.01,0.9178,1.930364
66,loot,driving_B_2020.01.16_09.56.56.csv,1424,35.4964,35.50,35.50,0.9165,1.985923
67,redandblack,static_B_2020.02.27_18.39.27.csv,127,38.9523,38.95,38.95,0.9152,2.071552
68,soldier,driving_B_2020.01.16_09.56.56.csv,764,16.3371,16.34,16.34,0.9140,1.885424
69,longdress,driving_B_2020.02.14_09.38.22.csv,444,-21.4530,-21.45,-21.45,0.9127,1.775227
70,loot,driving_B_2020.02.13_15.02.01.csv,911,12.8976,12.90,12.90,0.9114,1.808924
71,redandblack,static_B_2020.02.27_18.39.27.csv,3307,43.4088,43.41,43.41,0.9102,1.765600
72,soldier,driving_B_2019.12.16_12.27.05.csv,866,19.1858,19.19,19.19,0.9089,1.496024
73,longdress,driving_B_2020.02.13_15.02.01.csv,1871,-61.7677,-61.77,-61.77,0.9076,1.854726
74,loot,static_B_2020.02.27_18.39.27.csv,2887,40.7703,40.77,40.77,0.9064,1.713887
75,redandblack,driving_B_2020.02.13_13.03.24.csv,1147,-111.7854,-111.79,-111.79,0.9051,1.534602
76,soldier,static_B_2019.12.16_13.40.04.csv,1861,-292.9755,-292.98,-292.98,0.9038,1.971320
77,longdress,static_B_2020.02.27_18.39.27.csv,3247,42.8061,42.81,42.81,0.9026,1.629812
78,loot,static_B_2020.02.14_13.21.26.csv,14,34.5310,34.53,34.53,0.9013,2.076237
79,redandblack,driving_B_2020.02.13_15.02.01.csv,1631,-173.9717,-173.97,-173.97,0.9000,1.542724
80,soldier,static_B_2020.02.27_18.39.27.csv,1327,30.1271,30.13,30.13,0.8988,1.514796
81,longdress,driving_B_2020.02.13_13.03.24.csv,1987,-333.3299,-333.33,-333.33,0.8975,1.968136
82,loot,static_B_2020.02.27_18.39.27.csv,367,50.0176,50.02,50.02,0.8962,2.031855
83,redandblack,driving_B_2020.02.13_15.02.01.csv,11,52.1943,52.19,52.19,0.8950,2.070940
84,soldier,driving_B_2020.02.13_15.02.01.csv,1811,31.0313,31.03,31.03,0.8937,1.768029
85,longdress,static_B_2020.02.27_18.39.27.csv,4567,32.8985,32.90,32.90,0.8924,1.833084
86,loot,driving_B_2020.02.14_09.38.22.csv,204,-123.7089,-123.71,-123.71,0.8912,1.642941
87,redandblack,driving_B_2020.02.13_13.03.24.csv,1507,-62.1677,-62.17,-62.17,0.8899,1.900778
88,soldier,driving_B_2020.02.14_12.58.17.csv,800,-187.0069,-187.01,-187.01,0.8887,1.653554
89,longdress,driving_B_2019.12.16_12.27.05.csv,926,3.7906,3.79,3.79,0.8874,1.801402
90,loot,static_B_2020.02.27_18.39.27.csv,1387,36.5502,36.55,36.55,0.8861,1.750884
91,redandblack,driving_B_2019.12.17_07.32.39.csv,1113,41.1289,41.13,41.13,0.8849,2.256370
92,soldier,driving_B_2019.12.16_12.27.05.csv,566,-68.9698,-68.97,-68.97,0.8836,1.633418
93,longdress,static_B_2020.02.27_18.39.27.csv,2227,50.8747,50.87,50.87,0.8823,1.966706
94,loot,static_B_2020.02.27_18.39.27.csv,847,38.3319,38.33,38.33,0.8811,1.914739
95,redandblack,driving_B_2020.01.16_07.26.43.csv,34,-27.6178,-27.62,-27.62,0.8798,2.113126
96,soldier,driving_B_2020.02.13_15.02.01.csv,2591,31.7054,31.71,31.71,0.8785,1.604058
97,longdress,static_B_2020.02.27_18.39.27.csv,4927,32.2416,32.24,32.24,0.8773,1.626295
98,loot,driving_B_2020.01.16_09.56.56.csv,824,-38.1369,-38.14,-38.14,0.8760,1.750210
99,redandblack,driving_B_2020.02.13_13.03.24.csv,847,-96.1893,-96.19,-96.19,0.8747,1.728367
100,soldier,driving_B_2020.02.27_17.30.15.csv,720,-343.2315,-343.23,-343.23,0.8735,1.898008
101,longdress,driving_B_2020.01.16_12.10.03.csv,55,25.7647,25.76,25.76,0.8722,1.619222
102,loot,static_B_2020.02.27_18.39.27.csv,5047,24.2892,24.29,24.29,0.8709,1.654952
103,redandblack,driving_B_2020.02.14_09.38.22.csv,264,-152.0171,-152.02,-152.02,0.8697,1.648013
104,soldier,driving_B_2020.02.14_09.38.22.csv,1464,-56.5831,-56.58,-56.58,0.8684,1.395351
105,longdress,static_B_2019.12.16_13.40.04.csv,1501,33.3468,33.35,33.35,0.8671,1.456063
106,loot,driving_B_2020.02.14_12.58.17.csv,794,-40.9056,-40.91,-40.91,0.8659,1.941008
107,redandblack,driving_B_2019.12.17_07.32.39.csv,33,20.7745,20.77,20.77,0.8646,1.829171
108,soldier,static_B_2019.12.16_13.40.04.csv,721,32.6722,32.67,32.67,0.8633,1.765336
109,longdress,driving_B_2019.12.16_12.27.05.csv,386,-258.6467,-258.65,-258.65,0.8621,1.518322
110,loot,driving_B_2020.01.16_07.26.43.csv,874,-58.6368,-58.64,-58.64,0.8608,1.757140
111,redandblack,static_B_2019.12.16_13.40.04.csv,181,40.2871,40.29,40.29,0.8595,1.726034
112,soldier,driving_B_2019.12.16_12.27.05.csv,26,-81.6723,-81.67,-81.67,0.8583,1.983425
113,longdress,driving_B_2020.02.13_15.02.01.csv,311,52.8719,52.87,52.87,0.8570,1.598874
114,loot,driving_B_2020.02.14_09.38.22.csv,984,-90.7845,-90.78,-90.78,0.8557,1.438495
115,redandblack,static_B_2019.12.16_13.40.04.csv,481,-18.3473,-18.35,-18.35,0.8545,1.748030
116,soldier,driving_B_2020.01.16_09.56.56.csv,1184,14.7713,14.77,14.77,0.8532,1.428677
117,longdress,driving_B_2020.02.13_15.02.01.csv,251,28.5527,28.55,28.55,0.8519,1.500335
118,loot,driving_B_2020.01.16_07.26.43.csv,1770,-32.9351,-32.94,-32.94,0.8507,1.855326
119,redandblack,driving_B_2020.01.16_07.26.43.csv,1414,-27.4307,-27.43,-27.43,0.8494,1.619306
120,soldier,driving_B_2020.02.13_15.02.01.csv,2351,-462.2854,-462.29,-462.29,0.8482,1.374712
121,longdress,driving_B_2020.01.16_07.26.43.csv,1534,-70.6050,-70.61,-70.61,0.8469,1.493876
122,loot,static_B_2020.02.27_18.39.27.csv,2947,54.2261,54.23,54.23,0.8456,1.526823
123,redandblack,driving_B_2019.12.17_07.32.39.csv,333,10.7121,10.71,10.71,0.8444,1.597208
124,soldier,driving_B_2020.02.14_12.58.17.csv,374,-302.8922,-302.89,-302.89,0.8431,1.466801
125,longdress,driving_B_2020.01.16_09.56.56.csv,404,-44.8257,-44.83,-44.83,0.8418,1.790932
126,loot,static_B_2020.02.27_18.39.27.csv,3007,33.9469,33.95,33.95,0.8406,1.781658
127,redandblack,static_B_2020.02.14_13.21.26.csv,850,37.6489,37.65,37.65,0.8393,1.595664
128,soldier,static_B_2020.02.27_18.39.27.csv,2707,19.0491,19.05,19.05,0.8380,1.665970
129,longdress,driving_B_2019.12.17_07.32.39.csv,2253,32.6405,32.64,32.64,0.8368,1.637747
130,loot,driving_B_2020.02.14_09.38.22.csv,684,40.8335,40.83,40.83,0.8355,1.525170
131,redandblack,driving_B_2020.02.13_15.02.01.csv,2651,57.7324,57.73,57.73,0.8342,1.473734
132,soldier,driving_B_2020.01.16_09.56.56.csv,1124,8.8787,8.88,8.88,0.8330,1.715304
133,longdress,static_B_2020.02.27_18.39.27.csv,3727,55.0683,55.07,55.07,0.8317,1.582867
134,loot,static_B_2019.12.16_13.40.04.csv,121,27.9888,27.99,27.99,0.8304,1.624343
135,redandblack,driving_B_2020.02.13_15.02.01.csv,2291,-88.0429,-88.04,-88.04,0.8292,1.769902
136,soldier,static_B_2020.02.27_18.39.27.csv,2467,51.7046,51.70,51.70,0.8279,1.639742
137,longdress,driving_B_2020.01.16_09.56.56.csv,944,-6.5198,-6.52,-6.52,0.8266,1.494786
138,loot,static_B_2020.02.27_18.39.27.csv,1147,37.4192,37.42,37.42,0.8254,1.665935
139,redandblack,driving_B_2020.01.16_09.56.56.csv,44,0.2335,0.23,0.23,0.8241,1.566139
140,soldier,driving_B_2019.12.16_12.27.05.csv,626,-246.2729,-246.27,-246.27,0.8228,1.408906
141,longdress,driving_B_2020.01.16_07.26.43.csv,1654,-177.0637,-177.06,-177.06,0.8216,1.676140
142,loot,static_B_2020.02.27_18.39.27.csv,2407,7.7674,7.77,7.77,0.8203,1.260647
143,redandblack,driving_B_2020.02.13_15.02.01.csv,2051,-113.3054,-113.31,-113.31,0.8190,1.442944
144,soldier,driving_B_2020.02.27_17.30.15.csv,78,-504.6704,-504.67,-504.67,0.8178,1.766670
145,longdress,driving_B_2020.01.16_07.26.43.csv,214,-49.6973,-49.70,-49.70,0.8165,1.645541
146,loot,static_B_2020.02.27_18.39.27.csv,1027,39.8729,39.87,39.87,0.8152,1.526685
147,redandblack,driving_B_2020.02.13_15.02.01.csv,2111,20.5179,20.52,20.52,0.8140,1.561239
148,soldier,driving_B_2019.12.17_07.32.39.csv,453,21.7938,21.79,21.79,0.8127,1.602190
149,longdress,driving_B_2020.01.16_09.56.56.csv,1484,38.9805,38.98,38.98,0.8114,1.735796
150,loot,driving_B_2020.01.16_12.10.03.csv,175,22.8291,22.83,22.83,0.8102,1.555265
151,redandblack,driving_B_2020.02.13_15.02.01.csv,431,45.2562,45.26,45.26,0.8089,1.598998
152,soldier,static_B_2019.12.16_13.40.04.csv,1561,42.1474,42.15,42.15,0.8076,1.662691
153,longdress,driving_B_2020.01.16_09.56.56.csv,1244,9.6975,9.70,9.70,0.8064,1.694975
154,loot,driving_B_2020.02.14_09.38.22.csv,1404,-38.1106,-38.11,-38.11,0.8051,1.410684
155,redandblack,static_B_2020.02.27_18.39.27.csv,4867,57.1196,57.12,57.12,0.8039,1.770881
156,soldier,driving_B_2020.02.14_09.38.22.csv,744,-46.1124,-46.11,-46.11,0.8026,1.692713
157,longdress,driving_B_2020.01.16_09.56.56.csv,1570,23.7842,23.78,23.78,0.8013,1.504361
158,loot,static_B_2019.12.16_13.40.04.csv,61,32.8766,32.88,32.88,0.8001,1.439120
159,redandblack,driving_B_2020.01.16_09.56.56.csv,1364,36.9468,36.95,36.95,0.7988,1.652226
160,soldier,driving_B_2020.01.16_07.26.43.csv,694,-71.0536,-71.05,-71.05,0.7975,1.805869
161,longdress,driving_B_2019.12.17_07.32.39.csv,1473,-34.6476,-34.65,-34.65,0.7963,1.706217
162,loot,driving_B_2020.01.16_12.10.03.csv,115,42.7404,42.74,42.74,0.7950,1.708613
163,redandblack,driving_B_2020.02.14_09.38.22.csv,384,-132.2153,-132.22,-132.22,0.7937,1.760194
164,soldier,driving_B_2020.02.13_15.02.01.csv,1991,22.8012,22.80,22.80,0.7925,1.981896
165,longdress,static_B_2019.12.16_13.40.04.csv,1261,-6.0067,-6.01,-6.01,0.7912,2.032790
166,loot,driving_B_2020.02.27_17.30.15.csv,258,-315.2972,-315.30,-315.30,0.7899,1.580084
167,redandblack,driving_B_2020.01.16_07.26.43.csv,934,-55.8694,-55.87,-55.87,0.7887,1.727821
168,soldier,static_B_2019.12.16_13.40.04.csv,781,26.6536,26.65,26.65,0.7874,1.586870
169,longdress,driving_B_2020.01.16_07.26.43.csv,574,-61.5207,-61.52,-61.52,0.7861,1.639739
170,loot,driving_B_2020.02.13_13.03.24.csv,1327,-63.3709,-63.37,-63.37,0.7849,1.605689
171,redandblack,driving_B_2020.01.16_07.26.43.csv,154,-198.7887,-198.79,-198.79,0.7836,1.691884
172,soldier,driving_B_2020.01.16_09.56.56.csv,164,33.8146,33.81,33.81,0.7823,1.544951
173,longdress,static_B_2020.02.27_18.39.27.csv,3427,53.5140,53.51,53.51,0.7811,1.555212
174,loot,driving_B_2020.01.16_07.26.43.csv,514,-53.1778,-53.18,-53.18,0.7798,1.565204
175,redandblack,driving_B_2020.01.16_09.56.56.csv,1004,37.4749,37.47,37.47,0.7785,1.673623
176,soldier,driving_B_2020.02.14_09.38.22.csv,924,48.5721,48.57,48.57,0.7773,1.718795
177,longdress,static_B_2020.02.27_18.39.27.csv,4807,56.4741,56.47,56.47,0.7760,1.596156
178,loot,static_B_2020.02.14_13.21.26.csv,134,42.6094,42.61,42.61,0.7747,1.381880
179,redandblack,driving_B_2019.12.17_07.32.39.csv,1413,2.5654,2.57,2.57,0.7735,1.845513
180,soldier,static_B_2020.02.27_18.39.27.csv,5527,16.8554,16.86,16.86,0.7722,1.880789
