episode,sequence,file,offset,reward,qoe,qoe_quality,epsilon,mean_loss
1,longdress,driving_B_2020.01.16_07.26.43.csv,1594,-149.6508,-149.65,-149.65,0.9989,0.000000
2,loot,static_B_2020.02.14_13.21.26.csv,494,22.6819,22.68,22.68,0.9979,2.361186
3,redandblack,static_B_2019.12.16_13.40.04.csv,301,-10.5946,-10.59,-10.59,0.9968,2.112140
4,soldier,driving_B_2020.02.14_09.38.22.csv,324,-316.3011,-316.30,-316.30,0.9957,2.392198
5,longdress,driving_B_2020.02.13_13.03.24.csv,1747,6.9056,6.91,6.91,0.9946,3.132538
6,loot,driving_B_2020.01.16_09.56.56.csv,104,-101.4110,-101.41,-101.41,0.9935,2.656448
7,redandblack,static_B_2020.02.14_13.21.26.csv,314,34.8311,34.83,34.83,0.9924,2.391100
8,soldier,static_B_2020.02.14_13.21.26.csv,194,35.2250,35.22,35.22,0.9913,2.178420
9,longdress,driving_B_2020.01.16_12.10.03.csv,244,50.7741,50.77,50.77,0.9903,1.896398
10,loot,static_B_2020.02.27_18.39.27.csv,5707,42.8739,42.87,42.87,0.9892,1.781947
11,redandblack,static_B_2020.02.27_18.39.27.csv,3367,18.6188,18.62,18.62,0.9881,1.716039
12,soldier,driving_B_2020.02.13_13.03.24.csv,2188,-282.3047,-282.30,-282.30,0.9870,1.849837
13,longdress,driving_B_2019.12.16_12.27.05.csv,686,-30.8354,-30.84,-30.84,0.9859,2.055990
14,loot,driving_B_2019.12.16_12.27.05.csv,1106,-32.9080,-32.91,-32.91,0.9848,1.900962
15,redandblack,driving_B_2020.01.16_07.26.43.csv,1770,-79.2898,-79.29,-79.29,0.9838,1.782954
16,soldier,driving_B_2020.02.13_15.02.01.csv,1571,-525.7224,-525.72,-525.72,0.9827,2.212403
17,longdress,driving_B_2019.12.17_07.32.39.csv,153,-44.3073,-44.31,-44.31,0.9816,2.245648
18,loot,driving_B_2020.02.13_13.03.24.csv,247,-49.4772,-49.48,-49.48,0.9805,2.287436
19,redandblack,static_B_2020.02.27_18.39.27.csv,1627,24.2779,24.28,24.28,0.9794,2.239839
20,soldier,driving_B_2019.12.16_12.27.05.csv,746,34.7132,34.71,34.71,0.9783,2.373652
21,longdress,driving_B_2019.12.16_12.27.05.csv,986,14.7616,14.76,14.76,0.9772,1.764859
22,loot,driving_B_2020.02.13_15.02.01.csv,851,-17.5243,-17.52,-17.52,0.9762,1.903359
23,redandblack,static_B_2020.02.27_18.39.27.csv,5742,25.2818,25.28,25.28,0.9751,1.933486
24,soldier,driving_B_2020.02.14_09.38.22.csv,24,-125.5147,-125.51,-125.51,0.9740,1.893050
25,longdress,driving_B_2020.02.13_15.02.01.csv,1751,1.1442,1.14,1.14,0.9729,1.777830
26,loot,driving_B_2020.02.14_09.38.22.csv,84,-48.8668,-48.87,-48.87,0.9718,1.755386
27,redandblack,driving_B_2019.12.17_07.32.39.csv,2288,19.0444,19.04,19.04,0.9707,1.782742
28,soldier,static_B_2020.02.27_18.39.27.csv,5227,-30.5476,-30.55,-30.55,0.9697,1.571695
29,longdress,driving_B_2020.01.16_09.56.56.csv,704,27.5375,27.54,27.54,0.9686,1.755259
30,loot,driving_B_2020.02.13_15.02.01.csv,2171,35.0487,35.05,35.05,0.9675,1.621174
31,redandblack,driving_B_2020.01.16_09.56.56.csv,1064,-29.7173,-29.72,-29.72,0.9664,1.651304
32,soldier,static_B_2020.02.27_18.39.27.csv,1267,31.9074,31.91,31.91,0.9653,1.495020
33,longdress,driving_B_2020.02.13_13.03.24.csv,367,-132.2933,-132.29,-132.29,0.9642,1.253717
34,loot,static_B_2020.02.27_18.39.27.csv,3907,45.1081,45.11,45.11,0.9631,1.511711
35,redandblack,static_B_2020.02.27_18.39.27.csv,4027,24.3447,24.34,24.34,0.9621,1.392765
36,soldier,driving_B_2020.02.13_13.03.24.csv,487,-143.5718,-143.57,-143.57,0.9610,1.384891
37,longdress,driving_B_2019.12.17_07.32.39.csv,813,-81.2729,-81.27,-81.27,0.9599,1.286191
38,loot,driving_B_2020.02.13_15.02.01.csv,971,0.9315,0.93,0.93,0.9588,1.400187
39,redandblack,driving_B_2020.02.14_09.38.22.csv,1478,-26.7729,-26.77,-26.77,0.9577,1.469105
40,soldier,driving_B_2020.02.13_15.02.01.csv,371,37.7308,37.73,37.73,0.9566,1.301546
41,longdress,driving_B_2020.01.16_09.56.56.csv,884,-51.3902,-51.39,-51.39,0.9555,1.428967
42,loot,driving_B_2020.02.13_15.02.01.csv,2711,-56.5777,-56.58,-56.58,0.9545,1.702214
43,redandblack,driving_B_2020.02.13_13.03.24.csv,187,-84.2038,-84.20,-84.20,0.9534,1.424069
44,soldier,driving_B_2020.01.16_07.26.43.csv,274,-47.0979,-47.10,-47.10,0.9523,1.701773
45,longdress,static_B_2020.02.14_13.21.26.csv,254,50.4521,50.45,50.45,0.9512,1.590169
46,loot,driving_B_2019.12.17_07.32.39.csv,1593,7.5676,7.57,7.57,0.9501,1.298283
47,redandblack,driving_B_2019.12.17_07.32.39.csv,393,22.0395,22.04,22.04,0.9490,1.424146
48,soldier,static_B_2019.12.16_13.40.04.csv,1381,-144.0798,-144.08,-144.08,0.9480,1.260125
49,longdress,driving_B_2019.12.17_07.32.39.csv,933,-114.4217,-114.42,-114.42,0.9469,1.595326
50,loot,driving_B_2019.12.17_07.32.39.csv,2288,28.9618,28.96,28.96,0.9458,1.645712
51,redandblack,static_B_2019.12.16_13.40.04.csv,361,5.8991,5.90,5.90,0.9447,1.382793
52,soldier,driving_B_2020.01.16_07.26.43.csv,814,15.3845,15.38,15.38,0.9436,1.636860
53,longdress,driving_B_2020.01.16_07.26.43.csv,1714,-22.3420,-22.34,-22.34,0.9425,1.132610
54,loot,static_B_2020.02.27_18.39.27.csv,2527,38.6043,38.60,38.60,0.9414,1.179296
55,redandblack,driving_B_2019.12.17_07.32.39.csv,1773,-38.0523,-38.05,-38.05,0.9404,1.314166
56,soldier,driving_B_2020.02.27_17.30.15.csv,618,-314.7569,-314.76,-314.76,0.9393,1.559341
57,longdress,static_B_2020.02.27_18.39.27.csv,1087,-39.7553,-39.76,-39.76,0.9382,1.416201
58,loot,driving_B_2020.02.14_12.58.17.csv,314,-299.0011,-299.00,-299.00,0.9371,1.401540
59,redandblack,static_B_2020.02.27_18.39.27.csv,4327,35.4545,35.45,35.45,0.9360,1.509375
60,soldier,driving_B_2019.12.17_07.32.39.csv,1533,-42.9746,-42.97,-42.97,0.9349,1.534196
61,longdress,driving_B_2019.12.17_07.32.39.csv,1953,-29.0615,-29.06,-29.06,0.9339,1.669048
62,loot,driving_B_2020.01.16_09.56.56.csv,584,37.7295,37.73,37.73,0.9328,1.683438
63,redandblack,static_B_2020.02.27_18.39.27.csv,3187,-68.5570,-68.56,-68.56,0.9317,1.368653
64,soldier,driving_B_2020.02.13_13.03.24.csv,1807,-804.2811,-804.28,-804.28,0.9306,2.168428
65,longdress,driving_B_2019.12.16_12.27.05.csv,326,-68.1638,-68.16,-68.16,0.9295,1.832828
66,loot,driving_B_2020.01.16_09.56.56.csv,1424,39.1098,39.11,39.11,0.9284,1.750959
67,redandblack,static_B_2020.02.27_18.39.27.csv,127,35.4161,35.42,35.42,0.9273,1.906023
68,soldier,driving_B_2020.01.16_09.56.56.csv,764,1.7857,1.79,1.79,0.9263,1.347953
