episode,sequence,file,offset,reward,qoe,qoe_quality,epsilon,mean_loss
1,longdress,static_B_2020.02.27_18.39.27.csv,3655,29.0166,29.02,29.02,0.9994,0.000000
2,loot,driving_B_2020.02.13_13.03.24.csv,1695,34.5925,34.59,34.59,0.9989,0.146478
3,redandblack,driving_B_2020.02.13_15.02.01.csv,2092,-26.6942,-26.69,-26.69,0.9983,0.324631
4,soldier,driving_B_2020.02.13_15.02.01.csv,472,34.4168,34.42,34.42,0.9977,0.289471
5,longdress,static_B_2019.12.16_13.40.04.csv,1576,32.2235,32.22,32.22,0.9972,0.172249
6,loot,driving_B_2020.02.14_09.38.22.csv,494,-37.5886,-37.59,-37.59,0.9966,0.273965
7,redandblack,driving_B_2020.01.16_07.26.43.csv,332,-168.7600,-168.76,-168.76,0.9960,0.539306
8,soldier,driving_B_2019.12.17_07.32.39.csv,953,-207.6341,-207.63,-207.63,0.9955,0.825822
9,longdress,static_B_2019.12.16_13.40.04.csv,1396,-12.6594,-12.66,-12.66,0.9949,0.960133
10,loot,static_B_2020.02.27_18.39.27.csv,5395,26.9346,26.93,26.93,0.9943,0.866172
11,redandblack,driving_B_2020.01.16_09.56.56.csv,35,-22.1023,-22.10,-22.10,0.9937,0.689911
12,soldier,driving_B_2020.02.13_13.03.24.csv,1215,-146.9586,-146.96,-146.96,0.9932,0.793278
13,longdress,static_B_2020.02.14_13.21.26.csv,850,18.1137,18.11,18.11,0.9926,0.791268
14,loot,static_B_2019.12.16_13.40.04.csv,136,41.9897,41.99,41.99,0.9920,0.792792
15,redandblack,static_B_2020.02.27_18.39.27.csv,115,19.7198,19.72,19.72,0.9915,0.716956
16,soldier,driving_B_2019.12.17_07.32.39.csv,713,-52.4967,-52.50,-52.50,0.9909,0.680006
17,longdress,driving_B_2020.01.16_09.56.56.csv,1415,22.0418,22.04,22.04,0.9903,0.622682
18,loot,driving_B_2020.02.13_13.03.24.csv,1995,-120.9499,-120.95,-120.95,0.9898,0.596118
19,redandblack,driving_B_2019.12.17_07.32.39.csv,2153,-116.0949,-116.09,-116.09,0.9892,0.587336
20,soldier,static_B_2020.02.27_18.39.27.csv,1375,27.5771,27.58,27.58,0.9886,0.623754
21,longdress,static_B_2020.02.27_18.39.27.csv,4315,14.3021,14.30,14.30,0.9880,0.578116
22,loot,static_B_2020.02.27_18.39.27.csv,715,27.1102,27.11,27.11,0.9875,0.592911
23,redandblack,driving_B_2020.01.16_07.26.43.csv,452,-135.8628,-135.86,-135.86,0.9869,0.584421
24,soldier,driving_B_2019.12.17_07.32.39.csv,893,-139.1814,-139.18,-139.18,0.9863,0.606629
25,longdress,driving_B_2020.02.13_15.02.01.csv,2572,31.6069,31.61,31.61,0.9858,0.659013
26,loot,driving_B_2020.02.13_13.03.24.csv,1335,-79.2004,-79.20,-79.20,0.9852,0.611122
27,redandblack,static_B_2020.02.27_18.39.27.csv,1435,37.5165,37.52,37.52,0.9846,0.653401
28,soldier,driving_B_2020.01.16_09.56.56.csv,95,-138.0617,-138.06,-138.06,0.9841,0.524098
29,longdress,static_B_2020.02.27_18.39.27.csv,2335,-233.4097,-233.41,-233.41,0.9835,0.596978
30,loot,driving_B_2020.01.16_07.26.43.csv,572,-52.3212,-52.32,-52.32,0.9829,0.765352
31,redandblack,static_B_2020.02.27_18.39.27.csv,3535,24.9701,24.97,24.97,0.9824,0.664942
32,soldier,static_B_2020.02.27_18.39.27.csv,5695,28.8009,28.80,28.80,0.9818,0.657603
33,longdress,driving_B_2019.12.17_07.32.39.csv,773,-102.5755,-102.58,-102.58,0.9812,0.617353
34,loot,driving_B_2019.12.17_07.32.39.csv,353,23.8174,23.82,23.82,0.9806,0.739695
35,redandblack,static_B_2020.02.27_18.39.27.csv,2755,26.6962,26.70,26.70,0.9801,0.628083
36,soldier,driving_B_2020.01.16_07.26.43.csv,512,-125.9212,-125.92,-125.92,0.9795,0.649375
37,longdress,driving_B_2020.02.27_17.30.15.csv,155,-811.3298,-811.33,-811.33,0.9789,0.876610
38,loot,driving_B_2019.12.16_12.27.05.csv,555,-123.5491,-123.55,-123.55,0.9784,0.927350
39,redandblack,driving_B_2020.01.16_07.26.43.csv,1770,-116.4453,-116.45,-116.45,0.9778,0.958791
40,soldier,driving_B_2020.02.13_13.03.24.csv,555,-142.5127,-142.51,-142.51,0.9772,0.770577
41,longdress,driving_B_2020.02.27_17.30.15.csv,215,-681.6918,-681.69,-681.69,0.9767,1.180623
42,loot,driving_B_2020.02.13_15.02.01.csv,2272,-126.4424,-126.44,-126.44,0.9761,1.200731
43,redandblack,static_B_2020.02.27_18.39.27.csv,5742,30.8922,30.89,30.89,0.9755,1.129119
44,soldier,driving_B_2020.02.13_13.03.24.csv,195,-136.7498,-136.75,-136.75,0.9749,0.983718
45,longdress,static_B_2020.02.27_18.39.27.csv,4375,31.9671,31.97,31.97,0.9744,1.128212
46,loot,driving_B_2020.02.13_13.03.24.csv,1755,26.9650,26.96,26.96,0.9738,1.132174
47,redandblack,driving_B_2020.02.13_15.02.01.csv,2632,42.5211,42.52,42.52,0.9732,1.143232
48,soldier,driving_B_2020.02.13_15.02.01.csv,1792,33.9405,33.94,33.94,0.9727,1.046911
49,longdress,driving_B_2020.02.14_12.58.17.csv,800,-367.0781,-367.08,-367.08,0.9721,1.112580
50,loot,static_B_2020.02.27_18.39.27.csv,4675,-204.9528,-204.95,-204.95,0.9715,1.122704
51,redandblack,static_B_2020.02.27_18.39.27.csv,5215,-28.2126,-28.21,-28.21,0.9710,1.187700
52,soldier,driving_B_2020.02.14_12.58.17.csv,353,-599.4795,-599.48,-599.48,0.9704,1.126431
53,longdress,driving_B_2020.02.13_15.02.01.csv,1552,-618.4042,-618.40,-618.40,0.9698,1.328233
54,loot,static_B_2020.02.27_18.39.27.csv,1315,51.1853,51.19,51.19,0.9693,1.335642
55,redandblack,driving_B_2019.12.16_12.27.05.csv,1095,7.3116,7.31,7.31,0.9687,1.308929
56,soldier,static_B_2020.02.27_18.39.27.csv,1795,-302.3591,-302.36,-302.36,0.9681,1.238119
57,longdress,driving_B_2020.02.14_09.38.22.csv,1478,-132.2186,-132.22,-132.22,0.9675,1.403364
58,loot,driving_B_2019.12.17_07.32.39.csv,1553,-14.3362,-14.34,-14.34,0.9670,1.206548
59,redandblack,driving_B_2020.01.16_09.56.56.csv,1570,16.0418,16.04,16.04,0.9664,1.209314
60,soldier,static_B_2020.02.27_18.39.27.csv,4435,33.4328,33.43,33.43,0.9658,1.223033
61,longdress,static_B_2019.12.16_13.40.04.csv,1756,34.6870,34.69,34.69,0.9653,1.452449
62,loot,static_B_2020.02.27_18.39.27.csv,2935,14.6669,14.67,14.67,0.9647,1.319651
63,redandblack,driving_B_2020.02.14_09.38.22.csv,1394,-66.9194,-66.92,-66.92,0.9641,1.251118
64,soldier,driving_B_2019.12.17_07.32.39.csv,1793,-265.7972,-265.80,-265.80,0.9636,1.143568
65,longdress,driving_B_2020.01.16_09.56.56.csv,455,-85.8696,-85.87,-85.87,0.9630,1.272250
66,loot,driving_B_2020.01.16_09.56.56.csv,515,30.9962,31.00,31.00,0.9624,1.061650
