# C:\Users\Nima\AppData\Local\Programs\Python\Python313\python.exe -u C:\Users\Nima\PointCloudStreaming\scripts\train_dqn.py --out C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\screen\trial_016_s42\abr_dqn.pkl --run-dir C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\screen\trial_016_s42 --batch-size 64 --coverage-stride 60 --early-stop-patience 0 --epochs 3 --eps-decay-frac 0.5 --eval-every 400 --eval-offsets 3 --eval-seeds 42,43,44 --eval-sequences longdress,loot,redandblack,soldier --gamma 1.0 --hidden 256 --lam 1.0 --lr 0.0003 --mu 4.3 --protocol configs/experiment_protocol.json --reward-spec {"rebuffer_weight": 2.0, "startup_weight": 1.0, "drop_weight": null} --seed 42 --segment-frames 15 --select-by qoe_quality --target-update 6000 --torch-threads 2 --lstm C:\Users\Nima\PointCloudStreaming\models/bandwidth_lstm_s15.pkl
==========================================================================================
🤖 DQN ABR training
   sequences: ['longdress', 'loot', 'redandblack', 'soldier'] | validation sequences: ['longdress', 'loot', 'redandblack', 'soldier']
   protocol: 4071599372abeb61 | train files: 13 | validation files: 4 | registered test files: 4 (NOT evaluated) | frames/episode: 300
   coverage stride: 60 samples -> 417 episodes/epoch x 3 epochs = 1251 episodes (~25020 env steps)
   segment: 15 frames/request (20 decisions/episode) | validation offsets/trace: 3 | validation seeds: [42, 43, 44]
   state_dim: 23 | actions: 6 | feature_spec: ['lstm_pred', 'buffer', 'last_rep_onehot', 'tput_last', 'tput_mean', 'tput_std', 'rep_bitrates', 'rep_densities']
   PyTorch CPU threads/trial: 2
   LSTM: models\bandwidth_lstm_s15.pkl
   reward = QoE: (100/N)*sum(q[fixed_log_bitrate]) - 4.3*stall_duration - 2.0*rebuffer_events - 1.0*sum|delta_segment_q| - (100/N)*dropped_frames - 1.0*startup_delay  (gamma=1.0, lr=0.0003, no learner-side scaling)
   select-by: qoe_quality | out: C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\screen\trial_016_s42\abr_dqn.pkl | run-dir: C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\screen\trial_016_s42
==========================================================================================
[validation @ ep 0] untrained: reward=QoE=-10376.79
[ep    1] longdress    driving_B_2020.02.13_15.02.01.csv@803   reward=QoE=   32.79 eps=0.999 loss=0.0000
[ep    2] loot         driving_B_2020.02.14_09.38.22.csv@1478  reward=QoE=  -38.52 eps=0.997 loss=0.0000
[ep    3] redandblack  driving_B_2020.01.16_09.56.56.csv@348   reward=QoE=  -88.35 eps=0.996 loss=0.0000
[ep    4] soldier      driving_B_2020.01.16_09.56.56.csv@708   reward=QoE=   55.95 eps=0.994 loss=3.3382
[ep    5] longdress    driving_B_2020.02.13_15.02.01.csv@1763  reward=QoE=   43.16 eps=0.992 loss=3.0211
[ep    6] loot         static_B_2020.02.27_18.39.27.csv@4478  reward=QoE=   37.09 eps=0.991 loss=2.7701
[ep    7] redandblack  driving_B_2020.01.16_07.26.43.csv@1724  reward=QoE=  -13.21 eps=0.989 loss=2.3188
[ep    8] soldier      static_B_2019.12.16_13.40.04.csv@126   reward=QoE=   35.91 eps=0.988 loss=2.1817
[ep    9] longdress    driving_B_2020.01.16_09.56.56.csv@108   reward=QoE= -179.70 eps=0.986 loss=2.4476
[ep   10] loot         static_B_2020.02.27_18.39.27.csv@3278  reward=QoE=   15.67 eps=0.985 loss=2.7339
[ep   11] redandblack  driving_B_2020.02.14_09.38.22.csv@222   reward=QoE=  -99.95 eps=0.983 loss=2.6859
[ep   12] soldier      driving_B_2020.02.13_13.03.24.csv@2188  reward=QoE= -220.51 eps=0.982 loss=3.5182
[ep   13] longdress    static_B_2020.02.14_13.21.26.csv@809   reward=QoE=   57.93 eps=0.980 loss=3.1449
[ep   14] loot         driving_B_2020.01.16_07.26.43.csv@1770  reward=QoE= -156.21 eps=0.979 loss=3.5381
[ep   15] redandblack  driving_B_2020.02.13_15.02.01.csv@623   reward=QoE=  -51.57 eps=0.977 loss=3.3798
[ep   16] soldier      driving_B_2019.12.17_07.32.39.csv@558   reward=QoE=  -78.92 eps=0.976 loss=3.7369
[ep   17] longdress    driving_B_2019.12.17_07.32.39.csv@198   reward=QoE=  -40.45 eps=0.974 loss=3.3742
[ep   18] loot         driving_B_2020.01.16_12.10.03.csv@244   reward=QoE=   24.37 eps=0.973 loss=3.3420
[ep   19] redandblack  driving_B_2020.02.13_15.02.01.csv@2754  reward=QoE=  -53.21 eps=0.971 loss=3.4448
[ep   20] soldier      driving_B_2019.12.17_07.32.39.csv@438   reward=QoE=   28.94 eps=0.970 loss=3.5900
[ep   21] longdress    driving_B_2020.01.16_07.26.43.csv@704   reward=QoE=  -11.36 eps=0.968 loss=3.1403
[ep   22] loot         driving_B_2019.12.17_07.32.39.csv@978   reward=QoE= -149.42 eps=0.967 loss=2.8826
[ep   23] redandblack  driving_B_2020.02.27_17.30.15.csv@590   reward=QoE= -148.89 eps=0.965 loss=3.2230
[ep   24] soldier      static_B_2020.02.27_18.39.27.csv@1598  reward=QoE=   13.49 eps=0.964 loss=3.2677
[ep   25] longdress    static_B_2020.02.27_18.39.27.csv@3218  reward=QoE=   10.08 eps=0.962 loss=3.2072
[ep   26] loot         static_B_2020.02.27_18.39.27.csv@2438  reward=QoE=   12.52 eps=0.961 loss=3.0315
[ep   27] redandblack  static_B_2019.12.16_13.40.04.csv@426   reward=QoE=   22.16 eps=0.959 loss=3.1188
[ep   28] soldier      static_B_2019.12.16_13.40.04.csv@1386  reward=QoE=    5.37 eps=0.958 loss=2.8563
[ep   29] longdress    driving_B_2020.02.14_12.58.17.csv@284   reward=QoE= -787.29 eps=0.956 loss=4.1034
[ep   30] loot         driving_B_2020.02.14_12.58.17.csv@224   reward=QoE= -552.25 eps=0.955 loss=4.6856
[ep   31] redandblack  driving_B_2020.01.16_09.56.56.csv@468   reward=QoE=  -10.37 eps=0.953 loss=4.8779
[ep   32] soldier      driving_B_2019.12.16_12.27.05.csv@1152  reward=QoE=   -2.53 eps=0.951 loss=4.4320
[ep   33] longdress    driving_B_2020.02.13_13.03.24.csv@89    reward=QoE=  -48.24 eps=0.950 loss=4.3183
[ep   34] loot         driving_B_2020.01.16_09.56.56.csv@288   reward=QoE=   39.41 eps=0.948 loss=5.2463
[ep   35] redandblack  driving_B_2020.01.16_12.10.03.csv@244   reward=QoE=   34.12 eps=0.947 loss=4.5839
[ep   36] soldier      static_B_2020.02.27_18.39.27.csv@5378  reward=QoE=   24.36 eps=0.945 loss=4.4896
[ep   37] longdress    driving_B_2020.02.13_15.02.01.csv@83    reward=QoE=   42.57 eps=0.944 loss=3.6148
[ep   38] loot         driving_B_2020.02.13_13.03.24.csv@1349  reward=QoE=  -34.80 eps=0.942 loss=4.0775
[ep   39] redandblack  static_B_2020.02.27_18.39.27.csv@1418  reward=QoE=   51.47 eps=0.941 loss=4.2792
[ep   40] soldier      static_B_2020.02.14_13.21.26.csv@569   reward=QoE=   51.25 eps=0.939 loss=3.6184
[ep   41] longdress    driving_B_2019.12.16_12.27.05.csv@242   reward=QoE=   20.54 eps=0.938 loss=3.9293
[ep   42] loot         static_B_2020.02.27_18.39.27.csv@5138  reward=QoE=   22.39 eps=0.936 loss=3.6928
[ep   43] redandblack  driving_B_2020.02.13_15.02.01.csv@1043  reward=QoE=   26.91 eps=0.935 loss=4.1540
[ep   44] soldier      static_B_2020.02.27_18.39.27.csv@3338  reward=QoE=   46.00 eps=0.933 loss=3.0315
[ep   45] longdress    driving_B_2020.02.13_15.02.01.csv@2423  reward=QoE= -326.97 eps=0.932 loss=3.6821
[ep   46] loot         driving_B_2020.02.14_12.58.17.csv@644   reward=QoE=    2.76 eps=0.930 loss=4.0676
[ep   47] redandblack  driving_B_2020.02.13_13.03.24.csv@1649  reward=QoE=  -90.52 eps=0.929 loss=3.6999
[ep   48] soldier      driving_B_2020.01.16_09.56.56.csv@648   reward=QoE=   -7.62 eps=0.927 loss=3.9573
[ep   49] longdress    driving_B_2020.02.13_15.02.01.csv@503   reward=QoE=  -19.14 eps=0.926 loss=4.2020
[ep   50] loot         driving_B_2020.02.14_12.58.17.csv@464   reward=QoE= -230.19 eps=0.924 loss=4.2173
[ep   51] redandblack  driving_B_2020.02.13_13.03.24.csv@989   reward=QoE=  -78.17 eps=0.923 loss=3.5226
[ep   52] soldier      static_B_2019.12.16_13.40.04.csv@1146  reward=QoE=  -82.80 eps=0.921 loss=4.6766
[ep   53] longdress    driving_B_2020.01.16_09.56.56.csv@528   reward=QoE=   31.25 eps=0.920 loss=3.7721
[ep   54] loot         driving_B_2019.12.16_12.27.05.csv@842   reward=QoE=   47.25 eps=0.918 loss=3.2109
[ep   55] redandblack  driving_B_2020.01.16_07.26.43.csv@584   reward=QoE=  -20.33 eps=0.917 loss=4.2972
[ep   56] soldier      static_B_2020.02.14_13.21.26.csv@269   reward=QoE=   56.86 eps=0.915 loss=3.6757
[ep   57] longdress    driving_B_2019.12.17_07.32.39.csv@1158  reward=QoE=  -44.82 eps=0.914 loss=3.1589
[ep   58] loot         driving_B_2020.01.16_07.26.43.csv@824   reward=QoE=   25.59 eps=0.912 loss=3.4877
[ep   59] redandblack  driving_B_2020.02.14_12.58.17.csv@704   reward=QoE= -262.33 eps=0.910 loss=3.2111
[ep   60] soldier      driving_B_2020.02.13_13.03.24.csv@1949  reward=QoE= -364.91 eps=0.909 loss=4.0060
[ep   61] longdress    static_B_2019.12.16_13.40.04.csv@846   reward=QoE=   52.07 eps=0.907 loss=3.1285
[ep   62] loot         driving_B_2019.12.16_12.27.05.csv@422   reward=QoE= -131.06 eps=0.906 loss=4.1257
[ep   63] redandblack  driving_B_2020.02.13_13.03.24.csv@1409  reward=QoE=  -29.93 eps=0.904 loss=3.7285
[ep   64] soldier      driving_B_2020.02.13_13.03.24.csv@2129  reward=QoE= -507.92 eps=0.903 loss=3.7919
[ep   65] longdress    static_B_2020.02.27_18.39.27.csv@3638  reward=QoE=   22.84 eps=0.901 loss=3.3795
[ep   66] loot         driving_B_2020.02.13_13.03.24.csv@869   reward=QoE= -124.75 eps=0.900 loss=4.0007
[ep   67] redandblack  driving_B_2020.02.14_09.38.22.csv@402   reward=QoE= -100.38 eps=0.898 loss=3.5146
[ep   68] soldier      driving_B_2020.02.13_15.02.01.csv@983   reward=QoE=  -65.39 eps=0.897 loss=4.2214
[ep   69] longdress    static_B_2020.02.27_18.39.27.csv@2258  reward=QoE=   47.48 eps=0.895 loss=4.3315
[ep   70] loot         static_B_2020.02.27_18.39.27.csv@5618  reward=QoE=   19.86 eps=0.894 loss=4.3655
[ep   71] redandblack  driving_B_2019.12.16_12.27.05.csv@302   reward=QoE=  -38.79 eps=0.892 loss=3.5573
[ep   72] soldier      static_B_2020.02.27_18.39.27.csv@998   reward=QoE=   54.35 eps=0.891 loss=3.6855
[ep   73] longdress    driving_B_2020.02.13_13.03.24.csv@569   reward=QoE= -120.33 eps=0.889 loss=4.1978
[ep   74] loot         driving_B_2019.12.16_12.27.05.csv@602   reward=QoE= -308.29 eps=0.888 loss=3.2320
[ep   75] redandblack  driving_B_2019.12.16_12.27.05.csv@2     reward=QoE=   43.34 eps=0.886 loss=4.0153
[ep   76] soldier      static_B_2020.02.27_18.39.27.csv@1778  reward=QoE= -402.52 eps=0.885 loss=3.4108
[ep   77] longdress    driving_B_2020.02.13_15.02.01.csv@323   reward=QoE=   41.10 eps=0.883 loss=4.2790
[ep   78] loot         driving_B_2020.02.13_15.02.01.csv@1703  reward=QoE=   21.21 eps=0.882 loss=4.3802
[ep   79] redandblack  driving_B_2020.02.13_15.02.01.csv@1163  reward=QoE=   45.50 eps=0.880 loss=3.8697
[ep   80] soldier      static_B_2020.02.27_18.39.27.csv@5678  reward=QoE=   57.93 eps=0.879 loss=3.5935
[ep   81] longdress    driving_B_2020.02.14_09.38.22.csv@342   reward=QoE= -226.05 eps=0.877 loss=4.7637
[ep   82] loot         driving_B_2020.02.14_09.38.22.csv@1362  reward=QoE=   29.37 eps=0.876 loss=3.6797
[ep   83] redandblack  driving_B_2020.02.14_09.38.22.csv@462   reward=QoE=   11.38 eps=0.874 loss=3.8558
[ep   84] soldier      static_B_2019.12.16_13.40.04.csv@1206  reward=QoE=   -2.41 eps=0.872 loss=3.9610
[ep   85] longdress    driving_B_2020.02.14_09.38.22.csv@882   reward=QoE=   43.13 eps=0.871 loss=3.8099
[ep   86] loot         static_B_2020.02.27_18.39.27.csv@2558  reward=QoE=   23.60 eps=0.869 loss=3.3436
[ep   87] redandblack  static_B_2020.02.27_18.39.27.csv@5738  reward=QoE=   59.38 eps=0.868 loss=3.8728
[ep   88] soldier      driving_B_2020.02.13_13.03.24.csv@929   reward=QoE=  -66.61 eps=0.866 loss=4.3508
[ep   89] longdress    driving_B_2020.02.14_09.38.22.csv@1478  reward=QoE=  -99.97 eps=0.865 loss=4.3307
[ep   90] loot         driving_B_2020.02.14_09.38.22.csv@642   reward=QoE=   63.82 eps=0.863 loss=3.4939
[ep   91] redandblack  static_B_2020.02.27_18.39.27.csv@98    reward=QoE=   15.12 eps=0.862 loss=3.5313
[ep   92] soldier      static_B_2020.02.27_18.39.27.csv@1478  reward=QoE=   37.38 eps=0.860 loss=3.1708
[ep   93] longdress    driving_B_2020.02.13_13.03.24.csv@1889  reward=QoE= -252.93 eps=0.859 loss=3.4880
[ep   94] loot         driving_B_2020.02.14_09.38.22.csv@1062  reward=QoE=  -17.84 eps=0.857 loss=3.2952
[ep   95] redandblack  driving_B_2020.02.13_13.03.24.csv@1289  reward=QoE=  -99.17 eps=0.856 loss=4.3974
[ep   96] soldier      driving_B_2020.01.16_07.26.43.csv@644   reward=QoE= -141.47 eps=0.854 loss=3.4865
[ep   97] longdress    static_B_2020.02.27_18.39.27.csv@1838  reward=QoE=   -8.59 eps=0.853 loss=3.2094
[ep   98] loot         driving_B_2020.02.14_12.58.17.csv@404   reward=QoE= -315.60 eps=0.851 loss=3.9211
[ep   99] redandblack  driving_B_2019.12.17_07.32.39.csv@2118  reward=QoE=   42.43 eps=0.850 loss=4.0934
[ep  100] soldier      static_B_2020.02.14_13.21.26.csv@89    reward=QoE=   33.59 eps=0.848 loss=4.1184
[ep  101] longdress    driving_B_2020.02.13_13.03.24.csv@209   reward=QoE=  -95.66 eps=0.847 loss=3.5814
[ep  102] loot         static_B_2020.02.27_18.39.27.csv@1958  reward=QoE=   37.28 eps=0.845 loss=4.5354
[ep  103] redandblack  driving_B_2020.02.27_17.30.15.csv@720   reward=QoE= -132.91 eps=0.844 loss=3.7421
[ep  104] soldier      driving_B_2020.02.13_13.03.24.csv@269   reward=QoE=  -60.28 eps=0.842 loss=3.9195
[ep  105] longdress    driving_B_2020.01.16_07.26.43.csv@1664  reward=QoE=  -77.32 eps=0.841 loss=3.2599
[ep  106] loot         driving_B_2020.02.14_09.38.22.csv@42    reward=QoE=  -15.75 eps=0.839 loss=3.7683
[ep  107] redandblack  static_B_2020.02.27_18.39.27.csv@218   reward=QoE=   37.59 eps=0.838 loss=3.1386
[ep  108] soldier      static_B_2020.02.27_18.39.27.csv@4298  reward=QoE=   50.83 eps=0.836 loss=3.3069
[ep  109] longdress    static_B_2020.02.14_13.21.26.csv@29    reward=QoE=   31.52 eps=0.835 loss=3.6724
[ep  110] loot         driving_B_2020.02.14_12.58.17.csv@584   reward=QoE=    9.56 eps=0.833 loss=3.0546
[ep  111] redandblack  static_B_2020.02.14_13.21.26.csv@850   reward=QoE=   36.69 eps=0.831 loss=3.0186
[ep  112] soldier      driving_B_2020.02.13_13.03.24.csv@509   reward=QoE=  -85.67 eps=0.830 loss=2.6677
[ep  113] longdress    static_B_2020.02.27_18.39.27.csv@4358  reward=QoE=   36.36 eps=0.828 loss=3.2246
[ep  114] loot         driving_B_2020.02.14_09.38.22.csv@1182  reward=QoE= -106.62 eps=0.827 loss=3.3053
[ep  115] redandblack  driving_B_2020.01.16_09.56.56.csv@1570  reward=QoE=   32.23 eps=0.825 loss=3.4936
[ep  116] soldier      static_B_2020.02.14_13.21.26.csv@209   reward=QoE=   48.22 eps=0.824 loss=3.4656
[ep  117] longdress    static_B_2020.02.27_18.39.27.csv@1178  reward=QoE= -184.07 eps=0.822 loss=2.9919
[ep  118] loot         static_B_2020.02.14_13.21.26.csv@749   reward=QoE=   41.31 eps=0.821 loss=3.5684
[ep  119] redandblack  static_B_2019.12.16_13.40.04.csv@486   reward=QoE=  -27.18 eps=0.819 loss=3.8698
[ep  120] soldier      driving_B_2020.02.13_15.02.01.csv@203   reward=QoE=   32.97 eps=0.818 loss=3.8016
[ep  121] longdress    static_B_2020.02.27_18.39.27.csv@458   reward=QoE=   59.58 eps=0.816 loss=3.1454
[ep  122] loot         static_B_2020.02.27_18.39.27.csv@2618  reward=QoE=   55.19 eps=0.815 loss=2.6585
[ep  123] redandblack  driving_B_2020.01.16_09.56.56.csv@828   reward=QoE=  -18.68 eps=0.813 loss=2.7248
[ep  124] soldier      static_B_2020.02.27_18.39.27.csv@5318  reward=QoE=   58.55 eps=0.812 loss=3.2970
[ep  125] longdress    static_B_2019.12.16_13.40.04.csv@546   reward=QoE=   60.90 eps=0.810 loss=4.4348
[ep  126] loot         driving_B_2020.01.16_07.26.43.csv@404   reward=QoE=  -50.03 eps=0.809 loss=3.3619
