# C:\Users\Nima\AppData\Local\Programs\Python\Python313\python.exe -u C:\Users\Nima\PointCloudStreaming\scripts\train_dqn.py --out C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\confirm\trial_005_s44\abr_dqn.pkl --run-dir C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\confirm\trial_005_s44 --batch-size 64 --coverage-stride 60 --early-stop-patience 3 --epochs 8 --eps-decay-frac 0.6 --eval-every 400 --eval-offsets 3 --eval-seeds 42,43,44 --eval-sequences longdress,loot,redandblack,soldier --gamma 1.0 --hidden 128 --lam 1.0 --lr 0.0001 --mu 4.3 --protocol configs/experiment_protocol.json --reward-spec {"rebuffer_weight": 2.0, "startup_weight": 1.0, "drop_weight": null} --seed 44 --segment-frames 8 --select-by qoe_quality --target-update 3000 --torch-threads 2 --lstm C:\Users\Nima\PointCloudStreaming\models/bandwidth_lstm_s8.pkl
==========================================================================================
🤖 DQN ABR training
   sequences: ['longdress', 'loot', 'redandblack', 'soldier'] | validation sequences: ['longdress', 'loot', 'redandblack', 'soldier']
   protocol: 4071599372abeb61 | train files: 13 | validation files: 4 | registered test files: 4 (NOT evaluated) | frames/episode: 300
   coverage stride: 60 samples -> 417 episodes/epoch x 8 epochs = 3336 episodes (~126768 env steps)
   segment: 8 frames/request (38 decisions/episode) | validation offsets/trace: 3 | validation seeds: [42, 43, 44]
   state_dim: 23 | actions: 6 | feature_spec: ['lstm_pred', 'buffer', 'last_rep_onehot', 'tput_last', 'tput_mean', 'tput_std', 'rep_bitrates', 'rep_densities']
   PyTorch CPU threads/trial: 2
   LSTM: models\bandwidth_lstm_s8.pkl
   reward = QoE: (100/N)*sum(q[fixed_log_bitrate]) - 4.3*stall_duration - 2.0*rebuffer_events - 1.0*sum|delta_segment_q| - (100/N)*dropped_frames - 1.0*startup_delay  (gamma=1.0, lr=0.0001, no learner-side scaling)
   select-by: qoe_quality | out: C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\confirm\trial_005_s44\abr_dqn.pkl | run-dir: C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\confirm\trial_005_s44
==========================================================================================
[validation @ ep 0] untrained: reward=QoE=-5603.37
[ep    1] longdress    static_B_2020.02.27_18.39.27.csv@5178  reward=QoE=   27.62 eps=1.000 loss=0.0000
[ep    2] loot         driving_B_2019.12.17_07.32.39.csv@1166  reward=QoE=   -4.78 eps=0.999 loss=0.7547
[ep    3] redandblack  driving_B_2019.12.17_07.32.39.csv@2246  reward=QoE=   21.89 eps=0.999 loss=0.8433
[ep    4] soldier      static_B_2020.02.27_18.39.27.csv@4518  reward=QoE=   -1.52 eps=0.998 loss=0.8016
[ep    5] longdress    driving_B_2020.01.16_07.26.43.csv@211   reward=QoE=  -77.10 eps=0.998 loss=0.9135
[ep    6] loot         driving_B_2020.02.14_09.38.22.csv@421   reward=QoE=  -36.87 eps=0.997 loss=1.1052
[ep    7] redandblack  driving_B_2020.01.16_09.56.56.csv@1570  reward=QoE=    7.85 eps=0.997 loss=1.0687
[ep    8] soldier      driving_B_2020.02.13_15.02.01.csv@81    reward=QoE=   28.35 eps=0.996 loss=0.8013
[ep    9] longdress    static_B_2019.12.16_13.40.04.csv@240   reward=QoE=   20.75 eps=0.996 loss=0.9519
[ep   10] loot         driving_B_2020.01.16_07.26.43.csv@31    reward=QoE=  -21.83 eps=0.995 loss=0.9011
[ep   11] redandblack  static_B_2020.02.27_18.39.27.csv@1818  reward=QoE=  -51.71 eps=0.995 loss=1.0838
[ep   12] soldier      driving_B_2019.12.17_07.32.39.csv@2066  reward=QoE=   26.60 eps=0.994 loss=0.9642
[ep   13] longdress    static_B_2020.02.27_18.39.27.csv@318   reward=QoE=   47.35 eps=0.994 loss=0.9087
[ep   14] loot         static_B_2020.02.27_18.39.27.csv@3558  reward=QoE=   -7.26 eps=0.993 loss=0.8401
[ep   15] redandblack  driving_B_2020.02.13_13.03.24.csv@1879  reward=QoE= -676.17 eps=0.993 loss=2.3137
[ep   16] soldier      static_B_2020.02.27_18.39.27.csv@378   reward=QoE=   54.91 eps=0.992 loss=1.5840
[ep   17] longdress    driving_B_2020.02.13_15.02.01.csv@741   reward=QoE=  -22.87 eps=0.992 loss=1.9191
[ep   18] loot         static_B_2020.02.27_18.39.27.csv@2538  reward=QoE=   29.10 eps=0.991 loss=1.8557
[ep   19] redandblack  static_B_2020.02.14_13.21.26.csv@367   reward=QoE=   28.43 eps=0.991 loss=1.9768
[ep   20] soldier      driving_B_2020.02.27_17.30.15.csv@150   reward=QoE= -772.61 eps=0.991 loss=2.3554
[ep   21] longdress    driving_B_2019.12.17_07.32.39.csv@2288  reward=QoE=   27.69 eps=0.990 loss=2.6544
[ep   22] loot         driving_B_2020.02.13_13.03.24.csv@1519  reward=QoE=  -75.73 eps=0.990 loss=2.6677
[ep   23] redandblack  static_B_2020.02.27_18.39.27.csv@2838  reward=QoE=   36.86 eps=0.989 loss=2.5497
[ep   24] soldier      driving_B_2020.02.13_15.02.01.csv@261   reward=QoE=   33.27 eps=0.989 loss=2.5786
[ep   25] longdress    driving_B_2020.01.16_07.26.43.csv@1171  reward=QoE=  -96.23 eps=0.988 loss=2.4136
[ep   26] loot         driving_B_2020.02.27_17.30.15.csv@720   reward=QoE= -235.36 eps=0.988 loss=2.5969
[ep   27] redandblack  driving_B_2020.02.13_13.03.24.csv@1099  reward=QoE= -170.24 eps=0.987 loss=2.7880
[ep   28] soldier      driving_B_2020.01.16_09.56.56.csv@76    reward=QoE=  -96.64 eps=0.987 loss=2.5864
[ep   29] longdress    static_B_2020.02.14_13.21.26.csv@667   reward=QoE=   39.60 eps=0.986 loss=2.4925
[ep   30] loot         driving_B_2020.01.16_07.26.43.csv@871   reward=QoE= -104.57 eps=0.986 loss=2.3669
[ep   31] redandblack  driving_B_2019.12.16_12.27.05.csv@377   reward=QoE= -324.17 eps=0.985 loss=2.7002
[ep   32] soldier      static_B_2019.12.16_13.40.04.csv@480   reward=QoE=  -21.85 eps=0.985 loss=2.8282
[ep   33] longdress    driving_B_2020.01.16_09.56.56.csv@136   reward=QoE=  -75.39 eps=0.984 loss=3.0102
[ep   34] loot         static_B_2020.02.27_18.39.27.csv@4038  reward=QoE=   45.28 eps=0.984 loss=2.5762
