State,DL_bitrate
D,1062.075
D,1691.840
D,3240.713
D,1684.833
D,1927.558
D,1708.725
D,1696.504
D,1804.944
D,1686.431
D,1643.190
D,1698.703
D,1798.019
D,1641.899
D,1603.057
D,3411.696
D,3285.828
D,3696.008
D,3560.782
D,3635.723
D,3329.702
D,3571.862
D,3670.204
D,1970.791
D,3382.956
D,3088.115
D,3371.788
D,3593.318
D,3491.796
D,3635.229
D,3320.679
D,3700.793
D,3231.186
D,3392.353
D,3248.795
D,3749.656
D,3841.069
D,3911.854
D,1786.668
