episode,sequence,file,offset,reward,qoe,qoe_quality,epsilon,mean_loss
1,longdress,driving_B_2019.12.17_07.32.39.csv,424,57.6712,2.40,-12.64,0.9995,0.000000
2,loot,driving_B_2020.02.13_13.03.24.csv,637,41.8142,0.00,-43.24,0.9991,0.516674
3,redandblack,driving_B_2020.02.14_09.38.22.csv,176,-10.6667,0.00,-197.30,0.9986,0.425483
4,soldier,driving_B_2020.02.14_09.38.22.csv,1256,142.6483,62.65,12.17,0.9981,0.434926
5,longdress,driving_B_2020.02.13_13.03.24.csv,1177,10.1392,0.00,-127.18,0.9976,0.396326
6,loot,driving_B_2019.12.16_12.27.05.csv,236,165.5628,84.19,37.23,0.9972,0.368045
7,redandblack,driving_B_2019.12.16_12.27.05.csv,896,164.9357,57.14,37.90,0.9967,0.326544
8,soldier,driving_B_2020.01.16_07.26.43.csv,325,4.7411,0.00,-225.37,0.9962,0.322721
9,longdress,driving_B_2020.02.13_15.02.01.csv,775,112.3717,12.95,3.89,0.9957,0.330357
10,loot,driving_B_2020.02.13_13.03.24.csv,277,109.4790,5.29,-0.20,0.9953,0.321531
11,redandblack,driving_B_2020.02.14_09.38.22.csv,56,25.9090,0.00,-91.70,0.9948,0.326407
12,soldier,driving_B_2020.02.13_15.02.01.csv,1135,65.8979,0.00,-48.53,0.9943,0.333444
13,longdress,driving_B_2020.01.16_07.26.43.csv,565,69.5372,0.00,-47.59,0.9938,0.323497
14,loot,static_B_2020.02.27_18.39.27.csv,5197,130.2639,0.00,32.34,0.9934,0.316572
15,redandblack,driving_B_2020.01.16_09.56.56.csv,1562,136.2350,6.00,33.05,0.9929,0.311741
16,soldier,driving_B_2020.02.13_13.03.24.csv,697,17.0961,0.00,-97.82,0.9924,0.314281
17,longdress,static_B_2019.12.16_13.40.04.csv,1113,71.5370,0.00,-512.19,0.9919,0.298326
18,loot,static_B_2019.12.16_13.40.04.csv,333,114.9728,22.95,11.06,0.9915,0.298533
19,redandblack,driving_B_2020.01.16_07.26.43.csv,1645,77.6972,0.00,-32.43,0.9910,0.299572
20,soldier,driving_B_2020.02.13_15.02.01.csv,655,143.3456,41.93,22.91,0.9905,0.307473
21,longdress,driving_B_2020.02.13_15.02.01.csv,1495,16.8077,0.00,-123.83,0.9900,0.311818
22,loot,static_B_2020.02.14_13.21.26.csv,429,166.1019,86.52,40.79,0.9896,0.304088
23,redandblack,driving_B_2020.01.16_07.26.43.csv,985,105.5083,16.01,-1.10,0.9891,0.284483
24,soldier,static_B_2019.12.16_13.40.04.csv,273,165.8633,45.13,32.20,0.9886,0.292311
25,longdress,driving_B_2020.02.14_09.38.22.csv,1016,65.2042,0.00,-43.88,0.9881,0.274504
26,loot,driving_B_2020.01.16_07.26.43.csv,1765,29.8668,0.00,-80.25,0.9877,0.282270
27,redandblack,driving_B_2020.02.13_15.02.01.csv,1975,123.1807,68.95,23.11,0.9872,0.289801
28,soldier,static_B_2020.02.27_18.39.27.csv,3097,83.7764,0.00,-28.69,0.9867,0.271539
29,longdress,driving_B_2020.02.27_17.30.15.csv,160,-24.8844,0.00,-783.65,0.9862,0.304322
30,loot,driving_B_2020.02.14_09.38.22.csv,116,23.0236,0.00,-117.42,0.9858,0.273702
31,redandblack,driving_B_2020.02.13_13.03.24.csv,1537,57.8319,0.00,-71.62,0.9853,0.290501
32,soldier,static_B_2020.02.27_18.39.27.csv,1717,145.4463,67.30,32.13,0.9848,0.286635
33,longdress,static_B_2020.02.27_18.39.27.csv,1297,165.4025,60.00,44.39,0.9843,0.309635
34,loot,driving_B_2020.02.27_17.30.15.csv,720,-4.7547,0.00,-306.09,0.9839,0.290136
35,redandblack,static_B_2020.02.27_18.39.27.csv,697,177.3695,86.00,46.62,0.9834,0.306228
36,soldier,driving_B_2020.02.13_13.03.24.csv,457,22.6471,0.00,-91.39,0.9829,0.277107
37,longdress,static_B_2020.02.14_13.21.26.csv,309,150.6223,28.00,40.16,0.9825,0.277458
38,loot,driving_B_2020.02.14_09.38.22.csv,1196,28.8962,0.00,-108.77,0.9820,0.289259
39,redandblack,driving_B_2020.02.13_13.03.24.csv,1057,40.3697,0.00,-47.12,0.9815,0.276448
40,soldier,driving_B_2020.01.16_09.56.56.csv,1202,156.3498,59.70,30.34,0.9810,0.271625
41,longdress,driving_B_2020.02.14_09.38.22.csv,1136,-6.7070,0.00,-193.41,0.9806,0.292805
42,loot,static_B_2019.12.16_13.40.04.csv,453,125.5880,100.00,28.00,0.9801,0.270374
43,redandblack,static_B_2020.02.27_18.39.27.csv,2677,132.5389,63.71,26.11,0.9796,0.279572
44,soldier,driving_B_2019.12.17_07.32.39.csv,2164,40.4040,0.00,-116.80,0.9791,0.276392
45,longdress,static_B_2020.02.27_18.39.27.csv,5317,174.4438,100.00,46.00,0.9787,0.267061
46,loot,static_B_2020.02.27_18.39.27.csv,2737,141.1552,18.00,34.26,0.9782,0.261527
47,redandblack,static_B_2019.12.16_13.40.04.csv,1653,135.7721,100.00,32.32,0.9777,0.263957
48,soldier,static_B_2020.02.27_18.39.27.csv,877,159.9795,84.25,39.28,0.9772,0.258916
49,longdress,driving_B_2020.01.16_09.56.56.csv,602,139.1772,77.31,28.99,0.9768,0.263832
50,loot,driving_B_2020.02.14_12.58.17.csv,194,-77.5874,0.00,-480.98,0.9763,0.258218
51,redandblack,static_B_2019.12.16_13.40.04.csv,753,122.9252,0.00,29.07,0.9758,0.268445
52,soldier,driving_B_2020.02.13_13.03.24.csv,397,60.7327,0.00,-66.29,0.9753,0.272772
53,longdress,driving_B_2020.02.13_15.02.01.csv,2754,-2.5966,0.00,-121.52,0.9749,0.266845
54,loot,driving_B_2019.12.17_07.32.39.csv,244,58.5301,0.00,-31.10,0.9744,0.259847
55,redandblack,driving_B_2020.02.14_09.38.22.csv,416,76.7551,0.00,-39.99,0.9739,0.272566
56,soldier,driving_B_2020.01.16_07.26.43.csv,145,19.7117,0.00,-234.81,0.9734,0.261965
57,longdress,static_B_2020.02.27_18.39.27.csv,4057,118.1219,24.00,26.57,0.9730,0.279602
58,loot,driving_B_2019.12.17_07.32.39.csv,1264,121.4225,31.46,8.23,0.9725,0.251925
59,redandblack,driving_B_2020.02.13_13.03.24.csv,1837,-112.3680,0.00,-663.50,0.9720,0.254655
60,soldier,static_B_2020.02.27_18.39.27.csv,3457,182.6919,100.00,47.89,0.9715,0.232183
61,longdress,driving_B_2020.02.13_15.02.01.csv,2275,14.5821,0.00,-141.35,0.9711,0.252930
62,loot,driving_B_2020.01.16_09.56.56.csv,1382,121.9696,22.00,29.78,0.9706,0.244142
63,redandblack,driving_B_2020.01.16_12.10.03.csv,97,123.9579,0.00,30.40,0.9701,0.236505
64,soldier,driving_B_2020.02.14_12.58.17.csv,14,91.0025,0.00,-9.38,0.9696,0.239303
65,longdress,static_B_2020.02.27_18.39.27.csv,217,118.5924,8.00,28.18,0.9692,0.223333
66,loot,driving_B_2020.02.14_09.38.22.csv,836,110.2791,0.00,0.92,0.9687,0.224940
67,redandblack,driving_B_2020.02.14_09.38.22.csv,596,159.8558,84.55,37.69,0.9682,0.235706
68,soldier,static_B_2020.02.14_13.21.26.csv,249,166.6633,50.00,45.38,0.9677,0.229857
69,longdress,static_B_2020.02.27_18.39.27.csv,4837,152.9294,42.31,40.58,0.9673,0.237940
70,loot,static_B_2020.02.27_18.39.27.csv,3517,172.7986,100.00,46.63,0.9668,0.216964
71,redandblack,driving_B_2020.01.16_07.26.43.csv,1225,65.2715,0.00,-16.01,0.9663,0.235049
72,soldier,driving_B_2020.02.13_13.03.24.csv,2137,-50.2710,0.00,-479.38,0.9658,0.217771
73,longdress,static_B_2020.02.27_18.39.27.csv,817,201.5354,100.00,53.98,0.9654,0.221852
74,loot,driving_B_2020.02.13_15.02.01.csv,55,156.2022,74.00,40.79,0.9649,0.227353
75,redandblack,static_B_2020.02.27_18.39.27.csv,3697,122.4898,0.00,29.67,0.9644,0.213898
76,soldier,driving_B_2019.12.17_07.32.39.csv,1204,113.2638,0.00,-31.15,0.9639,0.221525
77,longdress,driving_B_2019.12.16_12.27.05.csv,1152,82.2051,1.63,-13.43,0.9635,0.224150
78,loot,driving_B_2019.12.16_12.27.05.csv,836,161.4118,100.00,37.35,0.9630,0.205283
79,redandblack,driving_B_2020.01.16_09.56.56.csv,1082,82.9590,0.00,-24.83,0.9625,0.210249
80,soldier,static_B_2020.02.27_18.39.27.csv,1897,151.9741,80.00,36.12,0.9620,0.219678
81,longdress,static_B_2020.02.27_18.39.27.csv,1477,122.5206,28.25,7.89,0.9616,0.395394
82,loot,static_B_2020.02.27_18.39.27.csv,937,189.0541,100.00,52.33,0.9611,0.326522
83,redandblack,driving_B_2020.02.13_13.03.24.csv,577,50.2605,0.00,-42.09,0.9606,0.285911
84,soldier,driving_B_2020.01.16_12.10.03.csv,217,123.1803,0.00,29.83,0.9601,0.300817
85,longdress,driving_B_2020.02.27_17.30.15.csv,40,-0.7627,0.00,-422.15,0.9597,0.288909
86,loot,driving_B_2020.02.13_13.03.24.csv,217,75.6174,0.00,-32.22,0.9592,0.274884
87,redandblack,static_B_2020.02.27_18.39.27.csv,5742,153.7269,85.24,40.28,0.9587,0.274464
88,soldier,driving_B_2020.02.13_13.03.24.csv,1357,25.1855,0.00,-112.06,0.9582,0.270729
89,longdress,driving_B_2020.02.14_12.58.17.csv,434,-20.6115,0.00,-457.83,0.9578,0.281063
90,loot,static_B_2020.02.27_18.39.27.csv,3577,146.8130,67.90,28.72,0.9573,0.290951
91,redandblack,driving_B_2019.12.17_07.32.39.csv,1744,38.4083,0.00,-74.32,0.9568,0.260190
92,soldier,driving_B_2020.01.16_09.56.56.csv,302,62.2876,0.00,-39.35,0.9563,0.261434
93,longdress,static_B_2019.12.16_13.40.04.csv,1904,142.6055,42.00,15.84,0.9559,0.257264
94,loot,driving_B_2020.02.14_12.58.17.csv,734,-11.5752,0.00,-173.91,0.9554,0.262849
95,redandblack,static_B_2019.12.16_13.40.04.csv,1713,169.9983,100.00,45.35,0.9549,0.257154
