# C:\Users\Nima\AppData\Local\Programs\Python\Python313\python.exe -u C:\Users\Nima\PointCloudStreaming\train_dqn.py --out C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260714_131016_full\sweep\trial_002_s53\abr_dqn.pkl --run-dir C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260714_131016_full\sweep\trial_002_s53 --coverage-stride 60 --epochs 20 --eval-every 100 --eval-seeds 42,43,44 --lam 1.0 --lr 0.0001 --mu 4.3 --no-lstm-pred --playback-rate-min 0.9 --reward-spec {"stall_mode": "bounded", "stall_cap_s": 2.0, "event_penalty": 2.0} --seed 53 --segment-frames 8 --select-by qoe_quality --target-update 3000
==========================================================================================
🤖 DQN ABR training
   sequences: ['longdress', 'loot', 'redandblack', 'soldier'] | eval sequence: longdress
   train files: 17 | test files: 4 | frames/episode: 300
   coverage stride: 60 samples -> 556 episodes/epoch x 20 epochs = 11120 episodes (~422560 env steps)
   segment: 8 frames/request (38 decisions/episode) | playback-rate-min: 0.9 | eval seeds: [42, 43, 44]
   state_dim: 22 | actions: 6 | feature_spec: ['buffer', 'last_rep_onehot', 'tput_last', 'tput_mean', 'tput_std', 'rep_bitrates', 'rep_densities']
   reward: q[log_density] - 4.3*min(stall,2.0) + 2.0*new_event - 1.0*|dq|  (gamma=0.99, lr=0.0001, reward_norm=True, reward_scale=1.0)
   select-by: qoe_quality | out: C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260714_131016_full\sweep\trial_002_s53\abr_dqn.pkl | run-dir: C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260714_131016_full\sweep\trial_002_s53
==========================================================================================
[eval @ ep 0] untrained: reward=8.70 qoe=0.0 qoe_q=-27.0
[ep    1] longdress    driving_B_2020.02.27_17.30.15.csv@396   reward=  -21.71 qoe=   0.0 qoe_q= -646.4 eps=1.000 loss=0.0000
[ep    2] loot         driving_B_2020.02.14_12.58.17.csv@621   reward=  105.50 qoe=   0.0 qoe_q=  -20.3 eps=1.000 loss=0.4539
[ep    3] redandblack  driving_B_2020.01.16_07.26.43.csv@559   reward=   56.81 qoe=   0.0 qoe_q=  -37.3 eps=1.000 loss=0.4567
[ep    4] soldier      static_B_2019.12.16_13.40.04.csv@1246  reward=  112.19 qoe=   7.2 qoe_q=   -0.7 eps=0.999 loss=0.4697
[ep    5] longdress    driving_B_2020.02.13_13.03.24.csv@1051  reward=   16.27 qoe=   0.0 qoe_q= -155.2 eps=0.999 loss=0.4183
[ep    6] loot         driving_B_2020.02.27_17.30.15.csv@576   reward=   26.21 qoe=   0.0 qoe_q= -101.2 eps=0.999 loss=0.4108
[ep    7] redandblack  static_B_2020.02.13_13.57.29.csv@2364  reward=  135.37 qoe=   4.4 qoe_q=    6.4 eps=0.999 loss=0.3700
[ep    8] soldier      driving_B_2020.02.27_17.30.15.csv@636   reward=   -0.26 qoe=   0.0 qoe_q= -328.8 eps=0.999 loss=0.3682
[ep    9] longdress    driving_B_2019.12.16_12.27.05.csv@488   reward=   31.39 qoe=   0.0 qoe_q= -297.4 eps=0.999 loss=0.4042
[ep   10] loot         driving_B_2020.02.13_13.03.24.csv@751   reward=   56.69 qoe=   0.0 qoe_q=  -78.0 eps=0.999 loss=0.3904
