# C:\Users\Nima\AppData\Local\Programs\Python\Python313\python.exe -u C:\Users\Nima\PointCloudStreaming\train_dqn.py --out C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_130607_full\sweep\trial_001_s45\abr_dqn.pkl --run-dir C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_130607_full\sweep\trial_001_s45 --coverage-stride 60 --epochs 8 --eval-every 100 --eval-seeds 42,43,44 --lam 1.0 --lr 0.0001 --mu 4.3 --playback-rate-min 0.9 --reward-spec {"stall_mode": "bounded", "stall_cap_s": 2.0, "event_penalty": 2.0} --seed 45 --segment-frames 8 --select-by qoe_quality --target-update 3000
==========================================================================================
🤖 DQN ABR training
   sequences: ['longdress', 'loot', 'redandblack', 'soldier'] | eval sequence: longdress
   train files: 4 | test files: 1 | frames/episode: 300
   coverage stride: 60 samples -> 199 episodes/epoch x 8 epochs = 1592 episodes (~60496 env steps)
   segment: 8 frames/request (38 decisions/episode) | playback-rate-min: 0.9 | eval seeds: [42, 43, 44]
   state_dim: 23 | actions: 6 | feature_spec: ['lstm_pred', 'buffer', 'last_rep_onehot', 'tput_last', 'tput_mean', 'tput_std', 'rep_bitrates', 'rep_densities']
   reward: q[log_density] - 4.3*min(stall,2.0) + 2.0*new_event - 1.0*|dq|  (gamma=0.99, lr=0.0001, reward_norm=True, reward_scale=1.0)
   select-by: qoe_quality | out: C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_130607_full\sweep\trial_001_s45\abr_dqn.pkl | run-dir: C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_130607_full\sweep\trial_001_s45
==========================================================================================
[eval @ ep 0] untrained: reward=267.36 qoe=67.5 qoe_q=75.9
[ep    1] longdress    static_B_2020.02.27_18.39.27.csv@362   reward=  162.59 qoe=  96.0 qoe_q=   43.6 eps=0.999 loss=0.0000
[ep    2] loot         static_B_2019.12.16_13.40.04.csv@1496  reward=  186.67 qoe=   0.0 qoe_q=   55.3 eps=0.998 loss=1.3989
[ep    3] redandblack  static_B_2020.02.13_13.57.29.csv@2524  reward=  160.82 qoe=  26.0 qoe_q=   43.9 eps=0.997 loss=1.2074
[ep    4] soldier      static_B_2020.02.27_18.39.27.csv@3962  reward=  172.78 qoe=  32.0 qoe_q=   46.2 eps=0.996 loss=1.0310
[ep    5] longdress    static_B_2019.12.16_13.40.04.csv@1904  reward=  173.71 qoe=   0.0 qoe_q=  -47.8 eps=0.995 loss=0.7864
[ep    6] loot         static_B_2020.02.27_18.39.27.csv@2762  reward=  197.07 qoe=   4.0 qoe_q=   57.6 eps=0.994 loss=0.5663
[ep    7] redandblack  static_B_2020.02.27_18.39.27.csv@302   reward=  167.67 qoe=  51.5 qoe_q=   33.8 eps=0.993 loss=0.2684
[ep    8] soldier      static_B_2019.12.16_13.40.04.csv@716   reward=  201.74 qoe=  24.0 qoe_q=   59.6 eps=0.992 loss=0.1025
[ep    9] longdress    static_B_2020.02.13_13.57.29.csv@1204  reward=  131.56 qoe=  63.5 qoe_q=   27.0 eps=0.991 loss=0.0801
[ep   10] loot         static_B_2019.12.16_13.40.04.csv@1616  reward=  177.67 qoe=  84.0 qoe_q=   50.1 eps=0.990 loss=0.0604
[ep   11] redandblack  static_B_2020.02.27_18.39.27.csv@3842  reward=  153.01 qoe=  79.3 qoe_q=   38.2 eps=0.989 loss=0.0648
[ep   12] soldier      static_B_2020.02.14_13.21.26.csv@685   reward=  195.30 qoe=  16.0 qoe_q=   59.7 eps=0.988 loss=0.0596
[ep   13] longdress    static_B_2020.02.27_18.39.27.csv@1202  reward=  191.45 qoe= 100.0 qoe_q=   55.5 eps=0.987 loss=0.0674
[ep   14] loot         static_B_2020.02.13_13.57.29.csv@2044  reward=  193.56 qoe=   0.0 qoe_q=   55.6 eps=0.986 loss=0.0617
[ep   15] redandblack  static_B_2020.02.27_18.39.27.csv@5742  reward=  145.37 qoe=  71.9 qoe_q=   28.8 eps=0.985 loss=0.0662
[ep   16] soldier      static_B_2020.02.13_13.57.29.csv@1624  reward=  155.92 qoe=  58.0 qoe_q=   42.0 eps=0.984 loss=0.0631
[ep   17] longdress    static_B_2020.02.13_13.57.29.csv@1804  reward=  141.55 qoe=  21.4 qoe_q=   -1.4 eps=0.983 loss=0.0711
[ep   18] loot         static_B_2019.12.16_13.40.04.csv@776   reward=  156.70 qoe=   0.0 qoe_q=   41.9 eps=0.982 loss=0.0578
[ep   19] redandblack  static_B_2020.02.27_18.39.27.csv@5342  reward=  174.09 qoe=  51.6 qoe_q=   47.7 eps=0.981 loss=0.0581
[ep   20] soldier      static_B_2020.02.27_18.39.27.csv@1922  reward=  153.80 qoe= 100.0 qoe_q=   39.4 eps=0.980 loss=0.0630
[ep   21] longdress    static_B_2020.02.13_13.57.29.csv@124   reward=  148.45 qoe=  75.1 qoe_q=   33.5 eps=0.979 loss=0.0550
[ep   22] loot         static_B_2020.02.14_13.21.26.csv@625   reward=  159.99 qoe=   0.0 qoe_q=   42.7 eps=0.978 loss=0.0731
[ep   23] redandblack  static_B_2020.02.13_13.57.29.csv@2224  reward=  173.92 qoe=  84.4 qoe_q=   45.2 eps=0.977 loss=0.0731
[ep   24] soldier      static_B_2020.02.27_18.39.27.csv@5102  reward=  185.42 qoe=  30.0 qoe_q=   51.1 eps=0.976 loss=0.0562
[ep   25] longdress    static_B_2020.02.27_18.39.27.csv@1802  reward=  122.04 qoe=   0.0 qoe_q= -293.1 eps=0.975 loss=0.0734
[ep   26] loot         static_B_2020.02.13_13.57.29.csv@1264  reward=  127.67 qoe=   8.0 qoe_q=   17.2 eps=0.974 loss=0.0770
[ep   27] redandblack  static_B_2020.02.27_18.39.27.csv@2402  reward=  179.08 qoe=   4.0 qoe_q=   51.1 eps=0.973 loss=0.0768
[ep   28] soldier      static_B_2020.02.27_18.39.27.csv@2102  reward=  140.09 qoe=  60.2 qoe_q=   27.5 eps=0.972 loss=0.0986
[ep   29] longdress    static_B_2020.02.27_18.39.27.csv@1742  reward=  142.34 qoe=  64.5 qoe_q=   30.8 eps=0.971 loss=0.0921
[ep   30] loot         static_B_2019.12.16_13.40.04.csv@1256  reward=  150.39 qoe=  27.4 qoe_q=   18.5 eps=0.970 loss=0.1112
[ep   31] redandblack  static_B_2020.02.27_18.39.27.csv@5702  reward=  196.85 qoe=  87.5 qoe_q=   57.1 eps=0.969 loss=0.0910
[ep   32] soldier      static_B_2020.02.27_18.39.27.csv@5642  reward=  162.41 qoe=  65.8 qoe_q=   29.3 eps=0.968 loss=0.0957
[ep   33] longdress    static_B_2020.02.27_18.39.27.csv@2462  reward=  154.16 qoe=  16.0 qoe_q=   38.9 eps=0.967 loss=0.0847
