episode,sequence,file,offset,reward,qoe,qoe_quality,epsilon,mean_loss
1,longdress,static_B_2020.02.27_18.39.27.csv,362,156.5789,100.00,34.26,0.9990,0.000000
2,loot,static_B_2019.12.16_13.40.04.csv,1496,182.9214,46.00,48.52,0.9980,1.132036
3,redandblack,static_B_2020.02.13_13.57.29.csv,2524,195.0585,82.00,52.91,0.9970,1.050354
4,soldier,static_B_2020.02.27_18.39.27.csv,3962,192.2251,56.00,51.61,0.9960,0.600457
5,longdress,static_B_2019.12.16_13.40.04.csv,1904,166.8352,66.00,41.70,0.9950,0.087738
6,loot,static_B_2020.02.27_18.39.27.csv,2762,171.8378,50.00,43.61,0.9940,0.017919
7,redandblack,static_B_2020.02.27_18.39.27.csv,302,138.4269,48.95,13.76,0.9931,0.038126
8,soldier,static_B_2019.12.16_13.40.04.csv,716,150.6515,100.00,35.05,0.9921,0.047068
9,longdress,static_B_2020.02.13_13.57.29.csv,1204,181.2024,100.00,44.94,0.9911,0.044682
10,loot,static_B_2019.12.16_13.40.04.csv,1616,175.2078,87.20,42.76,0.9901,0.040441
11,redandblack,static_B_2020.02.27_18.39.27.csv,3842,133.2020,76.87,24.22,0.9891,0.044864
12,soldier,static_B_2020.02.14_13.21.26.csv,685,192.7437,100.00,50.47,0.9881,0.038183
13,longdress,static_B_2020.02.27_18.39.27.csv,1202,179.5329,100.00,43.50,0.9871,0.040116
14,loot,static_B_2020.02.13_13.57.29.csv,2044,174.8584,50.00,42.72,0.9861,0.036174
15,redandblack,static_B_2020.02.27_18.39.27.csv,5742,176.1474,70.00,44.71,0.9851,0.034825
16,soldier,static_B_2020.02.13_13.57.29.csv,1624,167.1698,100.00,39.55,0.9841,0.033232
17,longdress,static_B_2020.02.13_13.57.29.csv,1804,126.3115,0.00,-49.55,0.9831,0.030924
18,loot,static_B_2019.12.16_13.40.04.csv,776,162.6151,42.00,38.61,0.9821,0.040914
19,redandblack,static_B_2020.02.27_18.39.27.csv,5342,143.6559,81.43,29.67,0.9811,0.044780
20,soldier,static_B_2020.02.27_18.39.27.csv,1922,206.4467,100.00,59.16,0.9801,0.040412
21,longdress,static_B_2020.02.13_13.57.29.csv,124,127.5565,0.00,-27.55,0.9791,0.045736
22,loot,static_B_2020.02.14_13.21.26.csv,625,184.4801,50.00,48.29,0.9781,0.054028
23,redandblack,static_B_2020.02.13_13.57.29.csv,2224,154.5891,75.37,31.15,0.9771,0.052585
24,soldier,static_B_2020.02.27_18.39.27.csv,5102,177.9524,64.00,44.80,0.9761,0.051966
25,longdress,static_B_2020.02.27_18.39.27.csv,1802,117.6200,0.00,-36.87,0.9752,0.044930
26,loot,static_B_2020.02.13_13.57.29.csv,1264,94.5898,46.07,3.16,0.9742,0.051382
27,redandblack,static_B_2020.02.27_18.39.27.csv,2402,169.6611,68.00,39.41,0.9732,0.080063
28,soldier,static_B_2020.02.27_18.39.27.csv,2102,125.7903,43.38,14.48,0.9722,0.079212
29,longdress,static_B_2020.02.27_18.39.27.csv,1742,139.5597,70.13,20.12,0.9712,0.071486
30,loot,static_B_2019.12.16_13.40.04.csv,1256,112.8140,22.95,-6.10,0.9702,0.087139
31,redandblack,static_B_2020.02.27_18.39.27.csv,5702,179.5578,100.00,46.16,0.9692,0.089635
32,soldier,static_B_2020.02.27_18.39.27.csv,5642,159.4158,64.06,26.63,0.9682,0.075773
33,longdress,static_B_2020.02.27_18.39.27.csv,2462,179.0872,82.00,45.24,0.9672,0.074052
34,loot,static_B_2019.12.16_13.40.04.csv,896,175.7734,100.00,45.68,0.9662,0.071327
35,redandblack,static_B_2020.02.27_18.39.27.csv,4022,122.0946,48.98,12.60,0.9652,0.071726
36,soldier,static_B_2020.02.27_18.39.27.csv,3182,164.7636,80.00,42.23,0.9642,0.065065
37,longdress,static_B_2020.02.13_13.57.29.csv,2704,183.0178,100.00,46.55,0.9632,0.074835
38,loot,static_B_2020.02.27_18.39.27.csv,1322,167.3771,44.00,41.54,0.9622,0.066637
39,redandblack,static_B_2020.02.27_18.39.27.csv,1442,127.5606,81.28,19.88,0.9612,0.065888
40,soldier,static_B_2020.02.27_18.39.27.csv,662,137.2221,42.45,7.59,0.9602,0.064192
41,longdress,static_B_2020.02.13_13.57.29.csv,1144,71.7332,0.00,-30.39,0.9592,0.068132
42,loot,static_B_2020.02.27_18.39.27.csv,4622,140.3754,81.19,26.71,0.9582,0.087168
43,redandblack,static_B_2019.12.16_13.40.04.csv,116,163.4787,58.00,40.55,0.9573,0.095935
44,soldier,static_B_2020.02.14_13.21.26.csv,145,169.4701,52.75,17.56,0.9563,0.071446
45,longdress,static_B_2020.02.27_18.39.27.csv,482,181.5049,85.39,39.41,0.9553,0.073636
46,loot,static_B_2020.02.13_13.57.29.csv,1684,135.7664,54.41,17.41,0.9543,0.087513
47,redandblack,static_B_2020.02.13_13.57.29.csv,424,168.9915,100.00,39.06,0.9533,0.081061
48,soldier,static_B_2020.02.27_18.39.27.csv,602,171.8364,78.00,42.01,0.9523,0.085999
49,longdress,static_B_2020.02.27_18.39.27.csv,3122,-18.1370,0.00,-505.28,0.9513,0.075572
50,loot,static_B_2020.02.13_13.57.29.csv,1984,174.6035,48.00,44.64,0.9503,0.100429
51,redandblack,static_B_2020.02.27_18.39.27.csv,5162,176.1309,50.00,44.44,0.9493,0.090640
52,soldier,static_B_2020.02.27_18.39.27.csv,3482,172.1101,84.50,39.87,0.9483,0.401156
53,longdress,static_B_2020.02.27_18.39.27.csv,2582,141.4548,47.12,9.62,0.9473,0.126438
54,loot,static_B_2019.12.16_13.40.04.csv,1136,83.2126,0.00,-142.31,0.9463,0.110701
55,redandblack,static_B_2019.12.16_13.40.04.csv,1316,148.9654,74.75,30.42,0.9453,0.132395
56,soldier,static_B_2020.02.27_18.39.27.csv,422,182.7882,100.00,47.92,0.9443,0.128901
57,longdress,static_B_2020.02.13_13.57.29.csv,664,113.6330,0.00,-25.65,0.9433,0.115511
58,loot,static_B_2019.12.16_13.40.04.csv,236,123.9739,61.18,8.14,0.9423,0.110656
59,redandblack,static_B_2020.02.27_18.39.27.csv,4802,161.1578,48.00,37.96,0.9413,0.128871
60,soldier,static_B_2019.12.16_13.40.04.csv,1904,168.5299,52.00,40.09,0.9403,0.127182
61,longdress,static_B_2020.02.13_13.57.29.csv,1504,96.7376,0.73,-22.00,0.9393,0.116568
62,loot,static_B_2020.02.27_18.39.27.csv,1622,120.0208,0.00,-40.07,0.9384,0.125692
63,redandblack,static_B_2020.02.27_18.39.27.csv,5522,168.7709,52.00,40.85,0.9374,0.131697
64,soldier,static_B_2020.02.27_18.39.27.csv,1562,123.0620,52.25,13.89,0.9364,0.130932
65,longdress,static_B_2020.02.13_13.57.29.csv,2404,100.3148,0.00,-59.44,0.9354,0.145306
66,loot,static_B_2020.02.27_18.39.27.csv,3902,172.8150,50.00,43.59,0.9344,0.154577
67,redandblack,static_B_2020.02.13_13.57.29.csv,484,130.8222,39.63,-0.67,0.9334,0.133535
68,soldier,static_B_2020.02.27_18.39.27.csv,3722,181.8006,100.00,44.65,0.9324,0.138844
69,longdress,static_B_2020.02.27_18.39.27.csv,782,176.6762,100.00,45.64,0.9314,0.146236
70,loot,static_B_2020.02.14_13.21.26.csv,205,162.5119,54.00,39.70,0.9304,0.116913
71,redandblack,static_B_2020.02.13_13.57.29.csv,184,93.9269,18.69,-1.20,0.9294,0.125830
72,soldier,static_B_2020.02.27_18.39.27.csv,4442,135.9011,55.02,19.87,0.9284,0.136098
73,longdress,static_B_2020.02.27_18.39.27.csv,2642,123.3307,0.00,-36.69,0.9274,0.144002
74,loot,static_B_2020.02.27_18.39.27.csv,4862,123.4855,68.41,14.39,0.9264,0.138653
75,redandblack,static_B_2020.02.27_18.39.27.csv,4922,154.6588,68.39,25.97,0.9254,0.143885
76,soldier,static_B_2019.12.16_13.40.04.csv,1904,179.8494,56.00,46.73,0.9244,0.128511
77,longdress,static_B_2020.02.27_18.39.27.csv,1502,123.0771,39.97,-12.95,0.9234,0.118926
78,loot,static_B_2020.02.27_18.39.27.csv,4982,181.7646,100.00,43.65,0.9224,0.132197
79,redandblack,static_B_2020.02.13_13.57.29.csv,2884,97.6853,14.44,-5.01,0.9214,0.126354
80,soldier,static_B_2020.02.13_13.57.29.csv,1864,159.7974,0.00,-34.97,0.9205,0.142302
81,longdress,static_B_2020.02.13_13.57.29.csv,2644,161.3790,88.00,37.87,0.9195,0.129822
82,loot,static_B_2020.02.27_18.39.27.csv,4562,162.4275,100.00,38.86,0.9185,0.134061
83,redandblack,static_B_2020.02.13_13.57.29.csv,364,91.9284,0.00,-38.96,0.9175,0.131363
84,soldier,static_B_2020.02.14_13.21.26.csv,265,152.7090,63.00,31.42,0.9165,0.137547
85,longdress,static_B_2019.12.16_13.40.04.csv,956,130.2992,0.00,-35.89,0.9155,0.150232
86,loot,static_B_2020.02.27_18.39.27.csv,902,190.9617,82.41,48.87,0.9145,0.134780
87,redandblack,static_B_2019.12.16_13.40.04.csv,416,87.6879,0.00,-24.44,0.9135,0.131692
88,soldier,static_B_2020.02.27_18.39.27.csv,5042,90.9430,9.21,-10.64,0.9125,0.142671
89,longdress,static_B_2019.12.16_13.40.04.csv,356,102.5858,31.41,-0.22,0.9115,0.139570
90,loot,static_B_2020.02.27_18.39.27.csv,2822,178.6604,46.00,45.70,0.9105,0.144745
91,redandblack,static_B_2020.02.27_18.39.27.csv,1982,156.3061,59.77,28.55,0.9095,0.135024
92,soldier,static_B_2020.02.27_18.39.27.csv,242,189.2021,100.00,49.15,0.9085,0.147598
93,longdress,static_B_2020.02.27_18.39.27.csv,3542,160.3509,35.86,12.56,0.9075,0.136493
94,loot,static_B_2020.02.27_18.39.27.csv,62,171.5166,42.00,41.26,0.9065,0.135291
95,redandblack,static_B_2020.02.13_13.57.29.csv,904,136.0156,16.84,7.76,0.9055,0.154388
96,soldier,static_B_2020.02.27_18.39.27.csv,4202,130.4231,0.00,-60.46,0.9045,0.130891
97,longdress,static_B_2020.02.27_18.39.27.csv,3362,170.4272,64.00,40.37,0.9035,0.141750
98,loot,static_B_2020.02.27_18.39.27.csv,182,157.4944,76.98,35.98,0.9026,0.157260
99,redandblack,static_B_2020.02.13_13.57.29.csv,1564,164.2688,100.00,34.17,0.9016,0.139493
100,soldier,static_B_2020.02.27_18.39.27.csv,1382,165.7479,90.00,39.42,0.9006,0.143101
101,longdress,static_B_2020.02.27_18.39.27.csv,1022,151.6296,72.62,24.76,0.8996,0.149723
102,loot,static_B_2020.02.13_13.57.29.csv,64,129.0029,58.92,14.92,0.8986,0.379715
103,redandblack,static_B_2020.02.27_18.39.27.csv,842,173.4806,100.00,41.42,0.8976,0.169011
104,soldier,static_B_2020.02.13_13.57.29.csv,2104,80.3287,0.00,-15.69,0.8966,0.186425
105,longdress,static_B_2020.02.27_18.39.27.csv,5402,187.4403,100.00,49.79,0.8956,0.203219
106,loot,static_B_2020.02.14_13.21.26.csv,745,192.1924,46.00,51.15,0.8946,0.176235
107,redandblack,static_B_2020.02.27_18.39.27.csv,3302,175.7833,84.00,43.49,0.8936,0.172686
108,soldier,static_B_2019.12.16_13.40.04.csv,1376,131.2727,0.00,-59.92,0.8926,0.170610
109,longdress,static_B_2020.02.27_18.39.27.csv,4262,171.9265,100.00,41.72,0.8916,0.176166
110,loot,static_B_2020.02.13_13.57.29.csv,1324,105.0081,28.29,-2.44,0.8906,0.185014
111,redandblack,static_B_2020.02.13_13.57.29.csv,964,33.3220,0.00,-397.29,0.8896,0.185943
112,soldier,static_B_2019.12.16_13.40.04.csv,596,131.6592,49.27,-3.73,0.8886,0.187158
113,longdress,static_B_2019.12.16_13.40.04.csv,656,177.3094,100.00,42.98,0.8876,0.157997
114,loot,static_B_2020.02.27_18.39.27.csv,4082,174.6222,42.00,43.89,0.8866,0.176444
115,redandblack,static_B_2019.12.16_13.40.04.csv,1856,124.7443,0.00,-276.11,0.8856,0.181984
116,soldier,static_B_2020.02.14_13.21.26.csv,850,166.6866,46.24,10.42,0.8846,0.183273
117,longdress,static_B_2020.02.27_18.39.27.csv,5582,197.5847,96.00,53.97,0.8837,0.185854
118,loot,static_B_2019.12.16_13.40.04.csv,296,165.1469,66.00,27.60,0.8827,0.177606
119,redandblack,static_B_2020.02.27_18.39.27.csv,2222,198.1195,100.00,53.71,0.8817,0.203722
120,soldier,static_B_2020.02.13_13.57.29.csv,2944,155.7691,100.00,35.74,0.8807,0.175486
121,longdress,static_B_2020.02.13_13.57.29.csv,1924,153.0333,75.63,27.54,0.8797,0.185911
122,loot,static_B_2019.12.16_13.40.04.csv,176,175.0984,100.00,44.05,0.8787,0.170420
123,redandblack,static_B_2020.02.27_18.39.27.csv,4502,180.3129,71.36,36.28,0.8777,0.186103
124,soldier,static_B_2020.02.27_18.39.27.csv,4322,146.7712,62.03,21.51,0.8767,0.184553
125,longdress,static_B_2020.02.27_18.39.27.csv,4682,159.6894,51.60,22.94,0.8757,0.189341
126,loot,static_B_2020.02.13_13.57.29.csv,2344,153.5683,74.11,24.36,0.8747,0.196436
127,redandblack,static_B_2020.02.13_13.57.29.csv,1024,115.3163,26.41,10.85,0.8737,0.181818
128,soldier,static_B_2020.02.27_18.39.27.csv,5462,174.9479,100.00,42.30,0.8727,0.193018
129,longdress,static_B_2020.02.27_18.39.27.csv,3002,138.7447,50.90,10.65,0.8717,0.170320
130,loot,static_B_2019.12.16_13.40.04.csv,56,149.0988,77.68,27.79,0.8707,0.181702
