episode,sequence,file,offset,reward,qoe,qoe_quality,epsilon,mean_loss
1,longdress,static_B_2020.02.27_18.39.27.csv,3694,35.0605,35.06,35.06,0.9994,0.000000
2,loot,driving_B_2020.02.13_13.03.24.csv,417,-56.5104,-56.51,-56.51,0.9989,0.405952
3,redandblack,driving_B_2019.12.17_07.32.39.csv,1974,29.9791,29.98,29.98,0.9983,0.422179
4,soldier,static_B_2020.02.27_18.39.27.csv,214,28.0850,28.09,28.09,0.9977,0.298069
5,longdress,driving_B_2019.12.17_07.32.39.csv,774,-92.8711,-92.87,-92.87,0.9972,0.326035
6,loot,static_B_2019.12.16_13.40.04.csv,1101,-96.7073,-96.71,-96.71,0.9966,0.506633
7,redandblack,driving_B_2020.01.16_07.26.43.csv,1697,-50.7421,-50.74,-50.74,0.9960,0.702247
8,soldier,static_B_2020.02.27_18.39.27.csv,5254,20.8094,20.81,20.81,0.9955,0.664059
9,longdress,driving_B_2020.01.16_09.56.56.csv,503,30.7432,30.74,30.74,0.9949,0.604956
10,loot,driving_B_2020.02.13_15.02.01.csv,915,32.9742,32.97,32.97,0.9943,0.445422
11,redandblack,driving_B_2019.12.17_07.32.39.csv,1554,-26.1229,-26.12,-26.12,0.9937,0.603061
12,soldier,driving_B_2020.01.16_07.26.43.csv,617,-109.3578,-109.36,-109.36,0.9932,0.482565
13,longdress,driving_B_2020.02.13_15.02.01.csv,1515,-267.9283,-267.93,-267.93,0.9926,0.635652
14,loot,driving_B_2020.02.13_15.02.01.csv,2754,-66.7148,-66.71,-66.71,0.9920,0.760570
15,redandblack,driving_B_2020.01.16_07.26.43.csv,977,-69.2867,-69.29,-69.29,0.9915,0.866926
16,soldier,driving_B_2020.02.13_15.02.01.csv,555,-62.5069,-62.51,-62.51,0.9909,0.766739
17,longdress,driving_B_2020.01.16_09.56.56.csv,1570,-20.4724,-20.47,-20.47,0.9903,0.735301
18,loot,driving_B_2020.02.13_15.02.01.csv,15,38.3013,38.30,38.30,0.9898,0.747620
19,redandblack,driving_B_2020.01.16_07.26.43.csv,1277,-18.5601,-18.56,-18.56,0.9892,0.639654
20,soldier,driving_B_2020.02.14_09.38.22.csv,284,-268.8568,-268.86,-268.86,0.9886,0.631843
21,longdress,driving_B_2020.02.13_15.02.01.csv,1575,-521.9780,-521.98,-521.98,0.9880,0.921417
22,loot,static_B_2020.02.27_18.39.27.csv,4714,13.0863,13.09,13.09,0.9875,1.115542
23,redandblack,driving_B_2020.02.13_13.03.24.csv,117,-67.5868,-67.59,-67.59,0.9869,1.107543
24,soldier,driving_B_2019.12.17_07.32.39.csv,1074,-31.9133,-31.91,-31.91,0.9863,0.925588
25,longdress,driving_B_2020.02.13_13.03.24.csv,957,-188.3121,-188.31,-188.31,0.9858,1.006133
26,loot,driving_B_2019.12.17_07.32.39.csv,474,8.7593,8.76,8.76,0.9852,0.999228
27,redandblack,driving_B_2019.12.16_12.27.05.csv,631,-250.7323,-250.73,-250.73,0.9846,1.011101
28,soldier,driving_B_2020.02.13_15.02.01.csv,1275,-156.1601,-156.16,-156.16,0.9841,0.920317
29,longdress,static_B_2019.12.16_13.40.04.csv,321,-67.9727,-67.97,-67.97,0.9835,1.003502
30,loot,driving_B_2020.01.16_09.56.56.csv,683,-69.4277,-69.43,-69.43,0.9829,1.171032
31,redandblack,driving_B_2020.02.13_13.03.24.csv,1317,-111.3131,-111.31,-111.31,0.9824,1.071893
32,soldier,driving_B_2020.01.16_09.56.56.csv,1343,20.5935,20.59,20.59,0.9818,0.960141
33,longdress,driving_B_2019.12.16_12.27.05.csv,91,-57.3471,-57.35,-57.35,0.9812,0.995640
34,loot,driving_B_2020.01.16_07.26.43.csv,1097,12.5614,12.56,12.56,0.9806,0.914534
35,redandblack,driving_B_2019.12.16_12.27.05.csv,991,24.2781,24.28,24.28,0.9801,0.989367
36,soldier,driving_B_2020.02.14_09.38.22.csv,44,-159.0235,-159.02,-159.02,0.9795,0.961541
37,longdress,driving_B_2020.02.14_12.58.17.csv,630,-74.7173,-74.72,-74.72,0.9789,0.923032
38,loot,static_B_2020.02.27_18.39.27.csv,814,35.9916,35.99,35.99,0.9784,0.921956
39,redandblack,driving_B_2020.02.27_17.30.15.csv,720,-283.1022,-283.10,-283.10,0.9778,0.911955
40,soldier,static_B_2019.12.16_13.40.04.csv,141,35.3676,35.37,35.37,0.9772,1.021098
41,longdress,driving_B_2020.02.13_15.02.01.csv,855,-30.4400,-30.44,-30.44,0.9767,1.060449
42,loot,driving_B_2020.02.14_09.38.22.csv,944,18.9316,18.93,18.93,0.9761,0.988007
43,redandblack,driving_B_2019.12.17_07.32.39.csv,1674,-128.9486,-128.95,-128.95,0.9755,0.994913
44,soldier,driving_B_2019.12.17_07.32.39.csv,2154,-154.1006,-154.10,-154.10,0.9749,1.004363
45,longdress,driving_B_2020.02.13_15.02.01.csv,1155,-4.1438,-4.14,-4.14,0.9744,0.886842
46,loot,driving_B_2020.02.14_09.38.22.csv,224,-83.1261,-83.13,-83.13,0.9738,0.934761
47,redandblack,driving_B_2020.02.13_15.02.01.csv,2235,40.7552,40.76,40.76,0.9732,0.957433
48,soldier,driving_B_2020.01.16_09.56.56.csv,23,-74.0091,-74.01,-74.01,0.9727,0.938085
49,longdress,static_B_2020.02.27_18.39.27.csv,3334,5.2679,5.27,5.27,0.9721,0.891374
50,loot,static_B_2020.02.27_18.39.27.csv,5674,36.8233,36.82,36.82,0.9715,0.823055
51,redandblack,driving_B_2020.02.13_13.03.24.csv,1497,-72.9350,-72.94,-72.94,0.9710,0.893529
52,soldier,static_B_2019.12.16_13.40.04.csv,621,-61.2007,-61.20,-61.20,0.9704,0.828684
53,longdress,static_B_2020.02.14_13.21.26.csv,425,25.0344,25.03,25.03,0.9698,0.866156
54,loot,driving_B_2020.01.16_09.56.56.csv,83,-53.1771,-53.18,-53.18,0.9693,0.867771
55,redandblack,static_B_2019.12.16_13.40.04.csv,1821,11.4205,11.42,11.42,0.9687,0.756420
56,soldier,driving_B_2020.02.14_09.38.22.csv,644,33.0214,33.02,33.02,0.9681,0.855348
57,longdress,static_B_2020.02.27_18.39.27.csv,3034,1.3721,1.37,1.37,0.9675,0.765049
58,loot,driving_B_2019.12.17_07.32.39.csv,1254,-39.5004,-39.50,-39.50,0.9670,0.740193
59,redandblack,driving_B_2020.02.13_15.02.01.csv,615,-99.3119,-99.31,-99.31,0.9664,0.828949
60,soldier,driving_B_2020.02.27_17.30.15.csv,409,-644.9247,-644.92,-644.92,0.9658,0.850305
61,longdress,driving_B_2020.02.13_15.02.01.csv,675,16.0034,16.00,16.00,0.9653,1.086107
62,loot,driving_B_2020.02.14_09.38.22.csv,764,-15.9124,-15.91,-15.91,0.9647,1.018566
63,redandblack,driving_B_2019.12.17_07.32.39.csv,174,-24.3849,-24.38,-24.38,0.9641,0.887098
64,soldier,driving_B_2020.02.13_15.02.01.csv,2655,-54.4113,-54.41,-54.41,0.9636,0.854058
65,longdress,driving_B_2020.02.14_12.58.17.csv,450,-465.5715,-465.57,-465.57,0.9630,0.910770
66,loot,static_B_2020.02.27_18.39.27.csv,2014,9.6107,9.61,9.61,0.9624,1.014405
67,redandblack,static_B_2020.02.27_18.39.27.csv,1534,29.4160,29.42,29.42,0.9619,1.001543
68,soldier,static_B_2020.02.27_18.39.27.csv,754,34.8095,34.81,34.81,0.9613,0.926732
69,longdress,static_B_2020.02.27_18.39.27.csv,3814,-2.5225,-2.52,-2.52,0.9607,0.969894
70,loot,static_B_2020.02.27_18.39.27.csv,4414,45.0505,45.05,45.05,0.9601,0.922356
