# C:\Users\Nima\AppData\Local\Programs\Python\Python313\python.exe -u C:\Users\Nima\PointCloudStreaming\scripts\train_dqn.py --out C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\confirm\trial_005_s50\abr_dqn.pkl --run-dir C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\confirm\trial_005_s50 --batch-size 64 --coverage-stride 60 --early-stop-patience 3 --epochs 8 --eps-decay-frac 0.6 --eval-every 400 --eval-offsets 3 --eval-seeds 42,43,44 --eval-sequences longdress,loot,redandblack,soldier --gamma 1.0 --hidden 128 --lam 1.0 --lr 0.0001 --mu 4.3 --protocol configs/experiment_protocol.json --reward-spec {"rebuffer_weight": 2.0, "startup_weight": 1.0, "drop_weight": null} --seed 50 --segment-frames 8 --select-by qoe_quality --target-update 3000 --torch-threads 2 --lstm C:\Users\Nima\PointCloudStreaming\models/bandwidth_lstm_s8.pkl
==========================================================================================
🤖 DQN ABR training
   sequences: ['longdress', 'loot', 'redandblack', 'soldier'] | validation sequences: ['longdress', 'loot', 'redandblack', 'soldier']
   protocol: 4071599372abeb61 | train files: 13 | validation files: 4 | registered test files: 4 (NOT evaluated) | frames/episode: 300
   coverage stride: 60 samples -> 417 episodes/epoch x 8 epochs = 3336 episodes (~126768 env steps)
   segment: 8 frames/request (38 decisions/episode) | validation offsets/trace: 3 | validation seeds: [42, 43, 44]
   state_dim: 23 | actions: 6 | feature_spec: ['lstm_pred', 'buffer', 'last_rep_onehot', 'tput_last', 'tput_mean', 'tput_std', 'rep_bitrates', 'rep_densities']
   PyTorch CPU threads/trial: 2
   LSTM: models\bandwidth_lstm_s8.pkl
   reward = QoE: (100/N)*sum(q[fixed_log_bitrate]) - 4.3*stall_duration - 2.0*rebuffer_events - 1.0*sum|delta_segment_q| - (100/N)*dropped_frames - 1.0*startup_delay  (gamma=1.0, lr=0.0001, no learner-side scaling)
   select-by: qoe_quality | out: C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\confirm\trial_005_s50\abr_dqn.pkl | run-dir: C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\confirm\trial_005_s50
==========================================================================================
[validation @ ep 0] untrained: reward=QoE=-1114.62
[ep    1] longdress    static_B_2020.02.27_18.39.27.csv@3655  reward=QoE=   12.82 eps=1.000 loss=0.0000
[ep    2] loot         driving_B_2020.02.13_13.03.24.csv@1695  reward=QoE=   37.00 eps=0.999 loss=0.7047
[ep    3] redandblack  driving_B_2020.02.13_15.02.01.csv@2092  reward=QoE=  -12.32 eps=0.999 loss=0.9796
[ep    4] soldier      driving_B_2020.02.13_15.02.01.csv@472   reward=QoE=   55.58 eps=0.998 loss=1.1266
[ep    5] longdress    static_B_2019.12.16_13.40.04.csv@1576  reward=QoE=   32.04 eps=0.998 loss=0.8385
[ep    6] loot         driving_B_2020.02.14_09.38.22.csv@494   reward=QoE=    0.18 eps=0.997 loss=0.7682
[ep    7] redandblack  driving_B_2020.01.16_07.26.43.csv@332   reward=QoE= -161.88 eps=0.997 loss=1.1062
[ep    8] soldier      driving_B_2019.12.17_07.32.39.csv@953   reward=QoE= -151.54 eps=0.996 loss=1.1928
[ep    9] longdress    static_B_2019.12.16_13.40.04.csv@1396  reward=QoE=   -0.46 eps=0.996 loss=1.4277
[ep   10] loot         static_B_2020.02.27_18.39.27.csv@5395  reward=QoE=   41.01 eps=0.995 loss=1.4041
[ep   11] redandblack  driving_B_2020.01.16_09.56.56.csv@35    reward=QoE=    2.22 eps=0.995 loss=1.2817
[ep   12] soldier      driving_B_2020.02.13_13.03.24.csv@1215  reward=QoE= -251.93 eps=0.994 loss=1.5484
[ep   13] longdress    static_B_2020.02.14_13.21.26.csv@850   reward=QoE=   18.24 eps=0.994 loss=1.7609
[ep   14] loot         static_B_2019.12.16_13.40.04.csv@136   reward=QoE=   41.40 eps=0.993 loss=1.6802
[ep   15] redandblack  static_B_2020.02.27_18.39.27.csv@115   reward=QoE=   37.47 eps=0.993 loss=1.4483
[ep   16] soldier      driving_B_2019.12.17_07.32.39.csv@713   reward=QoE=  -71.53 eps=0.992 loss=1.5793
[ep   17] longdress    driving_B_2020.01.16_09.56.56.csv@1415  reward=QoE=   49.36 eps=0.992 loss=1.3791
[ep   18] loot         driving_B_2020.02.13_13.03.24.csv@1995  reward=QoE= -132.67 eps=0.991 loss=1.5064
[ep   19] redandblack  driving_B_2019.12.17_07.32.39.csv@2153  reward=QoE=  -57.08 eps=0.991 loss=1.5769
[ep   20] soldier      static_B_2020.02.27_18.39.27.csv@1375  reward=QoE=   39.14 eps=0.991 loss=1.2868
[ep   21] longdress    static_B_2020.02.27_18.39.27.csv@4315  reward=QoE=    6.53 eps=0.990 loss=1.4156
[ep   22] loot         static_B_2020.02.27_18.39.27.csv@715   reward=QoE=   29.55 eps=0.990 loss=1.3344
[ep   23] redandblack  driving_B_2020.01.16_07.26.43.csv@452   reward=QoE= -151.91 eps=0.989 loss=1.4551
[ep   24] soldier      driving_B_2019.12.17_07.32.39.csv@893   reward=QoE= -170.87 eps=0.989 loss=1.3906
[ep   25] longdress    driving_B_2020.02.13_15.02.01.csv@2572  reward=QoE=   33.80 eps=0.988 loss=1.5917
[ep   26] loot         driving_B_2020.02.13_13.03.24.csv@1335  reward=QoE=  -66.66 eps=0.988 loss=1.4991
[ep   27] redandblack  static_B_2020.02.27_18.39.27.csv@1435  reward=QoE=   50.54 eps=0.987 loss=1.3742
[ep   28] soldier      driving_B_2020.01.16_09.56.56.csv@95    reward=QoE= -128.93 eps=0.987 loss=1.5711
[ep   29] longdress    static_B_2020.02.27_18.39.27.csv@2335  reward=QoE= -401.32 eps=0.986 loss=1.7242
[ep   30] loot         driving_B_2020.01.16_07.26.43.csv@572   reward=QoE=  -24.98 eps=0.986 loss=1.8152
[ep   31] redandblack  static_B_2020.02.27_18.39.27.csv@3535  reward=QoE=   38.29 eps=0.985 loss=1.8034
[ep   32] soldier      static_B_2020.02.27_18.39.27.csv@5695  reward=QoE=   41.62 eps=0.985 loss=1.6322
[ep   33] longdress    driving_B_2019.12.17_07.32.39.csv@773   reward=QoE=  -43.06 eps=0.984 loss=1.7556
[ep   34] loot         driving_B_2019.12.17_07.32.39.csv@353   reward=QoE=   25.39 eps=0.984 loss=1.4063
[ep   35] redandblack  static_B_2020.02.27_18.39.27.csv@2755  reward=QoE=   34.95 eps=0.983 loss=1.6180
[ep   36] soldier      driving_B_2020.01.16_07.26.43.csv@512   reward=QoE= -152.27 eps=0.983 loss=1.5247
[ep   37] longdress    driving_B_2020.02.27_17.30.15.csv@155   reward=QoE= -289.36 eps=0.982 loss=1.5441
[ep   38] loot         driving_B_2019.12.16_12.27.05.csv@555   reward=QoE= -104.23 eps=0.982 loss=1.9714
[ep   39] redandblack  driving_B_2020.01.16_07.26.43.csv@1770  reward=QoE=  -75.15 eps=0.982 loss=1.6706
[ep   40] soldier      driving_B_2020.02.13_13.03.24.csv@555   reward=QoE= -116.85 eps=0.981 loss=1.7918
[ep   41] longdress    driving_B_2020.02.27_17.30.15.csv@215   reward=QoE= -675.14 eps=0.981 loss=1.8778
[ep   42] loot         driving_B_2020.02.13_15.02.01.csv@2272  reward=QoE=  -42.32 eps=0.980 loss=2.3830
[ep   43] redandblack  static_B_2020.02.27_18.39.27.csv@5742  reward=QoE=   34.77 eps=0.980 loss=2.4503
[ep   44] soldier      driving_B_2020.02.13_13.03.24.csv@195   reward=QoE= -137.21 eps=0.979 loss=2.1017
[ep   45] longdress    static_B_2020.02.27_18.39.27.csv@4375  reward=QoE=   40.20 eps=0.979 loss=1.8331
