State,DL_bitrate
D,5862.357
D,17818.050
D,32120.863
D,55569.986
D,120137.848
D,111712.894
D,122392.805
D,136204.077
D,118248.899
D,125363.555
D,124638.796
D,131175.249
D,119241.115
D,132370.814
D,117102.298
D,112010.438
D,133698.419
D,134867.739
D,114758.169
D,116395.314
D,115440.157
D,132323.440
D,116868.563
D,125931.709
D,123233.642
D,100337.571
D,115837.267
D,117433.887
D,120383.328
D,115467.111
D,122947.263
D,128863.136
D,121924.996
D,111783.126
D,112094.154
D,50736.902
D,59636.468
D,60669.184
