episode,sequence,file,offset,reward,qoe,qoe_quality,epsilon,mean_loss
1,longdress,static_B_2020.02.27_18.39.27.csv,362,162.5942,96.00,43.56,0.9990,0.000000
2,loot,static_B_2019.12.16_13.40.04.csv,1496,186.6721,0.00,55.29,0.9980,1.382695
3,redandblack,static_B_2020.02.13_13.57.29.csv,2524,160.8175,26.00,43.91,0.9970,1.194490
4,soldier,static_B_2020.02.27_18.39.27.csv,3962,172.7769,32.00,46.17,0.9960,1.006862
5,longdress,static_B_2019.12.16_13.40.04.csv,1904,173.7081,0.00,-47.78,0.9951,0.773323
6,loot,static_B_2020.02.27_18.39.27.csv,2762,197.0693,4.00,57.55,0.9941,0.542674
7,redandblack,static_B_2020.02.27_18.39.27.csv,302,167.6749,51.50,33.75,0.9931,0.230565
8,soldier,static_B_2019.12.16_13.40.04.csv,716,201.7419,24.00,59.60,0.9921,0.092857
9,longdress,static_B_2020.02.13_13.57.29.csv,1204,131.5558,63.54,27.00,0.9911,0.079680
10,loot,static_B_2019.12.16_13.40.04.csv,1616,177.6714,84.00,50.11,0.9901,0.060309
11,redandblack,static_B_2020.02.27_18.39.27.csv,3842,153.0103,79.28,38.22,0.9891,0.063099
12,soldier,static_B_2020.02.14_13.21.26.csv,685,195.2982,16.00,59.70,0.9881,0.057607
13,longdress,static_B_2020.02.27_18.39.27.csv,1202,191.4487,100.00,55.45,0.9871,0.066712
14,loot,static_B_2020.02.13_13.57.29.csv,2044,193.5562,0.00,55.58,0.9861,0.060107
15,redandblack,static_B_2020.02.27_18.39.27.csv,5742,145.3668,71.95,28.83,0.9851,0.067128
16,soldier,static_B_2020.02.13_13.57.29.csv,1624,155.9233,58.00,41.96,0.9841,0.064478
17,longdress,static_B_2020.02.13_13.57.29.csv,1804,141.5453,21.40,-1.43,0.9831,0.072072
18,loot,static_B_2019.12.16_13.40.04.csv,776,156.6981,0.00,41.89,0.9821,0.058581
19,redandblack,static_B_2020.02.27_18.39.27.csv,5342,174.0942,51.62,47.66,0.9811,0.058886
20,soldier,static_B_2020.02.27_18.39.27.csv,1922,153.8006,100.00,39.43,0.9801,0.063736
21,longdress,static_B_2020.02.13_13.57.29.csv,124,148.4457,75.07,33.46,0.9791,0.055755
22,loot,static_B_2020.02.14_13.21.26.csv,625,159.9924,0.00,42.65,0.9781,0.073930
23,redandblack,static_B_2020.02.13_13.57.29.csv,2224,173.9230,84.43,45.16,0.9772,0.074117
24,soldier,static_B_2020.02.27_18.39.27.csv,5102,185.4249,30.00,51.14,0.9762,0.057286
25,longdress,static_B_2020.02.27_18.39.27.csv,1802,122.0430,0.00,-293.06,0.9752,0.074324
26,loot,static_B_2020.02.13_13.57.29.csv,1264,127.6655,8.05,17.17,0.9742,0.077741
27,redandblack,static_B_2020.02.27_18.39.27.csv,2402,179.0831,4.00,51.09,0.9732,0.077716
28,soldier,static_B_2020.02.27_18.39.27.csv,2102,140.0926,60.17,27.53,0.9722,0.098936
29,longdress,static_B_2020.02.27_18.39.27.csv,1742,142.3353,64.48,30.77,0.9712,0.093580
30,loot,static_B_2019.12.16_13.40.04.csv,1256,139.7165,26.79,14.26,0.9702,0.111643
31,redandblack,static_B_2020.02.27_18.39.27.csv,5702,178.1437,100.00,49.97,0.9692,0.091964
32,soldier,static_B_2020.02.27_18.39.27.csv,5642,117.8897,0.00,-28.11,0.9682,0.101104
33,longdress,static_B_2020.02.27_18.39.27.csv,2462,152.9315,18.00,40.40,0.9672,0.083218
34,loot,static_B_2019.12.16_13.40.04.csv,896,149.6581,57.55,21.30,0.9662,0.107509
35,redandblack,static_B_2020.02.27_18.39.27.csv,4022,148.2313,62.00,26.36,0.9652,0.091192
36,soldier,static_B_2020.02.27_18.39.27.csv,3182,117.8242,0.00,-176.70,0.9642,0.097213
37,longdress,static_B_2020.02.13_13.57.29.csv,2704,147.8586,100.00,39.41,0.9632,0.087021
38,loot,static_B_2020.02.27_18.39.27.csv,1322,165.3800,0.00,45.49,0.9622,0.086361
39,redandblack,static_B_2020.02.27_18.39.27.csv,1442,167.9768,76.12,38.13,0.9612,0.080746
40,soldier,static_B_2020.02.27_18.39.27.csv,662,121.1552,42.02,6.78,0.9602,0.101463
41,longdress,static_B_2020.02.13_13.57.29.csv,1144,82.0260,0.00,-9.98,0.9592,0.098287
42,loot,static_B_2020.02.27_18.39.27.csv,4622,161.4757,82.63,41.31,0.9583,0.097156
43,redandblack,static_B_2019.12.16_13.40.04.csv,116,195.0382,16.00,55.26,0.9573,0.100717
44,soldier,static_B_2020.02.14_13.21.26.csv,145,149.9018,51.07,11.04,0.9563,0.098795
45,longdress,static_B_2020.02.27_18.39.27.csv,482,194.1733,100.00,52.81,0.9553,0.107970
46,loot,static_B_2020.02.13_13.57.29.csv,1684,114.3360,49.17,20.86,0.9543,0.095535
47,redandblack,static_B_2020.02.13_13.57.29.csv,424,194.3443,100.00,53.85,0.9533,0.110723
48,soldier,static_B_2020.02.27_18.39.27.csv,602,196.0743,34.00,56.86,0.9523,0.099460
49,longdress,static_B_2020.02.27_18.39.27.csv,3122,42.1291,0.00,-474.37,0.9513,0.114469
