# C:\Users\Nima\AppData\Local\Programs\Python\Python313\python.exe -u C:\Users\Nima\PointCloudStreaming\train_dqn.py --out C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260714_131016_full\sweep\trial_000_s50\abr_dqn.pkl --run-dir C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260714_131016_full\sweep\trial_000_s50 --coverage-stride 60 --epochs 20 --eval-every 100 --eval-seeds 42,43,44 --lam 1.0 --lr 0.0001 --mu 4.3 --playback-rate-min 0.9 --reward-spec {"stall_mode": "bounded", "stall_cap_s": 2.0, "event_penalty": 2.0} --seed 50 --segment-frames 8 --select-by qoe_quality --target-update 3000
==========================================================================================
🤖 DQN ABR training
   sequences: ['longdress', 'loot', 'redandblack', 'soldier'] | eval sequence: longdress
   train files: 17 | test files: 4 | frames/episode: 300
   coverage stride: 60 samples -> 556 episodes/epoch x 20 epochs = 11120 episodes (~422560 env steps)
   segment: 8 frames/request (38 decisions/episode) | playback-rate-min: 0.9 | eval seeds: [42, 43, 44]
   state_dim: 23 | actions: 6 | feature_spec: ['lstm_pred', 'buffer', 'last_rep_onehot', 'tput_last', 'tput_mean', 'tput_std', 'rep_bitrates', 'rep_densities']
   reward: q[log_density] - 4.3*min(stall,2.0) + 2.0*new_event - 1.0*|dq|  (gamma=0.99, lr=0.0001, reward_norm=True, reward_scale=1.0)
   select-by: qoe_quality | out: C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260714_131016_full\sweep\trial_000_s50\abr_dqn.pkl | run-dir: C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260714_131016_full\sweep\trial_000_s50
==========================================================================================
[eval @ ep 0] untrained: reward=153.14 qoe=33.1 qoe_q=-27.6
[ep    1] longdress    static_B_2020.02.27_18.39.27.csv@5146  reward=  180.44 qoe=  90.0 qoe_q=   44.6 eps=1.000 loss=0.0000
[ep    2] loot         driving_B_2020.02.13_13.03.24.csv@794   reward=   95.25 qoe=   0.0 qoe_q=  -27.4 eps=1.000 loss=0.9109
[ep    3] redandblack  static_B_2020.02.27_18.39.27.csv@3706  reward=  158.97 qoe=   4.0 qoe_q=   24.4 eps=1.000 loss=0.8935
[ep    4] soldier      static_B_2020.02.27_18.39.27.csv@4966  reward=  153.35 qoe=  96.0 qoe_q=   35.4 eps=0.999 loss=0.8088
[ep    5] longdress    static_B_2020.02.14_13.21.26.csv@850   reward=  153.58 qoe=  51.2 qoe_q=   22.5 eps=0.999 loss=0.6872
[ep    6] loot         driving_B_2020.02.13_13.03.24.csv@254   reward=   53.46 qoe=   0.0 qoe_q=  -24.4 eps=0.999 loss=0.4783
[ep    7] redandblack  driving_B_2020.02.13_13.03.24.csv@1274  reward=   -6.07 qoe=   0.0 qoe_q= -122.8 eps=0.999 loss=0.2819
[ep    8] soldier      driving_B_2019.12.16_11.49.59.csv@195   reward=   10.02 qoe=   0.0 qoe_q=  -99.0 eps=0.999 loss=0.2515
[ep    9] longdress    driving_B_2020.01.16_09.56.56.csv@795   reward=  123.33 qoe=  26.4 qoe_q=    8.5 eps=0.999 loss=0.2697
[ep   10] loot         static_B_2020.02.13_13.57.29.csv@1655  reward=  175.16 qoe=  81.0 qoe_q=   41.6 eps=0.999 loss=0.2696
[ep   11] redandblack  driving_B_2020.01.16_07.26.43.csv@1210  reward=   87.22 qoe=   9.5 qoe_q=  -11.6 eps=0.998 loss=0.2441
[ep   12] soldier      driving_B_2020.02.13_15.02.01.csv@2033  reward=  143.20 qoe=  83.0 qoe_q=   32.3 eps=0.998 loss=0.2362
[ep   13] longdress    driving_B_2019.12.16_14.23.32.csv@2012  reward=  195.74 qoe=   2.0 qoe_q=   32.7 eps=0.998 loss=0.2295
[ep   14] loot         driving_B_2020.02.14_09.38.22.csv@436   reward=  147.53 qoe=  31.8 qoe_q=   16.9 eps=0.998 loss=0.2331
[ep   15] redandblack  driving_B_2020.01.16_07.26.43.csv@1450  reward=   33.34 qoe=   0.0 qoe_q= -109.7 eps=0.998 loss=0.2297
[ep   16] soldier      driving_B_2019.12.16_12.27.05.csv@893   reward=  176.83 qoe= 100.0 qoe_q=   45.4 eps=0.998 loss=0.2538
[ep   17] longdress    static_B_2020.02.14_13.21.26.csv@749   reward=  171.12 qoe=  30.0 qoe_q=   28.1 eps=0.998 loss=0.2150
