# C:\Users\Nima\AppData\Local\Programs\Python\Python313\python.exe -u C:\Users\Nima\PointCloudStreaming\scripts\train_dqn.py --out C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\confirm\trial_017_s48\abr_dqn.pkl --run-dir C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\confirm\trial_017_s48 --batch-size 64 --coverage-stride 60 --early-stop-patience 3 --epochs 8 --eps-decay-frac 0.7 --eval-every 400 --eval-offsets 3 --eval-seeds 42,43,44 --eval-sequences longdress,loot,redandblack,soldier --gamma 1.0 --hidden 128 --lam 1.0 --lr 0.0003 --mu 4.3 --protocol configs/experiment_protocol.json --reward-spec {"rebuffer_weight": 2.0, "startup_weight": 1.0, "drop_weight": null} --seed 48 --segment-frames 15 --select-by qoe_quality --target-update 1500 --torch-threads 2 --lstm C:\Users\Nima\PointCloudStreaming\models/bandwidth_lstm_s15.pkl
==========================================================================================
🤖 DQN ABR training
   sequences: ['longdress', 'loot', 'redandblack', 'soldier'] | validation sequences: ['longdress', 'loot', 'redandblack', 'soldier']
   protocol: 4071599372abeb61 | train files: 13 | validation files: 4 | registered test files: 4 (NOT evaluated) | frames/episode: 300
   coverage stride: 60 samples -> 417 episodes/epoch x 8 epochs = 3336 episodes (~66720 env steps)
   segment: 15 frames/request (20 decisions/episode) | validation offsets/trace: 3 | validation seeds: [42, 43, 44]
   state_dim: 23 | actions: 6 | feature_spec: ['lstm_pred', 'buffer', 'last_rep_onehot', 'tput_last', 'tput_mean', 'tput_std', 'rep_bitrates', 'rep_densities']
   PyTorch CPU threads/trial: 2
   LSTM: models\bandwidth_lstm_s15.pkl
   reward = QoE: (100/N)*sum(q[fixed_log_bitrate]) - 4.3*stall_duration - 2.0*rebuffer_events - 1.0*sum|delta_segment_q| - (100/N)*dropped_frames - 1.0*startup_delay  (gamma=1.0, lr=0.0003, no learner-side scaling)
   select-by: qoe_quality | out: C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\confirm\trial_017_s48\abr_dqn.pkl | run-dir: C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\confirm\trial_017_s48
==========================================================================================
[validation @ ep 0] untrained: reward=QoE=-16088.22
[ep    1] longdress    static_B_2020.02.27_18.39.27.csv@5702  reward=QoE=   45.17 eps=1.000 loss=0.0000
[ep    2] loot         driving_B_2019.12.16_12.27.05.csv@4     reward=QoE=   33.03 eps=0.999 loss=0.0000
[ep    3] redandblack  static_B_2019.12.16_13.40.04.csv@1683  reward=QoE=   48.11 eps=0.999 loss=0.0000
[ep    4] soldier      driving_B_2019.12.17_07.32.39.csv@262   reward=QoE=  -67.40 eps=0.998 loss=1.9477
[ep    5] longdress    driving_B_2020.02.13_13.03.24.csv@1820  reward=QoE=-1055.50 eps=0.998 loss=9.3214
[ep    6] loot         driving_B_2019.12.17_07.32.39.csv@562   reward=QoE=   -6.41 eps=0.998 loss=10.8333
[ep    7] redandblack  driving_B_2019.12.16_12.27.05.csv@1152  reward=QoE=   23.35 eps=0.997 loss=7.9029
[ep    8] soldier      static_B_2019.12.16_13.40.04.csv@63    reward=QoE=   26.18 eps=0.997 loss=8.7138
[ep    9] longdress    driving_B_2020.01.16_12.10.03.csv@244   reward=QoE=   31.04 eps=0.996 loss=5.8246
[ep   10] loot         driving_B_2020.02.14_09.38.22.csv@935   reward=QoE=   15.93 eps=0.996 loss=9.9328
[ep   11] redandblack  driving_B_2019.12.17_07.32.39.csv@2182  reward=QoE=  -20.79 eps=0.996 loss=4.5316
[ep   12] soldier      static_B_2019.12.16_13.40.04.csv@123   reward=QoE=   42.27 eps=0.995 loss=5.4967
[ep   13] longdress    static_B_2020.02.27_18.39.27.csv@3182  reward=QoE= -210.23 eps=0.995 loss=6.4988
[ep   14] loot         driving_B_2020.01.16_07.26.43.csv@746   reward=QoE=   33.11 eps=0.994 loss=6.4773
[ep   15] redandblack  driving_B_2020.02.14_12.58.17.csv@92    reward=QoE= -120.71 eps=0.994 loss=6.4823
[ep   16] soldier      driving_B_2020.02.13_15.02.01.csv@1008  reward=QoE=   17.64 eps=0.994 loss=4.9775
[ep   17] longdress    driving_B_2020.02.13_15.02.01.csv@2508  reward=QoE= -129.70 eps=0.993 loss=5.3786
