State,DL_bitrate
D,4265.454
D,11915.096
D,22208.826
D,29556.941
D,31795.919
D,31313.617
D,32941.819
D,45934.626
D,50052.878
D,47715.271
D,46582.949
D,20927.731
D,16376.391
D,16471.195
D,14183.959
D,8745.443
D,13889.041
D,13612.699
D,15684.710
D,15499.891
D,16458.918
D,16235.891
D,23046.837
D,23854.574
D,19894.709
D,32912.379
D,29869.139
D,34017.475
D,25965.658
D,33746.475
D,25387.956
D,25197.437
D,30829.243
D,34143.639
D,31557.951
D,32781.354
D,33275.513
D,33662.544
D,32617.896
D,34312.275
D,34177.369
D,33371.838
D,31942.143
D,31514.940
D,32330.251
D,34455.939
D,34377.161
D,34054.280
D,32453.757
D,33755.276
D,32957.225
D,33578.922
D,20115.361
D,20502.142
D,19965.697
D,25268.605
D,25149.197
D,25036.774
D,3177.942
D,19101.585
