State,DL_bitrate
D,1169.731
D,1370.784
D,1221.431
D,1418.108
D,1688.286
D,1816.585
D,2949.005
D,2602.511
D,2586.950
D,1323.983
D,2575.625
D,1973.264
D,1497.782
D,3300.407
D,3242.415
D,3652.686
D,3164.649
D,3234.295
D,3127.550
D,2620.118
D,3757.763
D,4543.377
D,4638.095
D,4660.590
D,4542.644
D,4680.437
D,2856.851
D,4437.849
D,4739.947
D,4527.639
D,3864.338
D,3805.640
D,3601.865
D,3061.612
D,4467.154
D,4804.445
D,4945.983
D,4041.272
D,3126.006
D,3318.088
D,2304.872
D,4267.628
D,4695.107
D,5098.700
D,434.045
D,325.784
D,324.470
D,323.534
D,325.299
D,324.112
D,324.417
D,325.056
D,321.790
D,323.428
D,323.299
D,322.714
D,322.512
D,322.406
D,324.573
D,323.824
