State,DL_bitrate
D,1643.009
D,1700.965
D,2063.478
D,7176.226
D,8144.869
D,7919.801
D,5135.322
D,5479.195
D,6974.960
D,6807.325
D,5706.823
D,3969.769
D,3726.181
D,3471.074
D,3461.361
D,3378.986
D,4323.501
D,4745.628
D,3134.208
D,3497.814
D,3285.809
D,835.553
D,3209.107
D,4361.535
D,1980.792
D,2099.287
D,1559.197
D,1850.559
D,2520.499
D,3854.175
D,5934.580
D,5583.481
D,5210.822
D,4439.678
D,945.939
D,2766.987
D,4523.668
D,5271.635
D,5828.846
D,5505.156
D,5455.206
D,6132.801
D,5432.811
D,5935.702
D,6006.045
D,5453.774
D,6343.740
D,7153.167
D,6448.381
D,6111.241
D,6045.656
D,7330.775
D,7271.092
D,7149.486
D,6994.588
D,7492.321
D,7430.490
D,11687.890
D,9149.303
D,12069.665
