State,DL_bitrate
D,682.489
D,1993.915
D,1895.335
D,2169.166
D,1804.708
D,2075.299
D,1971.551
D,1805.401
D,1934.835
D,1978.740
D,2170.833
D,2079.021
D,1923.954
D,1944.524
D,2279.915
D,1845.745
D,1947.116
D,2150.625
D,2146.045
D,2169.901
D,1888.069
D,2004.158
D,2238.031
D,2157.742
D,2143.644
D,1900.967
D,1939.159
D,2155.857
D,1882.194
D,2258.555
D,1853.560
D,2240.778
D,2092.473
D,2195.059
D,2018.805
D,1954.574
D,2033.382
D,2191.853
D,2154.614
D,1911.876
D,2155.770
D,2304.615
D,2011.119
D,2105.829
D,1915.209
D,2031.035
D,2310.624
D,1918.569
D,1949.382
D,2035.881
D,1931.053
D,2160.306
D,1955.205
D,1919.153
D,2159.604
D,1937.937
D,1887.135
D,2002.318
D,2155.568
D,1986.749
