State,DL_bitrate
D,4506.352
D,16878.914
D,24895.921
D,22536.253
D,10558.964
D,3130.509
D,58107.869
D,53306.045
D,52858.935
D,43471.218
D,12084.240
D,2578.220
D,59596.957
D,80437.148
D,54135.334
D,45963.065
D,10787.636
D,2647.228
D,76425.302
D,74805.216
D,49053.989
D,42829.198
D,11567.888
D,2532.277
D,73693.673
D,70875.618
D,48576.061
D,40466.466
D,10412.099
D,2750.639
D,76068.842
D,76681.323
D,53925.950
D,41705.164
D,11730.631
D,2638.265
D,77005.984
D,76620.187
D,52437.007
D,47586.378
D,12819.968
D,2792.232
D,80610.653
D,83942.444
D,52072.587
D,49231.915
D,12461.104
D,3331.356
D,75212.972
D,52307.265
D,52257.581
D,47177.566
D,11351.019
D,2948.863
D,58589.734
D,50606.380
D,52975.274
D,50957.946
D,10746.768
D,2923.118
