State,DL_bitrate
D,5714.281
D,4632.755
D,11099.330
D,9241.403
D,10714.863
D,3166.840
D,10780.744
D,15172.808
D,14548.420
D,15052.036
D,10492.049
D,2750.455
D,19497.571
D,18228.291
D,14108.722
D,11288.693
D,11453.318
D,2760.627
D,14092.328
D,12253.806
D,14128.143
D,14002.618
D,11213.006
D,2533.376
D,14776.830
D,4631.720
D,7075.218
D,10481.147
D,11981.481
D,3134.486
D,14616.991
D,15169.427
D,14815.292
D,6343.205
D,3647.385
D,3180.184
D,6962.433
D,11877.315
D,15030.521
D,14736.249
D,11527.073
D,2867.968
D,14390.666
D,16140.804
D,17055.106
D,15740.848
D,12403.841
D,2845.731
D,3851.896
D,9796.919
D,11510.648
D,11116.231
D,11961.398
D,3261.768
D,12470.685
D,11258.591
D,10752.084
D,11617.301
D,10528.679
D,3092.337
