State,DL_bitrate
D,4300.608
D,8067.560
D,8750.822
D,9562.078
D,7341.463
D,9680.616
D,9396.117
D,7855.567
D,7211.231
D,4890.029
D,2649.044
D,7648.974
D,11774.394
D,11795.203
D,12148.424
D,9474.628
D,8005.917
D,7234.483
D,7676.882
D,7777.990
D,3652.235
D,4385.694
D,3699.257
D,3043.905
D,7383.531
D,8752.441
D,9590.379
D,7590.803
D,5738.874
D,6709.606
D,8122.850
D,10797.847
D,10445.176
D,10381.349
D,8127.504
D,6564.681
D,2344.774
D,4025.750
D,3742.356
D,5536.301
D,6968.351
D,7120.940
D,7413.844
D,9155.012
D,10093.252
D,10264.571
D,8296.577
D,6178.578
D,5030.149
D,4641.223
D,11580.160
D,10125.670
D,7902.702
D,5820.973
D,3726.033
D,3258.968
D,3342.713
D,3547.599
D,2407.453
D,3193.194
