State,DL_bitrate
D,609.476
D,1711.075
D,1813.959
D,2026.276
D,2026.987
D,2141.800
D,1886.031
D,2170.678
D,2105.583
D,2131.269
D,1845.678
D,1807.634
D,1899.750
D,1634.793
D,1877.021
D,2083.514
D,1784.462
D,1976.962
D,2065.025
D,1846.859
D,2267.665
D,2223.388
D,1780.034
D,1814.902
D,1822.809
D,1914.383
D,2044.185
D,2057.823
D,1868.339
D,1699.377
D,2205.401
D,2341.970
D,1902.125
D,2008.772
D,1879.323
D,1989.818
D,2285.182
D,2180.141
D,2049.112
D,2007.876
D,1802.020
D,2090.862
D,2135.655
D,1885.507
D,1920.095
D,1972.114
D,1829.051
D,1970.549
D,2147.567
D,2262.743
D,1923.613
D,1877.534
D,1808.910
D,1644.708
D,119.538
D,1763.039
D,1790.448
D,1609.312
D,1993.142
D,1849.819
