State,DL_bitrate
D,664.321
D,2256.671
D,1989.933
D,1874.577
D,2127.658
D,1864.749
D,2224.620
D,2182.575
D,2242.818
D,2303.815
D,2141.963
D,2238.315
D,2179.564
D,2039.547
D,2069.473
D,2265.505
D,2374.824
D,2415.529
D,2248.923
D,2434.780
D,2117.306
D,1989.483
D,1973.275
D,2066.933
D,2225.243
D,2032.956
D,2473.422
D,2328.220
D,1980.365
D,2099.650
D,2278.631
D,2404.980
D,2228.322
D,2419.487
D,2461.875
D,2339.294
D,2493.253
D,2530.511
D,2236.808
D,2098.888
D,2098.806
D,2049.227
D,2091.881
D,2367.675
D,2231.673
D,2184.125
D,1997.592
D,2047.453
D,2379.605
D,2062.551
D,2316.500
D,2172.741
D,2031.616
D,2341.476
D,2029.075
D,2158.477
D,2143.229
D,2200.826
D,2134.837
D,2306.098
