State,DL_bitrate
D,622.102
D,1645.921
D,2062.835
D,1901.653
D,1776.607
D,2048.012
D,2184.682
D,1818.393
D,2047.389
D,2192.394
D,1711.680
D,1951.823
D,1976.559
D,1603.925
D,1801.609
D,1922.662
D,1957.658
D,1957.662
D,2105.518
D,2119.864
D,2214.517
D,2160.776
D,1767.898
D,1749.343
D,1744.224
D,1778.557
D,1923.016
D,1923.577
D,1734.024
D,1954.380
D,1820.376
D,1904.191
D,2075.188
D,1975.077
D,2299.937
D,2046.636
D,2192.523
D,1951.798
D,2110.116
D,1847.918
D,2174.968
D,1791.049
D,1851.748
D,2110.144
D,2271.981
D,2255.913
D,1888.743
D,1924.353
D,2020.935
D,1967.490
D,1975.003
D,2062.747
D,1864.952
D,1831.104
D,1696.339
D,1575.584
D,1954.829
D,1669.900
D,1843.718
D,1978.267
