State,DL_bitrate
D,5149.298
D,3426.603
D,9389.784
D,6677.137
D,7490.152
D,2098.156
D,7347.611
D,7726.252
D,4382.827
D,2994.881
D,2865.819
D,2395.948
D,4753.527
D,3407.921
D,8751.854
D,8471.266
D,8253.767
D,2375.948
D,4834.820
D,5039.004
D,4611.499
D,3413.455
D,2875.120
D,2357.135
D,3302.446
D,4339.255
D,1608.909
D,5150.197
D,4308.822
D,1971.031
D,5145.859
D,6306.232
D,6634.372
D,3831.572
D,2268.995
D,2262.607
D,5664.436
D,4215.007
D,6811.075
D,8736.090
D,7864.162
D,1899.447
D,3753.742
D,9437.766
D,6462.471
D,4880.222
D,4359.323
D,2178.245
D,6376.889
D,10892.859
D,13696.050
D,12025.176
D,7955.646
D,1962.031
D,11127.956
D,2841.014
D,11085.138
D,7473.408
D,8221.354
D,2136.257
