State,DL_bitrate
D,905.910
D,2580.651
D,2631.854
D,2832.858
D,3022.049
D,2681.311
D,2953.004
D,2820.508
D,2856.196
D,3120.644
D,2541.043
D,2550.091
D,2833.273
D,3104.036
D,2663.841
D,2738.825
D,2776.042
D,2770.151
D,2813.000
D,3010.320
D,3089.908
D,2651.391
D,2560.772
D,2913.804
D,2972.702
D,2973.892
D,2811.783
D,2705.710
D,2608.347
D,2628.828
D,3215.494
D,2678.701
D,2915.957
D,2677.648
D,2823.152
D,2686.240
D,2674.055
D,3079.779
D,2885.327
D,2684.422
D,2792.382
D,2929.333
D,3061.361
D,2697.187
D,3152.245
D,3131.004
D,2807.147
D,2961.082
D,2813.212
D,3270.366
D,2631.017
D,3014.835
D,2743.103
D,2790.121
D,3143.544
D,2878.830
D,3206.536
D,2822.179
D,2745.350
D,2709.186
