State,DL_bitrate
D,176.984
D,3155.891
D,2736.111
D,3177.133
D,2732.702
D,2787.212
D,2783.231
D,2579.211
D,2605.792
D,2932.781
D,2740.508
D,2546.751
D,2726.709
D,2537.439
D,2789.992
D,2836.692
D,2899.170
D,2741.295
D,2797.111
D,2657.872
D,2618.520
D,2861.121
D,3030.407
D,3091.654
D,2509.466
D,2604.988
D,2509.236
D,2660.076
D,2618.594
D,3123.396
D,2766.274
D,2877.644
D,2911.842
D,2687.974
D,2694.967
D,2808.969
D,3308.072
D,2970.555
D,3217.115
D,2909.064
D,2805.946
D,2912.186
D,2817.434
D,2764.314
D,3036.788
D,2833.230
D,2689.482
D,3104.362
D,2862.145
D,3186.761
D,2903.251
D,2952.330
D,3043.979
D,2925.322
D,3277.396
D,2795.600
D,2683.421
D,3044.086
D,3302.186
D,3145.816
