State,DL_bitrate
D,5170.612
D,14103.077
D,22026.301
D,14504.601
D,7983.354
D,1962.797
D,24625.200
D,22247.120
D,24127.484
D,15943.720
D,7385.722
D,1775.780
D,23015.919
D,24122.222
D,18674.316
D,14623.181
D,8507.100
D,1836.274
D,4651.523
D,18006.880
D,37792.778
D,29039.434
D,8190.222
D,1713.455
D,171024.391
D,103562.644
D,77251.236
D,31873.316
D,7848.128
D,1920.719
D,175295.425
D,118184.059
D,75718.694
D,34969.137
D,7480.348
D,2035.525
D,166726.461
D,122255.962
D,79855.914
D,32013.553
D,8032.252
D,1921.807
D,169240.195
D,103932.602
D,75404.105
D,33216.710
D,7771.079
D,1881.919
D,195714.808
D,120989.772
D,69255.243
D,28763.780
D,7022.456
D,1705.614
D,142891.867
D,94390.593
D,68402.656
D,28273.110
D,6869.718
D,2070.963
