State,DL_bitrate
D,4717.823
D,13245.741
D,24157.277
D,30258.323
D,6883.520
D,1841.071
D,69422.921
D,89509.250
D,64794.932
D,26997.470
D,7596.797
D,2211.020
D,68778.155
D,95337.368
D,65346.246
D,27697.165
D,7486.316
D,2183.374
D,65618.363
D,101556.025
D,64173.369
D,32995.452
D,7146.612
D,1917.712
D,67852.265
D,102563.254
D,68373.221
D,28736.674
D,7775.646
D,1965.203
D,70376.963
D,97106.881
D,69116.149
D,27072.538
D,8278.620
D,1889.395
D,68342.517
D,94524.214
D,71146.126
D,33846.785
D,8226.688
D,2014.062
D,69529.132
D,93552.116
D,72461.686
D,32883.829
D,8705.876
D,2129.309
D,71992.905
D,97130.359
D,73517.360
D,29162.685
D,7609.703
D,1993.536
D,69021.543
D,49535.594
D,66764.667
D,33680.769
D,7910.222
D,2292.585
