State,DL_bitrate
D,608.564
D,1634.777
D,1905.707
D,1877.015
D,1704.957
D,1932.352
D,2194.497
D,1864.684
D,1938.664
D,1921.484
D,1796.827
D,1817.805
D,1667.797
D,1846.890
D,1685.496
D,1899.616
D,1986.717
D,2084.537
D,2151.797
D,2014.835
D,2046.561
D,2119.357
D,2129.768
D,1889.261
D,1853.737
D,2113.419
D,2004.206
D,1762.556
D,1742.856
D,2089.922
D,1829.204
D,2169.177
D,1893.099
D,2277.164
D,2081.706
D,1908.473
D,1856.131
D,2115.429
D,2077.847
D,1883.436
D,1789.878
D,1801.311
D,2159.281
D,2201.776
D,2237.857
D,2061.390
D,2166.661
D,1886.283
D,1845.190
D,1850.956
D,2203.584
D,2055.466
D,1827.534
D,1706.559
D,1708.123
D,1581.663
D,1677.282
D,1592.746
D,1764.153
D,1867.275
