State,DL_bitrate
D,3316.798
D,5964.796
D,6311.090
D,9138.913
D,8821.779
D,10582.929
D,6997.012
D,7201.013
D,7325.421
D,8676.515
D,7628.051
D,8359.651
D,7568.228
D,8906.547
D,14955.620
D,14735.261
D,13827.095
D,13719.568
D,15597.896
D,14800.735
D,14941.708
D,14901.913
D,11429.057
D,10980.865
D,10903.763
D,11052.724
D,10942.209
D,10965.136
D,10868.344
D,5998.748
D,1112.706
D,2770.862
D,2079.720
D,3516.260
D,4004.405
D,5045.281
D,7434.415
D,1374.462
D,1497.051
D,2380.941
D,1561.778
D,3304.685
D,3292.646
D,2179.024
D,534.961
D,5267.399
D,5298.480
D,5065.691
D,4650.615
D,1647.505
D,5027.305
D,4802.933
D,4085.922
D,2505.531
D,1952.308
D,3515.997
D,2838.167
D,1966.605
D,733.462
D,8597.380
