State,DL_bitrate
D,5083.503
D,14732.566
D,22886.239
D,29851.796
D,7895.767
D,2125.341
D,44932.555
D,36506.129
D,36864.837
D,29153.855
D,8066.908
D,1997.665
D,15567.307
D,16359.150
D,15055.029
D,5534.374
D,3767.054
D,1828.988
D,15275.815
D,14241.351
D,15068.849
D,14624.294
D,8279.857
D,1745.172
D,16237.208
D,18318.880
D,21861.525
D,14851.674
D,7588.407
D,1730.205
D,24929.627
D,29046.677
D,28829.631
D,32896.553
D,7639.608
D,1864.351
D,30535.526
D,28301.772
D,23509.322
D,32372.196
D,7058.629
D,1884.315
D,36641.998
D,35614.171
D,35199.002
D,34094.694
D,7783.701
D,2196.381
D,34207.456
D,29364.907
D,32585.889
D,27173.931
D,6535.385
D,1914.784
D,29896.199
D,32348.897
D,32899.058
D,25259.807
D,6687.321
D,1745.428
