State,DL_bitrate
D,125.893
D,2148.501
D,2011.427
D,2216.142
D,1813.297
D,2106.734
D,1887.888
D,1877.039
D,2290.751
D,1966.504
D,2129.964
D,2286.027
D,1968.390
D,2059.034
D,1946.789
D,1964.952
D,1963.532
D,1919.064
D,1832.024
D,1942.004
D,1914.949
D,2219.149
D,1864.856
D,2058.925
D,1921.149
D,1804.194
D,1857.131
D,2246.676
D,2072.137
D,2143.438
D,2026.831
D,1998.951
D,1958.392
D,2181.623
D,1979.938
D,1912.511
D,1888.063
D,2301.320
D,2231.588
D,2205.893
D,2146.093
D,2258.846
D,2251.996
D,1869.879
D,1901.013
D,2221.390
D,2207.983
D,2125.786
D,1961.652
D,1891.193
D,2287.348
D,2250.749
D,2295.243
D,2073.418
D,1870.194
D,1930.494
D,2238.365
D,2304.886
D,2060.285
D,2024.362
