State,DL_bitrate
D,128.221
D,2071.759
D,1881.884
D,1969.219
D,2013.875
D,2040.331
D,2470.791
D,2454.843
D,2168.841
D,2201.477
D,2027.537
D,2219.050
D,2481.590
D,2371.802
D,2066.599
D,1958.389
D,2092.955
D,2279.577
D,2164.773
D,2215.852
D,2228.258
D,2021.902
D,2051.881
D,1942.685
D,2263.895
D,2039.696
D,2400.725
D,2472.908
D,2052.786
D,2050.128
D,1985.455
D,1952.742
D,2146.900
D,2155.874
D,2179.133
D,2273.011
D,2223.018
D,2233.332
D,2234.735
D,2149.396
D,2033.892
D,1945.071
D,2033.695
D,2034.033
D,2255.402
D,2055.781
D,2153.675
D,2377.103
D,2315.461
D,2477.521
D,2076.055
D,2389.433
D,2092.137
D,2177.581
D,1955.808
D,2326.334
D,2162.790
D,2018.036
D,2037.195
D,2043.199
