# C:\Users\Nima\AppData\Local\Programs\Python\Python313\python.exe -u C:\Users\Nima\PointCloudStreaming\train_dqn.py --out C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260710_083943_full\sweep\trial_007_s42\abr_dqn.pkl --run-dir C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260710_083943_full\sweep\trial_007_s42 --coverage-stride 60 --epochs 8 --eval-every 100 --lam 0.5 --lr 0.0001 --mu 4.3 --no-lstm-pred --reward-spec {"stall_mode": "bounded", "stall_cap_s": 2.0, "event_penalty": 2.0} --seed 42 --select-by qoe_quality --target-update 3000
==========================================================================================
🤖 DQN ABR training
   sequences: ['longdress', 'loot', 'redandblack', 'soldier'] | eval sequence: longdress
   train files: 4 | test files: 1 | frames/episode: 300
   coverage stride: 60 samples -> 199 episodes/epoch x 8 epochs = 1592 episodes (~477600 env steps)
   state_dim: 22 | actions: 6 | feature_spec: ['buffer', 'last_rep_onehot', 'tput_last', 'tput_mean', 'tput_std', 'rep_bitrates', 'rep_densities']
   reward: q[log_density] - 4.3*min(stall,2.0) + 2.0*new_event - 0.5*|dq|  (gamma=0.99, lr=0.0001, reward_norm=True, reward_scale=1.0)
   select-by: qoe_quality | out: C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260710_083943_full\sweep\trial_007_s42\abr_dqn.pkl | run-dir: C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260710_083943_full\sweep\trial_007_s42
==========================================================================================
[eval @ ep 0] untrained: reward=129.14 qoe=0.0 qoe_q=-31.0
[ep    1] longdress    static_B_2020.02.13_13.57.29.csv@78    reward=  -11.97 qoe=   0.0 qoe_q= -182.1 eps=0.999 loss=0.2027
[ep    2] loot         static_B_2020.02.27_18.39.27.csv@2448  reward=   27.02 qoe=   0.0 qoe_q= -118.3 eps=0.998 loss=0.1639
[ep    3] redandblack  static_B_2020.02.13_13.57.29.csv@378   reward=  -14.34 qoe=   0.0 qoe_q= -191.5 eps=0.997 loss=0.1571
[ep    4] soldier      static_B_2019.12.16_13.40.04.csv@1262  reward=  -25.36 qoe=   0.0 qoe_q= -163.3 eps=0.996 loss=0.1621
[ep    5] longdress    static_B_2020.02.27_18.39.27.csv@3768  reward=    6.88 qoe=   0.0 qoe_q= -168.3 eps=0.995 loss=0.1693
[ep    6] loot         static_B_2020.02.27_18.39.27.csv@3888  reward=   23.75 qoe=   0.0 qoe_q= -147.2 eps=0.994 loss=0.1621
[ep    7] redandblack  static_B_2020.02.27_18.39.27.csv@2028  reward=   44.80 qoe=   0.0 qoe_q= -110.6 eps=0.993 loss=0.1672
[ep    8] soldier      static_B_2020.02.27_18.39.27.csv@828   reward=   37.75 qoe=   0.0 qoe_q=  -96.5 eps=0.992 loss=0.1608
[ep    9] longdress    static_B_2020.02.13_13.57.29.csv@2945  reward=   22.43 qoe=   0.0 qoe_q= -142.5 eps=0.991 loss=0.1551
[ep   10] loot         static_B_2020.02.27_18.39.27.csv@1488  reward=   16.80 qoe=   0.0 qoe_q= -159.1 eps=0.990 loss=0.1560
[ep   11] redandblack  static_B_2019.12.16_13.40.04.csv@1022  reward=    0.06 qoe=   0.0 qoe_q= -126.9 eps=0.989 loss=0.1645
[ep   12] soldier      static_B_2020.02.27_18.39.27.csv@3708  reward=   35.09 qoe=   0.0 qoe_q= -111.0 eps=0.988 loss=0.1591
[ep   13] longdress    static_B_2020.02.27_18.39.27.csv@5742  reward=    2.55 qoe=   0.0 qoe_q= -172.3 eps=0.987 loss=0.1587
[ep   14] loot         static_B_2020.02.27_18.39.27.csv@2628  reward=  -34.47 qoe=   0.0 qoe_q= -266.5 eps=0.986 loss=0.1630
[ep   15] redandblack  static_B_2020.02.27_18.39.27.csv@5742  reward=   19.13 qoe=   0.0 qoe_q= -157.3 eps=0.985 loss=0.1676
[ep   16] soldier      static_B_2020.02.27_18.39.27.csv@1248  reward=   25.99 qoe=   0.0 qoe_q= -109.4 eps=0.984 loss=0.1609
[ep   17] longdress    static_B_2020.02.27_18.39.27.csv@2328  reward= -171.83 qoe=   0.0 qoe_q= -544.5 eps=0.983 loss=0.1592
[ep   18] loot         static_B_2020.02.27_18.39.27.csv@288   reward=    4.13 qoe=   0.0 qoe_q= -129.8 eps=0.982 loss=0.1692
[ep   19] redandblack  static_B_2019.12.16_13.40.04.csv@302   reward=  -23.30 qoe=   0.0 qoe_q= -166.8 eps=0.981 loss=0.1596
[ep   20] soldier      static_B_2020.02.27_18.39.27.csv@4548  reward=   23.88 qoe=   0.0 qoe_q= -111.1 eps=0.980 loss=0.1658
[ep   21] longdress    static_B_2020.02.27_18.39.27.csv@4608  reward=    0.72 qoe=   0.0 qoe_q= -131.2 eps=0.979 loss=0.1604
[ep   22] loot         static_B_2020.02.13_13.57.29.csv@1278  reward=   20.97 qoe=   0.0 qoe_q= -117.1 eps=0.978 loss=0.1743
[ep   23] redandblack  static_B_2020.02.27_18.39.27.csv@1788  reward=  -81.25 qoe=   0.0 qoe_q= -488.8 eps=0.977 loss=0.1652
[ep   24] soldier      static_B_2020.02.13_13.57.29.csv@1518  reward=  -46.79 qoe=   0.0 qoe_q= -170.7 eps=0.976 loss=0.1857
[ep   25] longdress    static_B_2020.02.27_18.39.27.csv@468   reward=   12.40 qoe=   0.0 qoe_q= -108.9 eps=0.975 loss=0.1807
[ep   26] loot         static_B_2020.02.27_18.39.27.csv@768   reward=   19.88 qoe=   0.0 qoe_q= -129.6 eps=0.974 loss=0.1735
[ep   27] redandblack  static_B_2020.02.27_18.39.27.csv@108   reward=   22.02 qoe=   0.0 qoe_q= -147.6 eps=0.973 loss=0.1606
[ep   28] soldier      static_B_2019.12.16_13.40.04.csv@1802  reward=  -19.78 qoe=   0.0 qoe_q= -163.6 eps=0.972 loss=0.1668
[ep   29] longdress    static_B_2020.02.13_13.57.29.csv@2718  reward=  -20.85 qoe=   0.0 qoe_q= -153.9 eps=0.971 loss=0.1760
[ep   30] loot         static_B_2020.02.27_18.39.27.csv@1188  reward=  -14.07 qoe=   0.0 qoe_q= -338.9 eps=0.970 loss=0.1702
[ep   31] redandblack  static_B_2020.02.13_13.57.29.csv@2298  reward=    1.77 qoe=   0.0 qoe_q= -128.9 eps=0.969 loss=0.1638
[ep   32] soldier      static_B_2020.02.27_18.39.27.csv@48    reward=   55.83 qoe=   0.0 qoe_q=  -90.4 eps=0.968 loss=0.1829
[ep   33] longdress    static_B_2020.02.14_13.21.26.csv@764   reward=   38.92 qoe=   0.0 qoe_q= -103.6 eps=0.967 loss=0.1772
[ep   34] loot         static_B_2019.12.16_13.40.04.csv@542   reward=   27.07 qoe=   0.0 qoe_q= -141.8 eps=0.966 loss=0.1659
[ep   35] redandblack  static_B_2019.12.16_13.40.04.csv@1502  reward=   14.97 qoe=   0.0 qoe_q= -169.7 eps=0.965 loss=0.1644
[ep   36] soldier      static_B_2019.12.16_13.40.04.csv@1682  reward=   15.52 qoe=   0.0 qoe_q= -121.0 eps=0.964 loss=0.1731
[ep   37] longdress    static_B_2019.12.16_13.40.04.csv@482   reward=   30.51 qoe=   0.0 qoe_q= -155.8 eps=0.963 loss=0.1598
[ep   38] loot         static_B_2020.02.27_18.39.27.csv@348   reward=   32.80 qoe=   0.0 qoe_q= -161.9 eps=0.962 loss=0.1716
[ep   39] redandblack  static_B_2020.02.14_13.21.26.csv@824   reward=   40.07 qoe=   0.0 qoe_q=  -98.9 eps=0.961 loss=0.1615
[ep   40] soldier      static_B_2020.02.13_13.57.29.csv@1638  reward=  -13.93 qoe=   0.0 qoe_q= -208.7 eps=0.960 loss=0.1660
[ep   41] longdress    static_B_2020.02.13_13.57.29.csv@198   reward=   -2.94 qoe=   0.0 qoe_q= -190.6 eps=0.959 loss=0.1718
[ep   42] loot         static_B_2019.12.16_13.40.04.csv@422   reward=    3.89 qoe=   0.0 qoe_q= -145.2 eps=0.958 loss=0.1810
[ep   43] redandblack  static_B_2020.02.14_13.21.26.csv@164   reward=   28.86 qoe=   0.0 qoe_q= -101.0 eps=0.957 loss=0.1770
[ep   44] soldier      static_B_2020.02.13_13.57.29.csv@2238  reward=   12.34 qoe=   0.0 qoe_q= -176.1 eps=0.956 loss=0.1767
[ep   45] longdress    static_B_2020.02.13_13.57.29.csv@2658  reward=   36.16 qoe=   0.0 qoe_q= -104.5 eps=0.955 loss=0.1780
[ep   46] loot         static_B_2020.02.27_18.39.27.csv@5148  reward=   28.13 qoe=   0.0 qoe_q= -130.3 eps=0.954 loss=0.1727
[ep   47] redandblack  static_B_2020.02.13_13.57.29.csv@18    reward=   59.83 qoe=   0.0 qoe_q=  -81.8 eps=0.953 loss=0.1694
[ep   48] soldier      static_B_2020.02.13_13.57.29.csv@858   reward=  -63.80 qoe=   0.0 qoe_q= -190.8 eps=0.952 loss=0.1667
[ep   49] longdress    static_B_2019.12.16_13.40.04.csv@62    reward=   26.08 qoe=   0.0 qoe_q= -124.5 eps=0.951 loss=0.1776
[ep   50] loot         static_B_2020.02.13_13.57.29.csv@1878  reward=  -29.93 qoe=   0.0 qoe_q= -268.7 eps=0.950 loss=0.1707
[ep   51] redandblack  static_B_2020.02.27_18.39.27.csv@1428  reward=   44.36 qoe=   0.0 qoe_q=  -96.4 eps=0.949 loss=0.1706
[ep   52] soldier      static_B_2020.02.27_18.39.27.csv@4908  reward=   -3.19 qoe=   0.0 qoe_q= -171.8 eps=0.948 loss=0.1701
[ep   53] longdress    static_B_2020.02.13_13.57.29.csv@1818  reward=   22.28 qoe=   0.0 qoe_q= -153.0 eps=0.947 loss=0.1781
[ep   54] loot         static_B_2019.12.16_13.40.04.csv@182   reward=   54.12 qoe=   0.0 qoe_q= -108.5 eps=0.946 loss=0.1736
[ep   55] redandblack  static_B_2020.02.13_13.57.29.csv@1698  reward=    3.83 qoe=   0.0 qoe_q= -145.2 eps=0.945 loss=0.1822
[ep   56] soldier      static_B_2020.02.13_13.57.29.csv@1398  reward=   -1.57 qoe=   0.0 qoe_q= -208.4 eps=0.944 loss=0.1824
[ep   57] longdress    static_B_2020.02.13_13.57.29.csv@2418  reward= -158.03 qoe=   0.0 qoe_q= -474.9 eps=0.943 loss=0.1784
[ep   58] loot         static_B_2020.02.13_13.57.29.csv@1938  reward=    2.05 qoe=   0.0 qoe_q= -224.8 eps=0.942 loss=0.1707
[ep   59] redandblack  static_B_2020.02.27_18.39.27.csv@4788  reward=   47.77 qoe=   0.0 qoe_q=  -93.1 eps=0.941 loss=0.1828
[ep   60] soldier      static_B_2020.02.14_13.21.26.csv@104   reward=   32.75 qoe=   0.0 qoe_q= -150.5 eps=0.940 loss=0.1653
[ep   61] longdress    static_B_2020.02.27_18.39.27.csv@2208  reward=   46.76 qoe=   0.0 qoe_q=  -86.9 eps=0.939 loss=0.1887
[ep   62] loot         static_B_2020.02.13_13.57.29.csv@1998  reward=   43.14 qoe=   0.0 qoe_q= -134.9 eps=0.938 loss=0.1792
[ep   63] redandblack  static_B_2020.02.27_18.39.27.csv@5628  reward=   19.60 qoe=   0.0 qoe_q= -173.8 eps=0.937 loss=0.1855
[ep   64] soldier      static_B_2020.02.13_13.57.29.csv@258   reward=    8.58 qoe=   0.0 qoe_q= -122.8 eps=0.936 loss=0.1823
[ep   65] longdress    static_B_2020.02.27_18.39.27.csv@1908  reward=   35.83 qoe=   0.0 qoe_q=  -97.8 eps=0.935 loss=0.1833
[ep   66] loot         static_B_2020.02.27_18.39.27.csv@5448  reward=   31.65 qoe=   0.0 qoe_q= -111.3 eps=0.934 loss=0.1917
[ep   67] redandblack  static_B_2020.02.13_13.57.29.csv@2778  reward=   21.37 qoe=   0.0 qoe_q= -148.0 eps=0.933 loss=0.1704
[ep   68] soldier      static_B_2019.12.16_13.40.04.csv@1322  reward=    3.93 qoe=   0.0 qoe_q= -138.4 eps=0.932 loss=0.1870
[ep   69] longdress    static_B_2020.02.27_18.39.27.csv@3948  reward=   66.42 qoe=   0.0 qoe_q=  -76.0 eps=0.931 loss=0.1814
[ep   70] loot         static_B_2019.12.16_13.40.04.csv@1382  reward=  -43.95 qoe=   0.0 qoe_q= -277.0 eps=0.930 loss=0.1946
[ep   71] redandblack  static_B_2019.12.16_13.40.04.csv@362   reward=   18.47 qoe=   0.0 qoe_q= -121.3 eps=0.929 loss=0.1878
[ep   72] soldier      static_B_2020.02.13_13.57.29.csv@618   reward=  -32.18 qoe=   0.0 qoe_q= -217.7 eps=0.928 loss=0.1979
[ep   73] longdress    static_B_2020.02.13_13.57.29.csv@978   reward= -155.85 qoe=   0.0 qoe_q= -469.6 eps=0.927 loss=0.1964
[ep   74] loot         static_B_2020.02.27_18.39.27.csv@4308  reward=   49.04 qoe=   0.0 qoe_q=  -94.1 eps=0.926 loss=0.1982
[ep   75] redandblack  static_B_2020.02.13_13.57.29.csv@1098  reward=   10.72 qoe=   0.0 qoe_q= -113.3 eps=0.925 loss=0.1985
[ep   76] soldier      static_B_2020.02.27_18.39.27.csv@228   reward=   37.00 qoe=   0.0 qoe_q= -130.1 eps=0.924 loss=0.1908
[ep   77] longdress    static_B_2020.02.27_18.39.27.csv@5688  reward=   26.90 qoe=   0.0 qoe_q= -102.5 eps=0.923 loss=0.1955
[ep   78] loot         static_B_2020.02.14_13.21.26.csv@344   reward=   30.13 qoe=   0.0 qoe_q= -105.1 eps=0.922 loss=0.1987
[ep   79] redandblack  static_B_2020.02.27_18.39.27.csv@2268  reward=   37.34 qoe=   0.0 qoe_q=  -97.0 eps=0.921 loss=0.2063
[ep   80] soldier      static_B_2020.02.27_18.39.27.csv@2508  reward=   30.44 qoe=   0.0 qoe_q= -110.3 eps=0.920 loss=0.1935
[ep   81] longdress    static_B_2020.02.27_18.39.27.csv@3828  reward=  -17.13 qoe=   0.0 qoe_q= -240.9 eps=0.919 loss=0.2068
[ep   82] loot         static_B_2020.02.13_13.57.29.csv@1038  reward=   35.96 qoe=   0.0 qoe_q= -101.0 eps=0.918 loss=0.1910
